"Species","mean_rad_inc"
"CACO",0.970324018670294
"CAGL",1.04742766757127
"CAOVL",1.3147589017259
"CATO",0.966823476974369
"FAGR",1.5686722743216
"FRAM",1.54532009815784
"FRNI",0.978922261461123
"JUNI",1.96364049345771
"LITU",1.78709106433123
"PIST",1.71329178501922
"QUAL",1.49376995254893
"QUPR",1.43135143074663
"QURU",2.25609909510679
"QUVE",2.26915130880777
