year	corrs	rbar	sdev	serr	eps 	cores
  1840.	     6.	  0.2020	  0.1204	  0.0491	  0.5339	   4.53
  1860.	    10.	  0.1183	  0.1432	  0.0453	  0.5277	   8.32
  1880.	    15.	  0.2158	  0.2273	  0.0587	  0.8474	  20.17
  1900.	   210.	  0.3582	  0.1798	  0.0124	  0.9523	  35.80
  1920.	   741.	  0.3131	  0.1858	  0.0068	  0.9581	  50.13
  1940.	  1176.	  0.2513	  0.1625	  0.0047	  0.9528	  60.08
  1960.	  1891.	  0.2823	  0.1670	  0.0038	  0.9619	  64.18
  1980.	  2080.	  0.2287	  0.1768	  0.0039	  0.9512	  65.78
