 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000      -0.00011        -0.00001        -0.00007
  0.00667      -0.00060        -0.00020        -0.00061
  0.01333       0.00124         0.00058         0.00257
  0.02000       0.00745         0.00184         0.00829
  0.02667       0.02783         0.00520         0.02156
  0.03333       0.05121         0.01196         0.04825
  0.04000       0.05489         0.01578         0.06140
  0.04667       0.03481         0.01070         0.04046
  0.05333       0.01804         0.00608         0.02140
  0.06000       0.01684         0.00640         0.02156
  0.06667       0.00980         0.00406         0.01296
  0.07333       0.01130         0.00419         0.01235
  0.08000       0.01515         0.00482         0.01371
  0.08667       0.00799         0.00308         0.00819
  0.09333       0.00954         0.00471         0.01152
  0.10000       0.00630         0.00312         0.00770
  0.10667       0.00112         0.00126         0.00271
  0.11333       0.00318         0.00319         0.00665
  0.12000       0.00483         0.00384         0.00770
  0.12667       0.00278         0.00200         0.00386
  0.13333       0.00277         0.00175         0.00305
  0.14000       0.00249         0.00185         0.00313
  0.14667       0.00691         0.00496         0.00753
  0.15333       0.01045         0.00765         0.01132
  0.16000       0.00704         0.00594         0.00834
  0.16667       0.00618         0.00521         0.00695
  0.17333       0.00531         0.00445         0.00565
  0.18000       0.00319         0.00258         0.00318
  0.18667       0.00168         0.00174         0.00193
  0.19333       0.00190         0.00261         0.00284
  0.20000       0.00364         0.00563         0.00586
  0.20667       0.00471         0.00630         0.00644
  0.21333       0.00437         0.00381         0.00365
  0.22000       0.00373         0.00341         0.00314
  0.22667       0.00337         0.00331         0.00286
  0.23333       0.00421         0.00461         0.00393
  0.24000       0.00496         0.00543         0.00446
  0.24667       0.00355         0.00391         0.00317
  0.25333       0.00111         0.00146         0.00108
  0.26000       0.00238         0.00336         0.00246
  0.26667       0.00423         0.00619         0.00438
  0.27333       0.00456         0.00648         0.00456
  0.28000       0.00192         0.00269         0.00182
  0.28667       0.00244         0.00326         0.00211
  0.29333       0.00297         0.00477         0.00302
  0.30000       0.00186         0.00242         0.00153
  0.30667       0.00175         0.00158         0.00090
  0.31333       0.00185         0.00265         0.00153
  0.32000       0.00254         0.00472         0.00266
  0.32667       0.00226         0.00415         0.00235
  0.33333       0.00204         0.00373         0.00203
  0.34000       0.00240         0.00431         0.00233
  0.34667       0.00339         0.00482         0.00256
  0.35333       0.00262         0.00393         0.00208
  0.36000       0.00108         0.00304         0.00150
  0.36667       0.00246         0.00409         0.00203
  0.37333       0.00280         0.00296         0.00144
  0.38000       0.00173         0.00186         0.00090
  0.38667       0.00266         0.00431         0.00202
  0.39333       0.00374         0.00666         0.00319
  0.40000       0.00184         0.00414         0.00196
  0.40667       0.00220         0.00418         0.00194
  0.41333       0.00353         0.00526         0.00238
  0.42000       0.00675         0.01201         0.00546
  0.42667       0.00837         0.01689         0.00761
  0.43333       0.00635         0.01331         0.00595
  0.44000       0.00440         0.00844         0.00371
  0.44667       0.00105         0.00181         0.00080
  0.45333       0.00052         0.00182         0.00078
  0.46000       0.00042         0.00109         0.00049
  0.46667       0.00131         0.00156         0.00067
  0.47333       0.00157         0.00155         0.00068
  0.48000       0.00080         0.00144         0.00059
  0.48667       0.00061         0.00135         0.00057
  0.49333       0.00132         0.00320         0.00135
  0.50000       0.00178         0.00458         0.00197
