 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000       0.00060         0.00036         0.00149
  0.01020       0.00489         0.00125         0.00567
  0.02041       0.01060         0.00272         0.01197
  0.03061       0.01189         0.00360         0.01455
  0.04082       0.01718         0.00595         0.02315
  0.05102       0.01393         0.00546         0.02055
  0.06122       0.01491         0.00588         0.01914
  0.07143       0.02085         0.00765         0.02368
  0.08163       0.01366         0.00568         0.01622
  0.09184       0.00556         0.00283         0.00699
  0.10204       0.00426         0.00165         0.00362
  0.11224       0.00596         0.00266         0.00580
  0.12245       0.00684         0.00395         0.00787
  0.13265       0.00447         0.00300         0.00553
  0.14286       0.00180         0.00109         0.00178
  0.15306       0.00109         0.00084         0.00101
  0.16327       0.00324         0.00267         0.00348
  0.17347       0.00286         0.00230         0.00299
  0.18367       0.00124         0.00106         0.00124
  0.19388       0.00069         0.00080         0.00077
  0.20408       0.00090         0.00078         0.00077
  0.21429       0.00100         0.00070         0.00071
  0.22449       0.00360         0.00426         0.00381
  0.23469       0.00490         0.00635         0.00548
  0.24490       0.00167         0.00214         0.00177
  0.25510       0.00047         0.00049         0.00029
  0.26531       0.00175         0.00249         0.00181
  0.27551       0.00230         0.00313         0.00238
  0.28571       0.00320         0.00459         0.00308
  0.29592       0.00258         0.00445         0.00283
  0.30612       0.00155         0.00310         0.00193
  0.31633       0.00237         0.00429         0.00253
  0.32653       0.00305         0.00550         0.00313
  0.33673       0.00323         0.00485         0.00280
  0.34694       0.00237         0.00337         0.00186
  0.35714       0.00133         0.00238         0.00117
  0.36735       0.00115         0.00155         0.00074
  0.37755       0.00208         0.00317         0.00160
  0.38776       0.00294         0.00533         0.00270
  0.39796       0.00313         0.00613         0.00299
  0.40816       0.00224         0.00488         0.00237
  0.41837       0.00154         0.00420         0.00206
  0.42857       0.00076         0.00270         0.00125
  0.43878       0.00037         0.00100         0.00046
  0.44898       0.00045         0.00090         0.00032
  0.45918       0.00139         0.00331         0.00140
  0.46939       0.00184         0.00489         0.00222
  0.47959       0.00138         0.00318         0.00145
  0.48980       0.00071         0.00189         0.00084
  0.50000       0.00037         0.00101         0.00048
