"Species","Climate_data","variable","month","ANPP_response"
"caco","CRU_SCBI_1901_2016","frs","prev.oct",0.000385378034687127
"caco","CRU_SCBI_1901_2016","frs","prev.nov",-0.000197979801805911
"caco","CRU_SCBI_1901_2016","frs","prev.dec",-0.00143008006557451
"caco","CRU_SCBI_1901_2016","frs","curr.jan",-0.000183296055443444
"caco","CRU_SCBI_1901_2016","frs","curr.feb",0.000367383681332926
"caco","CRU_SCBI_1901_2016","frs","curr.mar",0.000168536614131871
"caco","CRU_SCBI_1901_2016","frs","curr.apr",0.000666678791438769
"caco","CRU_SCBI_1901_2016","frs","curr.may",0.000329197056540911
"caco","CRU_SCBI_1901_2016","pet","prev.apr",0.000461111993948358
"caco","CRU_SCBI_1901_2016","pet","prev.may",0.000190561406908714
"caco","CRU_SCBI_1901_2016","pet","prev.jun",-0.000474677517878878
"caco","CRU_SCBI_1901_2016","pet","prev.jul",0.000586702844149616
"caco","CRU_SCBI_1901_2016","pet","prev.aug",-0.00292862871825783
"caco","CRU_SCBI_1901_2016","pet","prev.sep",-0.00205365894274123
"caco","CRU_SCBI_1901_2016","pet","prev.oct",-0.00109801290835682
"caco","CRU_SCBI_1901_2016","pet","prev.nov",-0.00219275100762011
"caco","CRU_SCBI_1901_2016","pet","prev.dec",-0.000636557593453546
"caco","CRU_SCBI_1901_2016","pet","curr.jan",8.27779725139019e-05
"caco","CRU_SCBI_1901_2016","pet","curr.feb",-0.00121678499355479
"caco","CRU_SCBI_1901_2016","pet","curr.mar",-0.00184214068202054
"caco","CRU_SCBI_1901_2016","pet","curr.apr",0.000467010632791417
"caco","CRU_SCBI_1901_2016","pet","curr.may",-0.00194518976906302
"caco","CRU_SCBI_1901_2016","pet","curr.jun",-0.00316397911391062
"caco","CRU_SCBI_1901_2016","pet","curr.jul",-0.00233402731814213
"caco","CRU_SCBI_1901_2016","pet","curr.aug",-0.000932853692480182
"caco","CRU_SCBI_1901_2016","pet_sum","prev.apr",0.000391973092441954
"caco","CRU_SCBI_1901_2016","pet_sum","prev.may",0.000170989280329045
"caco","CRU_SCBI_1901_2016","pet_sum","prev.jun",-0.000552706332898976
"caco","CRU_SCBI_1901_2016","pet_sum","prev.jul",0.000541599204150374
"caco","CRU_SCBI_1901_2016","pet_sum","prev.aug",-0.00287537172942493
"caco","CRU_SCBI_1901_2016","pet_sum","prev.sep",-0.0021293909263352
"caco","CRU_SCBI_1901_2016","pet_sum","prev.oct",-0.00105179084154464
"caco","CRU_SCBI_1901_2016","pet_sum","prev.nov",-0.00214691781569897
"caco","CRU_SCBI_1901_2016","pet_sum","prev.dec",-0.000718402468678454
"caco","CRU_SCBI_1901_2016","pet_sum","curr.jan",1.30209130307438e-05
"caco","CRU_SCBI_1901_2016","pet_sum","curr.feb",-0.00113465572588154
"caco","CRU_SCBI_1901_2016","pet_sum","curr.mar",-0.00175344162059498
"caco","CRU_SCBI_1901_2016","pet_sum","curr.apr",0.000468598973667078
"caco","CRU_SCBI_1901_2016","pet_sum","curr.may",-0.00197770521651363
"caco","CRU_SCBI_1901_2016","pet_sum","curr.jun",-0.00311995849584086
"caco","CRU_SCBI_1901_2016","pet_sum","curr.jul",-0.00231746246328851
"caco","CRU_SCBI_1901_2016","pet_sum","curr.aug",-0.00093237749477789
"caco","CRU_SCBI_1901_2016","pre","prev.apr",0.00011608714598807
"caco","CRU_SCBI_1901_2016","pre","prev.may",-0.000409871272706551
"caco","CRU_SCBI_1901_2016","pre","prev.jun",-0.000319202971720785
"caco","CRU_SCBI_1901_2016","pre","prev.jul",0.00071600388556051
"caco","CRU_SCBI_1901_2016","pre","prev.aug",0.00258922638373935
"caco","CRU_SCBI_1901_2016","pre","prev.sep",0.00222904325909347
"caco","CRU_SCBI_1901_2016","pre","prev.oct",-0.000509541243649277
"caco","CRU_SCBI_1901_2016","pre","prev.nov",0.000415976558060294
"caco","CRU_SCBI_1901_2016","pre","prev.dec",0.00105939886760923
"caco","CRU_SCBI_1901_2016","pre","curr.jan",-0.000767514461001755
"caco","CRU_SCBI_1901_2016","pre","curr.feb",0.000395806613710917
"caco","CRU_SCBI_1901_2016","pre","curr.mar",0.00149042689113737
"caco","CRU_SCBI_1901_2016","pre","curr.apr",-0.00142293520503102
"caco","CRU_SCBI_1901_2016","pre","curr.may",0.00194963034606213
"caco","CRU_SCBI_1901_2016","pre","curr.jun",0.00160145516314637
"caco","CRU_SCBI_1901_2016","pre","curr.jul",0.00191006928827697
"caco","CRU_SCBI_1901_2016","pre","curr.aug",0.0011076241115956
"caco","CRU_SCBI_1901_2016","tmn","prev.apr",-0.000194736434604954
"caco","CRU_SCBI_1901_2016","tmn","prev.may",-0.0014192877349856
"caco","CRU_SCBI_1901_2016","tmn","prev.jun",-0.000559743608680458
"caco","CRU_SCBI_1901_2016","tmn","prev.jul",-0.000441526005634109
"caco","CRU_SCBI_1901_2016","tmn","prev.aug",0.000131954040027572
"caco","CRU_SCBI_1901_2016","tmn","prev.sep",0.000144300851075401
"caco","CRU_SCBI_1901_2016","tmn","prev.oct",-0.000289938212662978
"caco","CRU_SCBI_1901_2016","tmn","prev.nov",0.000304214620457641
"caco","CRU_SCBI_1901_2016","tmn","prev.dec",0.00121572620983661
"caco","CRU_SCBI_1901_2016","tmn","curr.jan",0.000299299421668738
"caco","CRU_SCBI_1901_2016","tmn","curr.feb",-0.000530954956274688
"caco","CRU_SCBI_1901_2016","tmn","curr.mar",-0.000412839628522566
"caco","CRU_SCBI_1901_2016","tmn","curr.apr",-0.0005525664515167
"caco","CRU_SCBI_1901_2016","tmn","curr.may",-0.00101255593049022
"caco","CRU_SCBI_1901_2016","tmn","curr.jun",-0.00198935548058918
"caco","CRU_SCBI_1901_2016","tmn","curr.jul",-0.000662813069273394
"caco","CRU_SCBI_1901_2016","tmn","curr.aug",-0.000469700668687744
"caco","CRU_SCBI_1901_2016","tmp","prev.apr",0.000274624145644945
"caco","CRU_SCBI_1901_2016","tmp","prev.may",-0.000956493502386996
"caco","CRU_SCBI_1901_2016","tmp","prev.jun",-0.000360633605084208
"caco","CRU_SCBI_1901_2016","tmp","prev.jul",-0.000157700180660369
"caco","CRU_SCBI_1901_2016","tmp","prev.aug",-0.0011690935214365
"caco","CRU_SCBI_1901_2016","tmp","prev.sep",-0.000875991470221667
"caco","CRU_SCBI_1901_2016","tmp","prev.oct",-0.000710941365732642
"caco","CRU_SCBI_1901_2016","tmp","prev.nov",-0.000363478176714865
"caco","CRU_SCBI_1901_2016","tmp","prev.dec",0.000579776863183504
"caco","CRU_SCBI_1901_2016","tmp","curr.jan",0.000385952042600658
"caco","CRU_SCBI_1901_2016","tmp","curr.feb",-0.000664070194143482
"caco","CRU_SCBI_1901_2016","tmp","curr.mar",-0.00106410777357811
"caco","CRU_SCBI_1901_2016","tmp","curr.apr",0.000120824131547095
"caco","CRU_SCBI_1901_2016","tmp","curr.may",-0.00135021197082306
"caco","CRU_SCBI_1901_2016","tmp","curr.jun",-0.00263161559695739
"caco","CRU_SCBI_1901_2016","tmp","curr.jul",-0.00157840663608349
"caco","CRU_SCBI_1901_2016","tmp","curr.aug",-0.000970718174180756
"caco","CRU_SCBI_1901_2016","tmx","prev.apr",0.000595369938411621
"caco","CRU_SCBI_1901_2016","tmx","prev.may",-0.000513894849782558
"caco","CRU_SCBI_1901_2016","tmx","prev.jun",-0.000135952332903876
"caco","CRU_SCBI_1901_2016","tmx","prev.jul",0.000115085921039187
"caco","CRU_SCBI_1901_2016","tmx","prev.aug",-0.0019966559071781
"caco","CRU_SCBI_1901_2016","tmx","prev.sep",-0.00151681227833286
"caco","CRU_SCBI_1901_2016","tmx","prev.oct",-0.00100882059697886
"caco","CRU_SCBI_1901_2016","tmx","prev.nov",-0.000998506448288649
"caco","CRU_SCBI_1901_2016","tmx","prev.dec",5.89938670499286e-05
"caco","CRU_SCBI_1901_2016","tmx","curr.jan",0.000419117316368785
"caco","CRU_SCBI_1901_2016","tmx","curr.feb",-0.000797649357798164
"caco","CRU_SCBI_1901_2016","tmx","curr.mar",-0.00148181657427597
"caco","CRU_SCBI_1901_2016","tmx","curr.apr",0.000436208181036239
"caco","CRU_SCBI_1901_2016","tmx","curr.may",-0.00149039484482428
"caco","CRU_SCBI_1901_2016","tmx","curr.jun",-0.00267876587959099
"caco","CRU_SCBI_1901_2016","tmx","curr.jul",-0.00172346512315058
"caco","CRU_SCBI_1901_2016","tmx","curr.aug",-0.00106024202770511
"caco","CRU_SCBI_1901_2016","vap","prev.apr",0.000327497895237915
"caco","CRU_SCBI_1901_2016","vap","prev.may",-0.000618971470374166
"caco","CRU_SCBI_1901_2016","vap","prev.jun",0.00092101529750362
"caco","CRU_SCBI_1901_2016","vap","prev.jul",-0.000229395282302942
"caco","CRU_SCBI_1901_2016","vap","prev.aug",0.00107352038255615
"caco","CRU_SCBI_1901_2016","vap","prev.sep",0.000757826259929012
"caco","CRU_SCBI_1901_2016","vap","prev.oct",-0.000226557468237118
"caco","CRU_SCBI_1901_2016","vap","prev.nov",0.00113908480323604
"caco","CRU_SCBI_1901_2016","vap","prev.dec",0.0010851291243285
"caco","CRU_SCBI_1901_2016","vap","curr.jan",0.000514568386748744
"caco","CRU_SCBI_1901_2016","vap","curr.feb",1.22472280781293e-05
"caco","CRU_SCBI_1901_2016","vap","curr.mar",0.000321005420844865
"caco","CRU_SCBI_1901_2016","vap","curr.apr",-0.000139493870838572
"caco","CRU_SCBI_1901_2016","vap","curr.may",-0.00047286998573717
"caco","CRU_SCBI_1901_2016","vap","curr.jun",-0.000638524494390259
"caco","CRU_SCBI_1901_2016","vap","curr.jul",0.00056452145020993
"caco","CRU_SCBI_1901_2016","vap","curr.aug",0.000677612525423966
"caco","CRU_SCBI_1901_2016","wet","prev.apr",-0.000265797162026897
"caco","CRU_SCBI_1901_2016","wet","prev.may",-0.000453871573604728
"caco","CRU_SCBI_1901_2016","wet","prev.jun",-0.000572648966536315
"caco","CRU_SCBI_1901_2016","wet","prev.jul",0.000743942012139225
"caco","CRU_SCBI_1901_2016","wet","prev.aug",0.00279640730151794
"caco","CRU_SCBI_1901_2016","wet","prev.sep",0.00234452039246965
"caco","CRU_SCBI_1901_2016","wet","prev.oct",-0.000122534309008208
"caco","CRU_SCBI_1901_2016","wet","prev.nov",0.000828388805093391
"caco","CRU_SCBI_1901_2016","wet","prev.dec",0.000939521959783217
"caco","CRU_SCBI_1901_2016","wet","curr.jan",-0.000983278228138748
"caco","CRU_SCBI_1901_2016","wet","curr.feb",0.000467723398424325
"caco","CRU_SCBI_1901_2016","wet","curr.mar",0.00159723717205657
"caco","CRU_SCBI_1901_2016","wet","curr.apr",-0.00119988465110164
"caco","CRU_SCBI_1901_2016","wet","curr.may",0.00189928553119168
"caco","CRU_SCBI_1901_2016","wet","curr.jun",0.00178997564044164
"caco","CRU_SCBI_1901_2016","wet","curr.jul",0.00213074337901638
"caco","CRU_SCBI_1901_2016","wet","curr.aug",0.00133462263236026
"caco","CRU_SCBI_1901_2016","PETminusPRE","prev.apr",3.94801925522117e-05
"caco","CRU_SCBI_1901_2016","PETminusPRE","prev.may",0.000380188715239042
"caco","CRU_SCBI_1901_2016","PETminusPRE","prev.jun",0.000252604137756799
"caco","CRU_SCBI_1901_2016","PETminusPRE","prev.jul",-0.000447982350766169
"caco","CRU_SCBI_1901_2016","PETminusPRE","prev.aug",-0.00295794885211948
"caco","CRU_SCBI_1901_2016","PETminusPRE","prev.sep",-0.00232437355596728
"caco","CRU_SCBI_1901_2016","PETminusPRE","prev.oct",0.000180254510563319
"caco","CRU_SCBI_1901_2016","PETminusPRE","prev.nov",-0.000605629706562156
"caco","CRU_SCBI_1901_2016","PETminusPRE","prev.dec",-0.000999949432558961
"caco","CRU_SCBI_1901_2016","PETminusPRE","curr.jan",0.000814821395676582
"caco","CRU_SCBI_1901_2016","PETminusPRE","curr.feb",-0.000629380565098616
"caco","CRU_SCBI_1901_2016","PETminusPRE","curr.mar",-0.00174358196512186
"caco","CRU_SCBI_1901_2016","PETminusPRE","curr.apr",0.00139959296381607
"caco","CRU_SCBI_1901_2016","PETminusPRE","curr.may",-0.00208710072369524
"caco","CRU_SCBI_1901_2016","PETminusPRE","curr.jun",-0.00203130738606802
"caco","CRU_SCBI_1901_2016","PETminusPRE","curr.jul",-0.00217759812276318
"caco","CRU_SCBI_1901_2016","PETminusPRE","curr.aug",-0.00113676329891394
"cagl","CRU_SCBI_1901_2016","cld","prev.apr",0.00274837751218551
"cagl","CRU_SCBI_1901_2016","cld","prev.may",-0.00458105216452029
"cagl","CRU_SCBI_1901_2016","cld","prev.jun",-0.00222650765293328
"cagl","CRU_SCBI_1901_2016","cld","prev.jul",-0.00267703573659148
"cagl","CRU_SCBI_1901_2016","cld","prev.aug",0.00433927597982796
"cagl","CRU_SCBI_1901_2016","cld","prev.sep",0.00051649874377975
"cagl","CRU_SCBI_1901_2016","cld","prev.oct",0.00115504974806536
"cagl","CRU_SCBI_1901_2016","cld","prev.nov",0.00534492115547877
"cagl","CRU_SCBI_1901_2016","cld","prev.dec",0.00376409864674024
"cagl","CRU_SCBI_1901_2016","cld","curr.jan",0.0021903142636512
"cagl","CRU_SCBI_1901_2016","cld","curr.feb",0.00248830530544737
"cagl","CRU_SCBI_1901_2016","cld","curr.mar",0.00435214331561495
"cagl","CRU_SCBI_1901_2016","cld","curr.apr",-0.000920782483908381
"cagl","CRU_SCBI_1901_2016","cld","curr.may",0.00329063677012445
"cagl","CRU_SCBI_1901_2016","cld","curr.jun",0.00361598900223795
"cagl","CRU_SCBI_1901_2016","cld","curr.jul",0.00221844932154998
"cagl","CRU_SCBI_1901_2016","cld","curr.aug",0.000437245680976431
"cagl","CRU_SCBI_1901_2016","dtr","prev.apr",-0.00167866086544669
"cagl","CRU_SCBI_1901_2016","dtr","prev.may",0.00209727605318476
"cagl","CRU_SCBI_1901_2016","dtr","prev.jun",0.00183009111599207
"cagl","CRU_SCBI_1901_2016","dtr","prev.jul",0.000505187815598773
"cagl","CRU_SCBI_1901_2016","dtr","prev.aug",-0.00240181850346541
"cagl","CRU_SCBI_1901_2016","dtr","prev.sep",-0.00303654914513561
"cagl","CRU_SCBI_1901_2016","dtr","prev.oct",-0.00165881706291712
"cagl","CRU_SCBI_1901_2016","dtr","prev.nov",-0.00455223143391885
"cagl","CRU_SCBI_1901_2016","dtr","prev.dec",-0.00334196879133471
"cagl","CRU_SCBI_1901_2016","dtr","curr.jan",-0.00231817868345827
"cagl","CRU_SCBI_1901_2016","dtr","curr.feb",-0.00258478804256326
"cagl","CRU_SCBI_1901_2016","dtr","curr.mar",-0.00433653407610188
"cagl","CRU_SCBI_1901_2016","dtr","curr.apr",0.00171122795848905
"cagl","CRU_SCBI_1901_2016","dtr","curr.may",-0.00254528909345882
"cagl","CRU_SCBI_1901_2016","dtr","curr.jun",-0.000744812499282918
"cagl","CRU_SCBI_1901_2016","dtr","curr.jul",-0.00218867285588548
"cagl","CRU_SCBI_1901_2016","dtr","curr.aug",-0.00278342470354931
"cagl","CRU_SCBI_1901_2016","frs","prev.oct",-0.00078471409455845
"cagl","CRU_SCBI_1901_2016","frs","prev.nov",-1.56236626740608e-05
"cagl","CRU_SCBI_1901_2016","frs","prev.dec",-0.0026402226454051
"cagl","CRU_SCBI_1901_2016","frs","curr.jan",0.00105917240219472
"cagl","CRU_SCBI_1901_2016","frs","curr.feb",0.00105299436921413
"cagl","CRU_SCBI_1901_2016","frs","curr.mar",0.000634002572480752
"cagl","CRU_SCBI_1901_2016","frs","curr.apr",-0.00313994386435035
"cagl","CRU_SCBI_1901_2016","frs","curr.may",0.000590913480286503
"cagl","CRU_SCBI_1901_2016","pet","prev.apr",-0.00168332689279756
"cagl","CRU_SCBI_1901_2016","pet","prev.may",0.00227800282133583
"cagl","CRU_SCBI_1901_2016","pet","prev.jun",0.00132071758523369
"cagl","CRU_SCBI_1901_2016","pet","prev.jul",0.00194575497490183
"cagl","CRU_SCBI_1901_2016","pet","prev.aug",-0.00145861801120103
"cagl","CRU_SCBI_1901_2016","pet","prev.sep",-0.000572201321675098
"cagl","CRU_SCBI_1901_2016","pet","prev.oct",-0.00158110271142874
"cagl","CRU_SCBI_1901_2016","pet","prev.nov",-0.00535684298825667
"cagl","CRU_SCBI_1901_2016","pet","prev.dec",-0.000211280023842353
"cagl","CRU_SCBI_1901_2016","pet","curr.jan",-0.00112368584811823
"cagl","CRU_SCBI_1901_2016","pet","curr.feb",-0.00343570974619567
"cagl","CRU_SCBI_1901_2016","pet","curr.mar",-0.00328306071294045
"cagl","CRU_SCBI_1901_2016","pet","curr.apr",0.00325998743275532
"cagl","CRU_SCBI_1901_2016","pet","curr.may",-0.00372992344860905
"cagl","CRU_SCBI_1901_2016","pet","curr.jun",-0.00380048261201882
"cagl","CRU_SCBI_1901_2016","pet","curr.jul",-0.00219200739987135
"cagl","CRU_SCBI_1901_2016","pet","curr.aug",-0.001700027781914
"cagl","CRU_SCBI_1901_2016","pet_sum","prev.apr",-0.00169818933467016
"cagl","CRU_SCBI_1901_2016","pet_sum","prev.may",0.00244807553448774
"cagl","CRU_SCBI_1901_2016","pet_sum","prev.jun",0.00130985888340966
"cagl","CRU_SCBI_1901_2016","pet_sum","prev.jul",0.0020199846864328
"cagl","CRU_SCBI_1901_2016","pet_sum","prev.aug",-0.00134824765229616
"cagl","CRU_SCBI_1901_2016","pet_sum","prev.sep",-0.000351203211551784
"cagl","CRU_SCBI_1901_2016","pet_sum","prev.oct",-0.00153502931078776
"cagl","CRU_SCBI_1901_2016","pet_sum","prev.nov",-0.00548337978907951
"cagl","CRU_SCBI_1901_2016","pet_sum","prev.dec",-0.000145650673669534
"cagl","CRU_SCBI_1901_2016","pet_sum","curr.jan",-0.000991825818165537
"cagl","CRU_SCBI_1901_2016","pet_sum","curr.feb",-0.00310383722014917
"cagl","CRU_SCBI_1901_2016","pet_sum","curr.mar",-0.00357014943303374
"cagl","CRU_SCBI_1901_2016","pet_sum","curr.apr",0.003118678991942
"cagl","CRU_SCBI_1901_2016","pet_sum","curr.may",-0.00393688612790231
"cagl","CRU_SCBI_1901_2016","pet_sum","curr.jun",-0.00387132525638462
"cagl","CRU_SCBI_1901_2016","pet_sum","curr.jul",-0.00221259576617913
"cagl","CRU_SCBI_1901_2016","pet_sum","curr.aug",-0.001812968846324
"cagl","CRU_SCBI_1901_2016","pre","prev.apr",0.000959307175205648
"cagl","CRU_SCBI_1901_2016","pre","prev.may",-0.00356760582189056
"cagl","CRU_SCBI_1901_2016","pre","prev.jun",-0.00179000382804563
"cagl","CRU_SCBI_1901_2016","pre","prev.jul",-0.00269334769622419
"cagl","CRU_SCBI_1901_2016","pre","prev.aug",0.000228104070907717
"cagl","CRU_SCBI_1901_2016","pre","prev.sep",0.000473374580775829
"cagl","CRU_SCBI_1901_2016","pre","prev.oct",-0.000365895159545465
"cagl","CRU_SCBI_1901_2016","pre","prev.nov",0.00275353075514947
"cagl","CRU_SCBI_1901_2016","pre","prev.dec",-6.44522490396149e-05
"cagl","CRU_SCBI_1901_2016","pre","curr.jan",0.000296975173855449
"cagl","CRU_SCBI_1901_2016","pre","curr.feb",0.0025858911644957
"cagl","CRU_SCBI_1901_2016","pre","curr.mar",0.00230727948860776
"cagl","CRU_SCBI_1901_2016","pre","curr.apr",-0.00127217693559058
"cagl","CRU_SCBI_1901_2016","pre","curr.may",0.00426203021639258
"cagl","CRU_SCBI_1901_2016","pre","curr.jun",0.00137193776211425
"cagl","CRU_SCBI_1901_2016","pre","curr.jul",0.0015414526014407
"cagl","CRU_SCBI_1901_2016","pre","curr.aug",0.00399529145257012
"cagl","CRU_SCBI_1901_2016","tmn","prev.apr",-0.000229216144493144
"cagl","CRU_SCBI_1901_2016","tmn","prev.may",0.000370858931998688
"cagl","CRU_SCBI_1901_2016","tmn","prev.jun",0.00139923347047842
"cagl","CRU_SCBI_1901_2016","tmn","prev.jul",0.00185173724242901
"cagl","CRU_SCBI_1901_2016","tmn","prev.aug",0.00349985584910155
"cagl","CRU_SCBI_1901_2016","tmn","prev.sep",0.00194744257087621
"cagl","CRU_SCBI_1901_2016","tmn","prev.oct",0.000432127332375645
"cagl","CRU_SCBI_1901_2016","tmn","prev.nov",0.000218898163323808
"cagl","CRU_SCBI_1901_2016","tmn","prev.dec",0.00267400664083235
"cagl","CRU_SCBI_1901_2016","tmn","curr.jan",-0.001233943185727
"cagl","CRU_SCBI_1901_2016","tmn","curr.feb",-0.000334763943079047
"cagl","CRU_SCBI_1901_2016","tmn","curr.mar",-0.000856263087837053
"cagl","CRU_SCBI_1901_2016","tmn","curr.apr",0.00346837243770474
"cagl","CRU_SCBI_1901_2016","tmn","curr.may",-0.00401533005745099
"cagl","CRU_SCBI_1901_2016","tmn","curr.jun",-0.00193755252488451
"cagl","CRU_SCBI_1901_2016","tmn","curr.jul",0.00176890732612164
"cagl","CRU_SCBI_1901_2016","tmn","curr.aug",0.000796392760837969
"cagl","CRU_SCBI_1901_2016","tmp","prev.apr",-0.000868129289292044
"cagl","CRU_SCBI_1901_2016","tmp","prev.may",0.00107784739615718
"cagl","CRU_SCBI_1901_2016","tmp","prev.jun",0.00225216910075157
"cagl","CRU_SCBI_1901_2016","tmp","prev.jul",0.00217555414174057
"cagl","CRU_SCBI_1901_2016","tmp","prev.aug",0.0024649093352031
"cagl","CRU_SCBI_1901_2016","tmp","prev.sep",0.000658953107404367
"cagl","CRU_SCBI_1901_2016","tmp","prev.oct",-0.000288041865175739
"cagl","CRU_SCBI_1901_2016","tmp","prev.nov",-0.00184007495158156
"cagl","CRU_SCBI_1901_2016","tmp","prev.dec",0.00159503317223766
"cagl","CRU_SCBI_1901_2016","tmp","curr.jan",-0.00181381004235937
"cagl","CRU_SCBI_1901_2016","tmp","curr.feb",-0.00103253626699219
"cagl","CRU_SCBI_1901_2016","tmp","curr.mar",-0.00211150141484655
"cagl","CRU_SCBI_1901_2016","tmp","curr.apr",0.00350576867093139
"cagl","CRU_SCBI_1901_2016","tmp","curr.may",-0.0043962534061092
"cagl","CRU_SCBI_1901_2016","tmp","curr.jun",-0.00223255888143964
"cagl","CRU_SCBI_1901_2016","tmp","curr.jul",0.000412076013187768
"cagl","CRU_SCBI_1901_2016","tmp","curr.aug",-0.000932438878613731
"cagl","CRU_SCBI_1901_2016","tmx","prev.apr",-0.00143243313525282
"cagl","CRU_SCBI_1901_2016","tmx","prev.may",0.00150157439395635
"cagl","CRU_SCBI_1901_2016","tmx","prev.jun",0.00254008007393947
"cagl","CRU_SCBI_1901_2016","tmx","prev.jul",0.00182696992424063
"cagl","CRU_SCBI_1901_2016","tmx","prev.aug",0.00112191820264186
"cagl","CRU_SCBI_1901_2016","tmx","prev.sep",-0.000776148951024583
"cagl","CRU_SCBI_1901_2016","tmx","prev.oct",-0.000827945222217422
"cagl","CRU_SCBI_1901_2016","tmx","prev.nov",-0.00325378064011352
"cagl","CRU_SCBI_1901_2016","tmx","prev.dec",0.000963872000246696
"cagl","CRU_SCBI_1901_2016","tmx","curr.jan",-0.00189684375431523
"cagl","CRU_SCBI_1901_2016","tmx","curr.feb",-0.00154811443608992
"cagl","CRU_SCBI_1901_2016","tmx","curr.mar",-0.00255965532212335
"cagl","CRU_SCBI_1901_2016","tmx","curr.apr",0.00334450573498532
"cagl","CRU_SCBI_1901_2016","tmx","curr.may",-0.00457453625897074
"cagl","CRU_SCBI_1901_2016","tmx","curr.jun",-0.00203634927969627
"cagl","CRU_SCBI_1901_2016","tmx","curr.jul",-0.000545135035501534
"cagl","CRU_SCBI_1901_2016","tmx","curr.aug",-0.00200108360753451
"cagl","CRU_SCBI_1901_2016","vap","prev.apr",0.000277338304475197
"cagl","CRU_SCBI_1901_2016","vap","prev.may",0.000737537633212479
"cagl","CRU_SCBI_1901_2016","vap","prev.jun",0.00254081769301583
"cagl","CRU_SCBI_1901_2016","vap","prev.jul",0.00228032619686544
"cagl","CRU_SCBI_1901_2016","vap","prev.aug",0.00281658418689985
"cagl","CRU_SCBI_1901_2016","vap","prev.sep",0.000206888258882265
"cagl","CRU_SCBI_1901_2016","vap","prev.oct",0.000223376575750958
"cagl","CRU_SCBI_1901_2016","vap","prev.nov",0.00162984109543601
"cagl","CRU_SCBI_1901_2016","vap","prev.dec",0.0020574557467981
"cagl","CRU_SCBI_1901_2016","vap","curr.jan",-0.00141039942676416
"cagl","CRU_SCBI_1901_2016","vap","curr.feb",0.00136834487187629
"cagl","CRU_SCBI_1901_2016","vap","curr.mar",0.000452344493812665
"cagl","CRU_SCBI_1901_2016","vap","curr.apr",0.00174423323806053
"cagl","CRU_SCBI_1901_2016","vap","curr.may",-0.00346328738631717
"cagl","CRU_SCBI_1901_2016","vap","curr.jun",3.47279048383553e-05
"cagl","CRU_SCBI_1901_2016","vap","curr.jul",0.002278281977397
"cagl","CRU_SCBI_1901_2016","vap","curr.aug",0.00113468843668026
"cagl","CRU_SCBI_1901_2016","wet","prev.apr",0.00154055131073276
"cagl","CRU_SCBI_1901_2016","wet","prev.may",-0.00404781431786674
"cagl","CRU_SCBI_1901_2016","wet","prev.jun",-0.00159171641293913
