year	num	seg	age	raw	std	res	ars
   1880	   1.	 130.000	   1.000	   2.850	   0.841	   0.874	   0.860
   1881	   1.	 130.000	   2.000	   3.060	   0.895	   0.928	   0.883
   1882	   1.	 130.000	   3.000	   2.731	   0.802	   0.829	   0.793
   1883	   1.	 130.000	   4.000	   2.358	   0.704	   0.727	   0.668
   1884	   1.	 130.000	   5.000	   2.965	   0.858	   0.921	   0.812
   1885	   1.	 130.000	   6.000	   3.149	   0.906	   0.957	   0.896
   1886	   1.	 130.000	   7.000	   2.720	   0.786	   0.809	   0.778
   1887	   1.	 130.000	   8.000	   3.147	   0.898	   0.942	   0.870
   1888	   1.	 130.000	   9.000	   3.156	   0.898	   0.936	   0.894
   1889	   1.	 130.000	  10.000	   4.923	   1.446	   1.487	   1.469
   1890	   1.	 130.000	  11.000	   4.346	   1.250	   1.222	   1.380
   1891	   2.	 124.500	   6.500	   5.747	   1.088	   1.084	   1.206
   1892	   2.	 124.500	   7.500	   4.961	   0.873	   0.873	   0.938
   1893	   2.	 124.500	   8.500	   4.677	   0.809	   0.871	   0.852
   1894	   2.	 124.500	   9.500	   4.415	   0.733	   0.823	   0.778
   1895	   2.	 124.500	  10.500	   4.935	   0.916	   1.020	   0.948
   1896	   2.	 124.500	  11.500	   4.564	   0.818	   0.867	   0.852
   1897	   2.	 124.500	  12.500	   4.630	   0.878	   0.926	   0.878
   1898	   3.	 120.333	   9.333	   4.374	   0.938	   1.007	   0.967
   1899	   3.	 120.333	  10.333	   3.837	   0.784	   0.843	   0.834
   1900	   3.	 120.333	  11.333	   3.878	   0.976	   1.030	   0.975
   1901	   3.	 120.333	  12.333	   4.191	   1.287	   1.265	   1.263
   1902	   3.	 120.333	  13.333	   3.146	   0.776	   0.751	   0.835
   1903	   3.	 120.333	  14.333	   5.550	   1.426	   1.402	   1.359
   1904	   4.	 116.750	  11.750	   4.668	   1.018	   0.933	   1.046
   1905	   4.	 116.750	  12.750	   4.690	   1.080	   1.024	   1.039
   1906	   4.	 116.750	  13.750	   4.362	   0.956	   0.947	   0.959
   1907	   5.	 113.800	  12.000	   4.010	   0.980	   0.987	   0.974
   1908	   5.	 113.800	  13.000	   4.323	   1.078	   1.031	   1.023
   1909	   5.	 113.800	  14.000	   4.038	   0.934	   0.999	   1.006
   1910	   6.	 111.500	  12.667	   4.067	   1.223	   1.193	   1.198
   1911	   6.	 111.500	  13.667	   3.635	   0.850	   0.898	   0.960
   1912	   6.	 111.500	  14.667	   3.967	   1.208	   1.234	   1.226
   1913	   7.	 109.429	  13.571	   4.124	   1.315	   1.259	   1.339
   1914	   9.	 105.778	  11.556	   3.853	   0.952	   0.886	   0.993
   1915	  11.	 103.818	  10.455	   4.280	   1.040	   1.020	   1.018
   1916	  12.	 103.000	  10.583	   4.601	   1.431	   1.367	   1.384
   1917	  12.	 103.000	  11.583	   3.954	   1.029	   0.959	   1.080
   1918	  13.	 102.154	  11.692	   3.209	   0.737	   0.721	   0.751
   1919	  13.	 102.154	  12.692	   3.804	   1.064	   1.157	   1.076
   1920	  13.	 102.154	  13.692	   3.479	   0.948	   0.981	   1.005
   1921	  13.	 102.154	  14.692	   3.430	   0.819	   0.820	   0.824
   1922	  13.	 102.154	  15.692	   3.776	   1.104	   1.118	   1.061
   1923	  14.	 101.071	  15.571	   2.986	   0.797	   0.742	   0.765
   1924	  15.	 100.067	  15.533	   2.970	   0.908	   0.949	   0.873
   1925	  16.	  99.125	  15.562	   2.840	   0.683	   0.732	   0.697
   1926	  16.	  99.125	  16.563	   3.234	   0.841	   0.957	   0.858
   1927	  16.	  99.125	  17.563	   3.422	   0.991	   1.076	   1.030
   1928	  17.	  98.118	  17.529	   3.934	   1.321	   1.343	   1.364
   1929	  18.	  97.167	  17.556	   3.214	   0.871	   0.805	   0.919
   1930	  19.	  95.895	  17.632	   2.246	   0.493	   0.541	   0.535
   1931	  19.	  95.895	  18.632	   3.473	   1.107	   1.343	   1.190
   1932	  19.	  95.895	  19.632	   3.105	   0.991	   1.021	   1.082
   1933	  20.	  94.500	  19.650	   3.661	   1.098	   1.110	   1.138
   1934	  21.	  93.286	  19.714	   3.418	   0.898	   0.890	   0.934
   1935	  22.	  92.500	  19.818	   3.372	   0.943	   0.945	   0.924
   1936	  22.	  92.500	  20.818	   3.685	   1.181	   1.189	   1.167
   1937	  22.	  92.500	  21.818	   3.785	   1.206	   1.163	   1.220
   1938	  22.	  92.500	  22.818	   3.326	   1.013	   0.926	   0.995
   1939	  22.	  92.500	  23.818	   3.279	   0.978	   0.935	   0.934
   1940	  22.	  92.500	  24.818	   3.545	   1.171	   1.166	   1.146
   1941	  22.	  92.500	  25.818	   3.666	   1.265	   1.211	   1.264
   1942	  22.	  92.500	  26.818	   3.574	   1.255	   1.091	   1.177
   1943	  23.	  91.391	  26.652	   2.991	   0.960	   0.827	   0.883
   1944	  23.	  91.391	  27.652	   3.011	   0.911	   0.897	   0.860
   1945	  24.	  90.292	  27.500	   3.483	   1.175	   1.198	   1.155
   1946	  24.	  90.292	  28.500	   2.595	   0.712	   0.705	   0.758
   1947	  24.	  90.292	  29.500	   3.001	   1.024	   1.119	   1.040
   1948	  25.	  89.160	  29.320	   2.808	   0.948	   1.034	   1.047
   1949	  25.	  89.160	  30.320	   2.969	   1.109	   1.127	   1.144
   1950	  26.	  88.038	  30.154	   3.116	   1.245	   1.203	   1.255
   1951	  26.	  88.038	  31.154	   2.893	   1.144	   1.079	   1.162
   1952	  26.	  88.038	  32.154	   2.886	   1.125	   1.055	   1.108
   1953	  26.	  88.038	  33.154	   2.961	   1.239	   1.178	   1.216
   1954	  26.	  88.038	  34.154	   2.932	   1.298	   1.200	   1.275
   1955	  27.	  86.815	  33.889	   2.906	   1.214	   1.099	   1.189
   1956	  27.	  86.815	  34.889	   2.662	   1.118	   1.074	   1.136
   1957	  27.	  86.815	  35.889	   2.640	   1.050	   0.964	   1.007
   1958	  28.	  85.571	  35.607	   2.767	   1.138	   1.110	   1.114
   1959	  28.	  85.571	  36.607	   1.980	   0.770	   0.760	   0.798
   1960	  28.	  85.571	  37.607	   2.192	   0.950	   0.961	   0.895
   1961	  28.	  85.571	  38.607	   1.941	   0.803	   0.872	   0.839
   1962	  29.	  84.276	  38.276	   1.708	   0.694	   0.763	   0.717
   1963	  29.	  84.276	  39.276	   1.459	   0.626	   0.710	   0.628
   1964	  29.	  84.276	  40.276	   1.502	   0.645	   0.759	   0.646
   1965	  29.	  84.276	  41.276	   1.887	   0.849	   0.978	   0.862
   1966	  30.	  82.933	  40.900	   1.086	   0.433	   0.487	   0.470
   1967	  30.	  82.933	  41.900	   1.969	   0.891	   1.033	   0.854
   1968	  30.	  82.933	  42.900	   2.123	   1.000	   1.115	   1.068
   1969	  30.	  82.933	  43.900	   2.336	   1.059	   1.128	   1.152
   1970	  30.	  82.933	  44.900	   2.497	   1.104	   1.153	   1.205
   1971	  30.	  82.933	  45.900	   1.930	   0.870	   0.853	   0.918
   1972	  30.	  82.933	  46.900	   2.209	   1.059	   1.093	   1.067
   1973	  30.	  82.933	  47.900	   1.909	   0.902	   0.950	   0.971
   1974	  30.	  82.933	  48.900	   1.695	   0.839	   0.864	   0.856
   1975	  30.	  82.933	  49.900	   2.091	   1.058	   1.123	   1.077
   1976	  30.	  82.933	  50.900	   2.384	   1.203	   1.207	   1.237
   1977	  30.	  82.933	  51.900	   1.631	   0.815	   0.764	   0.840
   1978	  30.	  82.933	  52.900	   2.394	   1.229	   1.205	   1.155
   1979	  30.	  82.933	  53.900	   1.440	   0.720	   0.732	   0.784
   1980	  30.	  82.933	  54.900	   1.668	   0.869	   0.916	   0.847
   1981	  31.	  81.226	  54.129	   2.001	   1.051	   1.085	   1.036
   1982	  31.	  81.226	  55.129	   2.105	   1.158	   1.136	   1.150
   1983	  31.	  81.226	  56.129	   1.855	   1.066	   1.027	   1.075
   1984	  31.	  81.226	  57.129	   1.887	   0.939	   0.901	   0.925
   1985	  31.	  81.226	  58.129	   2.083	   1.096	   1.086	   1.062
   1986	  31.	  81.226	  59.129	   2.294	   1.243	   1.198	   1.222
   1987	  31.	  81.226	  60.129	   1.566	   0.821	   0.782	   0.853
