 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000      -0.00016         0.00310         0.00695
  0.01163       0.00886         0.00458         0.00978
  0.02326       0.02616         0.00725         0.01567
  0.03488       0.02591         0.01098         0.02315
  0.04651       0.03594         0.02224         0.04485
  0.05814       0.09261         0.05312         0.10316
  0.06977       0.07771         0.04379         0.08410
  0.08140       0.03851         0.02062         0.03735
  0.09302       0.03387         0.01672         0.02890
  0.10465       0.02338         0.00874         0.01459
  0.11628       0.01739         0.00703         0.01107
  0.12791       0.01903         0.01115         0.01649
  0.13953       0.02359         0.01873         0.02637
  0.15116       0.03423         0.03248         0.04386
  0.16279       0.02192         0.01714         0.02306
  0.17442       0.01077         0.00518         0.00612
  0.18605       0.01124         0.00891         0.01037
  0.19767       0.00880         0.01013         0.01093
  0.20930       0.01392         0.01452         0.01515
  0.22093       0.01235         0.01010         0.01021
  0.23256       0.01341         0.01021         0.00974
  0.24419       0.02661         0.02601         0.02359
  0.25581       0.03372         0.02866         0.02553
  0.26744       0.03586         0.02315         0.01986
  0.27907       0.03055         0.02169         0.01831
  0.29070       0.01145         0.01092         0.00881
  0.30233       0.01004         0.00803         0.00603
  0.31395       0.01437         0.02036         0.01507
  0.32558       0.01187         0.01997         0.01470
  0.33721       0.00849         0.00889         0.00603
  0.34884       0.01490         0.01652         0.01098
  0.36047       0.02026         0.02685         0.01801
  0.37209       0.01389         0.01986         0.01322
  0.38372       0.02412         0.03389         0.02171
  0.39535       0.01881         0.02590         0.01661
  0.40698       0.00432         0.00336         0.00201
  0.41860       0.00776         0.00856         0.00517
  0.43023       0.01048         0.01601         0.00950
  0.44186       0.01153         0.01461         0.00873
  0.45349       0.01573         0.01619         0.00962
  0.46512       0.01199         0.01743         0.01035
  0.47674       0.00729         0.01404         0.00812
  0.48837       0.01409         0.02179         0.01270
  0.50000       0.02036         0.02919         0.01679
