year	num	seg	age	raw	std	res	ars
   1777	   1.	 233.000	   1.000	   1.175	   1.347	   1.264	   1.343
   1778	   1.	 233.000	   2.000	   0.921	   1.207	   0.991	   1.202
   1779	   1.	 233.000	   3.000	   0.806	   1.143	   1.010	   1.163
   1780	   1.	 233.000	   4.000	   1.037	   1.279	   1.212	   1.316
   1781	   1.	 233.000	   5.000	   0.809	   1.145	   0.971	   1.170
   1782	   1.	 233.000	   6.000	   0.645	   1.047	   0.946	   1.080
   1783	   1.	 233.000	   7.000	   0.521	   0.969	   0.926	   0.994
   1784	   1.	 233.000	   8.000	   0.674	   1.060	   1.083	   1.091
   1785	   1.	 233.000	   9.000	   0.290	   0.820	   0.768	   0.818
   1786	   1.	 233.000	  10.000	   0.515	   0.952	   1.066	   0.983
   1787	   1.	 233.000	  11.000	   0.657	   1.041	   1.078	   1.054
   1788	   1.	 233.000	  12.000	   0.816	   1.147	   1.130	   1.158
   1789	   1.	 233.000	  13.000	   0.657	   1.035	   0.950	   1.049
   1790	   1.	 233.000	  14.000	   0.702	   1.063	   1.038	   1.085
   1791	   1.	 233.000	  15.000	   0.505	   0.921	   0.886	   0.942
   1792	   1.	 233.000	  16.000	   0.556	   0.951	   0.997	   0.979
   1793	   1.	 233.000	  17.000	   0.691	   1.044	   1.072	   1.058
   1794	   1.	 233.000	  18.000	   0.949	   1.236	   1.196	   1.223
   1795	   1.	 233.000	  19.000	   0.842	   1.151	   1.013	   1.146
   1796	   1.	 233.000	  20.000	   0.302	   0.747	   0.681	   0.785
   1797	   1.	 233.000	  21.000	   0.163	   0.645	   0.795	   0.687
   1798	   1.	 233.000	  22.000	   0.625	   0.971	   1.182	   0.999
   1799	   1.	 233.000	  23.000	   0.642	   0.979	   1.012	   0.984
   1800	   1.	 233.000	  24.000	   0.589	   0.932	   0.958	   0.953
   1801	   1.	 233.000	  25.000	   0.337	   0.736	   0.795	   0.764
   1802	   1.	 233.000	  26.000	   0.104	   0.564	   0.733	   0.582
   1803	   1.	 233.000	  27.000	   0.489	   0.835	   1.106	   0.868
   1804	   1.	 233.000	  28.000	   0.352	   0.725	   0.851	   0.732
   1805	   1.	 233.000	  29.000	   0.502	   0.831	   1.009	   0.855
   1806	   1.	 233.000	  30.000	   0.556	   0.866	   0.981	   0.878
   1807	   1.	 233.000	  31.000	   0.489	   0.806	   0.904	   0.823
   1808	   1.	 233.000	  32.000	   0.668	   0.943	   1.062	   0.958
   1809	   1.	 233.000	  33.000	   0.459	   0.767	   0.824	   0.780
   1810	   1.	 233.000	  34.000	   0.665	   0.926	   1.067	   0.949
   1811	   1.	 233.000	  35.000	   0.710	   0.956	   1.009	   0.962
   1812	   1.	 233.000	  36.000	   0.682	   0.925	   0.962	   0.940
   1813	   1.	 233.000	  37.000	   0.796	   1.014	   1.057	   1.025
   1814	   1.	 233.000	  38.000	   1.074	   1.251	   1.223	   1.227
   1815	   1.	 233.000	  39.000	   1.083	   1.251	   1.097	   1.225
   1816	   1.	 233.000	  40.000	   1.025	   1.191	   1.036	   1.188
   1817	   1.	 233.000	  41.000	   0.896	   1.069	   0.954	   1.088
   1818	   1.	 233.000	  42.000	   0.729	   0.919	   0.880	   0.954
   1819	   1.	 233.000	  43.000	   0.940	   1.090	   1.126	   1.112
   1820	   1.	 233.000	  44.000	   0.947	   1.088	   1.036	   1.096
   1821	   1.	 233.000	  45.000	   0.887	   1.027	   0.979	   1.049
   1822	   1.	 233.000	  46.000	   0.694	   0.859	   0.848	   0.889
   1823	   1.	 233.000	  47.000	   0.530	   0.724	   0.807	   0.747
   1824	   1.	 233.000	  48.000	   0.729	   0.873	   1.042	   0.899
   1825	   1.	 233.000	  49.000	   0.785	   0.911	   0.997	   0.920
   1826	   1.	 233.000	  50.000	   0.619	   0.773	   0.834	   0.778
   1827	   1.	 233.000	  51.000	   0.524	   0.695	   0.829	   0.694
   1828	   1.	 233.000	  52.000	   0.872	   0.956	   1.151	   0.971
   1829	   1.	 233.000	  53.000	   0.748	   0.851	   0.890	   0.844
   1830	   2.	 206.500	  27.500	   1.193	   1.252	   1.222	   1.136
   1831	   2.	 206.500	  28.500	   0.466	   0.763	   0.631	   0.681
   1832	   2.	 206.500	  29.500	   0.579	   0.834	   0.892	   0.734
   1833	   2.	 206.500	  30.500	   0.787	   0.960	   1.075	   0.904
   1834	   2.	 206.500	  31.500	   0.749	   0.931	   0.981	   0.905
   1835	   2.	 206.500	  32.500	   0.569	   0.814	   0.846	   0.782
   1836	   2.	 206.500	  33.500	   0.696	   0.885	   0.991	   0.867
   1837	   2.	 206.500	  34.500	   0.630	   0.823	   0.912	   0.817
   1838	   2.	 206.500	  35.500	   0.639	   0.819	   0.938	   0.827
   1839	   2.	 206.500	  36.500	   0.675	   0.831	   0.953	   0.842
   1840	   2.	 206.500	  37.500	   0.769	   0.873	   0.996	   0.896
   1841	   2.	 206.500	  38.500	   0.923	   0.955	   1.066	   0.997
   1842	   2.	 206.500	  39.500	   0.981	   0.982	   1.037	   1.029
   1843	   2.	 206.500	  40.500	   0.716	   0.805	   0.804	   0.820
   1844	   2.	 206.500	  41.500	   0.836	   0.864	   0.973	   0.882
   1845	   2.	 206.500	  42.500	   0.891	   0.874	   0.972	   0.893
   1846	   2.	 206.500	  43.500	   0.965	   0.910	   1.008	   0.941
   1847	   2.	 206.500	  44.500	   0.779	   0.796	   0.837	   0.792
   1848	   3.	 191.667	  30.667	   0.994	   0.877	   0.945	   0.829
   1849	   3.	 191.667	  31.667	   0.963	   0.865	   0.958	   0.845
   1850	   3.	 191.667	  32.667	   0.738	   0.783	   0.905	   0.803
   1851	   3.	 191.667	  33.667	   0.916	   0.861	   0.902	   0.778
   1852	   3.	 191.667	  34.667	   1.498	   1.023	   1.076	   0.941
   1853	   3.	 191.667	  35.667	   1.672	   0.982	   1.061	   1.010
   1854	   3.	 191.667	  36.667	   1.617	   1.265	   1.448	   1.426
   1855	   3.	 191.667	  37.667	   2.089	   1.595	   1.477	   1.671
   1856	   3.	 191.667	  38.667	   1.563	   1.186	   0.874	   1.313
   1857	   3.	 191.667	  39.667	   1.905	   1.187	   1.072	   1.319
   1858	   3.	 191.667	  40.667	   1.785	   1.111	   1.005	   1.220
   1859	   3.	 191.667	  41.667	   1.670	   1.163	   1.080	   1.236
   1860	   3.	 191.667	  42.667	   1.775	   1.125	   0.965	   1.125
   1861	   3.	 191.667	  43.667	   1.834	   1.062	   1.080	   1.176
   1862	   3.	 191.667	  44.667	   1.753	   1.151	   1.013	   1.128
   1863	   3.	 191.667	  45.667	   1.985	   1.404	   1.328	   1.400
   1864	   3.	 191.667	  46.667	   1.570	   1.169	   0.928	   1.173
   1865	   3.	 191.667	  47.667	   1.762	   1.170	   1.038	   1.180
   1866	   3.	 191.667	  48.667	   1.691	   1.210	   1.031	   1.152
   1867	   3.	 191.667	  49.667	   1.536	   1.030	   0.889	   0.998
   1868	   3.	 191.667	  50.667	   1.468	   0.971	   0.901	   0.920
   1869	   3.	 191.667	  51.667	   1.637	   1.173	   1.123	   1.082
   1870	   4.	 178.750	  39.750	   1.614	   1.136	   1.124	   1.161
   1871	   4.	 178.750	  40.750	   0.852	   0.691	   0.751	   0.852
   1872	   4.	 178.750	  41.750	   1.620	   0.949	   1.129	   1.070
   1873	   4.	 178.750	  42.750	   1.311	   0.880	   0.878	   0.905
   1874	   4.	 178.750	  43.750	   1.254	   0.716	   0.825	   0.778
   1875	   5.	 170.000	  36.000	   1.388	   0.895	   1.012	   0.886
   1876	   5.	 170.000	  37.000	   1.701	   1.134	   1.105	   1.025
   1877	   6.	 163.833	  31.833	   1.393	   0.903	   0.910	   0.915
   1878	   6.	 163.833	  32.833	   2.005	   1.221	   1.228	   1.183
   1879	   6.	 163.833	  33.833	   1.546	   0.955	   0.883	   0.981
   1880	   7.	 159.714	  30.000	   1.925	   0.999	   0.950	   0.963
   1881	   8.	 155.875	  27.250	   2.112	   0.949	   0.996	   0.978
