 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000       0.00338         0.00060         0.00191
  0.01786       0.00717         0.00161         0.00371
  0.03571       0.02657         0.00616         0.01341
  0.05357       0.06516         0.01384         0.03252
  0.07143       0.06725         0.01377         0.03476
  0.08929       0.03504         0.00585         0.01658
  0.10714       0.03314         0.00502         0.01902
  0.12500       0.03892         0.01016         0.04030
  0.14286       0.04950         0.01601         0.05941
  0.16071       0.03738         0.01077         0.03544
  0.17857       0.00984         0.00238         0.00687
  0.19643       0.00672         0.00447         0.00582
  0.21429       0.01379         0.01048         0.01275
  0.23214       0.00916         0.00888         0.00909
  0.25000       0.00319         0.00386         0.00287
  0.26786       0.00251         0.00267         0.00183
  0.28571       0.00293         0.00465         0.00253
  0.30357       0.00252         0.00504         0.00221
  0.32143       0.00329         0.00558         0.00228
  0.33929       0.00672         0.01359         0.00537
  0.35714       0.00533         0.01377         0.00503
  0.37500       0.00382         0.00905         0.00332
  0.39286       0.00563         0.01159         0.00451
  0.41071       0.00624         0.01280         0.00533
  0.42857       0.00711         0.01268         0.00576
  0.44643       0.00472         0.00694         0.00337
  0.46429       0.00291         0.00386         0.00187
  0.48214       0.00207         0.00272         0.00152
  0.50000       0.00239         0.00348         0.00194
