year	num	seg	age	raw	std	res	ars
   1935	   1.	  75.000	   1.000	   1.659	   0.825	   0.841	   0.798
   1936	   2.	  74.500	   1.500	   2.737	   1.009	   1.041	   0.977
   1937	   2.	  74.500	   2.500	   2.819	   1.041	   1.024	   1.076
   1938	   4.	  73.250	   2.250	   3.277	   0.918	   0.916	   1.003
   1939	   5.	  72.800	   2.800	   4.095	   1.239	   1.244	   1.236
   1940	   6.	  72.333	   3.333	   3.480	   1.230	   1.114	   1.211
   1941	   6.	  72.333	   4.333	   3.067	   0.997	   0.839	   0.899
   1942	   6.	  72.333	   5.333	   3.129	   1.090	   1.147	   1.010
   1943	   6.	  72.333	   6.333	   2.447	   0.914	   0.885	   0.865
   1944	   6.	  72.333	   7.333	   2.750	   1.037	   1.091	   1.050
   1945	   7.	  71.286	   7.286	   2.388	   0.949	   0.944	   0.994
   1946	   7.	  71.286	   8.286	   2.508	   0.845	   0.926	   0.947
   1947	   7.	  71.286	   9.286	   2.287	   0.870	   0.833	   0.800
   1948	   8.	  70.125	   9.125	   2.226	   0.783	   0.800	   0.716
   1949	   8.	  70.125	  10.125	   1.761	   0.710	   0.806	   0.722
   1950	   9.	  69.000	  10.000	   1.732	   0.688	   0.812	   0.779
   1951	   9.	  69.000	  11.000	   1.426	   0.607	   0.772	   0.782
   1952	  10.	  67.900	  10.900	   1.672	   0.660	   0.747	   0.746
   1953	  11.	  66.909	  10.909	   2.603	   0.849	   0.953	   0.925
   1954	  11.	  66.909	  11.909	   4.386	   1.559	   1.540	   1.583
   1955	  12.	  65.917	  11.917	   3.813	   1.331	   1.004	   1.354
   1956	  12.	  65.917	  12.917	   3.502	   1.207	   1.112	   1.188
   1957	  12.	  65.917	  13.917	   3.183	   1.135	   1.101	   0.996
   1958	  12.	  65.917	  14.917	   3.013	   1.002	   0.960	   0.846
   1959	  12.	  65.917	  15.917	   3.423	   1.214	   1.267	   1.154
   1960	  12.	  65.917	  16.917	   3.532	   1.261	   1.081	   1.186
   1961	  12.	  65.917	  17.917	   2.961	   0.951	   0.895	   0.992
   1962	  13.	  64.231	  17.538	   3.099	   1.083	   1.089	   1.019
   1963	  13.	  64.231	  18.538	   2.488	   1.060	   1.007	   0.980
   1964	  13.	  64.231	  19.538	   2.368	   0.876	   0.891	   0.883
   1965	  13.	  64.231	  20.538	   2.308	   0.820	   0.871	   0.817
   1966	  13.	  64.231	  21.538	   0.342	   0.417	   0.389	   0.301
   1967	  13.	  64.231	  22.538	   2.417	   0.946	   1.257	   1.002
   1968	  13.	  64.231	  23.538	   3.832	   1.348	   1.286	   1.444
   1969	  13.	  64.231	  24.538	   3.534	   1.246	   1.001	   1.358
   1970	  13.	  64.231	  25.538	   3.478	   1.237	   1.208	   1.293
   1971	  13.	  64.231	  26.538	   2.676	   0.958	   0.875	   0.852
   1972	  13.	  64.231	  27.538	   2.941	   1.003	   1.098	   0.895
   1973	  13.	  64.231	  28.538	   2.855	   0.953	   0.947	   0.863
   1974	  13.	  64.231	  29.538	   2.852	   0.967	   0.950	   0.940
   1975	  13.	  64.231	  30.538	   2.610	   0.914	   0.911	   0.934
   1976	  13.	  64.231	  31.538	   2.730	   0.979	   1.059	   1.071
   1977	  13.	  64.231	  32.538	   2.437	   0.886	   0.852	   0.915
   1978	  13.	  64.231	  33.538	   2.511	   0.896	   0.941	   0.905
   1979	  13.	  64.231	  34.538	   2.147	   0.717	   0.744	   0.698
   1980	  14.	  61.786	  33.071	   2.851	   0.991	   1.065	   0.963
   1981	  14.	  61.786	  34.071	   2.742	   0.970	   0.923	   0.986
   1982	  14.	  61.786	  35.071	   3.058	   1.128	   1.112	   1.178
   1983	  14.	  61.786	  36.071	   2.842	   1.046	   1.008	   1.107
   1984	  14.	  61.786	  37.071	   2.704	   0.993	   0.991	   1.015
   1985	  14.	  61.786	  38.071	   2.617	   0.981	   1.008	   0.959
   1986	  14.	  61.786	  39.071	   2.359	   0.858	   0.857	   0.813
   1987	  14.	  61.786	  40.071	   2.183	   0.898	   0.919	   0.838
   1988	  14.	  61.786	  41.071	   2.897	   1.053	   1.091	   1.061
   1989	  14.	  61.786	  42.071	   3.157	   1.029	   0.924	   1.027
   1990	  14.	  61.786	  43.071	   3.357	   1.195	   1.116	   1.153
   1991	  14.	  61.786	  44.071	   2.733	   0.966	   0.895	   0.954
   1992	  14.	  61.786	  45.071	   2.037	   0.863	   0.932	   0.877
   1993	  14.	  61.786	  46.071	   1.896	   0.794	   0.845	   0.762
   1994	  14.	  61.786	  47.071	   1.929	   0.803	   0.830	   0.752
   1995	  14.	  61.786	  48.071	   2.840	   1.073	   1.155	   1.111
   1996	  14.	  61.786	  49.071	   3.245	   1.216	   1.108	   1.258
   1997	  14.	  61.786	  50.071	   3.354	   1.281	   1.142	   1.297
   1998	  14.	  61.786	  51.071	   2.445	   0.934	   0.838	   0.911
   1999	  14.	  61.786	  52.071	   1.392	   0.619	   0.665	   0.498
   2000	  14.	  61.786	  53.071	   2.857	   1.081	   1.365	   1.086
   2001	  14.	  61.786	  54.071	   3.024	   1.022	   0.949	   1.104
   2002	  14.	  61.786	  55.071	   3.090	   1.105	   1.014	   1.155
   2003	  14.	  61.786	  56.071	   3.129	   1.087	   1.096	   1.134
   2004	  14.	  61.786	  57.071	   3.035	   1.037	   1.022	   1.037
   2005	  14.	  61.786	  58.071	   2.769	   0.965	   0.962	   0.923
   2006	  13.	  63.154	  60.154	   2.873	   0.929	   0.956	   0.886
   2007	  13.	  63.154	  61.154	   2.651	   0.886	   0.886	   0.841
   2008	  13.	  63.154	  62.154	   2.516	   0.851	   0.874	   0.839
   2009	  13.	  63.154	  63.154	   3.149	   1.034	   1.072	   1.053
