 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000      -0.00041        -0.00013        -0.00078
  0.02000       0.00579         0.00229         0.00251
  0.04000       0.02019         0.00832         0.01187
  0.06000       0.04341         0.01959         0.03248
  0.08000       0.03188         0.01493         0.02572
  0.10000       0.00670         0.00296         0.00707
  0.12000       0.01839         0.00692         0.02910
  0.14000       0.04234         0.01565         0.06641
  0.16000       0.02434         0.00906         0.03999
  0.18000       0.00690         0.00356         0.01119
  0.20000       0.01327         0.01061         0.01799
  0.22000       0.01385         0.01447         0.02006
  0.24000       0.00664         0.00892         0.01065
  0.26000       0.00210         0.00387         0.00323
  0.28000       0.00218         0.00383         0.00224
  0.30000       0.00220         0.00414         0.00207
  0.32000       0.00222         0.00429         0.00211
  0.34000       0.00495         0.01095         0.00509
  0.36000       0.00552         0.01491         0.00690
  0.38000       0.00708         0.01773         0.00774
  0.40000       0.00810         0.01739         0.00752
  0.42000       0.00272         0.00712         0.00300
  0.44000       0.00165         0.00484         0.00239
  0.46000       0.00154         0.00510         0.00250
  0.48000       0.00214         0.00615         0.00298
  0.50000       0.00287         0.00706         0.00314
