year	num	seg	age	raw	std	res	ars
   1875	   1.	 135.000	   1.000	   0.834	   0.931	   0.969	   0.949
   1876	   1.	 135.000	   2.000	   1.341	   1.085	   1.138	   1.106
   1877	   1.	 135.000	   3.000	   1.235	   1.043	   0.969	   1.047
   1878	   1.	 135.000	   4.000	   1.356	   1.074	   1.033	   1.070
   1879	   1.	 135.000	   5.000	   0.767	   0.879	   0.833	   0.886
   1880	   2.	 135.000	   3.500	   2.136	   0.746	   0.890	   0.812
   1881	   2.	 135.000	   4.500	   2.100	   0.716	   0.864	   0.736
   1882	   3.	 132.667	   4.000	   3.562	   0.934	   1.148	   0.948
   1883	   3.	 132.667	   5.000	   3.729	   0.912	   0.945	   0.910
   1884	   3.	 132.667	   6.000	   3.596	   0.980	   1.069	   1.005
   1885	   3.	 132.667	   7.000	   3.235	   0.859	   0.932	   0.938
   1886	   3.	 132.667	   8.000	   3.346	   1.035	   1.123	   1.081
   1887	   3.	 132.667	   9.000	   2.913	   0.985	   0.935	   0.994
   1888	   3.	 132.667	  10.000	   2.992	   0.930	   0.942	   0.939
   1889	   3.	 132.667	  11.000	   3.001	   1.059	   1.083	   1.042
   1890	   3.	 132.667	  12.000	   2.365	   1.039	   1.031	   1.064
   1891	   3.	 132.667	  13.000	   2.101	   0.960	   0.931	   0.979
   1892	   4.	 129.000	  10.750	   2.141	   1.043	   0.948	   0.935
   1893	   4.	 129.000	  11.750	   2.266	   1.181	   1.073	   1.028
   1894	   5.	 126.400	  10.400	   2.721	   1.452	   1.241	   1.279
   1895	   5.	 126.400	  11.400	   2.564	   1.436	   1.174	   1.397
   1896	   6.	 124.333	  10.500	   2.581	   1.530	   1.095	   1.394
   1897	   6.	 124.333	  11.500	   1.933	   1.368	   1.005	   1.291
   1898	   6.	 124.333	  12.500	   1.376	   1.037	   0.799	   1.002
   1899	   6.	 124.333	  13.500	   1.151	   0.893	   0.918	   0.921
   1900	   7.	 122.286	  12.571	   1.297	   0.899	   1.024	   0.968
   1901	   7.	 122.286	  13.571	   2.010	   0.959	   1.093	   1.074
   1902	   7.	 122.286	  14.571	   1.747	   0.857	   0.936	   0.990
   1903	   8.	 120.375	  13.750	   1.772	   1.042	   1.206	   1.210
   1904	   8.	 120.375	  14.750	   1.335	   0.914	   0.912	   1.062
   1905	   8.	 120.375	  15.750	   1.570	   0.911	   0.948	   0.993
   1906	   9.	 118.556	  15.000	   1.767	   0.931	   1.005	   1.002
   1907	   9.	 118.556	  16.000	   1.335	   0.746	   0.862	   0.867
