 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000      -0.00223        -0.00008         0.00140
  0.01064       0.00148         0.00026         0.00425
  0.02128       0.06321         0.00629         0.06644
  0.03191       0.11063         0.01169         0.11530
  0.04255       0.06848         0.00733         0.06299
  0.05319       0.02741         0.00376         0.02385
  0.06383       0.01753         0.00369         0.01813
  0.07447       0.01762         0.00354         0.01532
  0.08511       0.01408         0.00391         0.01383
  0.09574       0.02116         0.00713         0.02319
  0.10638       0.01407         0.00419         0.01226
  0.11702       0.00606         0.00243         0.00535
  0.12766       0.00541         0.00334         0.00668
  0.13830       0.00740         0.00424         0.00730
  0.14894       0.00891         0.00554         0.00823
  0.15957       0.00580         0.00436         0.00615
  0.17021       0.00455         0.00305         0.00341
  0.18085       0.00626         0.00340         0.00350
  0.19149       0.00307         0.00252         0.00251
  0.20213       0.00374         0.00347         0.00285
  0.21277       0.00307         0.00237         0.00171
  0.22340       0.00103         0.00112         0.00080
  0.23404       0.00102         0.00241         0.00153
  0.24468       0.00142         0.00232         0.00151
  0.25532       0.00143         0.00220         0.00122
  0.26596       0.00391         0.00559         0.00301
  0.27660       0.00337         0.00447         0.00232
  0.28723       0.00243         0.00347         0.00193
  0.29787       0.00249         0.00399         0.00202
  0.30851       0.00213         0.00304         0.00146
  0.31915       0.00215         0.00356         0.00165
  0.32979       0.00199         0.00421         0.00181
  0.34043       0.00095         0.00256         0.00100
  0.35106       0.00097         0.00198         0.00076
  0.36170       0.00170         0.00198         0.00067
  0.37234       0.00155         0.00191         0.00075
  0.38298       0.00085         0.00279         0.00117
  0.39362       0.00120         0.00388         0.00148
  0.40426       0.00177         0.00554         0.00201
  0.41489       0.00173         0.00528         0.00185
  0.42553       0.00227         0.00701         0.00248
  0.43617       0.00313         0.00929         0.00353
  0.44681       0.00196         0.00757         0.00271
  0.45745       0.00064         0.00415         0.00133
  0.46809       0.00049         0.00275         0.00093
  0.47872       0.00097         0.00368         0.00131
  0.48936       0.00145         0.00430         0.00139
  0.50000       0.00170         0.00466         0.00150
