 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000       0.00117         0.00059         0.00161
  0.01042       0.00450         0.00158         0.00588
  0.02083       0.01715         0.00374         0.01504
  0.03125       0.02894         0.00537         0.02176
  0.04167       0.05810         0.01561         0.05679
  0.05208       0.05178         0.01891         0.06861
  0.06250       0.03472         0.01394         0.04647
  0.07292       0.03747         0.01382         0.04207
  0.08333       0.01938         0.00772         0.02311
  0.09375       0.00851         0.00216         0.00695
  0.10417       0.00787         0.00302         0.00691
  0.11458       0.01066         0.00521         0.00966
  0.12500       0.01398         0.00656         0.01048
  0.13542       0.01603         0.00635         0.01140
  0.14583       0.00866         0.00443         0.00736
  0.15625       0.00395         0.00301         0.00432
  0.16667       0.00435         0.00485         0.00599
  0.17708       0.00400         0.00561         0.00654
  0.18750       0.00696         0.00912         0.00966
  0.19792       0.00846         0.01122         0.01182
  0.20833       0.00589         0.00882         0.00926
  0.21875       0.00392         0.00834         0.00758
  0.22917       0.00346         0.00612         0.00485
  0.23958       0.00536         0.00613         0.00524
  0.25000       0.00441         0.00477         0.00401
  0.26042       0.00442         0.00494         0.00387
  0.27083       0.00348         0.00342         0.00247
  0.28125       0.00377         0.00363         0.00271
  0.29167       0.00313         0.00271         0.00198
  0.30208       0.00204         0.00352         0.00228
  0.31250       0.00145         0.00505         0.00312
  0.32292       0.00231         0.00447         0.00292
  0.33333       0.00396         0.00647         0.00355
  0.34375       0.00410         0.01110         0.00550
  0.35417       0.00242         0.00981         0.00479
  0.36458       0.00275         0.00538         0.00310
  0.37500       0.00345         0.00425         0.00251
  0.38542       0.00300         0.00498         0.00270
  0.39583       0.00295         0.00504         0.00244
  0.40625       0.00414         0.00523         0.00257
  0.41667       0.00614         0.00633         0.00284
  0.42708       0.00779         0.00783         0.00340
  0.43750       0.00611         0.00780         0.00346
  0.44792       0.00341         0.00509         0.00228
  0.45833       0.00495         0.00740         0.00324
  0.46875       0.00861         0.01745         0.00748
  0.47917       0.00702         0.01480         0.00631
  0.48958       0.00431         0.00614         0.00288
  0.50000       0.00314         0.00326         0.00160
