year	num	seg	age	raw	std	res	ars
   1869	   1.	 133.000	   1.000	   4.185	   1.054	   1.038	   1.055
   1870	   3.	 137.000	   1.333	   2.798	   0.788	   0.750	   0.766
   1871	   3.	 137.000	   2.333	   3.754	   0.946	   1.109	   0.997
   1872	   3.	 137.000	   3.333	   3.430	   0.967	   1.026	   1.029
   1873	   3.	 137.000	   4.333	   3.947	   1.016	   0.963	   0.983
   1874	   3.	 137.000	   5.333	   4.045	   1.044	   1.034	   1.029
   1875	   3.	 137.000	   6.333	   3.129	   0.868	   0.920	   0.939
   1876	   3.	 137.000	   7.333	   3.788	   0.965	   1.071	   1.043
   1877	   3.	 137.000	   8.333	   2.131	   0.949	   0.839	   0.860
   1878	   3.	 137.000	   9.333	   3.137	   0.999	   1.050	   0.983
   1879	   4.	 137.250	   8.000	   3.382	   0.899	   0.957	   0.951
   1880	   4.	 137.250	   9.000	   2.789	   0.724	   0.779	   0.734
   1881	   4.	 137.250	  10.000	   3.502	   0.947	   1.165	   1.039
   1882	   5.	 135.400	   9.000	   3.210	   0.985	   1.011	   1.036
   1883	   5.	 135.400	  10.000	   3.673	   0.994	   0.967	   0.991
   1884	   5.	 135.400	  11.000	   3.557	   1.048	   1.016	   1.015
   1885	   7.	 133.000	   8.857	   3.232	   0.890	   0.897	   0.907
   1886	   7.	 133.000	   9.857	   3.637	   1.078	   1.125	   1.079
   1887	   7.	 133.000	  10.857	   3.089	   0.983	   0.936	   0.984
   1888	   7.	 133.000	  11.857	   3.168	   0.950	   0.982	   0.978
   1889	   7.	 133.000	  12.857	   3.792	   1.155	   1.185	   1.168
   1890	   7.	 133.000	  13.857	   3.227	   1.092	   1.016	   1.112
   1891	   7.	 133.000	  14.857	   3.660	   1.179	   1.096	   1.154
   1892	   8.	 131.125	  14.000	   3.545	   1.131	   1.050	   1.135
   1893	   9.	 129.556	  13.444	   3.247	   0.917	   0.865	   0.944
   1894	   9.	 129.556	  14.444	   3.412	   0.952	   0.999	   0.974
   1895	  10.	 128.100	  14.000	   3.076	   0.909	   0.932	   0.920
   1896	  12.	 124.833	  12.667	   3.186	   0.885	   0.912	   0.869
   1897	  12.	 124.833	  13.667	   3.616	   0.980	   1.046	   0.983
   1898	  12.	 124.833	  14.667	   3.300	   0.956	   0.981	   0.976
   1899	  13.	 124.154	  14.538	   3.328	   0.968	   1.020	   1.011
   1900	  13.	 124.154	  15.538	   3.454	   1.036	   1.082	   1.089
   1901	  13.	 124.154	  16.538	   4.166	   1.212	   1.278	   1.299
   1902	  13.	 124.154	  17.538	   3.714	   1.160	   1.049	   1.215
   1903	  13.	 124.154	  18.538	   4.137	   1.327	   1.283	   1.364
   1904	  13.	 124.154	  19.538	   3.711	   1.176	   1.029	   1.235
   1905	  13.	 124.154	  20.538	   3.273	   1.030	   0.933	   1.072
   1906	  13.	 124.154	  21.538	   3.201	   0.995	   0.922	   0.966
   1907	  13.	 124.154	  22.538	   3.472	   1.075	   1.052	   1.038
   1908	  13.	 124.154	  23.538	   2.829	   0.923	   0.878	   0.900
   1909	  13.	 124.154	  24.538	   2.807	   0.945	   0.961	   0.911
   1910	  14.	 122.929	  23.786	   2.987	   1.033	   1.071	   1.029
   1911	  14.	 122.929	  24.786	   2.144	   0.758	   0.756	   0.757
   1912	  14.	 122.929	  25.786	   2.873	   1.073	   1.218	   1.099
   1913	  14.	 122.929	  26.786	   2.730	   0.999	   0.998	   1.056
   1914	  15.	 121.133	  26.000	   2.638	   0.946	   0.946	   0.981
   1915	  16.	 119.500	  25.375	   2.288	   0.937	   0.974	   0.968
   1916	  17.	 118.412	  24.882	   2.572	   1.048	   1.077	   1.063
   1917	  17.	 118.412	  25.882	   2.678	   1.031	   1.003	   1.042
   1918	  18.	 117.056	  25.444	   2.538	   0.971	   0.939	   0.966
   1919	  18.	 117.056	  26.444	   2.418	   0.929	   0.941	   0.925
   1920	  19.	 115.947	  26.053	   2.293	   0.890	   0.925	   0.886
   1921	  19.	 115.947	  27.053	   2.415	   0.952	   1.011	   0.956
   1922	  21.	 113.524	  25.476	   1.929	   0.771	   0.832	   0.800
   1923	  21.	 113.524	  26.476	   1.722	   0.704	   0.793	   0.658
   1924	  21.	 113.524	  27.476	   2.144	   0.937	   1.112	   0.953
   1925	  22.	 112.227	  27.227	   2.308	   0.935	   0.963	   0.942
   1926	  23.	 111.000	  27.043	   2.349	   0.957	   0.995	   0.969
   1927	  23.	 111.000	  28.043	   2.755	   1.122	   1.175	   1.155
   1928	  24.	 110.125	  27.875	   2.732	   1.133	   1.114	   1.193
   1929	  26.	 108.000	  26.731	   2.463	   1.063	   0.966	   1.078
   1930	  26.	 108.000	  27.731	   2.048	   0.905	   0.849	   0.892
   1931	  27.	 106.926	  27.704	   2.201	   0.991	   1.043	   0.992
   1932	  27.	 106.926	  28.704	   2.253	   0.999	   1.025	   1.025
   1933	  29.	 105.172	  27.724	   2.343	   1.052	   1.043	   1.059
   1934	  32.	 102.375	  26.125	   2.408	   1.108	   1.091	   1.123
   1935	  34.	 100.824	  25.588	   2.298	   1.054	   0.990	   1.062
   1936	  36.	  99.611	  25.167	   2.068	   0.904	   0.896	   0.933
   1937	  40.	  97.500	  23.650	   1.902	   0.912	   0.959	   0.927
   1938	  41.	  96.805	  24.073	   2.271	   1.144	   1.198	   1.156
   1939	  41.	  96.805	  25.073	   2.012	   0.939	   0.845	   0.936
   1940	  43.	  95.744	  24.907	   1.999	   0.942	   0.969	   0.939
   1941	  43.	  95.744	  25.907	   2.008	   0.964	   0.995	   0.967
   1942	  46.	  93.891	  25.217	   2.145	   1.063	   1.043	   1.030
   1943	  47.	  93.319	  25.681	   2.165	   1.016	   0.989	   1.010
   1944	  48.	  92.896	  26.146	   2.026	   0.945	   0.936	   0.945
   1945	  49.	  92.286	  26.612	   2.234	   1.060	   1.073	   1.048
   1946	  50.	  91.720	  27.080	   2.069	   0.948	   0.925	   0.955
   1947	  50.	  91.720	  28.080	   1.782	   0.794	   0.811	   0.775
   1948	  51.	  91.039	  28.529	   1.924	   0.898	   0.983	   0.870
   1949	  53.	  90.000	  28.453	   1.974	   0.911	   0.973	   0.908
   1950	  53.	  90.000	  29.453	   2.357	   1.109	   1.161	   1.113
   1951	  54.	  89.463	  29.907	   2.343	   1.119	   1.096	   1.156
   1952	  54.	  89.463	  30.907	   2.172	   1.030	   0.973	   1.064
   1953	  55.	  89.000	  31.345	   2.367	   1.084	   1.065	   1.101
   1954	  58.	  87.517	  30.724	   2.231	   1.031	   1.005	   1.064
   1955	  58.	  87.517	  31.724	   2.380	   1.113	   1.087	   1.121
   1956	  60.	  86.517	  31.667	   2.047	   0.937	   0.896	   0.968
   1957	  61.	  86.016	  32.148	   2.207	   1.055	   1.103	   1.087
   1958	  63.	  85.063	  32.127	   2.361	   1.172	   1.169	   1.207
   1959	  63.	  85.063	  33.127	   2.225	   1.033	   0.972	   1.093
   1960	  64.	  84.609	  33.609	   1.881	   0.935	   0.916	   0.972
   1961	  65.	  84.077	  34.092	   1.969	   0.976	   0.996	   0.985
   1962	  65.	  84.077	  35.092	   1.656	   0.784	   0.790	   0.768
   1963	  65.	  84.077	  36.092	   1.829	   0.897	   0.985	   0.869
   1964	  65.	  84.077	  37.092	   1.579	   0.787	   0.844	   0.763
   1965	  65.	  84.077	  38.092	   1.563	   0.773	   0.873	   0.737
   1966	  65.	  84.077	  39.092	   1.523	   0.808	   0.902	   0.758
   1967	  65.	  84.077	  40.092	   1.821	   0.970	   1.064	   0.948
