 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000       0.00561         0.00036         0.00320
  0.01429       0.01274         0.00103         0.00744
  0.02857       0.03907         0.00446         0.02725
  0.04286       0.04878         0.00595         0.03396
  0.05714       0.02001         0.00313         0.01574
  0.07143       0.00901         0.00331         0.01137
  0.08571       0.02930         0.00831         0.02452
  0.10000       0.03195         0.00824         0.02310
  0.11429       0.01829         0.00426         0.00976
  0.12857       0.00885         0.00289         0.00488
  0.14286       0.00909         0.00494         0.00744
  0.15714       0.01063         0.00457         0.00694
  0.17143       0.00375         0.00132         0.00157
  0.18571       0.00648         0.00485         0.00451
  0.20000       0.01330         0.01034         0.00987
  0.21429       0.00911         0.00716         0.00694
  0.22857       0.00212         0.00265         0.00198
  0.24286       0.00306         0.00426         0.00305
  0.25714       0.00428         0.00448         0.00334
  0.27143       0.00283         0.00247         0.00175
  0.28571       0.00264         0.00263         0.00154
  0.30000       0.00518         0.00479         0.00280
  0.31429       0.00346         0.00419         0.00218
  0.32857       0.00116         0.00217         0.00120
  0.34286       0.00093         0.00241         0.00126
  0.35714       0.00175         0.00382         0.00193
  0.37143       0.00225         0.00485         0.00219
  0.38571       0.00391         0.00714         0.00301
  0.40000       0.00392         0.00698         0.00281
  0.41429       0.00141         0.00341         0.00154
  0.42857       0.00141         0.00389         0.00155
  0.44286       0.00374         0.00621         0.00242
  0.45714       0.00373         0.00560         0.00218
  0.47143       0.00172         0.00382         0.00153
  0.48571       0.00084         0.00347         0.00128
  0.50000       0.00067         0.00267         0.00102
