year	num	seg	age	raw	std	res	ars
   1913	   1.	  93.000	   1.000	   1.824	   0.872	   0.969	   0.958
   1914	   1.	  93.000	   2.000	   1.331	   0.749	   0.870	   0.847
   1915	   1.	  93.000	   3.000	   1.289	   0.720	   0.939	   0.846
   1916	   1.	  93.000	   4.000	   1.552	   0.756	   0.991	   0.896
   1917	   1.	  93.000	   5.000	   2.023	   0.835	   1.036	   0.973
   1918	   2.	  95.000	   3.500	   1.855	   0.942	   0.988	   0.974
   1919	   3.	  93.333	   3.333	   2.429	   0.908	   1.147	   1.136
   1920	   4.	  92.000	   3.500	   1.493	   0.687	   0.795	   0.883
   1921	   4.	  92.000	   4.500	   1.699	   1.037	   1.213	   1.144
   1922	   6.	  92.333	   4.000	   2.443	   1.102	   1.047	   1.142
   1923	   7.	  92.571	   4.429	   2.396	   0.831	   0.778	   0.870
   1924	   9.	  91.889	   4.444	   1.946	   0.736	   0.881	   0.803
   1925	   9.	  91.889	   5.444	   2.046	   0.762	   0.897	   0.777
   1926	  10.	  91.400	   5.900	   2.081	   0.717	   0.869	   0.734
   1927	  10.	  91.400	   6.900	   2.402	   1.125	   1.239	   1.071
   1928	  10.	  91.400	   7.900	   2.674	   1.259	   1.068	   1.117
   1929	  10.	  91.400	   8.900	   2.845	   1.412	   1.194	   1.277
   1930	  11.	  90.455	   9.091	   2.544	   1.094	   0.824	   0.999
   1931	  12.	  89.833	   9.333	   2.687	   1.042	   1.039	   1.041
   1932	  13.	  89.385	   9.615	   2.686	   0.975	   0.981	   1.010
   1933	  16.	  88.000	   8.813	   2.638	   0.785	   0.860	   0.870
   1934	  16.	  88.000	   9.813	   2.658	   0.825	   0.956	   0.877
   1935	  18.	  86.500	   9.722	   2.867	   1.031	   1.120	   1.045
   1936	  18.	  86.500	  10.722	   2.805	   0.998	   0.991	   1.023
   1937	  20.	  85.750	  10.650	   2.738	   1.001	   0.964	   0.982
   1938	  20.	  85.750	  11.650	   2.905	   1.180	   1.138	   1.132
   1939	  20.	  85.750	  12.650	   2.362	   0.735	   0.724	   0.812
   1940	  21.	  85.048	  13.048	   2.570	   0.984	   1.124	   1.007
   1941	  21.	  85.048	  14.048	   2.574	   0.937	   1.013	   1.021
   1942	  22.	  84.455	  14.409	   2.556	   1.044	   1.072	   1.089
   1943	  23.	  83.739	  14.783	   2.066	   0.736	   0.751	   0.812
   1944	  23.	  83.739	  15.783	   2.224	   0.774	   0.968	   0.852
   1945	  24.	  83.000	  16.125	   2.437	   1.048	   1.103	   1.012
   1946	  25.	  82.400	  16.480	   2.486	   1.032	   1.061	   1.072
   1947	  25.	  82.400	  17.480	   2.596	   1.195	   1.140	   1.192
   1948	  25.	  82.400	  18.480	   2.629	   1.291	   1.155	   1.285
   1949	  26.	  81.269	  18.769	   2.716	   1.412	   1.229	   1.422
   1950	  28.	  79.964	  18.429	   2.427	   1.219	   0.996	   1.264
   1951	  28.	  79.964	  19.429	   2.254	   1.082	   0.938	   1.106
   1952	  28.	  79.964	  20.429	   2.230	   1.059	   0.996	   1.066
   1953	  30.	  78.500	  20.067	   2.266	   1.060	   1.030	   1.076
   1954	  30.	  78.500	  21.067	   2.154	   1.041	   0.993	   1.043
   1955	  30.	  78.500	  22.067	   2.201	   1.107	   1.070	   1.102
   1956	  31.	  77.968	  22.355	   2.045	   0.999	   0.947	   1.014
   1957	  32.	  77.375	  22.656	   1.941	   0.893	   0.921	   0.932
   1958	  32.	  77.375	  23.656	   2.004	   1.052	   1.118	   1.079
   1959	  33.	  76.788	  23.939	   1.786	   0.787	   0.804	   0.857
   1960	  33.	  76.788	  24.939	   1.934	   1.031	   1.157	   1.069
   1961	  33.	  76.788	  25.939	   1.864	   0.968	   0.965	   1.012
   1962	  33.	  76.788	  26.939	   1.886	   1.020	   1.019	   1.030
   1963	  33.	  76.788	  27.939	   1.854	   0.989	   0.975	   0.997
   1964	  33.	  76.788	  28.939	   1.582	   0.762	   0.799	   0.803
   1965	  33.	  76.788	  29.939	   1.417	   0.638	   0.815	   0.699
   1966	  33.	  76.788	  30.939	   1.195	   0.477	   0.743	   0.568
   1967	  33.	  76.788	  31.939	   1.420	   0.683	   1.003	   0.727
   1968	  33.	  76.788	  32.939	   1.488	   0.784	   0.992	   0.820
   1969	  33.	  76.788	  33.939	   1.437	   0.760	   0.929	   0.818
   1970	  33.	  76.788	  34.939	   1.637	   0.924	   1.082	   0.968
   1971	  33.	  76.788	  35.939	   1.717	   1.027	   1.034	   1.017
   1972	  33.	  76.788	  36.939	   1.762	   1.114	   1.060	   1.074
   1973	  33.	  76.788	  37.939	   1.795	   1.203	   1.166	   1.220
   1974	  33.	  76.788	  38.939	   1.821	   1.162	   1.016	   1.159
   1975	  33.	  76.788	  39.939	   1.621	   1.033	   0.942	   1.045
   1976	  33.	  76.788	  40.939	   1.741	   1.073	   1.090	   1.123
   1977	  33.	  76.788	  41.939	   1.628	   1.016	   0.957	   1.038
   1978	  33.	  76.788	  42.939	   1.742	   1.167	   1.132	   1.162
   1979	  33.	  76.788	  43.939	   1.543	   1.007	   0.916	   1.021
   1980	  33.	  76.788	  44.939	   1.681	   1.075	   1.025	   1.041
   1981	  33.	  76.788	  45.939	   1.751	   1.247	   1.169	   1.202
   1982	  33.	  76.788	  46.939	   1.666	   1.237	   1.061	   1.193
   1983	  33.	  76.788	  47.939	   1.620	   1.169	   1.012	   1.137
   1984	  33.	  76.788	  48.939	   1.257	   0.920	   0.833	   0.922
   1985	  33.	  76.788	  49.939	   1.074	   0.803	   0.871	   0.827
   1986	  33.	  76.788	  50.939	   0.964	   0.825	   0.958	   0.851
   1987	  33.	  76.788	  51.939	   0.981	   0.839	   0.880	   0.791
   1988	  33.	  76.788	  52.939	   0.841	   0.813	   0.961	   0.832
   1989	  33.	  76.788	  53.939	   0.920	   0.769	   0.896	   0.794
   1990	  34.	  75.353	  53.353	   0.947	   0.813	   0.933	   0.806
   1991	  34.	  75.353	  54.353	   0.827	   0.771	   0.905	   0.787
   1992	  34.	  75.353	  55.353	   0.978	   0.980	   1.111	   0.976
   1993	  34.	  75.353	  56.353	   1.220	   1.234	   1.248	   1.242
   1994	  34.	  75.353	  57.353	   1.002	   0.942	   0.853	   1.006
   1995	  34.	  75.353	  58.353	   0.945	   0.931	   0.940	   0.947
   1996	  34.	  75.353	  59.353	   0.908	   1.014	   1.068	   1.038
   1997	  34.	  75.353	  60.353	   1.012	   1.113	   1.141	   1.171
   1998	  34.	  75.353	  61.353	   0.935	   1.041	   0.972	   1.082
   1999	  34.	  75.353	  62.353	   0.485	   0.664	   0.681	   0.741
   2000	  34.	  75.353	  63.353	   0.593	   0.763	   0.972	   0.810
   2001	  34.	  75.353	  64.353	   0.699	   0.869	   1.001	   0.883
   2002	  33.	  76.030	  65.697	   0.717	   1.041	   1.139	   1.068
   2003	  33.	  76.030	  66.697	   0.709	   1.042	   1.022	   1.069
   2004	  33.	  76.030	  67.697	   0.577	   0.906	   0.886	   0.932
   2005	  33.	  76.030	  68.697	   0.577	   0.998	   1.055	   1.015
   2006	  32.	  75.500	  68.937	   0.528	   1.004	   1.007	   1.020
   2007	  32.	  75.500	  69.938	   0.524	   0.959	   0.982	   0.998
   2008	  30.	  75.767	  70.833	   0.577	   1.069	   1.084	   1.087
   2009	  28.	  75.321	  71.036	   0.554	   0.974	   0.947	   1.005
   2010	  27.	  75.333	  71.889	   0.491	   0.917	   0.940	   0.946
   2011	  22.	  76.682	  73.455	   0.446	   0.979	   1.019	   0.988
   2012	  21.	  76.143	  73.762	   0.347	   0.995	   0.984	   0.979
   2013	  19.	  75.368	  73.737	   0.410	   1.069	   1.018	   1.009
   2014	  13.	  75.000	  73.615	   0.332	   0.919	   0.951	   0.959
