"variable","prev.apr","prev.may","prev.jun","prev.jul","prev.aug","prev.sep","prev.oct","prev.nov","prev.dec","curr.jan","curr.feb","curr.mar","curr.apr","curr.may","curr.jun","curr.jul","curr.aug"
"cld",5,0,3,2,7,7,7,8,6,4,7,8,3,8,8,8,6
"deficit",4,8,4,4,2,0,6,0,1,5,1,1,4,0,0,1,0
"dtr",5,8,3,3,1,0,1,2,1,2,0,0,4,0,0,1,0
"pet",5,8,4,6,3,1,3,0,1,4,0,0,7,0,0,0,0
"pre",4,0,4,6,6,5,2,8,7,2,7,7,5,8,8,7,8
"tmn",5,4,5,6,8,3,4,4,4,4,1,5,7,0,3,3,7
"tmp",4,7,4,4,6,1,3,1,3,3,1,3,7,0,1,1,0
"tmx",5,8,4,3,4,1,2,1,3,3,0,1,7,0,0,1,0
"vap",5,4,6,2,7,4,5,6,3,4,4,5,6,0,2,6,5
"wet",4,1,3,4,6,6,3,8,6,2,6,7,6,8,8,7,8
"PDSI_prewhiten",2,1,4,6,6,8,4,7,6,6,7,8,7,8,8,7,8
