"year","month","cld","dtr","frs","pet","pet_sum","pre","tmn","tmp","tmx","vap","wet","PETminusPRE"
1930,3,65.5,14.80000019,20.27000046,2.400000095,74.400002945,52.20000076,-0.900000036,6.5,13.90000057,6,10.34000015,22.200002185
1930,4,64,14.80000019,6.279999733,3.299999952,98.99999856,50.40000153,4.5,11.90000057,19.30000114,8.699999809,10.28999996,48.59999703
1930,5,58.10000229,15.40000057,0,4.400000095,136.400002945,38.40000153,11.40000057,19.10000038,26.80000114,14.69999981,8.18999958,98.000001415
1930,6,50.5,16.10000038,0,5.099999905,152.99999715,74.20000458,14.80000019,22.80000114,30.89999962,19,10.60999966,78.79999257
1930,7,40.90000153,16,0,5.700000286,176.700008866,16.20000076,18.39999962,26.39999962,34.40000153,22.39999962,5.730000019,160.500008106
1930,8,41.29999924,16.5,0,4.700000286,145.700008866,25,15.69999981,23.89999962,32.20000076,21.39999962,5.710000038,120.700008866
1930,9,47.60000229,16.39999962,0,4.099999905,122.99999715,32,15,23.20000076,31.39999962,18.70000076,5.739999771,90.99999715
1930,10,48.10000229,16.80000114,7.149999619,2.600000143,80.600004433,8.900000572,4.200000286,12.60000038,21,9.600000381,3.399999857,71.700003861
1930,11,68.5,13.19999981,16.05999947,1.600000024,48.00000072,30.60000038,0.5,7.099999905,13.69999981,7,6.710000038,17.40000034
1930,12,74.80000305,10.69999981,26.09000015,0.900000036,27.900001116,67.80000305,-4.800000191,0.600000024,6,4.800000191,11.94999981,-39.900001934
1931,1,68.59999847,12.30000019,24.93000031,1.399999976,43.399999256,32.5,-3.700000048,2.5,8.699999809,4.700000286,9.590000153,10.899999256
1931,2,66.59999847,12.80000019,21.69999886,1.700000048,47.600001344,41.20000076,-2.900000095,3.5,9.900000572,5,10.07999992,6.400000584
1931,3,82.09999847,10.90000057,21.77000046,1.600000024,49.600000744,86,-1.5,4,9.5,5.900000095,12.55999947,-36.399999256
1931,4,64.30000305,15.10000038,7.139999866,3.400000095,102.00000285,73.59999847,4.099999905,11.60000038,19.20000076,8.199999809,11.32999992,28.40000438
1931,5,67.40000153,14.69999981,0,3.900000095,120.900002945,125,10,17.30000114,24.70000076,13.5,14.5,-4.099997055
1931,6,56.90000153,15.19999981,0,4.700000286,141.00000858,84,15,22.60000038,30.20000076,19.10000038,10.34999943,57.00000858
1931,7,61.10000229,14.30000019,0,4.700000286,145.700008866,143.4000092,19,26.10000038,33.29999924,24.30000114,12.84999943,2.29999966599999
1931,8,64.5,13.40000057,0,3.700000048,114.700001488,126.7000046,16.60000038,23.30000114,30,22.5,12.25,-12.000003112
1931,9,55.79999924,15.19999981,0,3.700000048,111.00000144,69.59999847,15.19999981,22.80000114,30.39999962,19.30000114,8.559999466,41.40000297
1931,10,46,16.60000038,1.659999967,2.900000095,89.900002945,25,7.300000191,15.60000038,23.89999962,11.69999981,5.230000019,64.900002945
1931,11,60.70000076,14.30000019,6.069999695,2.299999952,68.99999856,13.80000019,4.599999905,11.69999981,18.89999962,8.400000572,5.099999905,55.19999837
1931,12,67.30000305,12,16.8599987,1.5,46.5,49.20000076,0.400000006,6.400000095,12.40000057,6.200000286,10.38999939,-2.70000076
1932,1,71.09999847,11.19999981,13.92000008,1.600000024,49.600000744,101,1.5,7.099999905,12.69999981,6.800000191,15.71999931,-51.399999256
1932,2,64.5,14.19999981,19.19999886,2,58,60.10000229,-1,6.099999905,13.19999981,5.800000191,11.07999992,-2.10000229
1932,3,70.40000153,13,23.32999992,1.899999976,58.899999256,125.9000015,-2.299999952,4.200000286,10.69999981,5.599999905,15.00999928,-67.000002244
1932,4,61.20000076,16,8.739999771,3.600000143,108.00000429,47.20000076,3.400000095,11.40000057,19.39999962,7.800000191,9.539999962,60.80000353
1932,5,62.70000076,15.19999981,0,4.099999905,127.099997055,150.8000031,9.900000572,17.5,25.10000038,13.30000019,14.32999992,-23.700006045
1932,6,60.29999924,14.80000019,0,4.599999905,137.99999715,90.09999847,15,22.39999962,29.80000114,19,10.57999992,47.89999868
1932,7,53,15.10000038,0,4.900000095,151.900002945,87.80000305,17.30000114,24.80000114,32.40000153,22.30000114,10.46000004,64.099999895
1932,8,44.79999924,16.70000076,0,4.800000191,148.800005921,44.90000153,16.30000114,24.60000038,33,21,6.589999676,103.900004391
1932,9,48.70000076,16,0,3.600000143,108.00000429,40.70000076,12.80000019,20.80000114,28.80000114,17.30000114,6.809999943,67.30000353
1932,10,60.40000153,14,2.309999943,2.299999952,71.299998512,164.4000092,6.800000191,13.80000019,20.80000114,11.40000057,12.46999931,-93.100010688
1932,11,64.90000153,13.40000057,18.86999893,1.5,45,139,-0.600000024,6.099999905,12.80000019,6.5,13.84000015,-94
1932,12,64,12.40000057,24.02999878,1.399999976,43.399999256,66.30000305,-2.900000095,3.299999952,9.5,4.900000095,13.11999989,-22.900003794
1933,1,65.80000305,12.40000057,19.75,1.600000024,49.600000744,93.80000305,-0.699999988,5.5,11.69999981,5.700000286,14.39999962,-44.200002306
1933,2,66.80000305,13.19999981,22.42000008,1.700000048,47.600001344,48.20000076,-3.600000143,3,9.600000381,4.700000286,10.85999966,-0.599999416000003
1933,3,73.59999847,12.19999981,19.75,2,62,76.30000305,-0.699999988,5.400000095,11.5,6.099999905,12.02999973,-14.30000305
1933,4,66.30000305,14.90000057,5.259999752,3.5,105,138.1000061,5,12.40000057,19.89999962,8.600000381,15.44999981,-33.1000061
1933,5,73.09999847,13.40000057,0,3.799999952,117.799998512,136.5,12.30000019,19,25.70000076,15.30000019,13.86999989,-18.700001488
1933,6,53.90000153,16.20000076,0,5,150,55.10000229,15.10000038,23.20000076,31.30000114,19.5,8.869999886,94.89999771
1933,7,56.5,14.69999981,0,4.599999905,142.599997055,155.9000092,16.60000038,23.89999962,31.30000114,21.70000076,13.96000004,-13.300012145
1933,8,65.59999847,13.60000038,0,3.600000143,111.600004433,139.8000031,16.70000076,23.5,30.30000114,23,13.09999943,-28.199998667
1933,9,63.79999924,13.80000019,0,3.299999952,98.99999856,77,15.19999981,22.10000038,29,19.89999962,7.629999638,21.99999856
1933,10,49.60000229,16.60000038,5.849999905,2.600000143,80.600004433,49.60000229,4.800000191,13.10000038,21.39999962,10.19999981,7.119999886,31.000002143
1933,11,68.09999847,14,18.1099987,1.600000024,48.00000072,16.20000076,-0.300000012,6.700000286,13.69999981,6.700000286,4.819999695,31.79999996
1933,12,65.59999847,12.40000057,23.55999947,1.399999976,43.399999256,49.79999924,-2.5,3.700000048,9.900000572,5.200000286,11.09999943,-6.399999984
1934,1,68.90000153,12.60000038,23.90999985,1.5,46.5,32,-2.799999952,3.5,9.800000191,5,9.659999847,14.5
1934,2,65.90000153,13.40000057,27.3599987,1.200000048,33.600001344,44.29999924,-10.60000038,-3.900000095,2.799999952,2.900000095,11.30999947,-10.699997896
1934,3,63.70000076,15,24.02999878,2.299999952,71.299998512,86,-2.900000095,4.599999905,12.10000038,5.099999905,12.93999958,-14.700001488
1934,4,63.5,15.60000038,6.489999771,3.600000143,108.00000429,52.60000229,4.400000095,12.19999981,20,8.400000572,10.21000004,55.400002
1934,5,61.5,15.60000038,0,4.300000191,133.300005921,95.90000153,10.5,18.30000114,26.10000038,13.60000038,12.05999947,37.400004391
1934,6,58.10000229,15.60000038,0,4.900000095,147.00000285,74.5,16.60000038,24.39999962,32.20000076,21.60000038,10.14999962,72.50000285
1934,7,57.79999924,15,0,4.900000095,151.900002945,86.80000305,19.10000038,26.60000038,34.10000229,25,10.55000019,65.099999895
1934,8,64.5,13.40000057,0,3.600000143,111.600004433,127.8000031,16.20000076,22.89999962,29.60000038,22.5,12.22999954,-16.199998667
1934,9,66,12.80000019,0,2.900000095,87.00000285,173.6000061,14.30000019,20.70000076,27.10000038,19.39999962,13.18999958,-86.60000325
1934,10,52.10000229,16,4.449999809,2.600000143,80.600004433,23.20000076,5.5,13.5,21.5,10.40000057,5.199999809,57.400003673
1934,11,62,14.40000057,12.96000004,1.899999976,56.99999928,91.70000458,1.700000048,8.900000572,16.10000038,7.400000095,11.84999943,-34.7000053
1934,12,70.90000153,11.30000019,24.81999969,1.100000024,34.100000744,83.20000458,-3.600000143,2.100000143,7.800000191,4.900000095,13.63999939,-49.100003836
1935,1,69.70000458,12.19999981,27.22999954,1.200000048,37.200001488,116.8000031,-6,0.100000001,6.200000286,3.900000095,16.46999931,-79.600001612
1935,2,67.80000305,13.10000038,23.64999962,1.600000024,44.800000672,51.60000229,-4.900000095,1.700000048,8.300000191,4.400000095,10.67999935,-6.800001618
1935,3,65.70000458,14.30000019,11.80999947,2.700000048,83.700001488,73.20000458,2.299999952,9.400000572,16.60000038,7.200000286,12.44999981,10.499996908
1935,4,72.80000305,12.90000057,7.139999866,2.900000095,87.00000285,89.59999847,4.099999905,10.5,17,8.199999809,12.46999931,-2.59999562
1935,5,67.09999847,14,0.280000001,3.5,108.5,81.40000153,8.900000572,15.90000057,22.89999962,13,11.18999958,27.09999847
1935,6,57.5,15.5,0,4.700000286,141.00000858,83.59999847,14.30000019,22,29.80000114,18.60000038,10.88000011,57.40001011
1935,7,67.5,13.90000057,0,4.400000095,136.400002945,83.20000458,18.70000076,25.60000038,32.60000229,24.39999962,10.19999981,53.199998365
1935,8,64.09999847,13.30000019,0,3.700000048,114.700001488,92.40000153,17.39999962,24,30.70000076,23.70000076,10.59999943,22.299999958
1935,9,61.29999924,13.90000057,0,2.900000095,87.00000285,134.8000031,12.30000019,19.20000076,26.20000076,17.39999962,11.38999939,-47.80000025
1935,10,47.10000229,16.80000114,3.730000019,2.700000048,83.700001488,65.20000458,5.900000095,14.30000019,22.70000076,10.90000057,7.730000019,18.499996908
1935,11,75.30000305,11.60000038,8.269999504,1.600000024,48.00000072,93,3.600000143,9.400000572,15.19999981,8.400000572,11.84000015,-44.99999928
1935,12,78.80000305,9.5,27.04999924,0.800000012,24.800000372,54.70000076,-5.800000191,-1,3.799999952,4.400000095,11.5,-29.900000388
1936,1,71.40000153,11,28.47999954,1,31,112.8000031,-7.5,-2,3.5,3.600000143,16.27000046,-81.8000031
1936,2,67.70000458,12.40000057,27.1099987,1.200000048,34.800001392,87.90000153,-8.199999809,-2,4.200000286,3.5,12.71000004,-53.100000138
1936,3,68,14,12.32999992,2.799999952,86.799998512,168.4000092,2.100000143,9.100000381,16.10000038,6.700000286,16.15999985,-81.600010688
1936,4,67.59999847,14.40000057,8.739999771,3.100000143,93.00000429,59.40000153,3.400000095,10.60000038,17.80000114,8,10.72999954,33.60000276
1936,5,52.90000153,16.89999962,0,4.599999905,142.599997055,38.70000076,10.69999981,19.10000038,27.60000038,14.60000038,8.68999958,103.899996295
1936,6,57,15.60000038,0,4.800000191,144.00000573,75.40000153,14.60000038,22.39999962,30.20000076,18.5,10.11999989,68.6000042
1936,7,50.79999924,15.40000057,0,5.099999905,158.099997055,76.90000153,17.80000114,25.5,33.20000076,23,10.73999977,81.199995525
1936,8,56.79999924,15.10000038,0,4.300000191,133.300005921,74,17.80000114,25.30000114,32.90000153,24.30000114,9.899999619,59.300005921
1936,9,56.60000229,14.80000019,0,3.400000095,102.00000285,62.20000076,14.10000038,21.5,28.89999962,18.89999962,8.609999657,39.80000209
1936,10,62.29999924,14.19999981,0.919999957,2.299999952,71.299998512,109,8,15.10000038,22.20000076,12.60000038,9.569999695,-37.700001488
1936,11,68.59999847,13.10000038,16.57999992,1.5,45,20.89999962,0.300000012,6.800000191,13.40000057,7,5.639999866,24.10000038
1936,12,74.80000305,10.19999981,23.55999947,1.100000024,34.100000744,118.0999985,-2.5,2.600000143,7.700000286,5.300000191,15.57999992,-83.999997756
1937,1,74.90000153,10.60000038,16.8599987,1.399999976,43.399999256,166.5,0.400000006,5.700000286,11,6.200000286,19.44999886,-123.100000744
1937,2,70.30000305,11.90000057,22.80999947,1.5,42,81.40000153,-4,2,8,4.800000191,12.50999928,-39.40000153
1937,3,70,13.30000019,21.52000046,2.100000143,65.100004433,31.39999962,-1.399999976,5.300000191,12,5.800000191,8.13999939,33.700004813
1937,4,68.70000458,14.19999981,6.489999771,3.200000048,96.00000144,170.8000031,4.400000095,11.5,18.60000038,8.400000572,17.69000053,-74.80000166
1937,5,58.70000076,16.10000038,0,4.300000191,133.300005921,72.20000458,10,18,26.10000038,13.5,11.55000019,61.100001341
1937,6,63,14.5,0,4.599999905,137.99999715,140.1000061,16.20000076,23.39999962,30.70000076,20.60000038,13.40999985,-2.10000894999999
1937,7,60.40000153,14.40000057,0,4.5,139.5,90.80000305,17.10000038,24.30000114,31.5,22.5,11.34999943,48.69999695
1937,8,65.40000153,14.30000019,0,3.900000095,120.900002945,172.6999969,17.5,24.60000038,31.80000114,24.10000038,13.44999981,-51.799993955
1937,9,56.29999924,15.10000038,0,3.100000143,93.00000429,76.5,10.80000019,18.30000114,25.89999962,15.90000057,8.670000076,16.50000429
1937,10,67.30000305,13.30000019,4.449999809,2,62,208.9000092,5.5,12.10000038,18.80000114,10.69999981,13.22999954,-146.9000092
1937,11,67.5,13.69999981,16.31999969,1.600000024,48.00000072,60.40000153,0.400000006,7.200000286,14.10000038,7,9.909999847,-12.40000081
1937,12,71.80000305,11.10000038,24.81999969,1.100000024,34.100000744,17.80000114,-3.600000143,2,7.599999905,5,6.739999771,16.299999604
1938,1,71,11.10000038,25.56999969,1.200000048,37.200001488,44.40000153,-4.300000191,1.300000072,6.900000095,4.5,11.34000015,-7.200000042
1938,2,69.80000305,12.69999981,19.65999985,1.700000048,47.600001344,36.29999924,-1.5,4.900000095,11.30000019,5.800000191,9.220000267,11.300002104
1938,3,65.30000305,14.80000019,12.59999943,2.799999952,86.799998512,59.60000229,2,9.400000572,16.80000114,7.200000286,10.55000019,27.199996222
1938,4,66.09999847,15,3.609999895,3.600000143,108.00000429,40.5,5.900000095,13.40000057,20.89999962,9.199999809,8.760000229,67.50000429
1938,5,69.59999847,14,0,3.700000048,114.700001488,106,10.40000057,17.39999962,24.39999962,14,11.67999935,8.700001488
1938,6,62.70000076,15.10000038,0,4.400000095,132.00000285,87,14.10000038,21.60000038,29.20000076,18.39999962,11.60999966,45.00000285
1938,7,65.5,14,0,4.300000191,133.300005921,137.4000092,17.89999962,24.89999962,31.89999962,23.70000076,13.52999973,-4.10000327899999
1938,8,55.60000229,14.69999981,0,4.200000286,130.200008866,71,17.39999962,24.70000076,32.10000229,23.70000076,9.449999809,59.200008866
1938,9,69.09999847,12.5,0,2.700000048,81.00000144,89.70000458,12.90000057,19.10000038,25.39999962,17.60000038,9.659999847,-8.70000313999999
1938,10,45.79999924,16.70000076,4.639999866,2.600000143,80.600004433,34.60000229,5.400000095,13.69999981,22.10000038,10.60000038,5.349999905,46.000002143
1938,11,54.29999924,15.5,15.27999973,2,60,65.70000458,0.800000012,8.5,16.30000114,7,10.26000023,-5.70000458
1938,12,71.30000305,10.40000057,24.48999977,1,31,96.59999847,-3.299999952,1.899999976,7.099999905,5.099999905,13.89999962,-65.59999847
1939,1,69.09999847,11.19999981,24.48999977,1.300000072,40.300002232,82.30000305,-3.299999952,2.299999952,7.900000095,4.800000191,14.18999958,-42.000000818
1939,2,66.40000153,12.60000038,20.52999878,1.800000072,50.400002016,114.3000031,-1.899999976,4.400000095,10.69999981,5.300000191,15.21999931,-63.900001084
1939,3,66.20000458,14,16.05999947,2.5,77.5,52,0.699999988,7.700000286,14.69999981,6.599999905,10.92000008,25.5
1939,4,69.09999847,14.19999981,7.139999866,3.200000048,96.00000144,83.70000458,4.099999905,11.19999981,18.30000114,8.199999809,12.18999958,12.29999686
1939,5,58.79999924,15.40000057,0,4.300000191,133.300005921,46.60000229,10.90000057,18.60000038,26.30000114,14.5,8.050000191,86.700003631
1939,6,65.5,14,0,4.400000095,132.00000285,105.5,16.20000076,23.20000076,30.20000076,20.89999962,11.63000011,26.50000285
1939,7,66.90000153,13,0,3.900000095,120.900002945,163.1000061,16.70000076,23.20000076,29.70000076,22.5,12.60999966,-42.200003155
1939,8,62.40000153,13.69999981,0,3.799999952,117.799998512,77.09999847,17.5,24.30000114,31.20000076,24,9.819999695,40.700000042
1939,9,51.10000229,15,0,3.5,105,50.10000229,13.10000038,20.60000038,28.10000038,17.60000038,7.159999847,54.89999771
1939,10,53.60000229,14.80000019,2.450000048,2.400000095,74.400002945,96.09999847,6.700000286,14.10000038,21.5,11.5,8.989999771,-21.699995525
1939,11,65.40000153,13.19999981,17.09000015,1.600000024,48.00000072,55.90000153,0.100000001,6.700000286,13.30000019,6.599999905,9.010000229,-7.90000080999999
1939,12,70.59999847,10.90000057,22.96999931,1.100000024,34.100000744,43,-2,3.5,9,5.700000286,9.779999733,-8.899999256
1940,1,71.59999847,11,30.34000015,0.800000012,24.800000372,54.40000153,-10.69999981,-5.200000286,0.300000012,3,11.82999992,-29.600001158
1940,2,71,11.19999981,23.31999969,1.399999976,40.599999304,60.5,-3.700000048,1.899999976,7.5,4.800000191,11.46999931,-19.900000696
1940,3,70.70000458,13,23.09000015,2,62,62.5,-2.100000143,4.400000095,10.90000057,5.599999905,10.80999947,-0.5
1940,4,67.70000458,14.19999981,9.699999809,3.100000143,93.00000429,117.4000015,3,10.10000038,17.20000076,7.700000286,14.04999924,-24.39999721
1940,5,66.59999847,14.90000057,0,4,124,96.90000153,10,17.39999962,24.89999962,13.30000019,11.63000011,27.09999847
1940,6,63.90000153,14.60000038,0,4.5,135,120.5999985,15.40000057,22.70000076,30,19.39999962,11.65999985,14.4000015
1940,7,56.5,15.19999981,0,4.599999905,142.599997055,137.1999969,16.39999962,24,31.60000038,22.20000076,14.27999973,5.40000015499999
1940,8,71.59999847,11.90000057,0,3.200000048,99.200001488,156.1000061,16.10000038,22,28,21.80000114,13.60999966,-56.900004612
1940,9,50.29999924,15.90000057,0,3.299999952,98.99999856,55.29999924,10.40000057,18.30000114,26.30000114,15,7.239999771,43.69999932
1940,10,50.5,14.5,4.269999981,2.299999952,71.299998512,56.60000229,5.599999905,12.80000019,20.10000038,10.40000057,7.369999886,14.699996222
1940,11,71.40000153,12.19999981,12.96000004,1.600000024,48.00000072,123,1.700000048,7.800000191,13.90000057,7.400000095,13,-74.99999928
1940,12,68.59999847,11.60000038,20.52000046,1.399999976,43.399999256,69,-1,4.800000191,10.60000038,5.700000286,12.53999996,-25.600000744
1941,1,74.80000305,10.10000038,26.09000015,1.100000024,34.100000744,55.79999924,-4.800000191,0.300000012,5.400000095,4.200000286,12.52999973,-21.699998496
1941,2,69.5,12.5,24.68000031,1.399999976,39.199999328,10.80000019,-6.099999905,0.200000003,6.5,4,5.150000095,28.399999138
1941,3,66.70000458,14.30000019,24.93000031,2.100000143,65.100004433,39,-3.700000048,3.5,10.69999981,4.900000095,8.989999771,26.100004433
1941,4,58.70000076,16.30000114,2.369999886,4.099999905,122.99999715,73.40000153,6.700000286,14.80000019,23,9.800000191,11.69999981,49.59999562
1941,5,48.5,17.20000076,0,4.800000191,148.800005921,38.40000153,10,18.60000038,27.20000076,13.5,7.239999771,110.400004391
1941,6,63,14.40000057,0,4.5,135,115.7000046,15,22.20000076,29.39999962,18.60000038,12.44999981,19.2999954
1941,7,67.30000305,13,0,4.099999905,127.099997055,174.1000061,18,24.5,31,23.5,13.63999939,-47.000009045
1941,8,51.20000076,15.60000038,0,4.200000286,130.200008866,85.5,15.40000057,23.20000076,31,21.60000038,8.460000038,44.700008866
1941,9,46.40000153,16.5,0,3.799999952,113.99999856,25,13.40000057,21.60000038,29.89999962,18.30000114,5.150000095,88.99999856
1941,10,50.29999924,16,0.189999998,2.799999952,86.799998512,23.39999962,9.100000381,17.10000038,25.10000038,13.60000038,5.190000057,63.399998892
1941,11,51.10000229,16,14.75999928,2.100000143,63.00000429,40.90000153,1,9,17,7.200000286,7.399999619,22.10000276
1941,12,68.09999847,11.40000057,21.52000046,1.200000048,37.200001488,91.20000458,-1.399999976,4.300000191,10,5.800000191,14.09000015,-54.000003092
1942,1,66.5,11.69999981,26.68000031,1.200000048,37.200001488,47.79999924,-5.400000095,0.5,6.400000095,4.200000286,11.17999935,-10.599997752
1942,2,70.30000305,12.60000038,24.43000031,1.399999976,39.199999328,38.20000076,-5.800000191,0.5,6.800000191,4.099999905,9.679999352,0.999998567999995
1942,3,69.30000305,13.60000038,16.05999947,2.400000095,74.400002945,102,0.699999988,7.5,14.30000019,6.700000286,13.27999973,-27.599997055
1942,4,55.40000153,17.39999962,4.489999771,4.099999905,122.99999715,23.70000076,5.400000095,14.10000038,22.80000114,9.199999809,6.119999886,99.29999639
1942,5,65.59999847,15.10000038,0,4.099999905,127.099997055,148.6999969,11.80000019,19.30000114,26.89999962,15.5,15.27999973,-21.599999845
1942,6,67.80000305,13.40000057,0,4.200000286,126.00000858,107.3000031,15.90000057,22.60000038,29.30000114,20.39999962,13.07999992,18.70000548
1942,7,60.40000153,14.5,0,4.599999905,142.599997055,100.8000031,17.70000076,24.89999962,32.20000076,23.20000076,10.52999973,41.799993955
1942,8,66.40000153,13.30000019,0,3.5,108.5,203,16.10000038,22.70000076,29.39999962,22.20000076,15.38999939,-94.5
1942,9,58.10000229,14.5,0,3.200000048,96.00000144,90.70000458,12.80000019,20,27.30000114,17.70000076,9.779999733,5.29999686000001
1942,10,63.10000229,13.30000019,1.00999999,2.200000048,68.200001488,234.3000031,7.900000095,14.5,21.20000076,12.5,13.64999962,-166.100001612
1942,11,67.09999847,12.90000057,11.93999958,1.700000048,51.00000144,46.10000229,2.100000143,8.5,15,7.700000286,8.529999733,4.89999915
1942,12,74.09999847,10.40000057,26.18999863,0.900000036,27.900001116,90.09999847,-4.900000095,0.300000012,5.5,4.599999905,13.65999985,-62.199997354
1943,1,69.5,11.40000057,25.03999901,1.300000072,40.300002232,67.90000153,-3.799999952,1.899999976,7.599999905,4.599999905,13.17999935,-27.599999298
1943,2,64.59999847,13.69999981,22.80999947,1.700000048,47.600001344,26.39999962,-4,2.900000095,9.800000191,4.700000286,8.119999886,21.200001724
1943,3,62.29999924,14.80000019,21.02000046,2.400000095,74.400002945,87.80000305,-1.200000048,6.200000286,13.60000038,5.900000095,12.72999954,-13.400000105
1943,4,64.09999847,15.5,10.92999935,3.200000048,96.00000144,73.90000153,2.5,10.19999981,18,7.700000286,11.55999947,22.09999991
1943,5,66.70000458,14.60000038,0,4,124,107.2000046,11.40000057,18.70000076,26,15.10000038,13.30999947,16.7999954
1943,6,63.29999924,14.40000057,0,4.800000191,144.00000573,93.5,17.80000114,25,32.20000076,22.30000114,11.56999969,50.50000573
1943,7,60.79999924,14.40000057,0,4.300000191,133.300005921,89.30000305,17.30000114,24.5,31.70000076,24.20000076,11.15999985,44.000002871
1943,8,46.90000153,16.80000114,0,4.700000286,145.700008866,37.10000229,16.39999962,24.80000114,33.20000076,22.39999962,7,108.600006576
1943,9,45.29999924,17,0,3.5,105,30,10.30000019,18.80000114,27.30000114,15.40000057,6.210000038,75
1943,10,53.10000229,15.10000038,4.639999866,2.299999952,71.299998512,71.20000458,5.400000095,12.90000057,20.5,10.90000057,8.159999847,0.0999939320000038
1943,11,58.10000229,15,18.3599987,1.800000072,54.00000216,57.29999924,-0.400000006,7.099999905,14.60000038,6.400000095,9.019999504,-3.29999708
1943,12,62.40000153,13.30000019,26.18999863,1.300000072,40.300002232,35.79999924,-4.900000095,1.800000072,8.5,4.5,9.420000076,4.500002992
1944,1,66.30000305,12.5,25.56999969,1.300000072,40.300002232,55.20000076,-4.300000191,2,8.300000191,4.599999905,11.67000008,-14.899998528
1944,2,68.80000305,12.5,23.21999931,1.600000024,46.400000696,71.59999847,-3.600000143,2.700000048,9,4.900000095,12.43999958,-25.199997774
1944,3,67.5,13.5,22.25,2.100000143,65.100004433,119.3000031,-1.700000048,5.099999905,11.90000057,5.800000191,14.96999931,-54.199998667
1944,4,66.09999847,14.40000057,7.139999866,3.299999952,98.99999856,73.30000305,4.099999905,11.30000019,18.5,8.199999809,11.5,25.69999551
1944,5,58.5,15.80000019,0,4.900000095,151.900002945,69.09999847,12.90000057,20.80000114,28.70000076,14.90000057,10.56999969,82.800004475
1944,6,56.60000229,15.5,0,5,150,56.5,15.60000038,23.30000114,31.10000038,19.20000076,9.460000038,93.5
1944,7,48.40000153,16.10000038,0,5.200000286,161.200008866,69.20000458,16.70000076,24.70000076,32.79999924,21.20000076,9.079999924,92.000004286
1944,8,52.20000076,15.40000057,0,4.200000286,130.200008866,77.90000153,15.80000019,23.5,31.20000076,21.60000038,10.77999973,52.300007336
1944,9,64.70000458,12.90000057,0,2.900000095,87.00000285,193.6000061,13.69999981,20.10000038,26.60000038,18.60000038,13.54999924,-106.60000325
1944,10,54.5,15.30000019,4.839999676,2.400000095,74.400002945,87,5.300000191,12.90000057,20.60000038,10.5,8.720000267,-12.599997055
1944,11,72.5,12,13.46999931,1.5,45,41.5,1.5,7.5,13.5,7.5,8.309999466,3.5
1944,12,71.70000458,10.40000057,26.57999992,0.900000036,27.900001116,66.70000458,-5.300000191,-0.100000001,5.099999905,4.599999905,11.97999954,-38.800003464
1945,1,73.5,10.30000019,27.67000008,1,31,58.60000229,-6.5,-1.300000072,3.900000095,3.799999952,12.27999973,-27.60000229
1945,2,68.90000153,12.69999981,22.70999908,1.600000024,44.800000672,55.79999924,-3.900000095,2.5,8.900000572,4.700000286,10.80999947,-10.999998568
1945,3,57.79999924,15.90000057,6.059999943,3.799999952,117.799998512,32.40000153,4.700000286,12.60000038,20.60000038,6.800000191,7.849999905,85.399996982
1945,4,61.60000229,15.60000038,3.119999886,3.900000095,117.00000285,74.30000305,6.200000286,14,21.80000114,9.100000381,11.75999928,42.6999998
1945,5,65.70000458,14.90000057,0.389999986,3.700000048,114.700001488,104.7000046,8.699999809,16.10000038,23.60000038,12.90000057,13.0199995,9.999996888
1945,6,58.10000229,15.30000019,0,4.700000286,141.00000858,84.40000153,14.60000038,22.20000076,29.89999962,18.80000114,10.19999981,56.60000705
1945,7,67.59999847,13.10000038,0,4,124,185.5,17.20000076,23.70000076,30.30000114,23,15.05999947,-61.5
1945,8,54.70000076,14.80000019,0,3.900000095,120.900002945,78.90000153,15.40000057,22.80000114,30.20000076,21.60000038,7.989999771,42.000001415
1945,9,65.70000458,13,0,3.100000143,93.00000429,202.1000061,15,21.5,28,19.70000076,13.36999989,-109.10000181
1945,10,52.10000229,15.69999981,4.449999809,2.5,77.5,17.89999962,5.5,13.30000019,21.20000076,10.60000038,4.349999905,59.60000038
1945,11,67.09999847,12.60000038,11.42999935,1.700000048,51.00000144,92.80000305,2.299999952,8.600000381,14.90000057,7.700000286,11.40999985,-41.80000161
1945,12,79.59999847,9,26.57999992,0.600000024,18.600000744,91.59999847,-5.300000191,-0.800000012,3.700000048,4.900000095,14.0199995,-72.999997726
1946,1,68.80000305,11.60000038,25.14999962,1.399999976,43.399999256,42.29999924,-3.900000095,1.899999976,7.700000286,4.400000095,10.5199995,1.100000016
1946,2,66,13.10000038,22.31999969,1.800000072,50.400002016,57,-3.5,3.100000143,9.699999809,4.599999905,11.06999969,-6.599997984
1946,3,64.70000458,14.19999981,8.550000191,3.200000048,99.200001488,76.5,3.600000143,10.69999981,17.80000114,6.800000191,11.59999943,22.700001488
1946,4,63.20000076,15.19999981,5.460000038,3.600000143,108.00000429,39.40000153,4.900000095,12.5,20.10000038,8.5,9.590000153,68.60000276
1946,5,72.30000305,13.60000038,0,3.600000143,111.600004433,146.6999969,10.40000057,17.20000076,24,14,14.52999973,-35.099992467
1946,6,61.10000229,14.5,0,4.300000191,129.00000573,98.30000305,14.10000038,21.30000114,28.60000038,18.60000038,10.67000008,30.70000268
1946,7,57.5,14.40000057,0,4.5,139.5,130.8000031,16,23.20000076,30.39999962,20.60000038,12.59999943,8.6999969
1946,8,62.79999924,13.60000038,0,3.299999952,102.299998512,100.0999985,14.30000019,21.10000038,27.89999962,20.80000114,10.97999954,2.200000012
