"year","month","PCP","TAVG","PDSI","PHDI","ZNDX","PMDI","SP01","SP02","SP03","SP06","SP09","SP12","SP24","TMIN","TMAX"
1927,12,3.01,35.2,0.89,0.89,0.59,0.89,0.2,0.02,1.13,0,-0.03,-0.65,-0.21,25.4,44.9
1928,1,1.68,33.8,-0.39,-0.39,-1.17,0.4,-0.92,-0.44,-0.38,-0.07,-0.83,-0.54,-0.35,22.7,45
1928,2,2.14,35,-0.48,-0.48,-0.38,-0.48,-0.1,-0.76,-0.45,0.04,-0.58,-0.7,-0.57,24.8,45.1
1928,3,2.22,41.7,-0.81,-0.81,-1.15,-0.81,-0.72,-0.65,-1.2,0.39,-0.52,-0.49,-0.49,30.8,52.7
1928,4,5.1,49.4,0.85,0.85,2.55,0.85,1.23,0.5,0.31,-0.03,0.07,-0.63,-0.09,37.9,60.8
1928,5,2.27,60.3,0.26,0.26,-1.51,-0.5,-0.96,0.19,-0.25,-0.52,-0.11,-0.64,-0.16,47.4,73.3
1928,6,5.67,67.7,1.21,1.21,2.92,1.21,1.04,0.06,0.72,-0.08,0.69,-0.14,0.23,57.3,78.2
1928,7,3.11,74.4,0.91,0.91,-0.53,0.48,-0.52,0.48,-0.28,-0.05,-0.25,-0.1,0.13,63.2,85.5
1928,8,8.21,73.2,2.24,2.24,4.28,2.24,1.85,1.31,1.62,1.12,0.65,0.77,0.37,63.5,82.8
1928,9,4.15,61.7,2.64,2.64,1.89,2.64,0.58,1.6,1.25,1.37,0.76,1.13,0.3,51.6,71.9
1928,10,0.93,56.1,-0.66,1.71,-1.97,0.82,-1.28,-0.47,0.84,0.47,0.51,0.27,0.02,43.9,68.4
1928,11,1.49,45.1,-1.06,1.06,-1.42,-0.44,-0.79,-1.56,-0.84,0.57,0.34,0.07,-0.41,34.8,55.5
1928,12,1.54,35.2,-1.38,-1.38,-1.27,-1.38,-1.03,-1.28,-1.82,-0.17,0.31,-0.15,-0.59,24.5,46
1929,1,2.33,31.3,-1.32,-1.32,-0.26,-1.32,-0.23,-0.93,-1.25,-0.09,-0.16,-0.06,-0.42,21.8,40.8
1929,2,2.88,31.9,0.24,-0.94,0.72,-0.44,0.46,0.13,-0.5,-1.04,0.22,0.11,-0.46,21.1,42.6
1929,3,2.95,47.5,-0.31,-1.16,-0.94,-1.11,-0.12,0.21,0,-1.52,-0.21,0.24,-0.24,35.7,59.3
1929,4,5.33,55.6,0.67,0.67,2,0.67,1.34,0.95,0.96,-0.07,0.39,0.26,-0.31,43.4,67.8
1929,5,4.16,60.8,0.77,0.77,0.52,0.77,0.24,1.07,0.82,0.24,-0.4,0.52,-0.15,48.8,72.9
1929,6,3.81,68.6,0.91,0.91,0.64,0.91,0.08,0.07,0.81,0.56,-0.54,0.16,-0.03,56.6,80.6
1929,7,2.6,72.5,-0.32,-0.32,-0.96,0.49,-0.93,-0.6,-0.44,0.3,-0.39,0.1,-0.05,60.6,84.3
1929,8,1.58,70.7,-1.1,-1.1,-2.43,-1.1,-1.68,-1.55,-1.33,-0.45,-0.63,-1.07,-0.19,58.4,82.9
1929,9,2.08,67.1,-1.59,-1.59,-1.81,-1.59,-0.47,-1.51,-1.64,-0.64,-0.63,-1.63,-0.03,53.9,80.2
1929,10,7.58,52.4,1.29,1.29,3.87,1.29,1.7,1.06,0.29,-0.07,0.35,-0.17,0.03,40.2,64.6
1929,11,2.9,44.6,1.33,1.33,0.53,1.33,0.22,1.47,0.91,-0.12,0.31,0.03,0.04,35.5,53.6
1929,12,2.06,35.7,-0.18,1.02,-0.53,0.63,-0.56,-0.25,1.14,-0.32,0.24,0.16,-0.03,25.7,45.8
1930,1,2.1,33.2,-0.36,0.71,-0.6,-0.08,-0.45,-0.75,-0.44,-0.18,-0.33,0.1,0.01,23.9,42.4
1930,2,1.72,39.5,-0.74,-0.74,-1.26,-0.74,-0.47,-0.76,-0.97,0.23,-0.6,-0.08,-0.06,27.6,51.4
1930,3,2.18,41.9,-1.07,-1.07,-1.22,-1.07,-0.76,-0.97,-1.23,0.39,-0.82,-0.22,-0.07,29.6,54.1
1930,4,2.34,51,-1.23,-1.23,-0.79,-1.23,-0.52,-1.04,-1.22,-1.14,-0.7,-0.83,-0.43,39.2,62.8
1930,5,1.78,64.2,-1.98,-1.98,-2.63,-1.98,-1.32,-1.48,-1.72,-1.85,-0.61,-1.27,-0.55,51.3,77.1
1930,6,2.9,71,-2.21,-2.21,-1.31,-2.21,-0.55,-1.41,-1.54,-2.1,-0.51,-1.42,-0.89,58,83.9
1930,7,0.79,77.1,-3.51,-3.51,-4.59,-3.51,-2.8,-2.34,-2.18,-2.7,-2.65,-1.8,-1.23,63.8,90.4
1930,8,0.67,73.5,-4.66,-4.66,-4.54,-4.66,-3.09,-3.03,-2.9,-3.09,-3.09,-2.13,-2.56,59.7,87.2
1930,9,0.96,72.5,-5.5,-5.5,-3.96,-5.5,-2.37,-2.94,-3.09,-3.09,-3.09,-3.09,-3.09,59.2,85.9
1930,10,0.31,52.5,-6.04,-6.04,-3.3,-6.04,-2.07,-3.09,-3.09,-3.09,-3.09,-3.09,-3.09,39.2,65.8
1930,11,1.15,42.5,-6.53,-6.53,-3.33,-6.53,-1.1,-2.27,-2.66,-3.09,-3.09,-3.09,-2.83,32.4,52.6
1930,12,2.57,31.5,-6.52,-6.52,-1.99,-6.52,-0.13,-0.89,-1.79,-3.09,-3.09,-3.09,-3.09,23,40
1931,1,1.44,34.2,-6.84,-6.84,-2.97,-6.84,-1.26,-0.84,-1.36,-3.09,-3.09,-3.09,-3.09,24.6,43.8
1931,2,1.65,36.5,-6.89,-6.89,-2.26,-6.89,-0.54,-1.4,-1.11,-2.52,-3.09,-3.09,-3.09,26.5,46.5
1931,3,3.54,38,-5.91,-5.91,0.81,-5.56,0.31,-0.13,-0.81,-2.25,-3.09,-3.09,-3.01,30.3,45.6
1931,4,2.82,51,-5.38,-5.38,-0.24,-5.07,-0.13,0.02,-0.31,-1.19,-3.09,-3.09,-3.09,39,63.1
1931,5,5.07,62,-4.38,-4.38,1.35,-3.53,0.74,0.42,0.46,-0.33,-1.75,-3.08,-2.6,50,73.9
1931,6,3.06,70.8,-4.12,-4.12,-0.59,-3.44,-0.43,0.14,-0.02,-0.52,-1.64,-2.71,-2.59,58.9,82.7
1931,7,5.16,77,-3.39,-3.39,0.94,-2.34,0.9,0.25,0.52,0.18,-0.53,-2.11,-2.63,66,87.9
1931,8,5.29,72.5,-2.59,-2.59,1.34,-1.07,0.82,1.01,0.59,0.71,0.09,-1.22,-2.69,62.5,82.4
1931,9,2.58,71.2,-2.68,-2.68,-1.07,-1.53,-0.14,0.28,0.56,0.4,-0.01,-0.84,-2.86,59.5,82.8
1931,10,1.12,58.1,-3.26,-3.26,-2.57,-2.86,-1.11,-1.17,-0.41,0.03,-0.17,-0.69,-3.09,44.4,71.7
1931,11,0.73,51,-4.18,-4.18,-3.75,-4.18,-1.58,-1.96,-1.67,-0.78,-0.41,-0.81,-3.09,39.5,62.5
1931,12,1.98,41.9,-4.65,-4.65,-2.71,-4.65,-0.63,-1.48,-1.88,-0.79,-0.62,-0.96,-3.09,31.8,52
1932,1,4.4,43.1,-4.08,-4.08,0.27,-3.92,1.22,0.44,-0.42,-0.71,-0.22,-0.39,-3.09,34.1,52
1932,2,2.44,41,-3.82,-3.82,-0.49,-3.79,0.14,0.92,0.41,-1.06,-0.52,-0.21,-3.09,29.4,52.6
1932,3,5.15,38,-2.5,-2.5,2.79,-1.33,1.33,1.01,1.4,-0.28,0.05,0.09,-2.72,27.6,48.5
1932,4,2.24,50.4,-2.52,-2.52,-0.83,-1.65,-0.61,0.53,0.46,0.04,-0.4,-0.03,-2.53,37.8,62.9
1932,5,6.07,61.5,-1.42,-1.42,2.53,0.4,1.25,0.6,1.18,1.01,-0.21,0.09,-1.82,49.5,73.6
1932,6,3.33,70.4,-1.34,-1.34,-0.2,0.34,-0.23,0.68,0.23,1.1,-0.08,0.09,-1.76,58.7,82.2
1932,7,3.15,74.6,-1.47,-1.47,-0.82,-0.12,-0.48,-0.57,0.26,0.48,0.13,-0.24,-1.65,62.8,86.5
1932,8,1.61,74.1,-2.29,-2.29,-2.92,-1.78,-1.64,-1.27,-1.29,-0.15,0.05,-0.85,-1.7,60.6,87.5
1932,9,1.67,67.6,-2.85,-2.85,-2.38,-2.85,-0.83,-1.73,-1.58,-1.02,-0.13,-1.01,-1.56,54.6,80.5
1932,10,7.41,54.7,1.14,-1.42,3.42,0.06,1.65,0.9,0.13,0.24,0.37,0.14,-0.42,43.9,65.6
1932,11,5.28,41,2.14,2.14,3.37,2.14,1.4,2.01,1.34,0.32,0.84,0.83,0.04,30.2,51.8
1932,12,2.96,36.5,2.08,2.08,0.46,2.08,0.17,1.14,1.92,0.45,0.53,1.02,0.14,25.6,47.4
1933,1,3.6,39.8,2.15,2.15,0.86,2.15,0.75,0.52,1.2,0.81,0.85,0.92,0.38,29.8,49.8
1933,2,2.04,35.7,1.75,1.75,-0.55,1.43,-0.18,0.36,0.33,1.23,0.37,0.86,0.41,25.1,46.3
1933,3,3,40.1,1.55,1.55,-0.04,1.16,-0.09,-0.22,0.21,1.51,0.43,0.52,0.33,30.6,49.5
1933,4,5.49,52.5,2.26,2.26,2.6,2.26,1.42,1.04,0.73,1.2,1,1.02,0.62,40.7,64.2
1933,5,5.49,64.5,2.51,2.51,1.44,2.51,0.96,1.62,1.35,1.08,1.62,0.9,0.63,53.9,75.2
1933,6,1.98,71.7,1.57,1.57,-2.04,0.63,-1.43,-0.15,0.69,0.6,1.55,0.66,0.5,59.1,84.3
1933,7,5.4,73,1.87,1.87,1.38,1.47,1.05,-0.13,0.37,0.77,1.23,1.07,0.58,61.7,84.3
1933,8,6.74,72.4,2.58,2.58,2.72,2.58,1.37,1.58,0.78,1.49,1.26,1.73,0.81,62.3,82.6
1933,9,2.85,69.6,-0.13,2.19,-0.38,1.96,0.01,0.83,1.12,1.26,1.13,1.71,0.82,59.1,80
1933,10,2.12,53.3,-0.43,1.65,-0.95,0.96,-0.39,-0.52,0.42,0.52,0.76,1.13,0.86,40.4,66.2
1933,11,0.69,41.7,-1.14,0.73,-2.25,-0.92,-1.63,-1.32,-1.17,-0.3,0.46,0.46,0.83,30.9,52.6
1933,12,2.01,36.9,-1.46,-1.46,-1.33,-1.46,-0.6,-1.49,-1.43,-0.08,0.36,0.35,0.92,26.5,47.3
1934,1,1.31,36.2,-1.91,-1.91,-1.8,-1.91,-1.46,-1.28,-2.08,-0.81,-0.39,-0.07,0.57,25.8,46.5
1934,2,2.04,23,-1.83,-1.83,-0.36,-1.83,-0.18,-1.15,-1.31,-1.66,-0.89,-0.03,0.51,12.2,33.8
1934,3,3.52,38.6,-1.4,-1.4,0.74,-0.97,0.29,0.07,-0.66,-1.72,-0.41,0.06,0.31,26.5,50.6
1934,4,2.32,51.8,-1.56,-1.56,-0.92,-1.5,-0.54,-0.26,-0.38,-1.83,-0.9,-0.55,0.3,39.2,64.4
1934,5,4.03,63.6,-1.41,-1.41,-0.04,-1.3,0.17,-0.28,-0.14,-0.87,-1.44,-0.85,-0.01,51,76.2
1934,6,2.99,74.2,-1.66,-1.66,-1.17,-1.66,-0.48,-0.34,-0.62,-0.96,-1.85,-0.7,-0.08,62.3,86
1934,7,2.7,77.6,-2.2,-2.2,-2.13,-2.2,-0.85,-0.99,-0.74,-0.9,-1.77,-1.18,-0.11,66,89.2
1934,8,4.84,71.1,0.14,-1.83,0.43,-1.57,0.63,-0.07,-0.39,-0.46,-0.94,-1.57,0.4,61,81.3
1934,9,7.74,67.3,1.44,1.44,3.93,1.44,1.62,1.65,1.2,0.55,0.16,-0.48,1.06,57.7,77
1934,10,0.96,54.1,0.68,0.68,-1.82,-0.39,-1.25,0.8,0.9,0.25,0,-0.75,0.34,41.6,66.6
1934,11,3.78,46.2,0.91,0.91,0.88,0.29,0.71,-0.37,0.89,0.45,0.29,-0.23,0.14,34.9,57.4
1934,12,2.81,34.2,0.95,0.95,0.42,0.49,0.05,0.49,-0.37,0.62,0.25,-0.06,0.18,24.8,43.5
1935,1,4.5,30.1,1.7,1.7,2.54,1.7,1.28,0.87,0.98,1.28,0.72,0.48,0.27,20.6,39.6
1935,2,1.93,32.6,-0.17,1.35,-0.52,1.02,-0.28,0.74,0.57,0.96,0.6,0.48,0.24,22.1,43
1935,3,2.84,47,-0.49,0.88,-1.01,-0.02,-0.21,-0.38,0.47,-0.02,0.7,0.37,0.21,35.4,58.7
1935,4,3.55,48.8,-0.16,1.07,0.86,0.56,0.37,0.03,-0.17,0.62,0.98,0.56,-0.05,38.5,59.1
1935,5,3.17,58.8,-0.24,0.87,-0.29,0.18,-0.36,-0.1,-0.26,0.13,0.65,0.36,-0.39,47.3,70.3
1935,6,2.82,69.5,-0.45,-0.45,-0.7,-0.45,-0.61,-0.81,-0.54,-0.16,-0.32,0.29,-0.32,57.6,81.4
1935,7,3.16,76.1,-0.78,-0.78,-1.13,-0.78,-0.48,-0.83,-0.94,-0.94,-0.07,0.4,-0.6,65.4,86.8
1935,8,3.46,73.1,-1.04,-1.04,-1.02,-1.04,-0.08,-0.44,-0.78,-0.83,-0.4,0.21,-1.02,62.8,83.4
1935,9,6.26,64,0.94,0.94,2.82,0.94,1.24,0.87,0.51,0.05,0.2,0.05,-0.45,53.3,74.8
1935,10,2.63,55.1,0.69,0.69,-0.47,0.69,-0.1,0.85,0.59,-0.14,-0.27,0.26,-0.36,42.2,68.1
1935,11,3.56,46.5,0.89,0.89,0.83,0.89,0.59,0.19,0.88,0.2,0.02,0.19,-0.05,37.6,55.5
1935,12,2.31,28.3,0.78,0.78,-0.08,0.78,-0.34,0.17,-0.05,0.29,0.02,0.14,0.03,20.6,36
1936,1,4.6,26.3,1.59,1.59,2.67,1.59,1.33,0.69,0.79,0.87,0.29,0.14,0.4,17.6,35
1936,2,3.38,26.3,1.88,1.88,1.36,1.88,0.79,1.37,0.94,1.18,0.59,0.42,0.54,16,36.6
1936,3,6.63,47,2.89,2.89,3.61,2.89,2.14,1.9,2.13,1.3,1.44,1,0.87,35.6,58.5
1936,4,2.13,49.3,-0.27,2.32,-0.82,1.92,-0.71,1.16,1.3,1.25,1.33,0.79,0.84,37.4,61.2
1936,5,1.71,64.6,-1.17,1.16,-2.77,-0.43,-1.38,-1.65,0.1,0.64,0.99,0.5,0.53,50.4,78.9
1936,6,3.09,70.1,-1.37,0.71,-0.98,-1.19,-0.41,-1.35,-1.58,0.58,0.42,0.53,0.55,57.9,82.3
1936,7,3.25,75.6,-1.75,-1.75,-1.54,-1.75,-0.41,-0.64,-1.31,-0.14,0.37,0.56,0.68,63.8,87.5
1936,8,3.18,75.2,-2.16,-2.16,-1.8,-2.16,-0.25,-0.52,-0.75,-0.57,0.03,0.54,0.52,63.8,86.6
1936,9,2.18,68.4,-2.6,-2.6,-1.97,-2.6,-0.4,-0.68,-0.82,-1.71,-0.11,-0.05,-0.14,57,79.9
1936,10,3.98,56.5,-2.35,-2.35,-0.05,-2.3,0.52,-0.03,-0.29,-1.15,-0.33,0.11,0.21,45.3,67.6
1936,11,0.82,41.3,-2.99,-2.99,-2.66,-2.99,-1.46,-0.35,-0.7,-1.18,-0.93,-0.4,-0.17,30.9,51.7
1936,12,4.92,35.2,0.51,-2.17,1.53,-1.49,1.45,0.12,0.33,-0.43,-1.22,0.09,0.13,26.7,43.6
1937,1,6.44,40,1.96,1.96,4.51,1.96,2.21,2.48,1.3,0.58,-0.19,0.39,0.34,31.6,48.4
1937,2,3.22,33.3,2.13,2.13,1.11,2.13,0.69,1.96,2.18,0.93,0.38,0.39,0.48,23.7,42.9
1937,3,1.29,39.2,1.23,1.23,-2.03,0.25,-1.63,-0.55,1.07,0.84,0.14,-0.59,0.28,28.7,49.7
1937,4,7.72,50.2,2.92,2.92,5.43,2.92,2.34,1.27,1.33,1.55,1.12,0.41,0.74,39,61.5
1937,5,3.06,62.7,2.29,2.29,-0.98,1.82,-0.43,1.55,0.69,1.99,1.07,0.59,0.7,49.4,76
1937,6,5.55,72.1,2.79,2.79,2.21,2.79,0.99,0.34,1.8,1.93,1.52,1.02,1.1,60.8,83.4
1937,7,3.56,73.6,2.52,2.52,0.04,2.47,-0.17,0.61,0.12,1.05,1.46,1.07,1.21,62.8,84.5
1937,8,7.27,74.5,3.35,3.35,3.27,3.35,1.55,1.14,1.45,1.57,2.34,1.59,1.61,63.6,85.4
1937,9,2.72,62.7,3.12,3.12,0.35,3.12,-0.06,0.95,0.71,1.65,1.86,1.53,1.13,51,74.3
1937,10,8.49,52,4.66,4.66,5.6,4.66,1.94,1.45,1.99,1.68,2.11,2.11,1.6,41.7,62.2
1937,11,2.9,42.5,4.42,4.42,0.7,4.42,0.22,1.7,1.28,1.91,1.93,2.53,1.55,31.7,53.3
1937,12,0.68,33.6,-0.67,3.29,-2.01,2.47,-1.97,-0.97,1.01,1.24,1.79,2,1.47,24.6,42.7
1938,1,1.86,32,-0.89,2.66,-0.87,1.48,-0.71,-1.83,-1.21,1.12,1.02,1.44,1.2,23.3,40.7
1938,2,1.89,39,-1.13,2.06,-1,0.5,-0.31,-0.81,-2.04,0.25,1.1,1.23,1.06,28.9,49
1938,3,2.32,47,-1.56,1.3,-1.65,-0.8,-0.64,-0.75,-1.18,0.3,0.62,1.35,0.57,35.2,58.9
1938,4,1.71,54.1,-2.04,-2.04,-1.92,-2.04,-1.14,-1.36,-1.41,-2.18,0.39,0.45,0.5,42.1,66.2
1938,5,3.97,61.2,-1.83,-1.83,0,-1.76,0.13,-0.61,-0.92,-1.77,-0.24,0.55,0.74,50,72.4
1938,6,3.12,69,-1.73,-1.73,-0.26,-1.71,-0.38,-0.31,-0.83,-1.41,-0.19,0.09,0.76,57.3,80.7
1938,7,4.63,74.9,-1.29,-1.29,0.79,-0.81,0.57,0.04,-0.04,-0.88,-1.37,0.31,1.01,64.1,85.7
1938,8,2.5,75,-1.74,-1.74,-1.77,-1.74,-0.73,-0.23,-0.49,-1.04,-1.67,-0.47,0.93,63.3,86.6
1938,9,3.53,64.7,-1.55,-1.55,0.05,-1.45,0.33,-0.4,-0.16,-0.67,-1.12,-0.24,1.02,55,74.5
1938,10,1.48,55.2,-2.07,-2.07,-2.05,-2.07,-0.81,-0.5,-0.95,-0.68,-1.28,-1.75,0.71,41.7,68.6
1938,11,2.82,45.4,-2.24,-2.24,-1.14,-2.24,0.17,-0.56,-0.42,-0.74,-1.14,-1.73,0.89,32.6,58.2
1938,12,3.71,33.9,0.19,-1.82,0.57,-1.5,0.69,0.46,-0.22,-0.35,-0.69,-1.16,0.84,25.4,42.4
1939,1,3.13,34.1,0.4,-1.4,0.68,-0.72,0.42,0.65,0.53,-0.45,-0.33,-0.91,0.47,25,43.3
1939,2,4.7,38.4,1.25,1.25,2.67,1.25,1.55,1.32,1.34,0.44,0.08,-0.32,0.63,27.9,48.9
1939,3,2.28,44.1,-0.45,0.67,-1.35,-0.23,-0.67,0.75,0.78,0.3,0.04,-0.31,0.72,32.6,55.6
1939,4,3.73,50,-0.1,0.91,0.92,0.5,0.48,-0.17,0.8,0.82,0.01,0.03,0.25,38.8,61.2
1939,5,1.38,64.2,-1.11,-1.11,-3.07,-1.11,-1.64,-0.91,-1.2,0.17,-0.2,-0.48,-0.02,51.1,77.3
1939,6,4.63,72.6,0.14,-0.85,0.43,-0.47,0.54,-0.8,-0.46,0.13,0,-0.26,-0.16,61.4,83.7
1939,7,5.89,72.4,0.82,0.82,2.06,0.82,1.34,1.14,0.02,0.55,0.68,-0.01,0.17,62.1,82.8
1939,8,3.05,74.6,-0.38,-0.38,-1.14,-0.38,-0.33,0.47,0.61,-0.31,0.47,0.15,-0.31,63.9,85.3
1939,9,1.8,67.8,-0.97,-0.97,-1.9,-0.97,-0.7,-0.91,-0.14,-0.42,-0.02,-0.06,-0.36,55.6,80.1
1939,10,3.88,55.8,-0.84,-0.84,0.09,-0.84,0.48,-0.22,-0.5,-0.34,0.04,0.27,-0.95,43.5,68
1939,11,2.25,41.3,-1.03,-1.03,-0.81,-1.03,-0.2,0.17,-0.39,0.11,-0.51,0.15,-1.03,30.6,52
1939,12,1.83,36.5,-1.31,-1.31,-1.17,-1.31,-0.76,-0.69,-0.23,-0.34,-0.48,-0.15,-0.94,27.4,45.6
1940,1,2.06,20.2,-1.38,-1.38,-0.61,-1.38,-0.49,-0.92,-0.86,-1.02,-0.79,-0.37,-0.89,11.5,29
1940,2,2.52,33.3,0.07,-1.17,0.21,-0.97,0.2,-0.23,-0.67,-0.77,-0.27,-0.79,-0.82,24.3,42.3
1940,3,2.75,38.2,0.01,-1.1,-0.16,-0.9,-0.28,-0.09,-0.41,-0.43,-0.55,-0.68,-0.75,27.7,48.6
1940,4,5.09,47.9,0.92,0.92,2.72,0.92,1.22,0.74,0.67,-0.08,-0.55,-0.42,-0.33,36.8,59.1
1940,5,3.96,61.7,0.88,0.88,0.16,0.88,0.13,0.9,0.6,-0.02,-0.32,0,-0.4,49.5,73.8
1940,6,3.65,71.1,0.82,0.82,0.09,0.82,-0.02,-0.09,0.61,0.18,0.03,-0.22,-0.37,59.9,82.2
1940,7,5.1,73.4,1.25,1.25,1.56,1.25,0.86,0.47,0.31,0.68,0.07,-0.34,-0.3,61.6,85.2
1940,8,5.79,69.8,1.93,1.93,2.41,1.93,1.02,1.16,0.91,1.06,0.52,0.21,0.21,60.8,78.7
1940,9,2.3,63,1.67,1.67,-0.17,1.52,-0.32,0.36,0.6,0.82,0.5,0.35,0.1,50.4,75.5
1940,10,2.56,52.6,1.4,1.4,-0.29,1.05,-0.14,-0.57,0.12,0.27,0.5,0.09,0.2,41.2,63.9
1940,11,4.87,43.8,2.13,2.13,2.6,2.13,1.23,0.6,0.16,0.72,0.87,0.48,0.39,34.2,53.4
1940,12,2.86,38.8,1.97,1.97,0.19,1.97,0.09,0.95,0.51,0.77,0.94,0.69,0.37,29.5,48.1
1941,1,2.42,30.2,-0.05,1.72,-0.14,1.58,-0.14,-0.12,0.69,0.41,0.57,0.75,0.27,22.6,37.8
1941,2,0.58,30.4,-0.79,0.79,-2.24,-0.45,-1.84,-1.49,-0.99,-0.46,0.19,0.45,-0.25,20.6,40.4
1941,3,1.8,36.6,-1.1,-1.1,-1.17,-1.1,-1.11,-2.53,-2.35,-0.49,-0.07,0.29,-0.31,24.9,48.3
1941,4,2.71,56.5,-1.36,-1.36,-1.11,-1.36,-0.22,-1.05,-1.94,-0.44,-0.4,-0.15,-0.46,43.2,69.8
1941,5,1.59,63.9,-2.15,-2.15,-2.79,-2.15,-1.47,-1.37,-1.82,-1.93,-1.26,-0.62,-0.5,48.8,78.9
1941,6,4.17,69.9,-1.8,-1.8,0.37,-1.57,0.29,-0.91,-0.96,-2,-1.02,-0.57,-0.58,58.4,81.4
1941,7,6.6,74.5,-0.74,-0.74,2.63,0.74,1.73,1.23,0.19,-0.94,-0.28,-0.28,-0.5,64.4,84.6
1941,8,3.71,71.8,-0.66,-0.66,0,0.75,0.07,0.96,0.89,-0.41,-0.79,-0.59,-0.35,59.5,84.1
1941,9,0.79,68.8,-1.51,-1.51,-2.74,-1.16,-3.09,-1.07,-0.02,-0.64,-1.4,-0.83,-0.41,55.4,82.1
1941,10,1.01,61,-2.42,-2.42,-3.19,-2.42,-1.21,-2.85,-1.86,-1.02,-1.79,-1.17,-0.76,48.2,73.9
1941,11,1.57,46,-3.09,-3.09,-2.75,-3.09,-0.72,-1.46,-2.16,-0.8,-1.67,-1.88,-0.85,32.4,59.6
1941,12,3.62,37.9,-2.95,-2.95,-0.55,-2.95,0.63,-0.14,-0.87,-0.68,-1.1,-1.89,-0.65,28,47.9
1942,1,2.09,30.7,-2.97,-2.97,-0.96,-2.97,-0.46,0.1,-0.35,-1.56,-1.18,-1.95,-0.64,21,40.4
1942,2,1.54,31.1,-3,-3,-1.01,-3,-0.64,-0.91,-0.25,-1.77,-0.9,-1.8,-0.79,20.7,41.4
1942,3,4.78,43.6,-2.1,-2.1,1.76,-1.32,1.12,0.45,0.11,-0.63,-0.62,-1.02,-0.51,32.6,54.5
1942,4,0.89,55.2,-2.89,-2.89,-3,-2.89,-2.36,-0.36,-0.7,-0.69,-1.76,-1.44,-1.05,41.1,69.2
1942,5,4.84,65.1,-2.67,-2.67,-0.23,-2.67,0.62,-0.59,0.11,-0.15,-1.38,-0.73,-0.97,52.8,77.4
1942,6,4.24,71,0.24,-2.15,0.71,-1.79,0.33,0.54,-0.38,-0.29,-0.75,-0.76,-0.92,60.5,81.4
1942,7,4.34,75.1,0.39,-1.76,0.52,-1.12,0.38,0.4,0.57,-0.01,-0.21,-1.16,-1.07,63.5,86.7
1942,8,8.43,71.2,1.92,1.92,4.72,1.92,1.91,1.78,1.62,1.35,0.9,-0.23,-0.71,61.2,81.2
1942,9,3.53,66.1,2.01,2.01,0.88,2.01,0.33,1.49,1.48,0.91,0.78,0.31,-0.45,54.5,77.6
1942,10,11.39,56.1,4.5,4.5,8.08,4.5,2.62,2.25,2.88,2.7,2.28,1.67,0.58,45.5,66.7
1942,11,1.92,45,3.85,3.85,-0.56,3.58,-0.43,2.15,1.88,2.48,2.19,1.81,0.23,34.6,55.4
1942,12,3.47,30.8,3.87,3.87,1.26,3.87,0.53,-0.04,2.18,2.8,1.93,1.82,0.36,22.4,39.2
1943,1,2.45,33.4,-0.05,3.42,-0.16,3.3,-0.12,0.21,-0.12,2.67,2.31,1.94,0.35,24.6,42.2
1943,2,1.1,35.1,-0.62,2.5,-1.72,1.65,-1.12,-0.97,-0.36,1.42,2.1,1.82,0.39,24.1,46.1
1943,3,3.59,41.5,-0.38,2.42,0.54,1.74,0.34,-0.43,-0.51,1.44,2.21,1.64,0.58,29.4,53.5
1943,4,3.04,48.6,-0.24,2.27,0.31,1.67,0.03,0.15,-0.45,-0.34,2,1.97,0.6,36.2,61
1943,5,4.47,64.5,-0.11,2.14,0.31,1.61,0.42,0.25,0.34,-0.05,1.29,2,0.93,52.4,76.6
1943,6,3.08,75.4,-0.51,1.51,-1.23,0.5,-0.41,-0.11,-0.15,-0.48,1.16,1.99,0.81,64.2,86.8
1943,7,2.71,74.2,-1,0.81,-1.63,-0.74,-0.84,-0.94,-0.55,-0.78,-0.68,1.62,0.34,62.9,85.5
1943,8,1.52,74.8,-2.01,-2.01,-3.35,-2.01,-1.77,-1.52,-1.6,-0.99,-1.02,0.46,0.13,61.1,88.4
1943,9,1.54,63.8,-2.53,-2.53,-2.17,-2.53,-0.97,-1.87,-1.82,-1.48,-1.61,0.22,0.26,50.5,77.1
1943,10,2.98,52.9,-2.5,-2.5,-0.69,-2.5,0.07,-0.73,-1.59,-1.44,-1.54,-1.44,0.45,41.3,64.5
1943,11,3,42.3,-2.48,-2.48,-0.7,-2.48,0.28,0.11,-0.52,-1.7,-1.18,-1.22,0.57,30,54.6
1943,12,1.49,33.4,-2.83,-2.83,-1.81,-2.83,-1.08,-0.48,-0.4,-1.71,-1.61,-1.79,0.41,21.8,44.9
1944,1,2.42,33.3,-2.66,-2.66,-0.39,-2.66,-0.14,-0.9,-0.5,-1.51,-1.69,-1.78,0.43,23.4,43.2
1944,2,2.67,35.2,-2.29,-2.29,0.29,-2.11,0.31,0.07,-0.58,-0.84,-1.83,-1.45,0.54,25,45.3
1944,3,4.86,39.7,-1.3,-1.3,2.27,-0.1,1.16,0.99,0.73,0.13,-1.18,-1.12,0.54,28.6,50.8
1944,4,2.93,50.5,-1.18,-1.18,-0.06,-0.02,-0.05,0.72,0.7,0.15,-0.95,-1.14,0.75,38.7,62.3
1944,5,2.46,68.2,-1.89,-1.89,-2.49,-1.64,-0.83,-0.76,0.01,-0.4,-0.69,-1.48,0.43,54.9,81.5
