"variable","prev.apr","prev.may","prev.jun","prev.jul","prev.aug","prev.sep","prev.oct","prev.nov","prev.dec","curr.jan","curr.feb","curr.mar","curr.apr","curr.may","curr.jun","curr.jul","curr.aug"
"cld",11,0,6,0,8,10,8,13,13,10,5,11,5,13,12,11,2
"dtr",4,14,11,11,3,1,6,2,0,3,2,0,9,4,5,1,1
"pet",5,13,4,12,9,2,3,0,3,2,2,2,11,0,1,1,0
"PETminusPRE",3,9,10,8,5,3,8,3,0,8,6,2,10,0,1,1,0
"pre",11,5,4,6,10,9,4,9,13,5,6,12,4,10,12,14,14
"tmn",14,7,4,11,13,9,8,4,12,3,4,3,12,0,5,10,8
"tmp",12,10,11,13,13,5,8,1,11,3,3,3,9,0,3,5,0
"tmx",11,13,11,12,11,4,5,1,7,2,3,3,10,0,2,2,0
"vap",14,9,14,14,12,8,11,14,14,4,5,2,11,0,7,10,6
"wet",11,4,4,7,9,7,9,11,14,5,5,12,5,8,10,14,14
"PDSI_prewhiten",10,3,2,7,9,13,10,9,11,8,7,12,5,9,13,14,14
