"variable","prev.apr","prev.may","prev.jun","prev.jul","prev.aug","prev.sep","prev.oct","prev.nov","prev.dec","curr.jan","curr.feb","curr.mar","curr.apr","curr.may","curr.jun","curr.jul","curr.aug"
"cld",0,3,0,1,1,2,1,4,1,1,0,0,2,2,1,2,0
"dtr",0,2,2,0,0,5,0,1,1,0,3,3,2,0,1,6,1
"pet",0,1,0,2,0,3,0,8,2,1,1,1,2,3,4,5,0
"PETminusPRE",0,2,0,0,0,1,0,0,0,1,0,2,1,2,3,8,8
"pre",0,2,0,0,0,2,0,1,0,1,0,1,1,1,2,8,10
"tmn",1,0,0,0,1,1,0,0,4,0,0,0,1,7,0,0,1
"tmp",0,0,0,3,1,0,0,0,0,0,0,1,2,8,0,0,1
"tmx",0,0,0,3,1,2,0,0,0,0,0,1,2,6,1,3,2
"vap",4,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0
"wet",0,3,0,0,0,1,0,0,0,1,0,2,1,1,0,8,6
"PDSI_prewhiten",0,4,2,0,0,3,0,0,0,0,0,3,2,2,2,8,10
