 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000       0.00336         0.00073         0.00150
  0.01064       0.00644         0.00096         0.00258
  0.02128       0.02232         0.00337         0.01082
  0.03191       0.02946         0.00457         0.01466
  0.04255       0.02830         0.00522         0.01515
  0.05319       0.02890         0.00575         0.01657
  0.06383       0.01403         0.00322         0.00904
  0.07447       0.00680         0.00170         0.00455
  0.08511       0.01584         0.00391         0.00937
  0.09574       0.02187         0.00580         0.01335
  0.10638       0.01660         0.00588         0.01263
  0.11702       0.01550         0.00583         0.01305
  0.12766       0.00714         0.00293         0.00648
  0.13830       0.00276         0.00159         0.00266
  0.14894       0.00401         0.00210         0.00300
  0.15957       0.00623         0.00303         0.00443
  0.17021       0.00522         0.00273         0.00382
  0.18085       0.00187         0.00143         0.00177
  0.19149       0.00206         0.00151         0.00153
  0.20213       0.00432         0.00237         0.00253
  0.21277       0.00402         0.00243         0.00245
  0.22340       0.00291         0.00206         0.00192
  0.23404       0.00423         0.00320         0.00285
  0.24468       0.00513         0.00406         0.00383
  0.25532       0.00194         0.00172         0.00157
  0.26596       0.00181         0.00225         0.00153
  0.27660       0.00244         0.00267         0.00206
  0.28723       0.00207         0.00218         0.00168
  0.29787       0.00258         0.00300         0.00212
  0.30851       0.00188         0.00215         0.00157
  0.31915       0.00055         0.00072         0.00042
  0.32979       0.00093         0.00163         0.00084
  0.34043       0.00272         0.00486         0.00266
  0.35106       0.00388         0.00630         0.00371
  0.36170       0.00196         0.00378         0.00197
  0.37234       0.00062         0.00129         0.00056
  0.38298       0.00084         0.00169         0.00082
  0.39362       0.00252         0.00458         0.00246
  0.40426       0.00213         0.00401         0.00222
  0.41489       0.00139         0.00335         0.00173
  0.42553       0.00151         0.00322         0.00154
  0.43617       0.00264         0.00518         0.00246
  0.44681       0.00305         0.00567         0.00275
  0.45745       0.00167         0.00252         0.00142
  0.46809       0.00120         0.00181         0.00105
  0.47872       0.00092         0.00174         0.00082
  0.48936       0.00192         0.00432         0.00199
  0.50000       0.00362         0.00732         0.00357
