year	num	seg	age	raw	std	res	ars
   1877	   1.	 133.000	   1.000	   1.063	   1.032	   1.012	   1.015
   1878	   1.	 133.000	   2.000	   0.911	   0.982	   0.955	   0.965
   1879	   1.	 133.000	   3.000	   0.815	   0.948	   0.959	   0.944
   1880	   1.	 133.000	   4.000	   0.854	   0.949	   0.988	   0.963
   1881	   1.	 133.000	   5.000	   1.101	   1.005	   1.045	   1.030
   1882	   1.	 133.000	   6.000	   1.335	   1.059	   1.054	   1.072
   1883	   1.	 133.000	   7.000	   1.780	   1.174	   1.123	   1.164
   1884	   1.	 133.000	   8.000	   1.697	   1.140	   1.003	   1.085
   1885	   2.	 129.000	   5.000	   1.263	   0.980	   0.903	   0.946
   1886	   4.	 128.250	   3.500	   1.636	   1.109	   1.076	   1.053
   1887	   4.	 128.250	   4.500	   1.403	   0.979	   0.931	   0.959
   1888	   4.	 128.250	   5.500	   0.962	   0.834	   0.877	   0.861
   1889	   4.	 128.250	   6.500	   0.874	   0.806	   0.967	   0.902
   1890	   4.	 128.250	   7.500	   1.150	   0.873	   1.015	   0.969
   1891	   4.	 128.250	   8.500	   1.842	   1.150	   1.074	   1.062
   1892	   4.	 128.250	   9.500	   2.271	   1.236	   1.126	   1.163
   1893	   4.	 128.250	  10.500	   1.821	   1.037	   0.928	   1.009
   1894	   5.	 125.800	   9.400	   2.277	   1.078	   1.061	   1.069
   1895	   6.	 124.000	   8.833	   2.234	   1.339	   1.175	   1.217
   1896	   6.	 124.000	   9.833	   2.141	   1.296	   1.039	   1.148
   1897	   6.	 124.000	  10.833	   1.924	   1.096	   0.975	   1.049
   1898	   6.	 124.000	  11.833	   1.760	   1.070	   0.972	   0.998
   1899	   6.	 124.000	  12.833	   1.678	   1.045	   0.976	   0.978
   1900	   6.	 124.000	  13.833	   2.115	   1.108	   1.194	   1.191
   1901	   6.	 124.000	  14.833	   1.700	   1.121	   0.959	   1.053
   1902	   7.	 121.714	  13.714	   1.993	   1.110	   0.995	   1.024
   1903	   8.	 119.875	  13.000	   2.006	   1.029	   0.942	   0.956
   1904	  10.	 117.100	  11.400	   2.215	   1.159	   1.107	   1.090
   1905	  10.	 117.100	  12.400	   2.277	   1.061	   0.953	   0.999
   1906	  10.	 117.100	  13.400	   2.140	   0.931	   0.927	   0.929
   1907	  10.	 117.100	  14.400	   1.903	   0.810	   0.865	   0.836
   1908	  10.	 117.100	  15.400	   1.565	   0.727	   0.858	   0.785
   1909	  10.	 117.100	  16.400	   1.561	   0.696	   0.879	   0.780
   1910	  12.	 114.250	  14.667	   1.931	   0.765	   0.948	   0.843
   1911	  12.	 114.250	  15.667	   1.653	   0.663	   0.814	   0.746
   1912	  12.	 114.250	  16.667	   2.126	   0.855	   1.092	   0.967
   1913	  13.	 112.923	  16.385	   1.817	   0.741	   0.874	   0.863
   1914	  14.	 111.714	  16.214	   1.929	   0.844	   0.982	   0.917
   1915	  14.	 111.714	  17.214	   2.399	   1.083	   1.136	   1.099
   1916	  14.	 111.714	  18.214	   2.535	   1.108	   1.012	   1.063
   1917	  18.	 107.556	  15.167	   3.020	   1.078	   1.021	   1.055
   1918	  18.	 107.556	  16.167	   2.577	   0.944	   0.896	   0.926
   1919	  18.	 107.556	  17.167	   2.423	   0.964	   1.051	   1.017
   1920	  20.	 105.800	  16.450	   3.018	   1.084	   1.066	   1.078
   1921	  20.	 105.800	  17.450	   3.119	   1.124	   1.055	   1.097
   1922	  24.	 102.833	  15.542	   2.914	   1.027	   1.007	   1.057
   1923	  25.	 102.200	  15.920	   2.486	   0.841	   0.816	   0.848
   1924	  25.	 102.200	  16.920	   2.967	   1.040	   1.122	   1.050
   1925	  27.	 100.963	  16.667	   2.432	   0.902	   0.901	   0.928
   1926	  30.	  99.300	  16.000	   2.533	   0.989	   1.040	   1.007
   1927	  33.	  98.212	  15.545	   2.699	   1.028	   1.035	   1.041
   1928	  33.	  98.212	  16.545	   3.064	   1.177	   1.148	   1.175
   1929	  34.	  97.706	  17.059	   2.962	   1.145	   1.024	   1.112
   1930	  37.	  96.270	  16.676	   2.627	   0.919	   0.847	   0.904
   1931	  38.	  95.816	  17.237	   2.688	   0.948	   0.995	   0.951
   1932	  39.	  95.359	  17.795	   2.271	   0.828	   0.882	   0.862
   1933	  41.	  94.463	  17.927	   2.581	   0.977	   1.036	   0.971
   1934	  44.	  93.341	  17.705	   2.472	   0.911	   0.957	   0.946
   1935	  46.	  92.717	  17.935	   2.707	   1.035	   1.059	   1.036
   1936	  47.	  92.319	  18.553	   2.809	   1.065	   1.050	   1.071
   1937	  47.	  92.319	  19.553	   2.986	   1.129	   1.075	   1.114
   1938	  47.	  92.319	  20.553	   3.118	   1.198	   1.099	   1.160
   1939	  48.	  91.875	  21.125	   2.554	   0.966	   0.867	   0.947
   1940	  49.	  91.429	  21.694	   2.629	   1.003	   1.014	   0.991
   1941	  50.	  90.980	  22.260	   2.598	   0.985	   0.976	   0.974
   1942	  56.	  88.911	  20.875	   2.426	   0.920	   0.933	   0.923
   1943	  59.	  87.797	  20.814	   2.337	   0.855	   0.904	   0.870
   1944	  61.	  87.197	  21.131	   2.344	   0.862	   0.934	   0.874
   1945	  61.	  87.197	  22.131	   2.632	   1.001	   1.083	   1.023
   1946	  62.	  86.823	  22.774	   2.369	   0.856	   0.881	   0.895
   1947	  62.	  86.823	  23.774	   2.216	   0.808	   0.911	   0.864
   1948	  62.	  86.823	  24.774	   2.373	   0.838	   0.949	   0.886
   1949	  62.	  86.823	  25.774	   2.471	   0.848	   0.956	   0.903
   1950	  62.	  86.823	  26.774	   2.669	   0.917	   1.009	   0.964
   1951	  62.	  86.823	  27.774	   2.781	   0.973	   1.010	   0.995
   1952	  62.	  86.823	  28.774	   2.495	   0.824	   0.873	   0.875
   1953	  64.	  85.844	  28.875	   2.378	   0.741	   0.849	   0.795
   1954	  64.	  85.844	  29.875	   2.558	   0.863	   1.001	   0.902
   1955	  64.	  85.844	  30.875	   2.702	   0.981	   1.059	   1.013
   1956	  64.	  85.844	  31.875	   3.373	   1.220	   1.210	   1.226
   1957	  64.	  85.844	  32.875	   3.369	   1.213	   1.069	   1.183
   1958	  64.	  85.844	  33.875	   3.827	   1.451	   1.272	   1.379
   1959	  64.	  85.844	  34.875	   3.126	   1.085	   0.848	   1.028
   1960	  66.	  84.758	  34.818	   3.341	   1.207	   1.127	   1.146
   1961	  67.	  84.343	  35.299	   3.351	   1.172	   1.053	   1.128
   1962	  67.	  84.343	  36.299	   3.177	   1.055	   0.958	   1.023
   1963	  68.	  83.794	  36.765	   3.153	   1.023	   0.991	   1.005
   1964	  69.	  83.246	  37.232	   3.135	   1.026	   0.996	   1.001
   1965	  70.	  82.700	  37.700	   3.031	   0.979	   0.983	   0.986
   1966	  70.	  82.700	  38.700	   2.551	   0.827	   0.844	   0.842
   1967	  70.	  82.700	  39.700	   3.015	   1.006	   1.094	   1.019
   1968	  70.	  82.700	  40.700	   3.541	   1.227	   1.200	   1.218
   1969	  71.	  82.099	  41.127	   3.440	   1.154	   1.029	   1.138
   1970	  71.	  82.099	  42.127	   3.411	   1.175	   1.085	   1.157
   1971	  71.	  82.099	  43.127	   2.873	   0.962	   0.878	   0.956
   1972	  71.	  82.099	  44.127	   2.756	   0.900	   0.935	   0.917
   1973	  71.	  82.099	  45.127	   2.772	   0.907	   0.955	   0.918
   1974	  71.	  82.099	  46.127	   2.809	   0.918	   0.968	   0.931
   1975	  72.	  81.444	  46.486	   3.069	   1.072	   1.111	   1.081
   1976	  72.	  81.444	  47.486	   3.206	   1.101	   1.064	   1.108
   1977	  72.	  81.444	  48.486	   2.550	   0.802	   0.763	   0.821
   1978	  72.	  81.444	  49.486	   3.261	   1.131	   1.225	   1.141
   1979	  72.	  81.444	  50.486	   2.808	   0.982	   0.918	   0.988
