year	num	seg	age	raw	std	res	ars
   1868	   1.	 141.000	   1.000	   1.396	   0.984	   0.992	   0.994
   1869	   1.	 141.000	   2.000	   1.583	   1.245	   1.262	   1.260
   1870	   1.	 141.000	   3.000	   1.463	   1.066	   0.931	   1.067
   1871	   1.	 141.000	   4.000	   1.148	   0.698	   0.659	   0.693
   1872	   1.	 141.000	   5.000	   1.158	   0.723	   0.893	   0.745
   1873	   1.	 141.000	   6.000	   1.050	   0.635	   0.780	   0.654
   1874	   1.	 141.000	   7.000	   1.175	   0.762	   0.981	   0.815
   1875	   1.	 141.000	   8.000	   1.315	   0.897	   1.044	   0.958
   1876	   1.	 141.000	   9.000	   1.700	   1.257	   1.343	   1.322
   1877	   1.	 141.000	  10.000	   1.500	   1.062	   0.911	   1.079
   1878	   1.	 141.000	  11.000	   1.206	   0.819	   0.771	   0.815
   1879	   1.	 141.000	  12.000	   1.441	   1.006	   1.124	   1.038
   1880	   1.	 141.000	  13.000	   1.227	   0.846	   0.831	   0.855
   1881	   1.	 141.000	  14.000	   1.307	   0.906	   0.996	   0.929
   1882	   1.	 141.000	  15.000	   1.279	   0.890	   0.939	   0.909
   1883	   1.	 141.000	  16.000	   1.112	   0.787	   0.836	   0.794
   1884	   1.	 141.000	  17.000	   1.211	   0.854	   0.978	   0.881
   1885	   1.	 141.000	  18.000	   1.197	   0.850	   0.928	   0.874
   1886	   1.	 141.000	  19.000	   1.099	   0.799	   0.873	   0.815
   1887	   1.	 141.000	  20.000	   1.246	   0.886	   1.006	   0.920
   1888	   1.	 141.000	  21.000	   1.555	   1.062	   1.146	   1.110
   1889	   2.	 133.000	  11.500	   2.859	   1.543	   1.453	   1.502
   1890	   2.	 133.000	  12.500	   1.720	   1.051	   0.742	   1.003
   1891	   2.	 133.000	  13.500	   1.101	   0.839	   0.783	   0.788
   1892	   2.	 133.000	  14.500	   0.891	   0.690	   0.739	   0.633
   1893	   2.	 133.000	  15.500	   0.659	   0.632	   0.777	   0.595
   1894	   2.	 133.000	  16.500	   1.420	   0.913	   1.161	   0.969
   1895	   2.	 133.000	  17.500	   1.752	   1.012	   1.068	   1.058
   1896	   2.	 133.000	  18.500	   2.402	   1.261	   1.294	   1.323
   1897	   2.	 133.000	  19.500	   2.225	   1.202	   1.056	   1.221
   1898	   2.	 133.000	  20.500	   2.267	   1.222	   1.113	   1.227
   1899	   2.	 133.000	  21.500	   2.331	   1.236	   1.115	   1.231
   1900	   2.	 133.000	  22.500	   2.127	   1.178	   1.040	   1.160
   1901	   2.	 133.000	  23.500	   2.070	   1.183	   1.080	   1.164
   1902	   2.	 133.000	  24.500	   2.655	   1.421	   1.340	   1.419
   1903	   2.	 133.000	  25.500	   2.504	   1.340	   1.089	   1.302
   1904	   2.	 133.000	  26.500	   2.216	   1.217	   1.007	   1.164
   1905	   2.	 133.000	  27.500	   1.901	   1.079	   0.938	   1.025
   1906	   3.	 119.000	  19.333	   1.618	   1.117	   1.000	   1.018
   1907	   3.	 119.000	  20.333	   1.390	   1.038	   0.946	   0.960
   1908	   3.	 119.000	  21.333	   1.329	   0.982	   1.051	   1.036
   1909	   3.	 119.000	  22.333	   1.704	   1.244	   1.155	   1.176
   1910	   3.	 119.000	  23.333	   0.968	   0.768	   0.668	   0.760
   1911	   3.	 119.000	  24.333	   1.170	   0.994	   1.106	   0.993
   1912	   3.	 119.000	  25.333	   1.341	   0.971	   0.972	   0.974
   1913	   3.	 119.000	  26.333	   0.678	   0.524	   0.572	   0.554
   1914	   3.	 119.000	  27.333	   1.227	   0.951	   1.192	   0.981
   1915	   3.	 119.000	  28.333	   1.255	   1.056	   1.070	   1.065
   1916	   3.	 119.000	  29.333	   1.309	   1.142	   1.095	   1.132
   1917	   3.	 119.000	  30.333	   0.947	   0.817	   0.797	   0.868
   1918	   3.	 119.000	  31.333	   0.198	   0.385	   0.517	   0.440
   1919	   4.	 113.750	  24.500	   1.391	   1.056	   1.140	   0.874
   1920	   7.	 103.143	  15.000	   1.564	   1.168	   1.095	   1.038
   1921	   7.	 103.143	  16.000	   1.787	   1.308	   1.172	   1.195
   1922	   8.	 101.875	  15.000	   1.462	   1.168	   0.970	   1.072
   1923	   8.	 101.875	  16.000	   1.197	   0.829	   0.778	   0.819
   1924	   8.	 101.875	  17.000	   1.205	   0.979	   1.059	   0.975
   1925	   8.	 101.875	  18.000	   0.710	   0.840	   0.876	   0.868
   1926	   9.	  98.889	  17.000	   0.693	   0.728	   0.911	   0.850
   1927	   9.	  98.889	  18.000	   0.804	   0.884	   0.990	   0.921
   1928	   9.	  98.889	  19.000	   1.132	   0.951	   1.033	   1.000
