 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000       0.00000         0.00072         0.00276
  0.01000       0.01985         0.00476         0.01759
  0.02000       0.04887         0.00963         0.03654
  0.03000       0.06398         0.01268         0.04617
  0.04000       0.03397         0.00698         0.02691
  0.05000       0.02609         0.00589         0.02012
  0.06000       0.02180         0.00591         0.01860
  0.07000       0.03179         0.00999         0.02723
  0.08000       0.03342         0.00961         0.02558
  0.09000       0.03118         0.01126         0.02640
  0.10000       0.02986         0.01157         0.02651
  0.11000       0.01710         0.00855         0.01860
  0.12000       0.01001         0.00502         0.00984
  0.13000       0.00682         0.00405         0.00620
  0.14000       0.01741         0.01360         0.02043
  0.15000       0.05133         0.03665         0.05456
  0.16000       0.03800         0.02544         0.03752
  0.17000       0.00737         0.00509         0.00639
  0.18000       0.00553         0.00377         0.00401
  0.19000       0.00914         0.00637         0.00685
  0.20000       0.01031         0.00702         0.00761
  0.21000       0.00893         0.00857         0.00826
  0.22000       0.01416         0.01268         0.01209
  0.23000       0.02164         0.01801         0.01641
  0.24000       0.01585         0.01495         0.01361
  0.25000       0.00900         0.01132         0.00929
  0.26000       0.00929         0.01116         0.00849
  0.27000       0.00446         0.00573         0.00407
  0.28000       0.00667         0.00935         0.00684
  0.29000       0.00756         0.01016         0.00670
  0.30000       0.00867         0.01166         0.00728
  0.31000       0.00792         0.01199         0.00716
  0.32000       0.00442         0.00488         0.00298
  0.33000       0.00369         0.00347         0.00196
  0.34000       0.00573         0.00681         0.00413
  0.35000       0.00764         0.00804         0.00463
  0.36000       0.00693         0.00704         0.00397
  0.37000       0.00573         0.00770         0.00421
  0.38000       0.00859         0.00993         0.00547
  0.39000       0.01312         0.01882         0.00936
  0.40000       0.01994         0.03066         0.01493
  0.41000       0.01796         0.02645         0.01251
  0.42000       0.00735         0.00963         0.00466
  0.43000       0.00232         0.00206         0.00093
  0.44000       0.00365         0.00200         0.00092
  0.45000       0.00540         0.00476         0.00187
  0.46000       0.00469         0.00505         0.00215
  0.47000       0.00452         0.00610         0.00258
  0.48000       0.00543         0.00572         0.00267
  0.49000       0.00685         0.00944         0.00418
  0.50000       0.00896         0.01503         0.00684
