 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000      -0.00151         0.00090         0.00452
  0.01042       0.01164         0.00197         0.01083
  0.02083       0.03489         0.00446         0.02314
  0.03125       0.04286         0.00603         0.02966
  0.04167       0.05735         0.00884         0.04066
  0.05208       0.05601         0.01049         0.04328
  0.06250       0.03841         0.01102         0.04024
  0.07292       0.02934         0.01182         0.03928
  0.08333       0.04724         0.01688         0.04988
  0.09375       0.03285         0.01199         0.03303
  0.10417       0.00947         0.00416         0.00941
  0.11458       0.01239         0.00396         0.00771
  0.12500       0.01485         0.00484         0.00912
  0.13542       0.01358         0.00477         0.00902
  0.14583       0.02140         0.01169         0.01825
  0.15625       0.02981         0.01914         0.02783
  0.16667       0.01834         0.01367         0.01841
  0.17708       0.01119         0.00717         0.00873
  0.18750       0.00908         0.00430         0.00505
  0.19792       0.00481         0.00226         0.00276
  0.20833       0.00438         0.00284         0.00293
  0.21875       0.00474         0.00417         0.00400
  0.22917       0.00648         0.00788         0.00682
  0.23958       0.00839         0.00892         0.00740
  0.25000       0.00818         0.00586         0.00447
  0.26042       0.01222         0.00729         0.00526
  0.27083       0.01965         0.01540         0.01020
  0.28125       0.01406         0.01250         0.00778
  0.29167       0.00682         0.00762         0.00441
  0.30208       0.00477         0.00639         0.00356
  0.31250       0.00383         0.00604         0.00312
  0.32292       0.00602         0.00975         0.00512
  0.33333       0.00741         0.01086         0.00583
  0.34375       0.00655         0.00897         0.00490
  0.35417       0.00440         0.00655         0.00312
  0.36458       0.00703         0.00890         0.00416
  0.37500       0.00898         0.00967         0.00466
  0.38542       0.00986         0.01138         0.00552
  0.39583       0.00917         0.01361         0.00626
  0.40625       0.00390         0.00733         0.00317
  0.41667       0.00290         0.00659         0.00266
  0.42708       0.00712         0.01139         0.00488
  0.43750       0.00968         0.01216         0.00516
  0.44792       0.00600         0.00713         0.00297
  0.45833       0.00211         0.00435         0.00168
  0.46875       0.00130         0.00358         0.00139
  0.47917       0.00220         0.00505         0.00192
  0.48958       0.00237         0.00566         0.00218
  0.50000       0.00140         0.00432         0.00167
