year	num	seg	age	raw	std	res	ars
   1870	   1.	 140.000	   1.000	   2.429	   0.943	   0.972	   0.960
   1871	   1.	 140.000	   2.000	   1.969	   0.772	   0.784	   0.760
   1872	   1.	 140.000	   3.000	   2.156	   0.839	   1.004	   0.862
   1873	   1.	 140.000	   4.000	   2.324	   0.898	   1.017	   0.934
   1874	   1.	 140.000	   5.000	   1.921	   0.744	   0.783	   0.745
   1875	   1.	 140.000	   6.000	   1.721	   0.662	   0.820	   0.673
   1876	   1.	 140.000	   7.000	   2.560	   0.980	   1.252	   1.059
   1877	   1.	 140.000	   8.000	   3.284	   1.250	   1.311	   1.347
   1878	   1.	 140.000	   9.000	   3.750	   1.424	   1.300	   1.504
   1879	   1.	 140.000	  10.000	   3.519	   1.342	   1.051	   1.337
   1880	   2.	 135.000	   6.000	   2.282	   0.943	   0.898	   1.086
   1881	   2.	 135.000	   7.000	   2.389	   0.947	   0.995	   1.041
   1882	   2.	 135.000	   8.000	   2.566	   0.937	   0.977	   0.998
   1883	   2.	 135.000	   9.000	   2.469	   0.899	   0.935	   0.930
   1884	   2.	 135.000	  10.000	   2.315	   0.874	   0.938	   0.895
   1885	   2.	 135.000	  11.000	   2.031	   0.751	   0.801	   0.740
   1886	   2.	 135.000	  12.000	   2.266	   0.800	   0.980	   0.827
   1887	   2.	 135.000	  13.000	   2.090	   0.700	   0.798	   0.698
   1888	   2.	 135.000	  14.000	   2.302	   0.748	   0.958	   0.781
   1889	   2.	 135.000	  15.000	   3.101	   0.919	   1.133	   1.003
   1890	   2.	 135.000	  16.000	   3.655	   1.099	   1.207	   1.207
   1891	   2.	 135.000	  17.000	   3.903	   1.194	   1.163	   1.282
   1892	   2.	 135.000	  18.000	   3.408	   1.028	   0.844	   1.001
   1893	   2.	 135.000	  19.000	   3.541	   1.050	   1.045	   1.043
   1894	   2.	 135.000	  20.000	   4.219	   1.247	   1.282	   1.308
   1895	   2.	 135.000	  21.000	   4.332	   1.275	   1.131	   1.307
   1896	   2.	 135.000	  22.000	   4.220	   1.268	   1.094	   1.268
   1897	   2.	 135.000	  23.000	   4.222	   1.237	   1.062	   1.213
   1898	   2.	 135.000	  24.000	   3.917	   1.095	   0.895	   1.013
   1899	   2.	 135.000	  25.000	   3.604	   1.057	   0.985	   0.989
   1900	   2.	 135.000	  26.000	   3.556	   0.983	   0.926	   0.917
   1901	   2.	 135.000	  27.000	   4.213	   1.217	   1.286	   1.239
   1902	   2.	 135.000	  28.000	   3.944	   1.188	   1.037	   1.171
   1903	   2.	 135.000	  29.000	   4.422	   1.329	   1.240	   1.340
   1904	   2.	 135.000	  30.000	   4.139	   1.219	   0.976	   1.167
   1905	   2.	 135.000	  31.000	   3.849	   1.106	   0.938	   1.030
   1906	   3.	 124.667	  21.667	   2.290	   0.803	   0.808	   0.824
   1907	   3.	 124.667	  22.667	   2.833	   0.683	   1.114	   1.009
   1908	   4.	 119.000	  18.000	   3.146	   0.954	   1.047	   1.049
   1909	   4.	 119.000	  19.000	   2.897	   0.857	   0.946	   0.971
   1910	   4.	 119.000	  20.000	   2.932	   0.893	   1.065	   1.046
   1911	   4.	 119.000	  21.000	   2.371	   0.677	   0.637	   0.665
   1912	   4.	 119.000	  22.000	   2.956	   0.805	   1.039	   0.841
   1913	   4.	 119.000	  23.000	   3.224	   1.000	   1.117	   1.022
   1914	   5.	 114.400	  19.400	   3.605	   0.890	   0.920	   0.929
   1915	   5.	 114.400	  20.400	   3.595	   1.082	   1.123	   1.080
   1916	   5.	 114.400	  21.400	   4.804	   1.393	   1.273	   1.320
   1917	   5.	 114.400	  22.400	   4.310	   1.137	   0.884	   1.062
   1918	   6.	 110.000	  19.667	   3.285	   0.717	   0.709	   0.744
   1919	   8.	 105.250	  15.750	   3.669	   0.826	   1.094	   0.942
   1920	   9.	 103.556	  15.000	   4.328	   0.990	   1.011	   0.974
   1921	   9.	 103.556	  16.000	   4.880	   1.194	   1.213	   1.197
   1922	  11.	 100.727	  14.091	   5.326	   1.258	   1.117	   1.229
   1923	  13.	  98.615	  12.923	   4.037	   0.785	   0.752	   0.879
   1924	  14.	  97.714	  13.000	   4.946	   1.176	   1.213	   1.141
   1925	  17.	  95.471	  11.706	   3.811	   0.779	   0.801	   0.879
   1926	  18.	  94.778	  12.056	   3.981	   0.740	   0.921	   0.849
   1927	  19.	  94.158	  12.421	   4.956	   1.073	   1.170	   1.080
   1928	  19.	  94.158	  13.421	   4.874	   1.090	   1.021	   1.064
   1929	  20.	  93.500	  13.750	   5.149	   1.121	   1.095	   1.130
   1930	  21.	  92.857	  14.095	   3.486	   0.557	   0.588	   0.665
   1931	  21.	  92.857	  15.095	   4.053	   0.835	   1.075	   0.876
   1932	  21.	  92.857	  16.095	   3.784	   0.713	   0.856	   0.783
   1933	  22.	  92.136	  16.364	   3.811	   0.726	   0.931	   0.804
   1934	  22.	  92.136	  17.364	   3.930	   0.816	   1.005	   0.889
   1935	  22.	  92.136	  18.364	   4.218	   1.012	   1.090	   1.023
   1936	  24.	  90.625	  17.833	   4.227	   1.010	   1.001	   1.011
   1937	  24.	  90.625	  18.833	   4.413	   1.090	   1.095	   1.099
   1938	  24.	  90.625	  19.833	   4.453	   1.108	   1.052	   1.107
   1939	  25.	  89.840	  20.040	   3.806	   0.850	   0.836	   0.894
   1940	  25.	  89.840	  21.040	   4.256	   1.042	   1.124	   1.060
   1941	  25.	  89.840	  22.040	   4.521	   1.139	   1.142	   1.175
   1942	  25.	  89.840	  23.040	   4.619	   1.172	   1.064	   1.162
   1943	  26.	  88.962	  23.154	   4.236	   0.950	   0.850	   0.939
   1944	  26.	  88.962	  24.154	   3.928	   0.875	   0.890	   0.853
   1945	  26.	  88.962	  25.154	   4.883	   1.292	   1.342	   1.258
   1946	  26.	  88.962	  26.154	   4.174	   1.056	   0.952	   1.095
   1947	  27.	  88.000	  26.185	   4.187	   1.123	   1.069	   1.121
   1948	  28.	  87.071	  26.250	   4.677	   1.268	   1.178	   1.247
   1949	  29.	  86.172	  26.345	   5.217	   1.433	   1.264	   1.409
   1950	  30.	  85.300	  26.467	   4.881	   1.298	   1.080	   1.313
   1951	  30.	  85.300	  27.467	   4.921	   1.345	   1.135	   1.314
   1952	  30.	  85.300	  28.467	   4.416	   1.226	   0.982	   1.158
   1953	  32.	  83.531	  27.687	   3.817	   0.973	   0.883	   0.969
   1954	  33.	  82.697	  27.848	   3.272	   0.860	   0.830	   0.811
   1955	  34.	  81.882	  28.029	   3.209	   0.930	   1.026	   0.913
   1956	  34.	  81.882	  29.029	   3.687	   1.033	   1.078	   1.025
   1957	  35.	  81.229	  29.200	   3.371	   0.929	   0.916	   0.927
   1958	  35.	  81.229	  30.200	   3.929	   1.131	   1.185	   1.141
   1959	  35.	  81.229	  31.200	   3.310	   0.906	   0.824	   0.902
   1960	  36.	  80.361	  31.333	   3.685	   1.101	   1.173	   1.114
   1961	  36.	  80.361	  32.333	   3.881	   1.109	   1.074	   1.137
   1962	  36.	  80.361	  33.333	   3.529	   1.009	   0.961	   1.036
   1963	  36.	  80.361	  34.333	   2.630	   0.824	   0.835	   0.853
   1964	  36.	  80.361	  35.333	   2.155	   0.698	   0.782	   0.698
   1965	  36.	  80.361	  36.333	   1.632	   0.615	   0.770	   0.599
