"Climate_data","variable","month","ANPP_response"
"CRU_SCBI_1901_2016","cld","curr.apr",0.0253645730173157
"CRU_SCBI_1901_2016","cld","curr.aug",0.0490149793453922
"CRU_SCBI_1901_2016","cld","curr.feb",0.0713994786054373
"CRU_SCBI_1901_2016","cld","curr.jan",0.0231510257615666
"CRU_SCBI_1901_2016","cld","curr.jul",0.0671756663055061
"CRU_SCBI_1901_2016","cld","curr.jun",0.0474843535506256
"CRU_SCBI_1901_2016","cld","curr.mar",0.0104655603628541
"CRU_SCBI_1901_2016","cld","curr.may",0.0535958673120309
"CRU_SCBI_1901_2016","cld","prev.apr",0.029301915727368
"CRU_SCBI_1901_2016","cld","prev.aug",0.035427294397055
"CRU_SCBI_1901_2016","cld","prev.dec",0.0216035321671027
"CRU_SCBI_1901_2016","cld","prev.jul",-0.0341547693298672
"CRU_SCBI_1901_2016","cld","prev.jun",-0.0328666320141346
"CRU_SCBI_1901_2016","cld","prev.may",-0.0691837323828998
"CRU_SCBI_1901_2016","cld","prev.nov",0.054479442971693
"CRU_SCBI_1901_2016","cld","prev.oct",0.022697243575829
"CRU_SCBI_1901_2016","cld","prev.sep",0.0113084903051769
"CRU_SCBI_1901_2016","dtr","curr.apr",-0.030242320505033
"CRU_SCBI_1901_2016","dtr","curr.aug",-0.0434212321174653
"CRU_SCBI_1901_2016","dtr","curr.feb",-0.0448558417896529
"CRU_SCBI_1901_2016","dtr","curr.jan",-0.0174103296745118
"CRU_SCBI_1901_2016","dtr","curr.jul",-0.0594478780449665
"CRU_SCBI_1901_2016","dtr","curr.jun",-0.03862023370035
"CRU_SCBI_1901_2016","dtr","curr.mar",-0.0194185105504091
"CRU_SCBI_1901_2016","dtr","curr.may",-0.0463980851944113
"CRU_SCBI_1901_2016","dtr","prev.apr",-0.0350293297384175
"CRU_SCBI_1901_2016","dtr","prev.aug",-0.0392060603108744
"CRU_SCBI_1901_2016","dtr","prev.dec",-0.0341500812320267
"CRU_SCBI_1901_2016","dtr","prev.jul",0.0221068919939871
"CRU_SCBI_1901_2016","dtr","prev.jun",0.0392275530287809
"CRU_SCBI_1901_2016","dtr","prev.may",0.0527820854270593
"CRU_SCBI_1901_2016","dtr","prev.nov",-0.0511970361770176
"CRU_SCBI_1901_2016","dtr","prev.oct",-0.0372476101911303
"CRU_SCBI_1901_2016","dtr","prev.sep",-0.0332594135484565
"CRU_SCBI_1901_2016","frs","curr.apr",-0.036516761345641
"CRU_SCBI_1901_2016","frs","curr.feb",0.010199217319259
"CRU_SCBI_1901_2016","frs","curr.jan",0.0284616881708321
"CRU_SCBI_1901_2016","frs","curr.mar",-0.0512716422609682
"CRU_SCBI_1901_2016","frs","curr.may",-0.021085411720967
"CRU_SCBI_1901_2016","frs","prev.dec",-0.0174005081854779
"CRU_SCBI_1901_2016","frs","prev.nov",0.0166290796912163
"CRU_SCBI_1901_2016","frs","prev.oct",-0.0172717123345753
"CRU_SCBI_1901_2016","pet","curr.apr",0.00890400542005141
"CRU_SCBI_1901_2016","pet","curr.aug",-0.0577412312484478
"CRU_SCBI_1901_2016","pet","curr.feb",-0.0372526865905295
"CRU_SCBI_1901_2016","pet","curr.jan",-0.0358844877481682
"CRU_SCBI_1901_2016","pet","curr.jul",-0.0531128753636822
"CRU_SCBI_1901_2016","pet","curr.jun",-0.0608352903517519
"CRU_SCBI_1901_2016","pet","curr.mar",0.0276762494590882
"CRU_SCBI_1901_2016","pet","curr.may",-0.055565047052623
"CRU_SCBI_1901_2016","pet","prev.apr",-0.037517838624818
"CRU_SCBI_1901_2016","pet","prev.aug",-0.0239058851120313
"CRU_SCBI_1901_2016","pet","prev.dec",-0.0138290879357314
"CRU_SCBI_1901_2016","pet","prev.jul",0.0306853239894295
"CRU_SCBI_1901_2016","pet","prev.jun",0.0331523995099466
"CRU_SCBI_1901_2016","pet","prev.may",0.0595725347906263
"CRU_SCBI_1901_2016","pet","prev.nov",-0.0552268119183569
"CRU_SCBI_1901_2016","pet","prev.oct",-0.017194291698832
"CRU_SCBI_1901_2016","pet","prev.sep",-0.00820831844177977
"CRU_SCBI_1901_2016","pet_sum","curr.apr",0.00817915928917781
"CRU_SCBI_1901_2016","pet_sum","curr.aug",-0.0569627451516428
"CRU_SCBI_1901_2016","pet_sum","curr.feb",-0.0383217084301874
"CRU_SCBI_1901_2016","pet_sum","curr.jan",-0.0348659374102545
"CRU_SCBI_1901_2016","pet_sum","curr.jul",-0.0528309695479106
"CRU_SCBI_1901_2016","pet_sum","curr.jun",-0.0596714488483618
"CRU_SCBI_1901_2016","pet_sum","curr.mar",0.028271491505976
"CRU_SCBI_1901_2016","pet_sum","curr.may",-0.055274419332916
"CRU_SCBI_1901_2016","pet_sum","prev.apr",-0.0368892381126031
"CRU_SCBI_1901_2016","pet_sum","prev.aug",-0.0239185771103935
"CRU_SCBI_1901_2016","pet_sum","prev.dec",-0.0122336538563063
"CRU_SCBI_1901_2016","pet_sum","prev.jul",0.0311324000446408
"CRU_SCBI_1901_2016","pet_sum","prev.jun",0.0336545788173377
"CRU_SCBI_1901_2016","pet_sum","prev.may",0.0610102984058126
"CRU_SCBI_1901_2016","pet_sum","prev.nov",-0.0558421564105695
"CRU_SCBI_1901_2016","pet_sum","prev.oct",-0.0177505691353776
"CRU_SCBI_1901_2016","pet_sum","prev.sep",-0.00789400776983646
"CRU_SCBI_1901_2016","PETminusPRE","curr.apr",-0.0314320818150432
"CRU_SCBI_1901_2016","PETminusPRE","curr.aug",-0.0503078175101518
"CRU_SCBI_1901_2016","PETminusPRE","curr.feb",-0.0200169695504667
"CRU_SCBI_1901_2016","PETminusPRE","curr.jan",-0.00195916602524825
"CRU_SCBI_1901_2016","PETminusPRE","curr.jul",-0.0443636791296738
"CRU_SCBI_1901_2016","PETminusPRE","curr.jun",-0.0610133781627258
"CRU_SCBI_1901_2016","PETminusPRE","curr.mar",0.0345700395457985
"CRU_SCBI_1901_2016","PETminusPRE","curr.may",-0.0611283970897673
"CRU_SCBI_1901_2016","PETminusPRE","prev.apr",-0.0443467360368688
"CRU_SCBI_1901_2016","PETminusPRE","prev.aug",-0.0350262531936327
"CRU_SCBI_1901_2016","PETminusPRE","prev.dec",0.000234374467905901
"CRU_SCBI_1901_2016","PETminusPRE","prev.jul",0.027149841998501
"CRU_SCBI_1901_2016","PETminusPRE","prev.jun",0.0248241433319007
"CRU_SCBI_1901_2016","PETminusPRE","prev.may",0.0783331514921126
"CRU_SCBI_1901_2016","PETminusPRE","prev.nov",-0.0505781240402483
"CRU_SCBI_1901_2016","PETminusPRE","prev.oct",0.0172350858298059
"CRU_SCBI_1901_2016","PETminusPRE","prev.sep",-0.0177031743112878
"CRU_SCBI_1901_2016","pre","curr.apr",0.038556573294063
"CRU_SCBI_1901_2016","pre","curr.aug",0.0433817793330154
"CRU_SCBI_1901_2016","pre","curr.feb",0.0111174118913056
"CRU_SCBI_1901_2016","pre","curr.jan",-0.00569025510491132
"CRU_SCBI_1901_2016","pre","curr.jul",0.0367699036772086
"CRU_SCBI_1901_2016","pre","curr.jun",0.0531415501309985
"CRU_SCBI_1901_2016","pre","curr.mar",-0.0269794543392945
"CRU_SCBI_1901_2016","pre","curr.may",0.0572195497087237
"CRU_SCBI_1901_2016","pre","prev.apr",0.0392756185634642
"CRU_SCBI_1901_2016","pre","prev.aug",0.0377524452731447
"CRU_SCBI_1901_2016","pre","prev.dec",-0.00395410577106679
"CRU_SCBI_1901_2016","pre","prev.jul",-0.0234908157427089
"CRU_SCBI_1901_2016","pre","prev.jun",-0.01848281928784
"CRU_SCBI_1901_2016","pre","prev.may",-0.0753638020716102
"CRU_SCBI_1901_2016","pre","prev.nov",0.0442230656950665
"CRU_SCBI_1901_2016","pre","prev.oct",-0.0228228005613857
"CRU_SCBI_1901_2016","pre","prev.sep",0.0197112052761936
"CRU_SCBI_1901_2016","tmn","curr.apr",0.0406249180693151
"CRU_SCBI_1901_2016","tmn","curr.aug",-0.0154200047212329
"CRU_SCBI_1901_2016","tmn","curr.feb",-0.00549626910942117
"CRU_SCBI_1901_2016","tmn","curr.jan",-0.0392033388498155
"CRU_SCBI_1901_2016","tmn","curr.jul",0.0200464185400531
"CRU_SCBI_1901_2016","tmn","curr.jun",-0.0526008405520388
"CRU_SCBI_1901_2016","tmn","curr.mar",0.0485625106448683
"CRU_SCBI_1901_2016","tmn","curr.may",-0.0166015655971348
"CRU_SCBI_1901_2016","tmn","prev.apr",-0.0464575564484445
"CRU_SCBI_1901_2016","tmn","prev.aug",0.0485072075855521
"CRU_SCBI_1901_2016","tmn","prev.dec",0.017158230853964
"CRU_SCBI_1901_2016","tmn","prev.jul",-0.0111067627818804
"CRU_SCBI_1901_2016","tmn","prev.jun",-0.0149283359988146
"CRU_SCBI_1901_2016","tmn","prev.may",-0.0125061412306037
"CRU_SCBI_1901_2016","tmn","prev.nov",-0.016333587955834
"CRU_SCBI_1901_2016","tmn","prev.oct",0.0149322948743967
"CRU_SCBI_1901_2016","tmn","prev.sep",0.0158493015784096
"CRU_SCBI_1901_2016","tmp","curr.apr",0.0248471662510947
"CRU_SCBI_1901_2016","tmp","curr.aug",-0.0406404939923105
"CRU_SCBI_1901_2016","tmp","curr.feb",-0.0136452879991173
"CRU_SCBI_1901_2016","tmp","curr.jan",-0.0415847867260885
"CRU_SCBI_1901_2016","tmp","curr.jul",-0.00475697062712951
"CRU_SCBI_1901_2016","tmp","curr.jun",-0.0649073432296866
"CRU_SCBI_1901_2016","tmp","curr.mar",0.038081800911984
"CRU_SCBI_1901_2016","tmp","curr.may",-0.0361303926869412
"CRU_SCBI_1901_2016","tmp","prev.apr",-0.0525103236347004
"CRU_SCBI_1901_2016","tmp","prev.aug",0.0233175684934883
"CRU_SCBI_1901_2016","tmp","prev.dec",0.00639088935595674
"CRU_SCBI_1901_2016","tmp","prev.jul",-0.000941691422871566
"CRU_SCBI_1901_2016","tmp","prev.jun",-0.0019391733163003
"CRU_SCBI_1901_2016","tmp","prev.may",0.00805877638188502
"CRU_SCBI_1901_2016","tmp","prev.nov",-0.0400072040721881
"CRU_SCBI_1901_2016","tmp","prev.oct",0.000309502429730147
"CRU_SCBI_1901_2016","tmp","prev.sep",-0.000127996157567158
"CRU_SCBI_1901_2016","tmx","curr.apr",0.0125607320918946
"CRU_SCBI_1901_2016","tmx","curr.aug",-0.0487787353942032
"CRU_SCBI_1901_2016","tmx","curr.feb",-0.0196395458556955
"CRU_SCBI_1901_2016","tmx","curr.jan",-0.0417512214595552
"CRU_SCBI_1901_2016","tmx","curr.jul",-0.0245198054570103
"CRU_SCBI_1901_2016","tmx","curr.jun",-0.0703595307139139
"CRU_SCBI_1901_2016","tmx","curr.mar",0.0300423928348149
"CRU_SCBI_1901_2016","tmx","curr.may",-0.0440565413754163
"CRU_SCBI_1901_2016","tmx","prev.apr",-0.0533865626508759
"CRU_SCBI_1901_2016","tmx","prev.aug",0.000922027620675759
"CRU_SCBI_1901_2016","tmx","prev.dec",-0.00407466711023396
"CRU_SCBI_1901_2016","tmx","prev.jul",0.00658605032068361
"CRU_SCBI_1901_2016","tmx","prev.jun",0.00978170966370549
"CRU_SCBI_1901_2016","tmx","prev.may",0.0240587122029894
"CRU_SCBI_1901_2016","tmx","prev.nov",-0.054725885677422
"CRU_SCBI_1901_2016","tmx","prev.oct",-0.0168646365970633
"CRU_SCBI_1901_2016","tmx","prev.sep",-0.0119089634634038
