 num = number of series             ident = series identification
 ify = first year of time series      ily = last year of time series
 yfp = years from pith for rcs        itn = transform (>3 = power*1000)
 idt = series detrending options      ips = series ar model order options
 isb = stabilize variance options     icu = use (1) or do not use (0)
 ics = save (1) or do not save (0)    cpa = common period analysis series
                   -- do not delete these lines --
 num  ident      ify   ily   yfp   itn   idt   ips   isb   icu   ics   cpa
   1  60086     1954  2009     0     4    50     0     0     1     1     0
   2  101100    1944  2007     0     4    50     0     0     1     1     2
   3  60111     1940  2009     0     4    50     0     0     1     1     3
   4  40479     1969  2009     0     4    50     0     0     1     1     0
   5  90658     1933  2009     0     4    50     0     0     1     1     5
   6  40485     1973  2009     0     4    50     0     0     1     1     0
   7  90062     1948  2009     0     4    50     0     0     1     1     7
   8  111208    1940  2009     0     4    50     0     0     1     1     8
   9  70182     1951  2009     0     4    50     0     0     1     1     0
  10  100956    1971  2007     0     4    50     0     0     1     1     0
  11  90616     1921  2006     0     4    50     0     0     1     1    11
  12  40549     1951  2009     0     4    50     0     0     1     1     0
  13  90278     1946  2005     0     4    50     0     0     1     1    13
  14  50340     1944  2009     0     4    50     0     0     1     1    14
  15  110795    1966  2009     0     4    50     0     0     1     1     0
  16  60339     1964  2009     0     4    50     0     0     1     1     0
  17  110797    1954  2009     0     4    50     0     0     1     1     0
  18  90121     1954  2009     0     4    50     0     0     1     1     0
  19  40554     1928  2009     0     4    50     0     0     1     1    18
  20  50299     1964  2009     0     4    50     0     0     1     1     0
  21  60145     1971  2009     0     4    50     0     0     1     1     0
  22  90276     1960  2009     0     4    50     0     0     1     1     0
  23  40480     1963  2009     0     4    50     0     0     1     1     0
  24  90567     1950  2008     0     4    50     0     0     1     1    23
  25  182695    1963  2009     0     4    50     0     0     1     1     0
  26  10194     1983  2009     0     4    50     0     0     1     1     0
  27  171306    1969  2009     0     4    50     0     0     1     1     0
  28  12032     1975  2005     0     4    50     0     0     1     1     0
  29  190635    1969  2009     0     4    50     0     0     1     1     0
  30  150911    1959  2009     0     4    50     0     0     1     1     0
  31  151140    1963  2009     0     4    50     0     0     1     1     0
  32  160760    1974  2008     0     4    50     0     0     1     1     0
  33  151123    1961  2009     0     4    50     0     0     1     1     0
  34  152529    1955  2009     0     4    50     0     0     1     1     0
  35  10619     1959  2009     0     4    50     0     0     1     1     0
  36  20820     1971  2009     0     4    50     0     0     1     1     0
  37  60426     1954  2009     0     4    50     0     0     1     1     0
  38  70018     1958  2009     0     4    50     0     0     1     1     0
  39  10675     1960  2009     0     4    50     0     0     1     1     0
  40  50559     1955  2009     0     4    50     0     0     1     1     0
  41  52130     1959  2009     0     4    50     0     0     1     1     0
  42  102157    1951  2009     0     4    50     0     0     1     1     0
  43  50652     1967  2009     0     4    50     0     0     1     1     0
  44  40873     1920  2009     0     4    50     0     0     1     1    43
  45  52010     1956  2009     0     4    50     0     0     1     1     0
  46  30483     1968  2009     0     4    50     0     0     1     1     0
  47  50557     1955  2009     0     4    50     0     0     1     1     0
  48  60486     1948  2008     0     4    50     0     0     1     1    47
  49  60467     1962  2009     0     4    50     0     0     1     1     0
  50  50563     1954  2009     0     4    50     0     0     1     1     0
  51  40563     1932  2009     0     4    50     0     0     1     1    50
  52  20693     1967  2009     0     4    50     0     0     1     1     0
  53  30333     1930  2009     0     4    50     0     0     1     1    52
  54  92562     1953  2009     0     4    50     0     0     1     1     0
  55  20627     1977  2009     0     4    50     0     0     1     1     0
  56  10664     1974  2009     0     4    50     0     0     1     1     0
  57  40585     1979  2009     0     4    50     0     0     1     1     0
  58  101150    1975  2009     0     4    50     0     0     1     1     0
  59  150941    1954  2009     0     4    50     0     0     1     1     0
  60  20847     1968  2009     0     4    50     0     0     1     1     0
  61  30233     1902  2008     0     4    50     0     0     1     1    60
  62  40536     1964  2009     0     4    50     0     0     1     1     0
  63  40493     1953  2009     0     4    50     0     0     1     1     0
  64  60129     1952  2009     0     4    50     0     0     1     1     0
  65  50330     1958  2009     0     4    50     0     0     1     1     0
  66  30214     1950  2009     0     4    50     0     0     1     1    65
  67  132532    1952  2007     0     4    50     0     0     1     1     0
  68  50301     1958  2007     0     4    50     0     0     1     1     0
  69  152661    1970  2009     0     4    50     0     0     1     1     0
  70  111171    1950  2009     0     4    50     0     0     1     1    69
  71  10743     1964  2009     0     4    50     0     0     1     1     0
  72  40889     1962  2009     0     4    50     0     0     1     1     0
  73  60295     1962  2009     0     4    50     0     0     1     1     0
  74  30534     1979  2008     0     4    50     0     0     1     1     0
  75  50433     1960  2006     0     4    50     0     0     1     1     0
  76  10647     1942  2009     0     4    50     0     0     1     1    75
  77  171150    1961  2000     0     4    50     0     0     1     1     0
  78  70180     1977  2007     0     4    50     0     0     1     1     0
  79  10730     1936  2002     0     4    50     0     0     1     1    78
  80  30472     1954  2001     0     4    50     0     0     1     1     0
  81  30421r    1887  2004     0     4    50     0     0     1     1    80
