year	num	seg	age	raw	std	res	ars
   1920	   1.	  90.000	   1.000	   0.999	   1.089	   0.916	   0.909
   1921	   2.	  88.000	   1.500	   1.578	   1.165	   0.850	   0.825
   1922	   2.	  88.000	   2.500	   1.627	   1.173	   0.852	   0.803
   1923	   2.	  88.000	   3.500	   0.897	   0.851	   1.219	   1.164
   1924	   2.	  88.000	   4.500	   1.104	   0.949	   1.020	   1.068
   1925	   2.	  88.000	   5.500	   1.006	   0.903	   1.065	   1.086
   1926	   2.	  88.000	   6.500	   0.794	   0.789	   1.170	   1.196
   1927	   2.	  88.000	   7.500	   1.407	   1.072	   0.870	   0.927
   1928	   3.	  86.000	   6.000	   1.845	   0.978	   1.027	   1.007
   1929	   3.	  86.000	   7.000	   1.827	   1.088	   0.898	   0.901
   1930	   4.	  84.500	   6.250	   1.629	   0.792	   1.190	   1.162
   1931	   4.	  84.500	   7.250	   2.018	   0.995	   0.984	   1.031
   1932	   4.	  84.500	   8.250	   1.706	   0.837	   1.139	   1.149
   1933	   5.	  83.000	   7.600	   1.682	   1.144	   0.799	   0.843
   1934	   5.	  83.000	   8.600	   1.489	   0.844	   1.177	   1.133
   1935	   5.	  83.000	   9.600	   1.699	   0.960	   0.994	   1.033
   1936	   6.	  80.333	   9.000	   1.910	   1.117	   0.868	   0.878
   1937	   6.	  80.333	  10.000	   1.695	   1.031	   0.960	   0.926
   1938	   6.	  80.333	  11.000	   1.413	   1.009	   0.974	   0.954
   1939	   6.	  80.333	  12.000	   1.395	   0.945	   1.042	   1.030
   1940	   7.	  78.857	  11.286	   1.691	   0.987	   1.016	   1.026
   1941	   7.	  78.857	  12.286	   1.702	   0.967	   1.010	   1.019
   1942	   8.	  77.500	  11.750	   1.785	   1.061	   0.923	   0.929
   1943	   8.	  77.500	  12.750	   1.331	   0.844	   1.207	   1.188
   1944	  10.	  75.000	  11.200	   1.443	   0.911	   1.081	   1.136
   1945	  10.	  75.000	  12.200	   1.900	   1.143	   0.808	   0.848
   1946	  11.	  73.636	  12.091	   1.789	   1.184	   0.823	   0.780
   1947	  11.	  73.636	  13.091	   1.638	   1.037	   0.983	   0.921
   1948	  13.	  71.769	  12.077	   1.515	   1.095	   0.898	   0.877
   1949	  13.	  71.769	  13.077	   1.520	   1.094	   0.900	   0.866
   1950	  15.	  70.133	  12.333	   1.467	   1.039	   0.960	   0.923
   1951	  18.	  68.278	  11.278	   1.296	   0.915	   1.069	   1.048
   1952	  20.	  67.150	  11.150	   1.121	   0.868	   1.104	   1.119
   1953	  22.	  66.227	  11.136	   1.153	   0.918	   1.060	   1.095
   1954	  29.	  63.483	   9.448	   1.223	   0.950	   1.029	   1.058
   1955	  30.	  63.200	  10.133	   1.190	   0.935	   1.053	   1.071
   1956	  30.	  63.200	  11.133	   1.451	   1.066	   0.901	   0.923
   1957	  30.	  63.200	  12.133	   1.455	   1.049	   0.961	   0.940
   1958	  33.	  62.121	  12.030	   1.521	   1.180	   0.844	   0.828
   1959	  36.	  61.194	  12.028	   1.318	   0.991	   1.059	   1.011
   1960	  39.	  60.256	  12.103	   1.540	   1.103	   0.913	   0.917
   1961	  41.	  59.488	  12.512	   1.376	   1.036	   0.975	   0.952
   1962	  44.	  58.705	  12.659	   1.270	   0.931	   1.081	   1.068
   1963	  47.	  57.957	  12.851	   1.317	   0.969	   1.000	   1.020
   1964	  51.	  57.020	  12.843	   1.133	   0.813	   1.161	   1.168
   1965	  51.	  57.020	  13.843	   1.209	   0.908	   1.050	   1.099
   1966	  52.	  56.769	  14.577	   0.981	   0.659	   1.292	   1.321
   1967	  54.	  56.259	  15.037	   1.499	   1.044	   0.904	   0.997
   1968	  55.	  56.000	  15.764	   1.641	   1.106	   0.876	   0.876
   1969	  58.	  55.224	  15.948	   1.855	   1.190	   0.787	   0.753
   1970	  59.	  54.966	  16.678	   1.542	   0.998	   1.036	   0.966
   1971	  62.	  54.161	  16.871	   1.615	   0.995	   1.001	   0.993
   1972	  62.	  54.161	  17.871	   1.715	   1.045	   0.957	   0.956
   1973	  63.	  53.889	  18.587	   1.580	   0.956	   1.037	   1.026
   1974	  65.	  53.323	  19.015	   1.461	   0.830	   1.143	   1.152
   1975	  67.	  52.716	  19.448	   1.361	   0.716	   1.223	   1.268
   1976	  67.	  52.716	  20.448	   1.676	   0.977	   0.963	   1.041
   1977	  69.	  52.116	  20.855	   1.488	   0.880	   1.078	   1.091
   1978	  69.	  52.116	  21.855	   1.678	   0.972	   0.994	   1.021
   1979	  71.	  51.507	  22.239	   1.509	   0.754	   1.212	   1.219
   1980	  71.	  51.507	  23.239	   2.554	   1.402	   0.590	   0.654
   1981	  71.	  51.507	  24.239	   2.348	   1.276	   0.768	   0.670
   1982	  71.	  51.507	  25.239	   2.289	   1.267	   0.786	   0.692
   1983	  72.	  51.167	  25.889	   1.984	   1.048	   1.008	   0.921
   1984	  72.	  51.167	  26.889	   1.959	   1.048	   0.978	   0.956
   1985	  72.	  51.167	  27.889	   1.956	   1.033	   0.971	   0.960
   1986	  72.	  51.167	  28.889	   1.989	   1.030	   0.969	   0.959
   1987	  72.	  51.167	  29.889	   1.762	   0.912	   1.086	   1.075
   1988	  72.	  51.167	  30.889	   1.788	   0.905	   1.064	   1.087
   1989	  72.	  51.167	  31.889	   1.620	   0.764	   1.190	   1.216
   1990	  72.	  51.167	  32.889	   1.879	   0.968	   0.983	   1.046
   1991	  72.	  51.167	  33.889	   1.488	   0.666	   1.294	   1.308
   1992	  72.	  51.167	  34.889	   1.866	   0.963	   0.991	   1.081
   1993	  72.	  51.167	  35.889	   2.083	   1.087	   0.871	   0.895
   1994	  72.	  51.167	  36.889	   2.122	   1.128	   0.867	   0.838
   1995	  72.	  51.167	  37.889	   1.802	   0.894	   1.120	   1.075
   1996	  72.	  51.167	  38.889	   2.063	   1.065	   0.903	   0.925
   1997	  72.	  51.167	  39.889	   2.087	   1.072	   0.906	   0.886
   1998	  72.	  51.167	  40.889	   1.910	   0.944	   1.062	   1.030
   1999	  72.	  51.167	  41.889	   1.583	   0.707	   1.276	   1.286
   2000	  72.	  51.167	  42.889	   2.326	   1.201	   0.776	   0.859
   2001	  71.	  51.324	  43.930	   2.179	   1.100	   0.899	   0.860
   2002	  70.	  51.371	  44.871	   2.011	   0.996	   1.013	   0.974
   2003	  69.	  51.145	  45.551	   2.276	   1.097	   0.899	   0.893
   2004	  69.	  51.145	  46.551	   2.011	   0.939	   1.064	   1.034
   2005	  69.	  51.145	  47.551	   2.018	   0.940	   1.043	   1.054
   2006	  67.	  51.313	  48.612	   1.980	   0.925	   1.036	   1.053
   2007	  65.	  50.846	  49.062	   2.114	   1.027	   0.947	   0.963
   2008	  60.	  51.117	  50.183	   2.134	   0.959	   1.036	   1.026
