year	num	seg	age	raw	std	res	ars
   1839	   1.	 171.000	   1.000	   1.204	   1.133	   1.101	   1.144
   1840	   1.	 171.000	   2.000	   1.156	   1.112	   1.015	   1.109
   1841	   1.	 171.000	   3.000	   1.284	   1.177	   1.140	   1.223
   1842	   1.	 171.000	   4.000	   1.390	   1.235	   1.197	   1.326
   1843	   1.	 171.000	   5.000	   1.250	   1.165	   0.958	   1.180
   1844	   1.	 171.000	   6.000	   1.526	   1.317	   1.268	   1.401
   1845	   1.	 171.000	   7.000	   1.192	   1.140	   0.866	   1.128
   1846	   1.	 171.000	   8.000	   1.239	   1.168	   0.965	   1.113
   1847	   1.	 171.000	   9.000	   1.228	   1.164	   1.048	   1.137
   1848	   1.	 171.000	  10.000	   1.093	   1.093	   0.919	   1.023
   1849	   1.	 171.000	  11.000	   1.093	   1.094	   0.980	   1.026
   1850	   1.	 171.000	  12.000	   0.925	   1.006	   0.884	   0.912
   1851	   1.	 171.000	  13.000	   1.168	   1.137	   1.174	   1.141
   1852	   1.	 171.000	  14.000	   1.012	   1.051	   0.968	   1.039
   1853	   1.	 171.000	  15.000	   0.969	   1.027	   0.923	   0.979
   1854	   1.	 171.000	  16.000	   0.863	   0.970	   0.907	   0.913
   1855	   1.	 171.000	  17.000	   0.779	   0.925	   0.899	   0.861
   1856	   1.	 171.000	  18.000	   0.743	   0.904	   0.934	   0.859
   1857	   1.	 171.000	  19.000	   0.585	   0.825	   0.853	   0.761
   1858	   1.	 171.000	  20.000	   0.517	   0.791	   0.872	   0.731
   1859	   1.	 171.000	  21.000	   0.360	   0.720	   0.830	   0.649
   1860	   1.	 171.000	  22.000	   0.540	   0.796	   1.040	   0.836
   1861	   1.	 171.000	  23.000	   0.156	   0.633	   0.745	   0.588
   1862	   1.	 171.000	  24.000	   0.563	   0.798	   1.133	   0.922
   1863	   1.	 171.000	  25.000	   0.540	   0.783	   1.047	   0.956
   1864	   1.	 171.000	  26.000	   0.299	   0.674	   0.774	   0.739
   1865	   1.	 171.000	  27.000	   0.442	   0.728	   0.967	   0.840
   1866	   1.	 171.000	  28.000	   0.540	   0.765	   1.053	   0.943
   1867	   1.	 171.000	  29.000	   0.195	   0.614	   0.741	   0.678
   1868	   1.	 171.000	  30.000	   0.563	   0.760	   1.101	   0.948
   1869	   1.	 171.000	  31.000	   0.299	   0.637	   0.853	   0.779
   1870	   2.	 155.500	  16.500	   2.658	   0.681	   0.863	   0.746
   1871	   2.	 155.500	  17.500	   3.030	   0.818	   1.166	   1.017
   1872	   3.	 149.667	  12.667	   3.368	   0.921	   0.994	   0.974
   1873	   3.	 149.667	  13.667	   2.660	   0.863	   0.860	   0.858
   1874	   3.	 149.667	  14.667	   2.265	   0.773	   0.914	   0.847
   1875	   3.	 149.667	  15.667	   2.487	   0.855	   0.969	   0.878
   1876	   3.	 149.667	  16.667	   2.417	   0.824	   0.896	   0.816
   1877	   3.	 149.667	  17.667	   2.502	   0.856	   0.942	   0.838
   1878	   3.	 149.667	  18.667	   2.561	   0.879	   0.961	   0.859
   1879	   3.	 149.667	  19.667	   2.619	   0.903	   0.971	   0.884
   1880	   3.	 149.667	  20.667	   2.248	   0.741	   0.827	   0.745
   1881	   3.	 149.667	  21.667	   2.997	   1.092	   0.814	   0.661
   1882	   3.	 149.667	  22.667	   3.031	   0.872	   1.234	   1.042
   1883	   3.	 149.667	  23.667	   3.109	   1.055	   1.180	   1.155
   1884	   3.	 149.667	  24.667	   2.776	   1.115	   1.014	   1.112
   1885	   3.	 149.667	  25.667	   3.057	   1.178	   1.081	   1.172
   1886	   3.	 149.667	  26.667	   3.433	   1.386	   1.292	   1.384
   1887	   3.	 149.667	  27.667	   2.810	   1.277	   1.129	   1.357
   1888	   3.	 149.667	  28.667	   2.766	   0.999	   0.936	   1.204
   1889	   3.	 149.667	  29.667	   2.720	   1.235	   0.975	   1.155
   1890	   3.	 149.667	  30.667	   2.604	   1.237	   0.914	   1.043
   1891	   3.	 149.667	  31.667	   2.611	   1.489	   0.943	   1.003
   1892	   3.	 149.667	  32.667	   2.611	   1.191	   0.951	   0.972
   1893	   3.	 149.667	  33.667	   2.318	   0.943	   0.821	   0.813
   1894	   3.	 149.667	  34.667	   1.923	   1.204	   0.877	   0.783
   1895	   4.	 141.000	  27.000	   2.358	   1.032	   1.086	   0.960
   1896	   5.	 135.600	  22.600	   2.770	   0.896	   1.033	   0.990
   1897	   5.	 135.600	  23.600	   2.791	   0.992	   0.878	   0.876
   1898	   5.	 135.600	  24.600	   2.639	   0.876	   0.894	   0.837
   1899	   5.	 135.600	  25.600	   2.464	   0.788	   0.958	   0.865
   1900	   5.	 135.600	  26.600	   2.479	   0.950	   1.007	   0.924
   1901	   5.	 135.600	  27.600	   2.772	   1.051	   1.219	   1.164
   1902	   5.	 135.600	  28.600	   2.561	   1.193	   1.096	   1.176
   1903	   5.	 135.600	  29.600	   2.975	   1.225	   1.077	   1.202
   1904	   5.	 135.600	  30.600	   2.569	   1.139	   0.912	   1.061
   1905	   5.	 135.600	  31.600	   1.764	   0.866	   0.745	   0.818
   1906	   6.	 130.333	  27.333	   1.845	   0.710	   0.805	   0.723
   1907	   7.	 126.143	  24.429	   1.910	   0.828	   0.987	   0.830
   1908	   7.	 126.143	  25.429	   2.147	   0.843	   0.956	   0.834
   1909	   7.	 126.143	  26.429	   2.512	   0.895	   1.012	   0.913
   1910	   8.	 122.875	  24.125	   2.393	   1.069	   1.105	   1.045
   1911	   8.	 122.875	  25.125	   1.512	   0.468	   0.683	   0.686
   1912	   8.	 122.875	  26.125	   2.084	   0.808	   1.062	   0.929
   1913	   8.	 122.875	  27.125	   1.908	   0.791	   0.993	   0.918
   1914	   9.	 119.889	  25.111	   2.234	   0.881	   1.004	   0.963
   1915	   9.	 119.889	  26.111	   2.092	   1.182	   1.197	   1.170
   1916	  11.	 115.636	  22.364	   2.537	   1.365	   1.140	   1.225
   1917	  12.	 113.750	  21.500	   2.803	   1.363	   1.032	   1.186
   1918	  13.	 112.077	  20.846	   2.272	   0.862	   0.752	   0.902
   1919	  13.	 112.077	  21.846	   2.532	   1.177	   1.090	   1.083
   1920	  13.	 112.077	  22.846	   2.606	   1.179	   1.107	   1.141
   1921	  15.	 108.533	  20.800	   2.269	   1.075	   1.033	   1.129
   1922	  16.	 107.125	  20.500	   2.309	   1.129	   1.034	   1.134
   1923	  16.	 107.125	  21.500	   1.913	   0.624	   0.745	   0.847
   1924	  17.	 105.882	  21.235	   2.456	   1.248	   1.104	   1.061
   1925	  17.	 105.882	  22.235	   1.960	   0.795	   0.850	   0.866
   1926	  17.	 105.882	  23.235	   2.230	   1.100	   1.063	   1.018
   1927	  18.	 104.611	  22.944	   2.183	   1.181	   1.113	   1.109
   1928	  18.	 104.611	  23.944	   2.135	   1.137	   1.007	   1.077
   1929	  18.	 104.611	  24.944	   2.039	   1.090	   0.936	   1.007
   1930	  18.	 104.611	  25.944	   1.908	   0.963	   0.938	   0.966
   1931	  19.	 103.158	  25.579	   1.958	   1.045	   1.035	   1.030
   1932	  19.	 103.158	  26.579	   1.747	   0.970	   0.948	   0.969
   1933	  20.	 101.850	  26.250	   1.769	   1.122	   1.075	   1.074
   1934	  20.	 101.850	  27.250	   1.717	   1.020	   0.970	   1.015
   1935	  20.	 101.850	  28.250	   1.585	   0.964	   0.986	   1.017
   1936	  20.	 101.850	  29.250	   1.628	   1.014	   1.060	   1.082
   1937	  20.	 101.850	  30.250	   1.714	   1.159	   1.099	   1.151
   1938	  20.	 101.850	  31.250	   1.600	   1.043	   0.927	   1.032
   1939	  20.	 101.850	  32.250	   1.400	   0.779	   0.819	   0.871
   1940	  20.	 101.850	  33.250	   1.679	   1.029	   1.144	   1.094
   1941	  20.	 101.850	  34.250	   1.899	   1.050	   1.081	   1.118
   1942	  20.	 101.850	  35.250	   1.852	   1.002	   0.988	   1.076
   1943	  20.	 101.850	  36.250	   1.556	   0.789	   0.811	   0.881
   1944	  20.	 101.850	  37.250	   1.409	   0.750	   0.859	   0.818
   1945	  20.	 101.850	  38.250	   1.573	   0.910	   1.061	   0.963
   1946	  20.	 101.850	  39.250	   1.489	   0.819	   0.914	   0.875
   1947	  20.	 101.850	  40.250	   1.113	   0.592	   0.700	   0.615
   1948	  20.	 101.850	  41.250	   1.157	   0.650	   0.920	   0.713
   1949	  20.	 101.850	  42.250	   1.166	   0.624	   0.897	   0.692
   1950	  20.	 101.850	  43.250	   1.443	   0.812	   1.068	   0.883
   1951	  20.	 101.850	  44.250	   1.356	   0.728	   0.910	   0.808
   1952	  20.	 101.850	  45.250	   1.283	   0.720	   0.868	   0.755
   1953	  21.	 100.095	  44.095	   1.276	   0.703	   0.899	   0.748
   1954	  21.	 100.095	  45.095	   1.553	   0.934	   1.064	   0.912
   1955	  21.	 100.095	  46.095	   1.672	   1.186	   1.275	   1.194
   1956	  21.	 100.095	  47.095	   1.863	   1.261	   1.121	   1.212
   1957	  21.	 100.095	  48.095	   1.831	   1.358	   1.111	   1.256
   1958	  21.	 100.095	  49.095	   2.231	   1.546	   1.205	   1.365
   1959	  21.	 100.095	  50.095	   1.722	   1.077	   0.834	   1.091
   1960	  21.	 100.095	  51.095	   1.455	   1.204	   1.051	   1.170
   1961	  21.	 100.095	  52.095	   1.628	   1.128	   0.983	   1.098
   1962	  21.	 100.095	  53.095	   1.502	   0.951	   0.869	   0.962
   1963	  21.	 100.095	  54.095	   1.463	   0.932	   0.966	   0.975
   1964	  21.	 100.095	  55.095	   1.487	   0.912	   0.943	   0.935
   1965	  21.	 100.095	  56.095	   1.612	   1.007	   1.027	   1.002
   1966	  21.	 100.095	  57.095	   1.500	   0.833	   0.866	   0.866
   1967	  21.	 100.095	  58.095	   1.713	   1.238	   1.221	   1.159
   1968	  21.	 100.095	  59.095	   1.802	   1.188	   1.082	   1.151
   1969	  21.	 100.095	  60.095	   1.655	   1.042	   0.915	   1.034
   1970	  21.	 100.095	  61.095	   1.626	   1.049	   1.033	   1.087
   1971	  21.	 100.095	  62.095	   1.480	   0.836	   0.819	   0.880
   1972	  21.	 100.095	  63.095	   1.481	   0.889	   0.978	   0.944
   1973	  21.	 100.095	  64.095	   1.435	   0.797	   0.883	   0.843
   1974	  21.	 100.095	  65.095	   1.360	   0.743	   0.890	   0.808
   1975	  21.	 100.095	  66.095	   1.339	   0.735	   0.925	   0.810
   1976	  21.	 100.095	  67.095	   1.477	   0.872	   1.021	   0.907
   1977	  21.	 100.095	  68.095	   0.993	   0.570	   0.749	   0.662
   1978	  21.	 100.095	  69.095	   1.526	   1.002	   1.212	   1.045
   1979	  21.	 100.095	  70.095	   1.355	   0.803	   0.900	   0.880
   1980	  21.	 100.095	  71.095	   1.411	   0.982	   1.100	   1.058
   1981	  21.	 100.095	  72.095	   1.826	   1.325	   1.243	   1.251
   1982	  21.	 100.095	  73.095	   1.717	   1.116	   0.994	   1.147
   1983	  21.	 100.095	  74.095	   1.845	   1.233	   1.093	   1.216
   1984	  21.	 100.095	  75.095	   1.800	   1.195	   1.050	   1.195
   1985	  21.	 100.095	  76.095	   1.802	   1.270	   1.073	   1.216
   1986	  21.	 100.095	  77.095	   1.731	   1.117	   0.971	   1.129
   1987	  21.	 100.095	  78.095	   1.624	   0.946	   0.912	   1.029
   1988	  21.	 100.095	  79.095	   1.758	   1.220	   1.135	   1.177
   1989	  21.	 100.095	  80.095	   1.718	   1.244	   1.114	   1.215
   1990	  21.	 100.095	  81.095	   1.805	   1.388	   1.089	   1.236
   1991	  21.	 100.095	  82.095	   1.483	   0.827	   0.808	   0.984
   1992	  21.	 100.095	  83.095	   1.566	   0.937	   1.045	   1.088
   1993	  21.	 100.095	  84.095	   1.387	   0.744	   0.891	   0.946
   1994	  21.	 100.095	  85.095	   1.457	   0.900	   1.025	   1.024
   1995	  21.	 100.095	  86.095	   1.594	   1.072	   1.025	   1.040
   1996	  21.	 100.095	  87.095	   1.034	   0.577	   0.701	   0.724
   1997	  21.	 100.095	  88.095	   1.435	   0.894	   1.061	   0.945
   1998	  21.	 100.095	  89.095	   1.405	   0.938	   1.068	   1.007
   1999	  21.	 100.095	  90.095	   1.154	   0.783	   0.840	   0.842
   2000	  21.	 100.095	  91.095	   1.258	   0.925	   1.031	   0.965
   2001	  21.	 100.095	  92.095	   1.365	   1.067	   1.069	   1.036
   2002	  21.	 100.095	  93.095	   1.464	   1.138	   1.024	   1.048
   2003	  20.	 101.000	  94.650	   1.297	   1.148	   1.003	   1.045
   2004	  20.	 101.000	  95.650	   1.371	   1.019	   0.967	   1.010
   2005	  20.	 101.000	  96.650	   1.304	   0.863	   0.921	   0.946
   2006	  20.	 101.000	  97.650	   1.151	   0.866	   0.961	   0.946
   2007	  20.	 101.000	  98.650	   1.237	   0.933	   1.028	   1.003
   2008	  17.	 103.294	 101.529	   1.308	   0.885	   1.015	   1.019
   2009	  17.	 103.294	 102.529	   1.421	   0.976	   1.029	   1.050
   2010	   2.	  82.000	  76.500	   0.321	   0.499	   0.800	   0.837
   2011	   2.	  82.000	  77.500	   0.433	   0.817	   1.089	   1.027
   2012	   2.	  82.000	  78.500	   0.359	   0.731	   0.924	   0.922
   2013	   2.	  82.000	  79.500	   0.529	   1.202	   1.161	   1.133
   2014	   2.	  82.000	  80.500	   0.331	   0.760	   0.877	   0.946
   2015	   1.	  65.000	  63.000	   0.140	   0.490	   0.751	   0.747
   2016	   1.	  65.000	  64.000	   0.367	   1.020	   1.183	   1.061
   2017	   1.	  65.000	  65.000	   0.312	   0.936	   0.962	   0.965
