 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000       0.00457         0.00088         0.00893
  0.00847       0.02986         0.00181         0.01921
  0.01695       0.08306         0.00480         0.04247
  0.02542       0.11260         0.00623         0.05079
  0.03390       0.06863         0.00621         0.04102
  0.04237       0.04860         0.00758         0.04297
  0.05085       0.03623         0.00732         0.03450
  0.05932       0.02957         0.00728         0.02852
  0.06780       0.03641         0.00913         0.03000
  0.07627       0.03253         0.00762         0.02295
  0.08475       0.01825         0.00505         0.01277
  0.09322       0.01495         0.00507         0.01112
  0.10169       0.00795         0.00258         0.00496
  0.11017       0.00218         0.00131         0.00189
  0.11864       0.00429         0.00269         0.00338
  0.12712       0.00607         0.00316         0.00427
  0.13559       0.00385         0.00197         0.00216
  0.14407       0.00446         0.00408         0.00439
  0.15254       0.00921         0.00724         0.00790
  0.16102       0.01357         0.00714         0.00779
  0.16949       0.01460         0.00548         0.00541
  0.17797       0.00851         0.00221         0.00206
  0.18644       0.00295         0.00140         0.00113
  0.19492       0.00302         0.00333         0.00246
  0.20339       0.00620         0.00734         0.00532
  0.21186       0.00842         0.00562         0.00431
  0.22034       0.00955         0.00491         0.00346
  0.22881       0.01039         0.00607         0.00413
  0.23729       0.00697         0.00569         0.00369
  0.24576       0.00469         0.00600         0.00385
  0.25424       0.00464         0.00482         0.00290
  0.26271       0.00419         0.00379         0.00229
  0.27119       0.00466         0.00228         0.00134
  0.27966       0.00300         0.00159         0.00088
  0.28814       0.00423         0.00590         0.00312
  0.29661       0.00440         0.00649         0.00361
  0.30508       0.00277         0.00241         0.00145
  0.31356       0.00378         0.00197         0.00122
  0.32203       0.00520         0.00360         0.00195
  0.33051       0.00560         0.00878         0.00471
  0.33898       0.00463         0.01060         0.00584
  0.34746       0.00318         0.00502         0.00286
  0.35593       0.00306         0.00510         0.00295
  0.36441       0.00606         0.00902         0.00533
  0.37288       0.00786         0.00724         0.00410
  0.38136       0.00581         0.00375         0.00204
  0.38983       0.00869         0.00594         0.00307
  0.39831       0.00743         0.00610         0.00317
  0.40678       0.00390         0.00402         0.00214
  0.41525       0.00916         0.00661         0.00368
  0.42373       0.01609         0.01019         0.00564
  0.43220       0.01593         0.01012         0.00542
  0.44068       0.01047         0.00675         0.00345
  0.44915       0.00314         0.00414         0.00223
  0.45763       0.00229         0.00370         0.00210
  0.46610       0.00268         0.00200         0.00126
  0.47458       0.00306         0.00120         0.00080
  0.48305       0.00353         0.00139         0.00091
  0.49153       0.00321         0.00199         0.00120
  0.50000       0.00314         0.00307         0.00189
