year	num	seg	age	raw	std	res	ars
   1869	   1.	 133.000	   1.000	   4.192	   1.067	   1.047	   1.060
   1870	   1.	 133.000	   2.000	   2.809	   0.808	   0.784	   0.820
   1871	   1.	 133.000	   3.000	   4.551	   1.132	   1.264	   1.169
   1872	   1.	 133.000	   4.000	   4.893	   1.202	   1.125	   1.222
   1873	   1.	 133.000	   5.000	   3.961	   1.002	   0.900	   1.018
   1874	   1.	 133.000	   6.000	   4.115	   1.027	   1.022	   1.032
   1875	   1.	 133.000	   7.000	   3.145	   0.843	   0.836	   0.856
   1876	   1.	 133.000	   8.000	   3.796	   0.956	   1.051	   0.973
   1877	   1.	 133.000	   9.000	   2.156	   0.684	   0.716	   0.710
   1878	   1.	 133.000	  10.000	   3.145	   0.831	   1.033	   0.874
   1879	   2.	 135.500	   6.000	   3.585	   0.609	   0.760	   0.701
   1880	   2.	 135.500	   7.000	   3.000	   0.537	   0.721	   0.576
   1881	   2.	 135.500	   8.000	   4.319	   0.776	   1.129	   0.889
   1882	   2.	 135.500	   9.000	   4.817	   0.908	   1.064	   1.005
   1883	   2.	 135.500	  10.000	   4.917	   0.948	   1.008	   1.012
   1884	   2.	 135.500	  11.000	   5.368	   1.086	   1.118	   1.128
   1885	   3.	 133.333	   8.333	   3.751	   0.798	   0.784	   0.854
   1886	   3.	 133.333	   9.333	   4.519	   1.310	   1.230	   1.154
   1887	   3.	 133.333	  10.333	   3.726	   1.010	   0.894	   0.977
   1888	   3.	 133.333	  11.333	   3.875	   1.002	   0.996	   0.984
   1889	   3.	 133.333	  12.333	   4.722	   1.209	   1.215	   1.212
   1890	   3.	 133.333	  13.333	   3.918	   1.142	   1.052	   1.169
   1891	   3.	 133.333	  14.333	   5.650	   1.453	   1.217	   1.318
   1892	   3.	 133.333	  15.333	   5.640	   1.317	   1.076	   1.250
   1893	   3.	 133.333	  16.333	   4.209	   0.939	   0.933	   1.067
   1894	   3.	 133.333	  17.333	   4.065	   1.003	   1.035	   1.072
   1895	   3.	 133.333	  18.333	   4.015	   0.910	   0.916	   0.955
   1896	   4.	 126.250	  14.750	   3.898	   0.885	   0.926	   0.903
   1897	   4.	 126.250	  15.750	   3.996	   0.919	   0.961	   0.910
   1898	   4.	 126.250	  16.750	   3.708	   0.827	   0.897	   0.851
   1899	   5.	 124.200	  14.400	   3.918	   0.865	   0.980	   0.900
   1900	   5.	 124.200	  15.400	   4.355	   1.129	   1.048	   0.994
   1901	   5.	 124.200	  16.400	   4.565	   1.253	   1.326	   1.335
   1902	   5.	 124.200	  17.400	   4.150	   1.077	   1.014	   1.195
   1903	   5.	 124.200	  18.400	   4.467	   1.372	   1.258	   1.376
   1904	   5.	 124.200	  19.400	   3.938	   1.056	   0.940	   1.139
   1905	   5.	 124.200	  20.400	   3.595	   1.114	   0.956	   1.032
   1906	   5.	 124.200	  21.400	   3.267	   0.838	   0.915	   0.933
   1907	   5.	 124.200	  22.400	   3.925	   1.029	   1.039	   1.004
   1908	   5.	 124.200	  23.400	   3.323	   0.979	   0.910	   0.913
   1909	   5.	 124.200	  24.400	   3.119	   0.887	   0.911	   0.866
   1910	   6.	 121.333	  21.333	   3.105	   0.978	   1.056	   0.983
