 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000       0.00093         0.00039         0.00201
  0.01020       0.00477         0.00095         0.00458
  0.02041       0.01305         0.00252         0.01137
  0.03061       0.01501         0.00309         0.01367
  0.04082       0.01645         0.00363         0.01491
  0.05102       0.02787         0.00681         0.02559
  0.06122       0.04265         0.01251         0.04291
  0.07143       0.04131         0.01330         0.04264
  0.08163       0.02046         0.00798         0.02365
  0.09184       0.01197         0.00736         0.01930
  0.10204       0.01054         0.00688         0.01643
  0.11224       0.00818         0.00437         0.00940
  0.12245       0.00636         0.00330         0.00630
  0.13265       0.00367         0.00224         0.00396
  0.14286       0.00240         0.00137         0.00205
  0.15306       0.00386         0.00355         0.00497
  0.16327       0.00679         0.00639         0.00868
  0.17347       0.00530         0.00462         0.00604
  0.18367       0.00439         0.00367         0.00427
  0.19388       0.00493         0.00470         0.00509
  0.20408       0.00323         0.00285         0.00288
  0.21429       0.00519         0.00331         0.00295
  0.22449       0.00883         0.00718         0.00623
  0.23469       0.00911         0.00716         0.00606
  0.24490       0.00439         0.00322         0.00257
  0.25510       0.00086         0.00140         0.00099
  0.26531       0.00163         0.00321         0.00222
  0.27551       0.00313         0.00457         0.00303
  0.28571       0.00409         0.00535         0.00340
  0.29592       0.00271         0.00380         0.00242
  0.30612       0.00184         0.00328         0.00190
  0.31633       0.00335         0.00492         0.00277
  0.32653       0.00260         0.00311         0.00171
  0.33673       0.00236         0.00324         0.00178
  0.34694       0.00316         0.00564         0.00297
  0.35714       0.00311         0.00403         0.00202
  0.36735       0.00419         0.00317         0.00147
  0.37755       0.00442         0.00428         0.00194
  0.38776       0.00440         0.00778         0.00349
  0.39796       0.00560         0.01101         0.00506
  0.40816       0.00534         0.00900         0.00411
  0.41837       0.00608         0.00815         0.00358
  0.42857       0.00521         0.00671         0.00295
  0.43878       0.00261         0.00485         0.00212
  0.44898       0.00190         0.00382         0.00163
  0.45918       0.00235         0.00443         0.00193
  0.46939       0.00366         0.00586         0.00251
  0.47959       0.00315         0.00448         0.00188
  0.48980       0.00147         0.00168         0.00066
  0.50000       0.00047         0.00014         0.00001
