year	num	seg	age	raw	std	res	ars
   1870	   1.	 140.000	   1.000	   2.416	   0.943	   0.972	   0.956
   1871	   1.	 140.000	   2.000	   1.947	   0.800	   0.832	   0.804
   1872	   1.	 140.000	   3.000	   2.144	   0.856	   1.011	   0.884
   1873	   1.	 140.000	   4.000	   2.309	   0.904	   1.008	   0.931
   1874	   1.	 140.000	   5.000	   1.908	   0.780	   0.833	   0.790
   1875	   1.	 140.000	   6.000	   1.694	   0.714	   0.863	   0.734
   1876	   1.	 140.000	   7.000	   2.546	   0.974	   1.232	   1.060
   1877	   1.	 140.000	   8.000	   3.280	   1.222	   1.270	   1.313
   1878	   1.	 140.000	   9.000	   3.754	   1.394	   1.254	   1.457
   1879	   1.	 140.000	  10.000	   3.520	   1.312	   1.021	   1.294
   1880	   2.	 135.000	   6.000	   2.234	   0.942	   0.911	   1.082
   1881	   2.	 135.000	   7.000	   2.333	   0.944	   0.994	   1.039
   1882	   2.	 135.000	   8.000	   2.497	   0.934	   0.975	   0.993
   1883	   2.	 135.000	   9.000	   2.394	   0.901	   0.942	   0.933
   1884	   2.	 135.000	  10.000	   2.251	   0.882	   0.950	   0.904
   1885	   2.	 135.000	  11.000	   1.967	   0.784	   0.849	   0.789
   1886	   2.	 135.000	  12.000	   2.196	   0.821	   0.985	   0.849
   1887	   2.	 135.000	  13.000	   2.012	   0.742	   0.844	   0.752
   1888	   2.	 135.000	  14.000	   2.224	   0.779	   0.969	   0.811
   1889	   2.	 135.000	  15.000	   3.027	   0.918	   1.109	   0.985
   1890	   2.	 135.000	  16.000	   3.604	   1.080	   1.173	   1.163
   1891	   2.	 135.000	  17.000	   3.854	   1.167	   1.124	   1.224
   1892	   2.	 135.000	  18.000	   3.339	   1.012	   0.864	   0.993
   1893	   2.	 135.000	  19.000	   3.485	   1.035	   1.042	   1.033
   1894	   2.	 135.000	  20.000	   4.204	   1.225	   1.257	   1.282
   1895	   2.	 135.000	  21.000	   4.327	   1.256	   1.097	   1.269
   1896	   2.	 135.000	  22.000	   4.198	   1.245	   1.067	   1.228
   1897	   2.	 135.000	  23.000	   4.209	   1.220	   1.048	   1.184
   1898	   2.	 135.000	  24.000	   3.900	   1.086	   0.912	   1.017
   1899	   2.	 135.000	  25.000	   3.547	   1.041	   0.978	   0.983
   1900	   2.	 135.000	  26.000	   3.513	   0.980	   0.942	   0.927
   1901	   2.	 135.000	  27.000	   4.207	   1.206	   1.278	   1.235
   1902	   2.	 135.000	  28.000	   3.901	   1.170	   1.003	   1.142
   1903	   2.	 135.000	  29.000	   4.419	   1.323	   1.233	   1.325
   1904	   2.	 135.000	  30.000	   4.117	   1.210	   0.959	   1.150
   1905	   2.	 135.000	  31.000	   3.813	   1.097	   0.942	   1.027
   1906	   3.	 124.667	  21.667	   2.278	   0.816	   0.842	   0.855
   1907	   3.	 124.667	  22.667	   2.836	   0.720	   1.118	   1.023
   1908	   4.	 119.000	  18.000	   3.139	   0.949	   1.030	   1.039
   1909	   4.	 119.000	  19.000	   2.891	   0.861	   0.937	   0.956
   1910	   4.	 119.000	  20.000	   2.927	   0.893	   1.059	   1.027
   1911	   4.	 119.000	  21.000	   2.362	   0.689	   0.695	   0.716
   1912	   4.	 119.000	  22.000	   2.878	   0.800	   1.049	   0.865
   1913	   5.	 113.800	  18.600	   3.036	   0.983	   1.063	   0.974
   1914	   6.	 110.833	  16.500	   3.197	   0.884	   0.936	   0.916
   1915	   8.	 105.250	  13.375	   3.318	   0.991	   1.066	   1.009
   1916	   8.	 105.250	  14.375	   3.857	   1.234	   1.190	   1.196
   1917	   9.	 103.889	  13.778	   3.288	   1.055	   0.952	   1.066
   1918	  11.	 101.818	  12.273	   2.686	   0.764	   0.835	   0.871
   1919	  14.	  99.429	  10.643	   2.808	   0.923	   1.159	   1.075
   1920	  16.	  98.125	  10.313	   2.522	   0.999	   0.960	   1.001
   1921	  17.	  97.588	  10.706	   3.378	   1.240	   1.218	   1.220
   1922	  22.	  95.864	   9.273	   3.728	   1.291	   1.072	   1.204
   1923	  26.	  94.769	   8.846	   3.112	   0.810	   0.789	   0.907
   1924	  30.	  94.067	   8.667	   3.435	   0.989	   1.089	   1.026
   1925	  33.	  93.242	   8.879	   2.989	   0.826	   0.827	   0.841
   1926	  35.	  92.771	   9.371	   3.078	   0.756	   0.931	   0.829
   1927	  36.	  92.500	  10.111	   3.760	   1.085	   1.169	   1.058
   1928	  38.	  91.947	  10.579	   3.592	   1.168	   1.041	   1.072
   1929	  41.	  91.293	  10.805	   3.725	   1.304	   1.133	   1.177
   1930	  44.	  90.545	  11.068	   2.793	   0.786	   0.751	   0.853
   1931	  46.	  90.130	  11.587	   2.973	   0.926	   1.056	   0.960
   1932	  47.	  90.000	  12.340	   2.883	   0.769	   0.881	   0.854
   1933	  51.	  89.275	  12.373	   2.880	   0.726	   0.900	   0.808
