 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000       0.00538         0.00215         0.00491
  0.01163       0.01325         0.00472         0.01020
  0.02326       0.03398         0.01200         0.02528
  0.03488       0.02767         0.01144         0.02392
  0.04651       0.02267         0.01530         0.03144
  0.05814       0.02845         0.01604         0.03199
  0.06977       0.02730         0.01325         0.02581
  0.08140       0.02187         0.01259         0.02391
  0.09302       0.00788         0.00679         0.01220
  0.10465       0.00323         0.00338         0.00584
  0.11628       0.00682         0.00395         0.00620
  0.12791       0.00887         0.00623         0.00929
  0.13953       0.00703         0.00625         0.00889
  0.15116       0.01129         0.00820         0.01124
  0.16279       0.00925         0.00743         0.00987
  0.17442       0.00450         0.00420         0.00534
  0.18605       0.00581         0.00583         0.00672
  0.19767       0.00569         0.00631         0.00691
  0.20930       0.00908         0.01012         0.01050
  0.22093       0.01356         0.01370         0.01394
  0.23256       0.01170         0.01277         0.01244
  0.24419       0.01432         0.01733         0.01587
  0.25581       0.01440         0.01545         0.01370
  0.26744       0.01302         0.01310         0.01132
  0.27907       0.01075         0.01287         0.01069
  0.29070       0.00568         0.00851         0.00686
  0.30233       0.00404         0.00467         0.00350
  0.31395       0.00887         0.00977         0.00727
  0.32558       0.01181         0.01382         0.01007
  0.33721       0.01021         0.01152         0.00829
  0.34884       0.01016         0.01324         0.00885
  0.36047       0.01109         0.01620         0.01061
  0.37209       0.00651         0.00797         0.00514
  0.38372       0.00891         0.00934         0.00577
  0.39535       0.00752         0.00830         0.00510
  0.40698       0.00364         0.00397         0.00242
  0.41860       0.00789         0.00884         0.00515
  0.43023       0.01507         0.01784         0.01044
  0.44186       0.01242         0.01461         0.00831
  0.45349       0.00632         0.00667         0.00377
  0.46512       0.00376         0.00417         0.00238
  0.47674       0.00617         0.00662         0.00394
  0.48837       0.00726         0.00780         0.00463
  0.50000       0.00523         0.00638         0.00373
