year	num	seg	age	raw	std	res	ars
   1880	   1.	 130.000	   1.000	   2.850	   0.841	   0.874	   0.861
   1881	   1.	 130.000	   2.000	   3.060	   0.896	   0.929	   0.885
   1882	   1.	 130.000	   3.000	   2.731	   0.803	   0.828	   0.794
   1883	   1.	 130.000	   4.000	   2.358	   0.703	   0.725	   0.665
   1884	   1.	 130.000	   5.000	   2.965	   0.859	   0.921	   0.813
   1885	   1.	 130.000	   6.000	   3.149	   0.907	   0.958	   0.898
   1886	   1.	 130.000	   7.000	   2.720	   0.787	   0.808	   0.778
   1887	   1.	 130.000	   8.000	   3.147	   0.900	   0.943	   0.872
   1888	   1.	 130.000	   9.000	   3.156	   0.899	   0.937	   0.896
   1889	   1.	 130.000	  10.000	   4.923	   1.441	   1.486	   1.465
   1890	   1.	 130.000	  11.000	   4.346	   1.249	   1.223	   1.376
   1891	   2.	 124.500	   6.500	   5.747	   1.088	   1.085	   1.206
   1892	   2.	 124.500	   7.500	   4.961	   0.875	   0.873	   0.938
   1893	   2.	 124.500	   8.500	   4.677	   0.809	   0.872	   0.853
   1894	   2.	 124.500	   9.500	   4.415	   0.733	   0.823	   0.779
   1895	   2.	 124.500	  10.500	   4.935	   0.917	   1.021	   0.950
   1896	   2.	 124.500	  11.500	   4.564	   0.819	   0.868	   0.852
   1897	   2.	 124.500	  12.500	   4.630	   0.879	   0.926	   0.880
   1898	   3.	 120.333	   9.333	   4.374	   0.939	   1.008	   0.969
   1899	   3.	 120.333	  10.333	   3.837	   0.784	   0.843	   0.834
   1900	   3.	 120.333	  11.333	   3.878	   0.978	   1.030	   0.977
   1901	   3.	 120.333	  12.333	   4.191	   1.285	   1.265	   1.262
   1902	   3.	 120.333	  13.333	   3.146	   0.776	   0.749	   0.833
   1903	   3.	 120.333	  14.333	   5.550	   1.421	   1.399	   1.353
   1904	   4.	 116.750	  11.750	   4.668	   1.019	   0.933	   1.043
   1905	   4.	 116.750	  12.750	   4.690	   1.080	   1.025	   1.039
   1906	   4.	 116.750	  13.750	   4.362	   0.957	   0.948	   0.960
   1907	   5.	 113.800	  12.000	   4.010	   0.981	   0.988	   0.975
   1908	   5.	 113.800	  13.000	   4.323	   1.078	   1.032	   1.025
   1909	   5.	 113.800	  14.000	   4.038	   0.935	   1.000	   1.008
   1910	   6.	 111.500	  12.667	   4.067	   1.221	   1.193	   1.198
   1911	   6.	 111.500	  13.667	   3.635	   0.851	   0.898	   0.960
   1912	   6.	 111.500	  14.667	   3.967	   1.207	   1.233	   1.224
   1913	   7.	 109.429	  13.571	   4.124	   1.312	   1.258	   1.336
   1914	   9.	 105.778	  11.556	   3.853	   0.953	   0.887	   0.992
   1915	  11.	 103.818	  10.455	   4.280	   1.040	   1.020	   1.018
   1916	  12.	 103.000	  10.583	   4.601	   1.425	   1.365	   1.379
   1917	  12.	 103.000	  11.583	   3.954	   1.030	   0.959	   1.078
   1918	  13.	 102.154	  11.692	   3.209	   0.736	   0.721	   0.749
   1919	  13.	 102.154	  12.692	   3.804	   1.065	   1.156	   1.076
   1920	  13.	 102.154	  13.692	   3.479	   0.949	   0.982	   1.006
   1921	  13.	 102.154	  14.692	   3.430	   0.820	   0.821	   0.824
   1922	  13.	 102.154	  15.692	   3.776	   1.105	   1.118	   1.062
   1923	  14.	 101.071	  15.571	   2.986	   0.798	   0.741	   0.763
   1924	  15.	 100.067	  15.533	   2.970	   0.910	   0.949	   0.873
   1925	  16.	  99.125	  15.562	   2.840	   0.682	   0.731	   0.696
   1926	  16.	  99.125	  16.563	   3.234	   0.841	   0.957	   0.859
   1927	  16.	  99.125	  17.563	   3.422	   0.992	   1.077	   1.032
   1928	  17.	  98.118	  17.529	   3.934	   1.318	   1.341	   1.359
   1929	  18.	  97.167	  17.556	   3.214	   0.872	   0.804	   0.917
   1930	  19.	  95.895	  17.632	   2.246	   0.486	   0.538	   0.527
   1931	  19.	  95.895	  18.632	   3.473	   1.107	   1.338	   1.185
   1932	  19.	  95.895	  19.632	   3.105	   0.992	   1.021	   1.080
   1933	  20.	  94.500	  19.650	   3.661	   1.098	   1.110	   1.137
   1934	  21.	  93.286	  19.714	   3.418	   0.899	   0.890	   0.934
   1935	  22.	  92.500	  19.818	   3.372	   0.944	   0.946	   0.925
   1936	  22.	  92.500	  20.818	   3.685	   1.181	   1.189	   1.167
   1937	  22.	  92.500	  21.818	   3.785	   1.205	   1.163	   1.219
   1938	  22.	  92.500	  22.818	   3.326	   1.014	   0.927	   0.996
   1939	  22.	  92.500	  23.818	   3.279	   0.979	   0.936	   0.935
   1940	  22.	  92.500	  24.818	   3.545	   1.170	   1.165	   1.146
   1941	  22.	  92.500	  25.818	   3.666	   1.263	   1.211	   1.262
   1942	  22.	  92.500	  26.818	   3.574	   1.253	   1.091	   1.176
   1943	  23.	  91.391	  26.652	   2.991	   0.961	   0.827	   0.883
   1944	  23.	  91.391	  27.652	   3.011	   0.912	   0.897	   0.861
   1945	  24.	  90.292	  27.500	   3.483	   1.175	   1.197	   1.154
   1946	  24.	  90.292	  28.500	   2.595	   0.711	   0.703	   0.755
   1947	  24.	  90.292	  29.500	   3.001	   1.024	   1.118	   1.039
   1948	  24.	  90.292	  30.500	   2.855	   0.985	   1.061	   1.074
   1949	  24.	  90.292	  31.500	   2.977	   1.128	   1.147	   1.172
   1950	  25.	  89.080	  31.240	   3.126	   1.273	   1.226	   1.286
   1951	  25.	  89.080	  32.240	   2.894	   1.160	   1.090	   1.182
   1952	  25.	  89.080	  33.240	   2.860	   1.131	   1.057	   1.116
   1953	  25.	  89.080	  34.240	   2.867	   1.244	   1.177	   1.217
   1954	  25.	  89.080	  35.240	   2.865	   1.286	   1.189	   1.262
   1955	  26.	  87.769	  34.885	   2.859	   1.216	   1.095	   1.180
   1956	  26.	  87.769	  35.885	   2.634	   1.107	   1.055	   1.113
   1957	  26.	  87.769	  36.885	   2.589	   1.035	   0.955	   0.991
   1958	  27.	  86.444	  36.519	   2.697	   1.121	   1.098	   1.096
   1959	  27.	  86.444	  37.519	   1.927	   0.752	   0.742	   0.775
   1960	  27.	  86.444	  38.519	   2.132	   0.942	   0.955	   0.882
   1961	  27.	  86.444	  39.519	   1.882	   0.789	   0.859	   0.823
   1962	  28.	  85.071	  39.107	   1.728	   0.701	   0.778	   0.725
   1963	  28.	  85.071	  40.107	   1.449	   0.631	   0.722	   0.641
   1964	  28.	  85.071	  41.107	   1.453	   0.640	   0.762	   0.652
   1965	  28.	  85.071	  42.107	   1.920	   0.876	   0.998	   0.885
   1966	  29.	  83.655	  41.655	   1.115	   0.433	   0.499	   0.481
   1967	  29.	  83.655	  42.655	   1.879	   0.881	   1.033	   0.862
   1968	  29.	  83.655	  43.655	   2.039	   0.988	   1.106	   1.062
   1969	  29.	  83.655	  44.655	   2.279	   1.045	   1.119	   1.140
   1970	  29.	  83.655	  45.655	   2.445	   1.097	   1.145	   1.192
   1971	  29.	  83.655	  46.655	   1.834	   0.862	   0.847	   0.908
   1972	  29.	  83.655	  47.655	   2.197	   1.066	   1.101	   1.072
   1973	  29.	  83.655	  48.655	   1.836	   0.895	   0.945	   0.968
   1974	  29.	  83.655	  49.655	   1.581	   0.831	   0.854	   0.845
   1975	  29.	  83.655	  50.655	   2.032	   1.037	   1.105	   1.055
   1976	  29.	  83.655	  51.655	   2.352	   1.205	   1.209	   1.230
   1977	  29.	  83.655	  52.655	   1.634	   0.824	   0.769	   0.843
   1978	  29.	  83.655	  53.655	   2.350	   1.223	   1.201	   1.153
   1979	  29.	  83.655	  54.655	   1.451	   0.719	   0.738	   0.789
   1980	  29.	  83.655	  55.655	   1.659	   0.883	   0.929	   0.861
   1981	  30.	  81.867	  54.800	   1.903	   1.044	   1.082	   1.037
   1982	  30.	  81.867	  55.800	   2.057	   1.165	   1.140	   1.154
   1983	  30.	  81.867	  56.800	   1.854	   1.080	   1.039	   1.089
   1984	  30.	  81.867	  57.800	   1.859	   0.940	   0.900	   0.929
   1985	  30.	  81.867	  58.800	   2.067	   1.102	   1.094	   1.072
   1986	  30.	  81.867	  59.800	   2.329	   1.261	   1.216	   1.243
   1987	  30.	  81.867	  60.800	   1.597	   0.832	   0.790	   0.867
   1988	  30.	  81.867	  61.800	   1.719	   0.830	   0.871	   0.830
   1989	  30.	  81.867	  62.800	   2.061	   1.142	   1.190	   1.137
   1990	  30.	  81.867	  63.800	   1.990	   1.114	   1.116	   1.162
   1991	  30.	  81.867	  64.800	   1.162	   0.726	   0.688	   0.743
   1992	  30.	  81.867	  65.800	   1.843	   1.001	   1.050	   0.966
   1993	  30.	  81.867	  66.800	   2.132	   1.152	   1.216	   1.208
   1994	  30.	  81.867	  67.800	   1.947	   1.083	   1.035	   1.102
   1995	  30.	  81.867	  68.800	   1.859	   0.952	   0.933	   0.966
   1996	  30.	  81.867	  69.800	   1.457	   0.777	   0.822	   0.812
   1997	  30.	  81.867	  70.800	   1.307	   0.725	   0.791	   0.735
   1998	  30.	  81.867	  71.800	   1.767	   0.934	   1.017	   0.931
   1999	  30.	  81.867	  72.800	   1.365	   0.756	   0.812	   0.792
   2000	  30.	  81.867	  73.800	   1.916	   1.061	   1.119	   1.053
   2001	  29.	  82.345	  75.000	   2.010	   1.055	   1.086	   1.104
   2002	  29.	  82.345	  76.000	   1.843	   0.967	   0.921	   0.954
   2003	  27.	  83.185	  77.370	   1.849	   0.898	   0.903	   0.889
   2004	  26.	  82.923	  77.885	   2.343	   1.065	   1.116	   1.081
   2005	  26.	  82.923	  78.885	   2.071	   0.919	   0.940	   0.966
   2006	  26.	  82.923	  79.885	   2.169	   0.925	   0.965	   0.954
   2007	  26.	  82.923	  80.885	   2.418	   1.070	   1.075	   1.061
   2008	  26.	  82.923	  81.885	   2.549	   1.154	   1.123	   1.144
   2009	  25.	  82.160	  82.080	   2.783	   1.248	   1.179	   1.228
   2010	   2.	  53.000	  53.000	   3.271	   0.757	   0.784	   0.857
