year	num	seg	age	raw	std	res	ars
   1777	   1.	 233.000	   1.000	   1.175	   1.347	   1.264	   1.344
   1778	   1.	 233.000	   2.000	   0.921	   1.207	   0.989	   1.198
   1779	   1.	 233.000	   3.000	   0.806	   1.143	   1.011	   1.161
   1780	   1.	 233.000	   4.000	   1.037	   1.279	   1.212	   1.315
   1781	   1.	 233.000	   5.000	   0.809	   1.145	   0.969	   1.165
   1782	   1.	 233.000	   6.000	   0.645	   1.046	   0.946	   1.076
   1783	   1.	 233.000	   7.000	   0.521	   0.969	   0.927	   0.991
   1784	   1.	 233.000	   8.000	   0.674	   1.059	   1.083	   1.089
   1785	   1.	 233.000	   9.000	   0.290	   0.819	   0.768	   0.817
   1786	   1.	 233.000	  10.000	   0.515	   0.952	   1.068	   0.984
   1787	   1.	 233.000	  11.000	   0.657	   1.041	   1.078	   1.052
   1788	   1.	 233.000	  12.000	   0.816	   1.147	   1.129	   1.157
   1789	   1.	 233.000	  13.000	   0.657	   1.034	   0.950	   1.046
   1790	   1.	 233.000	  14.000	   0.702	   1.063	   1.038	   1.084
   1791	   1.	 233.000	  15.000	   0.505	   0.920	   0.885	   0.940
   1792	   1.	 233.000	  16.000	   0.556	   0.951	   0.998	   0.978
   1793	   1.	 233.000	  17.000	   0.691	   1.044	   1.071	   1.056
   1794	   1.	 233.000	  18.000	   0.949	   1.236	   1.196	   1.222
   1795	   1.	 233.000	  19.000	   0.842	   1.150	   1.011	   1.143
   1796	   1.	 233.000	  20.000	   0.302	   0.747	   0.682	   0.785
   1797	   1.	 233.000	  21.000	   0.163	   0.645	   0.797	   0.692
   1798	   1.	 233.000	  22.000	   0.625	   0.970	   1.183	   1.002
   1799	   1.	 233.000	  23.000	   0.642	   0.978	   1.010	   0.982
   1800	   1.	 233.000	  24.000	   0.589	   0.931	   0.958	   0.952
   1801	   1.	 233.000	  25.000	   0.337	   0.736	   0.796	   0.766
   1802	   1.	 233.000	  26.000	   0.104	   0.564	   0.734	   0.589
   1803	   1.	 233.000	  27.000	   0.489	   0.835	   1.107	   0.872
   1804	   1.	 233.000	  28.000	   0.352	   0.724	   0.850	   0.735
   1805	   1.	 233.000	  29.000	   0.502	   0.831	   1.010	   0.859
   1806	   1.	 233.000	  30.000	   0.556	   0.866	   0.981	   0.879
   1807	   1.	 233.000	  31.000	   0.489	   0.806	   0.904	   0.824
   1808	   1.	 233.000	  32.000	   0.668	   0.942	   1.062	   0.959
