Variable,Tmin,Tmean,Tmax,PPT
F1969.03,-2.7511001,3.1700001,9.0929003,72.2540054
F1969.04,5.2519999,12.500001,19.7558994,47.0330009
F1969.05,9.6127996,17.0799999,24.5373993,40.3540001
F1969.06,14.8664999,21.6200008,28.3656998,108.8710022
F1969.07,17.0776997,23.0900002,29.0976009,151.3480072
F1969.08,14.8374996,21.3600006,27.8735008,125.2210083
F1969.09,11.4485998,18.0500011,24.6457005,133.3800049
F1969.10,4.3221998,11.8900003,19.4580994,43.1060028
F1969.11,-0.0207,5.3100004,10.6392002,95.8620071
F1969.12,-4.3663001,-0.64,3.0945001,136.677002
F1970.01,-9.0143003,-3.8300002,1.3642,37.1850014
F1970.02,-5.1396999,0.55,6.2456002,57.151001
F1970.03,-2.0911,2.97,8.0235004,65.3460007
F1970.04,4.5815001,11.250001,17.9244995,91.6670074
F1970.05,10.4939003,17.9700012,25.4487991,55.0040016
F1970.06,13.9166002,20.6500015,27.3815002,108.9410019
F1970.07,16.0468006,22.5900002,29.1359005,171.7700043
F1970.08,15.4933004,22.3000011,29.1102009,66.1809998
F1970.09,13.0405998,20.4800014,27.9116993,30.5790024
F1970.10,7.4239001,13.7400007,20.0543995,147.8130035
F1970.11,1.9483,6.6400003,11.3371,196.9980164
F1970.12,-3.2355001,1.9300001,7.0935998,72.2340012
F1971.01,-8.5073004,-3.2300003,2.0485001,66.904007
F1971.02,-4.5218,0.92,6.3589001,88.3350067
F1971.03,-2.1812,3.7100003,9.6028004,44.0210037
F1971.04,1.9053,10.2800007,18.6625996,42.9210014
F1971.05,7.9308,14.8600006,21.7919006,196.654007
F1971.06,14.9914999,21.5500011,28.1032009,69.1380005
F1971.07,15.2205,22.1000004,28.9867992,92.9530029
F1971.08,14.2955999,21.0000019,27.6989994,103.2180023
F1971.09,14.3162003,19.6500015,24.9738998,118.4980087
F1971.10,10.1869001,15.2700005,20.3432007,159.4300079
F1971.11,0.8638,6.2600002,11.6653004,68.114006
F1971.12,-0.4959,5.2200003,10.9366999,13.9090004
F1972.01,-4.2189999,1.22,6.6609001,36.7680016
F1972.02,-5.8340001,-0.65,4.5346999,119.0050049
F1972.03,-0.8676,5.0900002,11.0460997,58.208004
F1972.04,3.4526999,10.750001,18.0547009,102.3890076
F1972.05,9.8181,15.8300009,21.8458996,133.9940033
F1972.06,12.3688002,18.6100006,24.8490009,279.1390076
F1972.07,16.7374001,22.6100006,28.4848995,67.1809998
F1972.08,14.4961996,21.1800003,27.8666,63.8190041
F1972.09,12.4722004,18.8700008,25.2744999,52.0890007
F1972.10,3.7223001,10.3500004,16.9874001,147.4880066
F1972.11,-0.1399,4.8100004,9.7617998,177.701004
F1972.12,-0.5334,4.0700002,8.6677999,133.1380005
F1973.01,-5.2860999,0.47,6.2195001,73.314003
F1973.02,-5.6823001,0.12,5.9187999,59.7850037
F1973.03,2.9368999,8.4100008,13.8790998,108.6170044
F1973.04,5.2505999,10.7900009,16.3362999,139.5550079
F1973.05,8.2575998,14.7000008,21.1448994,112.5690079
F1973.06,15.4419003,21.8700008,28.3012009,99.4840012
F1973.07,16.1928997,22.8800011,29.5650997,91.4430008
F1973.08,16.5114002,22.7000008,28.8855,143.7590027
F1973.09,13.1714001,19.7400017,26.3129005,65.2590027
F1973.10,6.5826001,13.7200003,20.8591003,112.0580063
F1973.11,1.9595,7.9400005,13.9151001,34.4160004
F1973.12,-2.9194,1.7900001,6.5046,144.9300079
F1974.01,-1.2084,3.7900002,8.7806997,88.7310028
F1974.02,-5.7526999,0.54,6.8316998,27.604002
F1974.03,0.4667,6.7000003,12.9354,86.538002
F1974.04,5.4496002,12.5400009,19.6401997,44.6750031
F1974.05,9.5293999,16.1100006,22.6926994,121.1510086
F1974.06,12.8154001,18.7900009,24.7595005,151.7140045
F1974.07,15.4013996,22.3900013,29.3791008,27.9780006
F1974.08,16.1457005,22.0900002,28.0400009,133.2400055
F1974.09,11.3275003,17.5400009,23.7523994,82.3460007
F1974.10,3.5641,11.1900005,18.8237991,26.5860004
F1974.11,1.6123,7.6700006,13.7341003,57.1730042
F1974.12,-1.8654,2.6300001,7.1251998,138.6900024
F1975.01,-3.6463001,1.3900001,6.4296999,72.7720032
F1975.02,-3.4175,1.72,6.8494,55.2030029
F1975.03,-1.4483,3.8000002,9.0389004,182.8990021
F1975.04,2.6616001,8.8700008,15.0866003,54.6450043
F1975.05,11.3915005,17.7600002,24.1198997,98.6030045
F1975.06,14.7476997,20.8200016,26.8936005,122.4480057
F1975.07,16.1861,22.210001,28.2329006,125.8010025
F1975.08,16.3236008,22.9700012,29.6149006,121.4990082
F1975.09,11.3023996,16.5300007,21.7595005,235.1560059
F1975.10,7.5426002,14.0800009,20.6240005,97.4640045
F1975.11,2.6661,8.9900007,15.3179998,37.9360008
F1975.12,-2.9899001,0.9900001,4.9612999,50.4490013
F1976.01,-7.0646,-2.02,3.0253999,124.7070084
F1976.02,-1.6555001,5.0800004,11.8214998,23.3740005
F1976.03,1.2868,7.7600002,14.2355003,56.5730019
F1976.04,4.6262002,12.4100008,20.1914997,45.2640038
F1976.05,8.099,15.0900011,22.0757008,106.4850082
F1976.06,14.5417995,21.2200012,27.8938007,94.9760056
F1976.07,14.9097004,21.6000004,28.2849998,101.8440018
F1976.08,13.5595999,20.6700001,27.7710991,63.5800018
F1976.09,10.8161001,17.5799999,24.3404007,120.4800034
F1976.10,5.3063998,9.9800005,14.6632004,318.5320129
F1976.11,-2.1266999,3.1200001,8.3569002,22.4410019
F1976.12,-7.0874,-1.1400001,4.8112001,40.0020027
F1977.01,-12.224,-6.9500003,-1.6796,27.0040016
F1977.02,-5.6001,0.91,7.4236999,8.9420004
F1977.03,2.2749,8.6600008,15.0429001,87.4340057
F1977.04,5.4495001,13.0900002,20.7378998,64.0310059
F1977.05,10.4871998,17.9800014,25.4775009,28.7250023
F1977.06,13.2777996,19.8200016,26.3593006,45.7190018
F1977.07,16.8903008,24.2500019,31.6002998,78.6650009
F1977.08,16.4083004,22.9100018,29.4190998,102.0810013
F1977.09,14.0230999,19.75,25.4813995,91.3000031
F1977.10,5.4008999,11.1900005,16.9888992,114.8330078
F1977.11,3.6531999,7.4900002,11.3254995,199.5460052
F1977.12,-4.9696999,0.07,5.1015,80.2740021
F1978.01,-9.1148005,-4.2200003,0.6781,201.951004
F1978.02,-10.0225,-4.6900001,0.6394,12.1350002
F1978.03,-1.8193001,3.2700002,8.3636999,85.5790024
F1978.04,4.2961998,11.0700006,17.8525009,44.6540031
F1978.05,9.2751999,15.4300003,21.5942001,134.7120056
F1978.06,13.9359999,20.8500004,27.7572994,90.7970047
F1978.07,15.8185997,21.7400017,27.6523991,129.0370026
F1978.08,17.2875996,23.2000008,29.1159992,125.3910065
F1978.09,13.2974005,19.4900017,25.6844006,39.939003
F1978.10,3.9210999,11.3800001,18.8405991,20.8490009
F1978.11,2.3392,7.7000003,13.0572004,74.8480072
F1978.12,-3.1289999,2.9400001,9.0031004,97.7240067
F1979.01,-6.5823002,-2.22,2.1485,183.2870026
F1979.02,-9.9454002,-5.0300002,-0.1164,113.7310028
F1979.03,0.4085,6.8300004,13.2456999,101.8880081
F1979.04,5.2090001,10.9500008,16.6823006,73.663002
F1979.05,9.9284,16.3900013,22.8484993,102.4660034
F1979.06,12.4419003,19.0800018,25.7268009,117.2850037
F1979.07,16.1975002,21.920002,27.6333008,97.4330063
F1979.08,15.6859999,21.8300018,27.9647007,128.8930054
F1979.09,12.0514002,17.8900013,23.7327995,231.832016
F1979.10,5.6419001,11.6900005,17.7451992,180.1620026
F1979.11,3.1564,8.7800007,14.3970003,84.1380005
F1979.12,-2.6859,2.95,8.5781002,33.5180016
F1980.01,-5.1961999,-0.79,3.6197,81.7740021
F1980.02,-6.9731998,-1.5400001,3.8843999,23.5000019
F1980.03,-1.4608001,3.8800001,9.2199001,142.3090057
F1980.04,5.1936998,11.7300005,18.2612,126.2680054
F1980.05,10.2670002,17.2000008,24.1359997,104.9410019
F1980.06,12.4617004,19.6700001,26.8852005,53.4350014
F1980.07,16.7735996,23.670002,30.5674992,98.6690063
F1980.08,16.6121998,23.3400021,30.0603008,73.0410004
F1980.09,13.5208998,20.4400005,27.3504009,51.2190018
F1980.10,4.4907999,11.6600008,18.8197002,62.2120018
F1980.11,-0.7091,5.0400004,10.7945995,93.2710037
F1980.12,-4.8018999,0.8700001,6.5481,11.5380001
F1981.01,-8.9459,-3.4800003,1.9818,7.5480003
F1981.02,-4.0183001,2.1400001,8.3030996,100.3930054
F1981.03,-1.8825001,3.8500001,9.5855999,28.6200008
F1981.04,6.0099001,13.3200006,20.6320992,73.6740036
F1981.05,8.3126001,15.1900005,22.0592003,110.0750046
F1981.06,14.9827995,21.5000019,28.0142002,93.7260056
F1981.07,16.1713009,22.3400002,28.5044994,99.4580078
F1981.08,13.4860001,20.6100006,27.7313995,80.2480011
F1981.09,11.5995998,17.7200012,23.8369007,78.5300064
F1981.10,3.6807001,10.5500002,17.4258003,90.7280045
F1981.11,0.7784,6.4200001,12.0699997,18.8560009
F1981.12,-4.7740002,-0.27,4.2367001,49.9720039
F1982.01,-10.0480003,-4.6000004,0.8398,72.9160004
F1982.02,-4.1478,1.08,6.3098998,95.8740082
F1982.03,-0.5511,5.2800002,11.1056004,81.8690033
F1982.04,2.6215999,9.9300003,17.2290001,83.5830002
F1982.05,10.9882002,18.1100006,25.2226009,73.2260056
F1982.06,13.6431999,19.5700016,25.4936008,156.0370026
F1982.07,16.4461002,22.7400017,29.0261993,86.6840057
F1982.08,13.7358999,20.3000011,26.8640003,70.6200027
F1982.09,11.1213999,17.75,24.3764,80.1520004
F1982.10,6.0992999,12.6500006,19.2000999,68.6560059
F1982.11,2.3257,8.1000004,13.8753996,102.9680023
F1982.12,-0.6799,4.6600003,10.0087004,47.7910004
F1983.01,-5.0165,-0.61,3.799,41.6110039
F1983.02,-5.1596999,0.62,6.4018002,88.1520004
F1983.03,1.0647,5.9800005,10.8906002,135.7400055
F1983.04,4.3733001,9.6500006,14.9191999,204.9380035
F1983.05,8.6310997,15.2800007,21.9246006,121.913002
F1983.06,13.9533005,20.6800003,27.4055004,103.4970016
F1983.07,15.8161001,23.3500004,30.8845997,31.5350018
F1983.08,16.3770008,23.5800018,30.7833004,49.4380035
F1983.09,10.7554998,18.5500011,26.3400002,74.3620071
F1983.10,6.335,12.5300007,18.7338009,179.5440063
F1983.11,1.2877001,7.0400004,12.802,156.102005
F1983.12,-5.3582001,-0.97,3.4201,134.9490051
F1984.01,-8.5949001,-3.2700002,2.0558,41.9020004
F1984.02,-1.5544,3.7500002,9.0471001,153.8280029
F1984.03,-2.7198,2.3500001,7.4098001,190.7720032
F1984.04,4.2049999,10.0200005,15.8337002,122.7890091
F1984.05,9.5073004,15.9700012,22.4325008,90.5930023
F1984.06,14.8094997,21.8300018,28.8472996,38.3740005
F1984.07,16.0044003,21.9000015,27.7893009,101.4280014
F1984.08,16.3330994,22.3400002,28.3437996,202.2610168
F1984.09,10.3638,17.0300007,23.6993008,48.9440041
F1984.10,10.2854004,15.9800005,21.6839008,86.0930023
F1984.11,-0.256,5.5800004,11.4074001,89.1090012
F1984.12,0.1,5.9700003,11.8385,32.901001
F1985.01,-7.7132001,-3.1200001,1.4779,51.8840027
F1985.02,-4.6606002,0.89,6.4428,83.5670013
F1985.03,0.6376,6.7000003,12.7599001,54.5060043
F1985.04,6.0693002,13.5200005,20.9612999,19.1970005
F1985.05,10.4460001,17.210001,23.9727993,123.2170029
F1985.06,13.0804005,19.6500015,26.2115002,50.7070007
F1985.07,15.8868999,22.5000019,29.1189995,93.1420059
F1985.08,15.1865997,21.4000015,27.6173,83.279007
F1985.09,11.1344004,18.8100014,26.4932003,42.9300003
F1985.10,7.4505,13.7200003,19.9888,158.5390015
F1985.11,5.309,9.8800001,14.4510002,248.227005
F1985.12,-5.4268999,-0.23,4.9741998,26.6940022
F1986.01,-6.8154001,-0.79,5.2386999,43.7030029
F1986.02,-4.5093999,0,4.5176001,86.5160065
F1986.03,-1.2516,5.3900003,12.0313997,48.4160042
F1986.04,5.2962999,12.000001,18.7089005,78.3490067
F1986.05,9.7614002,16.9400005,24.1128998,46.7470016
F1986.06,13.5566998,21.3600006,29.1537991,42.5910034
F1986.07,17.0639992,23.9400005,30.8132992,75.0270004
F1986.08,14.1555004,20.8000011,27.4466,101.4060059
F1986.09,12.4062996,18.7400017,25.0648003,34.8120003
F1986.10,6.4798002,13.6900005,20.9008999,39.1450005
F1986.11,0.2447,5.5600004,10.8774996,132.3930054
F1986.12,-3.1714001,1.7700001,6.7119999,109.4300079
F1987.01,-6.2591,-1.4300001,3.4059,109.6800079
F1987.02,-5.5050998,0.41,6.3221002,37.0960007
F1987.03,-0.4878,5.9600005,12.4154997,82.4920044
F1987.04,4.1557002,10.1000004,16.0534992,166.177002
F1987.05,10.3368998,17.1400013,23.9449005,81.7740021
F1987.06,15.3183002,22.0600014,28.7957993,94.5670013
F1987.07,17.3752003,24.5400009,31.7061005,55.7200012
F1987.08,15.4513998,22.6400013,29.8202991,42.1250038
F1987.09,13.0452995,18.8500004,24.6513996,222.0700073
F1987.10,2.4883001,9.8800001,17.2686996,54.1310043
F1987.11,1.903,7.8800006,13.8599997,131.4810028
F1987.12,-1.3555,3.2400002,7.8318,61.0490036
F1988.01,-8.9923,-3.2700002,2.4567001,60.826004
F1988.02,-5.1539001,0.84,6.8383999,34.1550026
F1988.03,-0.7148,5.8800001,12.4754,62.7310028
F1988.04,3.9468,10.8100004,17.6723003,66.1940002
F1988.05,9.8063002,16.3790016,22.9627991,194.4170074
F1988.06,12.809,20.4500008,28.0944996,34.8280029
F1988.07,17.2640991,24.6500015,32.0444984,94.276001
F1988.08,17.2819996,24.1400013,30.9901009,103.552002
F1988.09,10.5862999,17.4300003,24.2684994,67.3330002
F1988.10,2.6129,9.8400002,17.0662994,41.2210007
F1988.11,1.1683,7.3600001,13.5518999,137.2440033
F1988.12,-4.6265998,1.2900001,7.2087998,25.4930019
F1989.01,-3.3597,2.5100002,8.3841,59.8040047
F1989.02,-4.1869998,1.4300001,7.0475001,51.9550018
F1989.03,-0.565,5.2700005,11.1101999,103.3010025
F1989.04,3.2651999,10.2300005,17.1959,55.3720016
F1989.05,8.9923,15.170001,21.3472004,201.6640167
F1989.06,15.6531,21.710001,27.7759991,137.7440033
F1989.07,17.1408997,22.9400005,28.7404003,140.4700012
F1989.08,15.6358004,21.3700008,27.1133003,52.3650017
F1989.09,12.5356998,18.4900017,24.4344997,101.4820023
F1989.10,6.1483998,13.3700008,20.5909996,135.1490021
F1989.11,0.0998,6.3000002,12.4983997,58.6250038
F1989.12,-10.5417004,-4.8800001,0.7773,26.7830009
F1990.01,-1.4984,4.1600003,9.8104,89.166008
F1990.02,-1.9054,4.9400001,11.7923002,46.1760025
F1990.03,1.2086999,7.8000002,14.3957005,94.128006
F1990.04,4.5623002,11.5300007,18.5011005,89.0690079
F1990.05,9.2458,15.4700003,21.6846008,134.2960052
F1990.06,13.3691998,20.5800018,27.7873001,39.2680016
F1990.07,16.5662994,23.1000004,29.6240005,159.276001
F1990.08,15.5243998,21.4300003,27.3334007,106.3330078
F1990.09,11.6225996,18.0400009,24.4521999,69
F1990.10,7.2701998,14.0200005,20.7765999,206.6230164
F1990.11,1.7855999,8.8100004,15.8418999,47.8720016
F1990.12,-1.6818,4.27,10.2294998,108.9060059
F1991.01,-5.1124001,0.27,5.6599002,79.9600067
F1991.02,-2.4037001,3.7700002,9.9518995,26.3890018
F1991.03,1.1801,6.7600002,12.3430004,124.4020081
F1991.04,5.8294001,12.3700008,18.9129009,52.064003
F1991.05,12.8948002,19.8200016,26.7437992,44.6980019
F1991.06,14.1744003,21.3900013,28.6049004,71.3210068
F1991.07,17.6231003,24.170002,30.7192001,64.477005
F1991.08,15.7594995,23.1000004,30.4417,37.8120003
F1991.09,11.3913002,18.6600018,25.9340992,51.0840034
F1991.10,5.5050001,13.460001,21.4225998,60.7580032
F1991.11,-0.0024,6.1700001,12.3333998,65.6520004
F1991.12,-2.0881,3.5800002,9.2434998,115.8980026
F1992.01,-4.4633999,0.8,6.0622001,65.0250015
F1992.02,-2.6940999,2.96,8.6127996,51.4530029
F1992.03,-0.4928,4.8200002,10.1338997,133.0630035
F1992.04,4.8000998,11.1800003,17.5680008,107.2460022
F1992.05,7.8232999,14.3300009,20.8321991,105.2580032
F1992.06,12.4673996,18.8800011,25.2868004,78.8200073
F1992.07,17.1089993,23.1100006,29.1021004,135.0650024
F1992.08,13.6831999,20.0700016,26.4470005,77.1620026
F1992.09,11.4455004,17.7300014,24.0072994,156.4980011
F1992.10,4.0647001,11.670001,19.2789993,60.2220039
F1992.11,2.0636001,6.5800004,11.0913,148.0460052
F1992.12,-3.0478001,1.1600001,5.3723998,140.6060028
F1993.01,-3.1238,1.7500001,6.6266999,71.5270004
F1993.02,-5.8899002,-0.4,5.0861001,53.5890007
F1993.03,-1.6066,3.0700002,7.7438998,235.7640076
F1993.04,3.368,10.5800009,17.7849007,137.0610046
F1993.05,10.1396999,17.1400013,24.1394005,54.6590042
F1993.06,13.5816002,20.7300014,27.8717995,91.7640076
F1993.07,17.4060993,24.3400021,31.2728004,67.9320068
F1993.08,15.6702003,22.8600006,30.0496006,62.1300011
F1993.09,12.4783001,18.8200016,25.1530991,114.5610046
F1993.10,5.7055001,11.7400007,17.7754002,72.8610001
F1993.11,0.7835,6.4800005,12.1836004,170.9620056
F1993.12,-3.9256001,0.48,4.8852,104.477005
F1994.01,-9.0832996,-4.5900002,-0.0962,116.640007
F1994.02,-4.915,0.31,5.5405002,103.291008
F1994.03,-0.4327,4.3700004,9.1789999,225.3330078
F1994.04,6.1336999,13.7600002,21.3901005,70.3930054
F1994.05,6.7191,13.8800011,21.0382004,82.1260071
F1994.06,15.4224005,22.3800011,29.3339005,85.9700012
F1994.07,17.6735001,23.4700012,29.2639008,130.7880096
F1994.08,14.8175001,20.8800011,26.9410992,156.8280029
F1994.09,11.2924995,17.7300014,24.1672001,85.0130005
F1994.10,4.3313999,11.8900003,19.4540005,27.045002
F1994.11,3.3038001,9.5900002,15.8757,76.7130051
F1994.12,-1.2713,4.0190001,9.3027,57.182003
F1995.01,-2.7756,1.2700001,5.3249998,113.0470047
F1995.02,-6.2859001,-0.89,4.4981999,29.1520023
F1995.03,0.9598,6.9800005,12.9941998,55.5060043
F1995.04,3.7604001,10.6800003,17.5988007,42.2580032
F1995.05,9.9095001,15.960001,22.0070992,112.9730072
F1995.06,15.0451002,20.8000011,26.5449009,161.4300079
F1995.07,17.5466995,23.9300003,30.3111992,72.3880005
F1995.08,17.3799992,23.6100006,29.8355999,88.2280045
F1995.09,11.7332001,18.1600018,24.5911999,76.8600006
F1995.10,7.1859002,14.170001,21.1539993,180.1260071
F1995.11,-0.8505,4.0300002,8.9190998,127.7740097
F1995.12,-4.4489999,-0.12,4.2097998,51.9830017
F1996.01,-6.6234002,-1.35,3.9212999,236.8970184
F1996.02,-4.3913999,0.37,5.1371999,54.7820015
F1996.03,-3.1956999,2.8100002,8.8093004,101.7770081
F1996.04,5.1588998,11.6800003,18.1993008,60.2750015
F1996.05,9.1620998,15.0700006,20.9776993,154.1320038
F1996.06,15.5507002,21.6200008,27.6807003,144.5090027
F1996.07,16.0454006,21.6500015,27.2642002,146.0890045
F1996.08,15.4006004,21.2000008,26.9920998,125.6430054
F1996.09,12.8472004,17.9900017,23.1389008,300.1130066
F1996.10,6.5546999,12.3900003,18.2208004,135.3580017
F1996.11,-0.8809,3.8300002,8.5367002,113.9820023
F1996.12,-1.8714,2.7500002,7.3615999,84.7380066
F1997.01,-5.2529998,0.17,5.5994,39.6460037
F1997.02,-1.6083,3.9400003,9.4839001,43.6760025
F1997.03,0.8795,6.4600005,12.0317001,131.7770081
F1997.04,3.2012,9.6200008,16.0324993,36.1990013
F1997.05,7.2532001,14.0900011,20.9305992,43.9420013
F1997.06,13.6106997,19.8400002,26.0778999,93.0170059
F1997.07,16.0639992,22.6500015,29.2399998,73.6490021
F1997.08,15.1230001,21.4000015,27.6725998,55.7290039
F1997.09,11.9273005,18.0100002,24.0953007,150.8560028
F1997.10,5.7235999,11.9800005,18.243,53.5010033
F1997.11,0.9825,5.3700004,9.7565002,223.7720032
F1997.12,-2.2256999,2.4000001,7.0208001,53.9230042
F1998.01,-0.3454,4.0100002,8.3668003,173.0440063
F1998.02,-0.3591,3.9400003,8.2299004,175.5800018
F1998.03,1.4287,6.3400002,11.2588997,106.0510025
F1998.04,5.7876,12.2000008,18.6156998,106.3720016
F1998.05,12.2893,18.0500011,23.8145008,123.4710083
F1998.06,15.3423004,20.710001,26.0748005,137.5550079
F1998.07,16.6674004,23.420002,30.1711006,18.9100018
F1998.08,16.2679996,23.1500015,30.0256996,48.4780006
F1998.09,14.2278996,21.5600014,28.8841,40.8930016
F1998.10,6.5778999,12.8800011,19.1739006,33.6120033
F1998.11,1.7031,7.8600006,14.0241003,22.7150002
F1998.12,-0.441,4.8400002,10.1189003,39.0760002
F1999.01,-4.4837999,1.2900001,7.0681,138.1190033
F1999.02,-2.9201,2.72,8.3593998,40.9570007
F1999.03,-1.1773,4.2400002,9.6489,92.5630035
F1999.04,4.7704,11.5900002,18.4064999,55.8590012
F1999.05,9.7296,16.6599998,23.5918007,48.7900009
F1999.06,14.3948002,21.1000004,27.8043003,31.9890022
F1999.07,18.3995991,25.7000008,33.0040016,64.6740036
F1999.08,15.6743002,22.6400013,29.6152,65.3130035
F1999.09,12.5608997,18.3400002,24.1187992,292.1900024
F1999.10,5.1206002,11.5900002,18.0655003,55.0390015
F1999.11,3.3775001,9.4300003,15.4779997,82.2750015
F1999.12,-2.7009001,2.5,7.7069998,65.2830048
F2000.01,-5.7447,-0.3,5.1349001,57.4860039
F2000.02,-1.6806,3.8400002,9.3701,42.439003
F2000.03,2.1447001,8.25,14.3578997,77.2550049
F2000.04,4.4102001,10.7800007,17.1537991,85.4900055
F2000.05,11.2046003,17.8600006,24.5184994,74.0740051
F2000.06,16.0284996,21.9500008,27.8801994,144.8650055
F2000.07,15.5233002,21.1600018,26.8031006,86.4860077
F2000.08,16.2110996,21.6400013,27.0737,99.6390076
F2000.09,11.6110001,17.2800007,22.9479008,166.177002
F2000.10,6.8383999,13.7600002,20.6807995,4.5300002
F2000.11,-0.0416,5.1700001,10.3732996,62.0400047
F2000.12,-7.7986999,-2.7600002,2.2711999,54.2650032
F2001.01,-5.6599998,-0.45,4.7543001,52.9940033
F2001.02,-3.2895,2.8300002,8.9449997,32.6450005
F2001.03,-1.8207,3.5800002,8.9715996,159.2030029
F2001.04,5.6150999,12.5300007,19.4487,51.4480019
F2001.05,9.2114,15.6900005,22.1618996,115.3280029
F2001.06,14.7409,21.0300007,27.3164997,136.0850067
F2001.07,14.5628004,21.0100002,27.4577007,126.2820053
F2001.08,17.3833008,23.1400013,28.9053001,151.2850037
F2001.09,10.5853004,17.1800003,23.7747993,58.7130013
F2001.10,5.5956001,13.0300007,20.4617996,22.5270004
F2001.11,2.7755001,9.8200006,16.8579998,20.7090015
F2001.12,-0.8139,4.5600004,9.9286003,37.7360001
F2002.01,-1.3518,3.9100001,9.1768999,35.3930016
F2002.02,-2.9229,3.2600002,9.4463997,8.2060003
F2002.03,0.2893,6.5000005,12.7181997,100.0320053
F2002.04,5.9032998,12.750001,19.5981998,111.6960068
F2002.05,8.7362003,15.5900011,22.4360008,114.7060089
F2002.06,15.1157999,21.7700005,28.4335995,97.0610046
F2002.07,17.6406002,23.9900017,30.3348007,78.9120026
F2002.08,16.7639999,23.3500004,29.9384003,49.6670036
F2002.09,13.3371,19.8000011,26.2630005,95.5770035
F2002.10,7.0042,12.0500002,17.1026993,154.2030029
F2002.11,1.6568,6.1300001,10.5946999,103.4260025
F2002.12,-4.1785002,0.4,4.9706998,82.8600006
F2003.01,-7.5362,-2.9900002,1.5463001,62.3610039
F2003.02,-6.2104998,-1.7,2.8018999,167.3930054
F2003.03,-1.196,5.6300001,12.4500999,120.3000031
F2003.04,5.2581,11.4500008,17.6380997,93.8370056
F2003.05,10.7343998,15.000001,19.2591,156.1000061
F2003.06,14.2962999,19.5200005,24.7385006,186.7460022
F2003.07,16.9111996,22.8700008,28.8267002,130.1870117
F2003.08,18.0604,23.6200008,29.1870003,113.7100067
F2003.09,13.0832005,18.1600018,23.2429008,281.9240112
F2003.10,5.3987999,11.6800003,17.9521008,80.4610062
F2003.11,3.6908,9.5100002,15.3259001,112.6670074
F2003.12,-2.8067,1.9700001,6.7433,105.5240021
F2004.01,-8.1468,-2.7700002,2.6156001,27.6740017
F2004.02,-5.4085999,0.26,5.9190998,65.651001
F2004.03,0.8149,6.6100001,12.4055996,54.8190041
F2004.04,6.1489,11.5600004,16.9692001,126.0320053
F2004.05,13.7378998,20,26.2600994,120.9110031
F2004.06,14.7699003,20.4800014,26.1805992,110.6270065
F2004.07,17.441,23.1100006,28.7833996,91.3360062
F2004.08,15.6134996,21.7900009,27.9596004,66.6240005
F2004.09,13.3176003,19,24.6788998,303.3160095
F2004.10,7.5978999,12.750001,17.9073009,40.1620026
F2004.11,3.4774001,8.25,13.0135002,140.0110016
F2004.12,-3.5315001,2.0500002,7.6231999,65.7639999
F2005.01,-3.7479,1.1400001,6.0338998,60.6330032
F2005.02,-3.4642,1.9100001,7.2817001,35.3330002
F2005.03,-1.4301,2.7600002,6.9523001,87.378006
F2005.04,5.7848001,12.6300011,19.4682007,96.2500076
F2005.05,8.0077,14.2400007,20.4659004,99.2170029
F2005.06,15.9449997,21.7900009,27.6292992,53.3610039
F2005.07,18.8619003,24.0000019,29.1285992,132.7480011
F2005.08,18.0709991,23.5000019,28.9230003,74.5920029
F2005.09,13.4485998,20.1800003,26.9104004,16.5790005
F2005.10,8.5332003,13.1900005,17.8397999,207.6340027
F2005.11,1.7308,7.8900003,14.0544996,102.2950058
F2005.12,-5.2340002,-0.53,4.1687002,45.6290016
F2006.01,-1.6226,3.5300002,8.6850996,70.3320007
F2006.02,-4.0451999,1.3200001,6.6900001,42.9360008
F2006.03,1.1745,6.6600003,12.1427002,3.5850003
F2006.04,5.9473,13.1400003,20.3379002,94.2510071
F2006.05,8.7285995,15.5900011,22.4503994,47.5020027
F2006.06,14.5248003,20.9100018,27.2987003,206.727005
F2006.07,18.5860004,24.420002,30.2534008,71.5790024
F2006.08,17.2227001,24.0800018,30.9300995,32.618
F2006.09,12.3687,17.460001,22.5468006,179.5700073
F2006.10,6.2835999,12.2300005,18.1686001,140.2070007
F2006.11,3.4382999,8.4100008,13.3781004,189.8910065
F2006.12,-0.5175,5.2500005,11.0170002,42.4020004
F2007.01,-2.0399001,2.6400001,7.3151002,60.3120041
F2007.02,-7.7793999,-2.8400002,2.1075001,80.8740005
F2007.03,0.3518,6.9300003,13.5142002,85.015007
F2007.04,5.2716999,10.7900009,16.3087997,85.0660019
F2007.05,10.7003002,17.8100014,24.9211998,44.0970039
F2007.06,14.6617002,21.5800018,28.5007992,89.9870071
F2007.07,15.9263,22.6000004,29.2754993,42.1120033
F2007.08,17.5335999,23.9700012,30.4123001,107.1160049
F2007.09,12.9420004,20.2300014,27.5247002,43.1040039
F2007.10,9.849,16.2600002,22.6671009,112.8250046
F2007.11,1.465,6.5400004,11.6104002,38.2340012
F2007.12,-1.4013,2.73,6.8565001,84.7630005
F2008.01,-4.5002999,0.86,6.2178998,24.6620007
F2008.02,-3.125,1.8900001,6.9138999,56.8060036
F2008.03,-7.00E-04,6.0800004,12.1597004,87.439003
F2008.04,6.7733002,12.9100008,19.0408001,153.1080017
F2008.05,8.6316996,15.2000008,21.7602997,144.7850037
F2008.06,15.592,22.3900013,29.1891994,119.8930054
F2008.07,17.0195999,23.5000019,29.9806004,109.9570084
