"year","month","cld","drt","frs","pet","pet_sum","pre","tmn","tmp","tmx","vap","wet"
1976,6,63.9,14.1,0,4.6,138,102,15.2,22.2,29.3,18,7.6
1976,7,68.8,13.7,0,4.1,127.1,84,16,22.8,29.7,20,12.44
1976,8,60.7,15.5,0,3.8,117.8,53,14.1,21.8,29.6,20.2,9.41
1976,9,58.5,15,0,3.2,96,103,11.5,19,26.5,15.6,12.58
1976,10,58.6,12.1,5.85,1.9,58.9,283.7,4.8,10.8,16.9,9.6,12.65
1976,11,62.9,13.5,22,1.9,57,22.8,-1.9,4.9,11.7,4.6,5.44
1976,12,67.4,12.7,27.23,1.4,43.4,42.3,-6,0.4,6.8,3.6,9.81
1977,1,72.1,11.6,30.45,1.1,34.1,26.6,-11,-5.2,0.6,2.3,9.63
1977,2,70.1,14.4,23.47,1.9,53.2,10.6,-4.7,2.5,9.7,4.1,6.75
1977,3,59.4,14.1,9.77,3,93,66.7,3.1,10.1,17.2,7.1,10.83
1977,4,61.7,15.9,2.96,3.9,117,61.5,6.3,14.2,22.2,9.6,11.65
1977,5,54.4,15.7,0,4.5,139.5,39.1,11.3,19.1,27,14.7,8.47
1977,6,62.5,14.6,0,4.4,132,44.7,13.7,21,28.3,16.9,11.56
1977,7,64.6,15.3,0,4.9,151.9,60,18.2,25.8,33.5,22,10.56
1977,8,64.5,13.9,0,4.1,127.1,65.1,17.5,24.4,31.4,22,11.33
1977,9,68.4,12.4,0,3.1,93,102.3,15,21.2,27.4,18.1,4.54
1977,10,56.5,12.8,4.27,2.3,71.3,99.2,5.6,12,18.4,9,11.3
1977,11,74.6,9.3,7.59,1.2,36,146.2,3.9,8.5,13.2,8.8,13.26
1977,12,70.8,10.5,25.25,1,31,82.1,-4,1.3,6.6,4.8,13.93
1978,1,73.9,10.6,28.98,0.9,27.9,198.1,-8.2,-2.9,2.4,3.4,18.55
1978,2,68.5,12.3,27.08,1.2,33.6,9.5,-9.9,-3.7,2.5,2.8,5.06
1978,3,71.5,11.9,20.52,2.2,68.2,79,-1,5,11,5.3,13.48
1978,4,65.8,14.6,5.66,3.9,117,36.1,4.8,12.1,19.4,6.9,9.21
1978,5,63.7,13.1,0,3.7,114.7,126.7,9.9,16.4,23,13,14.24
1978,6,58.8,14.5,0,4.6,138,79.1,14.8,22,29.3,18.7,10.15
1978,7,65.7,13.1,0,3.9,120.9,130,16.7,23.2,29.8,22.6,10.34
1978,8,63.3,12.4,0,3.6,111.6,149.6,17.9,24.1,30.3,24.8,12.62
1978,9,55.8,13.6,0,3.4,102,40.4,14,20.8,27.6,17.6,5.71
1978,10,56.4,15.2,4.84,2.6,80.6,19.3,5.3,12.9,20.5,9.2,5.7
1978,11,65.6,11.9,9.94,1.7,51,69.3,2.9,8.8,14.8,7.9,9.1
1978,12,67.7,13.3,23.8,1.5,46.5,96.5,-2.7,4,10.7,5.1,14.5
1979,1,70.9,9,25.99,1.1,34.1,131.4,-4.7,-0.2,4.3,4,18.14
1979,2,66.7,11.4,26.79,1.1,30.8,106.7,-9.3,-3.6,2.1,3.1,16.04
1979,3,68.4,15.2,15.52,2.6,80.6,69.8,0.9,8.5,16.1,7,10.92
1979,4,70.6,12.8,3.95,3.1,93,72.1,5.7,12.1,18.5,9.3,10.96
1979,5,65.1,13.4,0,3.6,111.6,94.5,10.8,17.5,24.2,15.1,12.26
1979,6,60.3,14,0,4,120,124.7,13.6,20.6,27.6,18.8,10.31
1979,7,63.2,11.8,0,3.8,117.8,53.5,17.3,23.2,29.1,23.6,11.96
1979,8,67.6,12.7,0,3.4,105.4,111.9,16.8,23.1,29.5,23.5,12.82
1979,9,56.4,11.1,0,2.8,84,170.9,14.2,19.7,25.3,18.7,13.4
1979,10,63.2,12.2,2.04,2.1,65.1,184,7,13.1,19.2,11.1,10.77
1979,11,64.6,11.8,6.92,1.7,51,95.2,4.2,10.1,16,8.7,10.09
1979,12,66.4,12.7,23.33,1.5,46.5,34.5,-2.3,4.1,10.5,5.2,7.57
1980,1,72.6,9.2,25.04,1.1,34.1,76,-3.8,0.8,5.4,4.4,12.88
1980,2,70.6,12.1,25.56,1.4,40.6,26.3,-6.1,0,6.1,3.9,7.76
1980,3,74.2,13,19.75,1.8,55.8,101.1,-0.7,5.8,12.3,7,14.78
1980,4,66.2,14.3,4.13,3.4,102,120.5,5.6,12.7,19.9,9.3,12.06
1980,5,61.9,14.7,0,4.1,127.1,108.4,11.3,18.6,26,14.7,13.28
1980,6,63.8,14.6,0,4.3,129,44,13.4,20.7,28,16.8,8.69
1980,7,59.1,14.1,0,4.6,142.6,104.8,18,25,32.1,23.5,11.22
1980,8,61.4,13.9,0,4,124,88.5,17.7,24.6,31.6,23.6,7.36
1980,9,59.1,14,0,3.4,102,61.6,14.6,21.6,28.6,18.6,7.11
1980,10,55.6,14.9,4.09,2.5,77.5,64.8,5.7,13.1,20.6,9.9,8.1
1980,11,65.7,12.3,16.06,1.7,51,83.6,0.5,6.6,12.8,6.1,9.33
1980,12,64.7,12.7,25.04,1.4,43.4,13.8,-3.8,2.6,9,4.7,6.25
1981,1,64.2,12.4,28.55,1.2,37.2,8.5,-7.6,-1.4,4.8,3.3,5.59
1981,2,70.5,13.9,22.32,1.5,42,103.2,-3.5,3.5,10.5,5.8,12.4
1981,3,68.9,14.2,21.27,2.5,77.5,19.3,-1.3,5.8,12.9,5.2,8.69
1981,4,67.2,15.4,2.1,3.7,111,62.7,6.9,14.6,22.3,10.4,11.63
1981,5,63.6,14.9,0.11,3.8,117.8,122.4,9.3,16.7,24.2,13.5,12.89
1981,6,64,13.6,0,4.2,126,147.2,16.1,22.9,29.7,21.2,10.71
1981,7,64.4,12.4,0,4,124,80.4,17.7,23.9,30.1,23.7,12.99
1981,8,64.2,15.2,0,3.6,111.6,91.3,14.4,22,29.6,20.9,9.25
1981,9,64,12.7,0,3,90,88.3,13.1,19.4,25.8,16.5,6.95
1981,10,56.8,14.1,5.23,2.2,68.2,91.1,5.1,12.1,19.2,9.8,8.85
1981,11,62.8,12.5,12.7,1.9,57,22.5,1.8,8,14.3,6.6,4.69
1981,12,75,9.3,24.93,1.1,34.1,50.5,-3.7,1,5.7,4.5,11.71
1982,1,71.4,11.9,29.18,1.2,37.2,64.7,-8.5,-2.5,3.5,3,13.13
1982,2,67.4,11.6,21.81,1.6,44.8,82.8,-3,2.8,8.6,4.8,12.59
1982,3,68.5,14.4,17.66,2.5,77.5,85.5,0.1,7.3,14.5,6.1,11.38
1982,4,59,15.8,9.22,3.7,111,82.3,3.2,11.1,19,7,12
1982,5,64.9,15.2,0,4.3,133.3,74.7,11.8,19.4,27,14.9,14.15
1982,6,72,12.2,0,3.9,117,165.3,14.9,21,27.1,17.9,13.34
1982,7,62.5,12.5,0,4.2,130.2,102.4,17.9,24.1,30.4,23,10.67
1982,8,63.7,13.9,0,3.6,111.6,87.4,14.9,21.8,28.8,20.2,8.31
1982,9,61.6,13.9,0,3.1,93,51.8,12.3,19.2,26.2,16.2,7.27
1982,10,57.2,14.1,2.17,2.4,74.4,72.1,6.9,13.9,21,11.1,6.71
1982,11,68.6,13.1,10.19,1.8,54,100.7,2.8,9.3,15.9,8.1,11.23
1982,12,72,11.1,16.86,1.1,34.1,52.9,0.4,5.9,11.5,7.2,10.76
1983,1,71.1,10.1,25.04,1.3,40.3,22.4,-3.8,1.3,6.4,4.2,10.72
1983,2,67.8,13,23.19,1.6,44.8,89.5,-4.4,2.1,8.6,4.4,12.17
1983,3,69,12,13.65,2.3,71.3,101.8,1.6,7.6,13.6,6.6,14.26
1983,4,72.8,11.7,5.46,2.9,87,197.2,4.9,10.7,16.6,8.1,16.96
1983,5,67.1,14.6,0.19,3.7,114.7,143.4,9.1,16.4,23.7,12.8,13.35
1983,6,54.1,14.4,0,4.4,132,113,14.3,21.5,28.7,19.1,14.51
1983,7,52.5,15.8,0,4.9,151.9,28.7,16.6,24.5,32.4,21.8,7.73
1983,8,53.4,14.8,0,4.4,136.4,57.7,17.5,24.9,32.3,22.9,9.56
1983,9,51.5,16.1,0,3.5,105,65.2,11.8,19.8,27.9,16.4,9.35
1983,10,61.3,13,1.54,2.2,68.2,143.7,7.4,13.9,20.4,11.6,10.78
1983,11,68.1,12.9,12.44,1.7,51,117.8,1.9,8.3,14.8,7.5,13.34
1983,12,70.4,9.3,25.88,0.9,27.9,128.8,-4.6,0.1,4.8,4.4,15.52
1984,1,69.5,11.5,28.32,1.2,37.2,39.2,-7.3,-1.5,4.3,3.4,10.52
1984,2,70.1,12.1,19.2,1.4,40.6,144.8,-1,5.1,11.2,6.7,12.76
1984,3,69.3,12,22.73,1.9,58.9,162.8,-1.9,4.1,10.1,5.5,15.52
1984,4,70,13.3,6.28,3.1,93,132.8,4.5,11.1,17.8,8.4,13.35
1984,5,68.1,13.8,0,3.8,117.8,88.2,9.9,16.8,23.7,13,13.61
1984,6,58.3,14.9,0,4.8,144,50.9,15.5,22.9,30.4,18.9,8.51
1984,7,69,12.5,0,3.9,120.9,129.5,16.9,23.1,29.4,22,11.3
1984,8,65.7,12.9,0,3.6,111.6,197.8,17.1,23.5,30,23.3,9.16
1984,9,57,14.1,0,3.1,93,60.2,11.5,18.5,25.6,15.8,7.61
1984,10,63.9,11.9,0,2.3,71.3,92.6,11.1,17,23,14.2,9.28
1984,11,61.8,13.2,17.09,1.8,54,90.8,0.1,6.7,13.3,5.9,11.97
1984,12,65.1,12.7,15.26,1.6,49.6,34.6,1,7.3,13.7,6.9,8.97
1985,1,73,10.5,27.23,1.3,40.3,56.1,-6,-0.7,4.6,3.2,10.62
1985,2,70.9,12.3,22.32,1.8,50.4,91.4,-3.5,2.7,8.9,4.3,12.58
1985,3,62.8,14.2,14.99,2.8,86.8,38.7,1.1,8.2,15.3,6,10.08
1985,4,61.9,17.1,3.12,4.1,123,18.4,6.2,14.7,23.3,9.4,2.6
1985,5,65,15.1,0,4.1,127.1,138.5,11,18.5,26.1,14.3,15
1985,6,59.2,14.2,0,4.4,132,45.4,13.9,21,28.1,17.5,8.58
1985,7,64.3,13.7,0,4.4,136.4,91.6,17.3,24.1,31,21.7,10.75
1985,8,64.6,13.5,0,3.7,114.7,132.4,16.2,22.9,29.7,21.5,9.14
1985,9,54.9,16.5,0,3.5,105,18.5,12,20.2,28.5,17.1,12
1985,10,63.5,13.7,0.83,2.3,71.3,142.1,8.1,14.9,21.8,12.2,10.12
1985,11,78,10.4,4.13,1.4,42,221.5,5.6,10.8,16,10.2,12.95
1985,12,69.6,12.2,26.48,1.2,37.2,28,-5.2,0.9,7,4.2,6.35
1986,1,67.2,14.3,27.84,1.5,46.5,31.6,-6.7,0.5,7.7,3.7,11.53
1986,2,75.3,9.8,22.81,1,28,92.7,-4,0.9,5.8,5.3,12.57
1986,3,68.1,15.7,20.27,2.6,80.6,43,-0.9,7,14.9,5.9,7.15
1986,4,61.7,15.6,4.87,3.8,114,69.4,5.2,13,20.8,8.5,9.39
1986,5,69.5,15.2,0,4,124,40.4,10.3,17.9,25.5,13.5,7.01
1986,6,63.9,17.3,0,4.8,144,35.7,13.9,22.5,31.2,18,8.6
1986,7,65.7,15.3,0,4.4,136.4,120,17.3,24.9,32.6,23.3,10.71
1986,8,63.3,15,0,3.5,108.5,101.2,14,21.5,29,21.1,11.9
1986,9,65.1,14.5,0,2.9,87,37.2,12.4,19.6,26.9,18.1,5.2
1986,10,60.2,16.7,3.91,2.4,74.4,35.5,5.8,14.1,22.5,11.8,8.7
1986,11,73.3,11.9,15.54,1.3,39,140.5,0.7,6.6,12.6,7.7,12.95
1986,12,75.3,10.4,23.21,1.2,37.2,103,-2.2,3,8.2,5.2,14.98
1987,1,72.5,10.8,26.39,1.3,40.3,119.5,-5.1,0.3,5.7,3.9,14.91
1987,2,62.8,12.5,23.1,1.9,53.2,39.5,-4.3,2,8.3,3.5,10.07
1987,3,58,15.7,18.45,2.7,83.7,55,-0.2,7.7,15.6,6.3,8.98
1987,4,64.1,13.9,5.86,3.1,93,159,4.7,11.6,18.6,9.1,10.02
1987,5,59.4,15.2,0,3.9,120.9,111.2,10.7,18.3,25.9,15.5,10.72
1987,6,63.3,14,0,4.4,132,78.2,16.3,23.3,30.3,20.9,11.72
1987,7,60.1,14.8,0,4.8,148.8,44,18.7,26.1,33.5,24.2,10.01
1987,8,62.4,15.4,0,4.1,127.1,39.6,16.8,24.5,32.2,22.5,8.79
1987,9,66.4,12,0,2.9,87,244.1,14.4,20.4,26.4,18.7,10.51
1987,10,52,16.1,10.27,2.5,77.5,42.7,2.9,10.9,19,8.1,7.49
1987,11,69,13.8,12.19,1.8,54,104.9,2,8.9,15.8,7.8,11.31
1987,12,74,10.5,20.52,1.3,40.3,66.5,-1,4.3,9.6,5.7,11.42
1988,1,68.1,12.6,28.7,1.2,37.2,63.3,-7.8,-1.5,4.8,3.4,13.31
1988,2,71.8,12.8,23.63,1.7,49.3,34.6,-4,2.4,8.8,4.4,11.71
1988,3,63.8,15.9,19.5,2.7,83.7,41.8,-0.6,7.4,15.4,6.2,9.87
1988,4,66.2,15.3,6.07,3.5,105,61.6,4.6,12.2,19.9,8.4,10.16
1988,5,61.3,14.5,0,3.9,120.9,166.8,10.4,17.6,24.9,14.2,12.4
1988,6,53.2,16.1,0,5,150,43.3,13.7,21.7,29.8,17,6.4
1988,7,63.5,15.5,0,4.7,145.7,115.4,17.7,25.4,33.2,23.2,11.74
1988,8,61.3,14.9,0,4.1,127.1,94.1,17.7,25.1,32.6,24.3,8.79
1988,9,60.8,14.5,0,2.9,87,63.1,11.4,18.6,25.9,16.9,7.28
1988,10,61.7,16.1,11.81,2.2,68.2,28.2,2.3,10.3,18.4,8.4,7
1988,11,68.2,14.1,13.47,1.8,54,83.2,1.5,8.5,15.6,7.5,12.99
1988,12,67.4,13.4,25.68,1.5,46.5,24.2,-4.4,2.3,9,4.1,8.97
1989,1,66.6,13,24.03,1.5,46.5,51,-2.9,3.6,10.1,5,11.8
1989,2,71.6,12.5,22.52,1.6,44.8,57.7,-3.7,2.6,8.9,4.8,11.9
1989,3,67.4,14.3,19.5,2.1,65.1,101.7,-0.6,6.6,13.8,7.1,13.52
1989,4,67.2,15.1,7.36,3.4,102,49.5,4,11.5,19.1,8.2,12.4
1989,5,69.3,13.2,0.04,3.4,105.4,180.4,9.6,16.2,22.8,13.5,16.39
1989,6,72.2,12.3,0,3.8,114,169.6,16.6,22.7,28.9,21.7,14.3
1989,7,60.9,11.9,0,4,124,167.8,18,23.9,29.9,24.3,14.02
1989,8,63.8,11.7,0,3.4,105.4,65.2,16.8,22.6,28.5,22.8,7.48
1989,9,61.8,12.3,0,2.7,81,87.1,13.3,19.4,25.6,18.8,12.91
1989,10,54.7,15.9,3.56,2.3,71.3,105.7,6,13.9,21.9,11.9,11.22
1989,11,69.5,14.6,17.6,1.7,51,62.6,-0.1,7.2,14.5,7,9.64
1989,12,70.9,13.1,30.3,1,31,30.1,-10.6,-4,2.6,2.9,10.12
1990,1,65.1,13.6,22.25,1.5,46.5,72.6,-1.7,5.1,11.9,5.9,13.31
1990,2,66,15.2,19.44,1.9,53.2,50.2,-1.4,6.2,13.8,6.6,9.62
1990,3,63.4,15.7,14.99,2.6,80.6,60.1,1.1,8.9,16.8,7.7,11.07
1990,4,62.6,15.8,6.28,3.3,99,89.8,4.5,12.4,20.3,9.5,13.06
1990,5,71.7,13.3,0.01,3.5,108.5,140.5,9.8,16.4,23.1,13.3,14.78
1990,6,63.4,15.1,0,4.3,129,26.5,14.3,21.8,29.4,19.1,10.23
1990,7,64.5,13.6,0,4.1,127.1,176.9,17.5,24.3,31.1,23.7,12.03
1990,8,59.6,12.1,0,3.5,108.5,107.4,16.5,22.5,28.6,22.9,13.13
1990,9,61.7,13.3,0,3,90,69.1,12.8,19.4,26.1,17.4,6.44
1990,10,60.1,14.7,1.31,2.2,68.2,189.7,7.6,14.9,22.3,12.9,10.29
1990,11,58.1,16.1,11.94,2.3,69,38.4,2.1,10.1,18.2,7.3,9.14
1990,12,70.8,13.2,21.27,1.2,37.2,106.7,-1.3,5.3,11.9,6.8,14.78
1991,1,70.7,11.5,25.25,1.2,37.2,90.5,-4,1.8,7.6,4.8,13.15
1991,2,71.2,14.2,20.74,2,56,35.1,-2,5.1,12.2,5.3,7.33
1991,3,63.9,13.6,13.39,2.5,77.5,111.8,1.7,8.5,15.3,7.2,13.86
1991,4,71,15.1,3.28,3.4,102,55.3,6.1,13.6,21.2,10.2,9.78
1991,5,66.6,14.5,0,4.1,127.1,61.4,13.6,20.8,28.1,17.6,8.74
1991,6,54.2,14.9,0,4.7,141,79.1,14.9,22.3,29.8,19.1,8.29
1991,7,60.5,13.4,0,4.5,139.5,105.3,18.4,25.1,31.8,23.2,11.15
1991,8,58.2,15.7,0,4.2,130.2,21.6,16.5,24.3,32.2,22.7,7.85
1991,9,55.8,15.4,0,3.2,96,63.7,11.8,19.5,27.2,17.2,9.43
1991,10,57,17.4,5.23,2.5,77.5,35.8,5.1,13.8,22.5,11.1,7.55
1991,11,67.4,14,17.09,1.7,51,57.1,0.1,7.1,14.1,6.9,5.98
1991,12,65.6,11.6,20.52,1.3,40.3,126.7,-1,4.8,10.6,6.1,15.36
1992,1,67.5,10.6,23.45,1.3,40.3,45.7,-2.4,2.9,8.2,4.9,12
1992,2,74.2,12,19.9,1.8,52.2,58.7,-1.3,4.7,10.7,5.3,9.97
1992,3,64.1,12.1,15.79,2.3,71.3,87.6,0.8,6.8,12.9,6.2,12.47
1992,4,67.7,13.5,3.44,3.3,99,90,6,12.7,19.5,9.2,11.38
1992,5,57.8,13.1,0.06,3.8,117.8,116,9.5,16,22.6,12.3,12.35
1992,6,61.1,12.6,0,4.1,123,94.7,14.1,20.4,26.7,17.5,9.22
1992,7,71.7,11.5,0,4,124,106.9,18.8,24.5,30.3,23.3,12.44
1992,8,63,13.1,0,3.4,105.4,79,14.8,21.3,27.9,20.7,9.46
1992,9,60.9,12.5,0,2.7,81,127.9,12.7,18.9,25.2,18.3,9.35
1992,10,53.4,15.6,6.71,2.4,74.4,35.6,4.4,12.2,20,9.7,7.98
1992,11,74.4,10.3,10.19,1.3,39,97.8,2.8,7.9,13.1,8.2,11.15
1992,12,72.8,9.7,23.45,1,31,85.4,-2.4,2.5,7.4,5.3,11.2
1993,1,73,10.9,22.97,1.4,43.4,62.6,-2,3.5,9,5.2,13.81
1993,2,65.8,12.2,23.38,1.9,53.2,60.1,-4.6,1.5,7.6,3.4,10.3
1993,3,72.1,11.9,21.27,1.7,52.7,190.9,-1.3,4.7,10.7,6.4,16.68
1993,4,70.6,15.6,6.92,3.4,102,122.4,4.2,12,19.8,8.6,12.54
1993,5,63.5,15.3,0,3.9,120.9,53.5,10.3,17.9,25.6,14.6,11.88
1993,6,59.5,15.2,0,4.4,132,59.1,14.2,21.8,29.4,19.4,7.97
1993,7,58.5,15.1,0,4.6,142.6,102,17.8,25.3,32.9,24.2,8.39
1993,8,56.9,15.7,0,3.9,120.9,66.4,15.9,23.7,31.6,24.2,10.5
1993,9,64.6,14.8,0,2.8,84,112.5,11.9,19.3,26.7,18.6,9.02
1993,10,58.1,14.3,4.09,2.2,68.2,56.3,5.7,12.8,20,10.7,8.08
1993,11,68.3,12.8,12.96,1.6,48,137.1,1.7,8.1,14.5,7.7,13.12
1993,12,65,10.2,24.37,1,31,95.5,-3.2,1.9,7,5.1,13.72
1994,1,69.5,9.6,28.48,0.8,24.8,101.3,-7.5,-2.7,2.1,3.7,16.11
1994,2,60.2,12.2,22.91,1.6,44.8,111.2,-4.1,2,8.1,4.5,13.52
1994,3,67,13,18.45,2.3,71.3,200.7,-0.2,6.3,12.8,5.9,17.31
1994,4,65.4,17.4,2.66,4,120,59,6.5,15.2,23.9,10.3,9.44
1994,5,64.5,14.8,0.92,3.6,111.6,84.5,8,15.4,22.8,12.2,8.51
1994,6,65.2,14.2,0,4.5,135,79.7,16.9,24,31.1,21.9,8.13
1994,7,68.1,12,0,3.8,117.8,145.1,18.5,24.5,30.5,25.8,11.81
1994,8,64.5,12.9,0,3.4,105.4,143.3,15.7,22.1,28.6,22.3,11.39
1994,9,56.1,13.6,0,3.1,93,57.9,12,18.8,25.6,16.1,6.2
1994,10,54.6,17,8.55,2.3,71.3,22.5,3.6,12.1,20.6,10.2,5.94
1994,11,62,15,9.46,2.2,66,69.6,3.1,10.6,18.1,7.9,9.47
1994,12,70.2,12,21.02,1.2,37.2,45,-1.2,4.8,10.8,6.3,11.93
1995,1,71.1,8.8,22.01,1.2,37.2,111,-1.6,2.8,7.2,5.2,14.24
1995,2,65.4,11.7,24.52,1.3,36.4,27.8,-5.9,0,5.9,4.3,8.35
1995,3,59.4,14.9,15.26,2.9,89.9,37.5,1,8.4,15.9,6.1,5.5
1995,4,68.6,15.8,7.36,3.5,105,41.1,4,11.9,19.8,8.1,9.25
1995,5,64.9,13,0,3.6,111.6,105.8,10.1,16.6,23.1,13.6,16.45
1995,6,67.5,12.3,0,4,120,194.8,16,22.1,28.3,20.2,12.13
1995,7,66.3,13.2,0,4.3,133.3,85.2,18.6,25.2,31.8,24.2,14.43
1995,8,61.1,12.5,0,4.1,127.1,80.9,18.6,24.8,31.1,22.7,4.8
1995,9,59.9,12.9,0,3.2,96,70.3,12.7,19.1,25.6,15.2,11.34
1995,10,61.1,14.6,1.54,2.1,65.1,151.5,7.4,14.7,22,13.3,11.59
1995,11,70.2,10.4,17.35,1.3,39,84.9,0,5.2,10.4,6.3,15.06
1995,12,74.8,10,25.57,1.2,37.2,46.5,-4.3,0.7,5.7,4,9.28
1996,1,68.8,11.2,26.77,1.1,34.1,172.8,-5.5,0.1,5.7,4.3,16.21
1996,2,68.8,10.6,23.52,1,29,84,-3.9,1.4,6.7,5.6,12.41
1996,3,67.5,12.5,23.21,1.9,58.9,71.9,-2.2,4.1,10.4,5.6,13.25
1996,4,65,15.2,4.49,3.6,108,64.4,5.4,13,20.6,8.8,10.02
1996,5,65,12.8,0,3.3,102.3,188.9,9.9,16.3,22.7,14.4,10.36
1996,6,62.5,13.6,0,4.1,123,157.2,15.8,22.6,29.4,21.5,12.12
1996,7,61.1,12.4,0,4,124,175.2,16.9,23.1,29.3,22.4,17.34
1996,8,62.5,12.3,0,3.4,105.4,140.3,16.4,22.5,28.7,22.6,7.69
1996,9,63.6,11.2,0,2.7,81,241.4,13.9,19.5,25.1,18.1,16.05
1996,10,57.5,13.2,2.75,2,62,71.4,6.5,13.1,19.7,11.7,8.56
1996,11,67.5,10.1,16.83,1.4,42,81.1,0.2,5.2,10.3,6,9.77
1996,12,70,10.8,23.68,0.5,15.5,97.5,-2.6,2.8,8.2,7.1,12.1
1997,1,68.8,11.6,27.23,1,31,50,-6,-0.2,5.6,4.5,11.7
1997,2,68.8,11.5,20.53,1.5,42,51.2,-1.9,3.9,9.7,5.8,11.67
1997,3,66.6,13.4,17.92,2.2,68.2,114.7,0,6.7,13.4,6.7,10.54
1997,4,65.1,14.4,11.94,3,90,39,2.1,9.3,16.5,7.2,10.97
1997,5,65,14.8,3.06,3.5,108.5,39.5,6.3,13.7,21.1,10.6,8.65
1997,6,58.7,13.5,0,3.9,117,110.7,12.8,19.5,26.3,18.1,9.14
1997,7,63.8,14.3,0,4.1,127.1,128.5,15.6,22.7,29.9,20.9,8.65
1997,8,62.5,14.4,0,3.6,111.6,47.7,13.9,21.1,28.3,19.6,6.65
1997,9,60.4,14.1,0,2.6,78,106.4,10.1,17.1,24.2,16.1,6.7
1997,10,57.5,14.3,7.38,1.8,55.8,42.2,4.1,11.2,18.4,10.7,9.99
1997,11,67.5,10.7,18.36,1.2,36,159.3,-0.4,5,10.4,6.7,15.46
1997,12,70,10,24.49,1,31,76.9,-3.3,1.7,6.7,5.1,14.8
1998,1,68.8,10.5,22.01,0.8,24.8,171.5,-1.6,3.7,9,6.9,12.89
1998,2,68.8,10.1,18.31,1.3,36.4,156.8,-0.9,4.2,9.3,6.3,15.11
1998,3,67.5,11.8,16.06,1.9,58.9,115.7,0.7,6.6,12.5,7.2,14.39
1998,4,65.1,14,5.26,3.2,96,56.5,5,12,19,9.2,12.98
1998,5,65,12.9,0,3.5,108.5,119.3,11.5,17.9,24.4,16.1,15.74
1998,6,62.5,12.9,0,3.8,114,172.5,13.9,20.3,26.8,19.4,12.98
1998,7,63.8,13.4,0,4.1,127.1,28.9,15.9,22.6,29.3,20.8,7.88
1998,8,62.5,14.5,0,3.9,120.9,62,15.5,22.7,30,20.4,3.86
1998,9,55.9,14.9,0,3.5,105,39.9,13.3,20.7,28.2,17,9.43
1998,10,62.2,14.2,5.23,2.1,65.1,41.6,5.1,12.2,19.3,10.2,5.37
1998,11,67.5,13,17.35,1.5,45,18.9,0,6.5,13,6.8,10.3
1998,12,67.9,11.1,22.97,1,31,44.8,-2,3.6,9.2,6.3,12.25
1999,1,68.8,11.7,25.88,1,31,132.8,-4.6,1.3,7.2,5.1,18.47
1999,2,68.8,12.1,22.42,1.3,36.4,31.4,-3.6,2.5,8.6,5.6,14.59
1999,3,66.5,12.7,23.68,2.1,65.1,94.2,-2.6,3.8,10.2,4.9,13.17
1999,4,65,13.6,5.86,3.1,93,39.9,4.7,11.5,18.3,8.9,15.2
1999,5,65,15,0.52,3.8,117.8,63.2,8.5,16,23.5,12.5,6.59
1999,6,58.8,13.8,0,4.1,123,25.4,13.5,20.4,27.3,18,7.58
1999,7,60.9,14.1,0,4.4,136.4,50.8,17.2,24.2,31.3,22.7,9.09
1999,8,62.5,14.6,0,3.8,117.8,78.7,14.9,22.2,29.5,20.1,13.8
1999,9,55.9,13.5,0,2.6,78,228.7,11,17.7,24.5,17.7,12.85
1999,10,57.5,14.1,8.31,1.6,49.6,65.7,3.7,10.7,17.8,11.4,9
1999,11,67.5,12.8,10.68,1.4,42,42.6,2.6,9,15.4,9.2,5.62
1999,12,70,10.7,24.37,0.9,27.9,64.5,-3.2,2.2,7.6,5.7,8.8
2000,1,68.8,11.3,27.67,0.9,27.9,50.1,-6.5,-0.8,4.9,4.4,8.47
2000,2,68.8,12.2,22.15,1.5,43.5,48,-2.6,3.5,9.6,5.6,9.36
2000,3,67.5,14.1,15.26,2.3,71.3,75,1,8,15.1,7.3,11.55
2000,4,65,13.2,6.07,2.7,81,93.7,4.6,11.2,17.8,9.8,15.76
2000,5,65,13.7,0,3.5,108.5,81.5,10.5,17.3,24.2,15.2,13.23
2000,6,59.5,12.6,0,3.8,114,109.4,14.9,21.2,27.5,20.9,14.51
2000,7,63.8,11.8,0,3.9,120.9,108.4,16.4,22.3,28.2,20.9,12.37
2000,8,62.5,12.1,0,3,93,80.7,15.2,21.2,27.3,23.1,17.78
2000,9,57.4,12.6,0,2.2,66,134.9,10.9,17.2,23.5,18.5,14.81
2000,10,57.5,15.3,5.23,2,62,2.5,5.1,12.7,20.4,12,0.72
2000,11,67.5,12.1,20.83,1.3,39,28.9,-1.4,4.7,10.8,6.3,11.32
2000,12,70,10.2,29.05,0.8,24.8,42.8,-8.3,-3.2,1.9,3.5,8.8
2001,1,65.2,11.2,25.88,1.2,37.2,57.8,-4.6,1,6.6,4.3,9.07
2001,2,68.8,12.9,21.18,1.7,47.6,28.9,-2.4,4.1,10.6,5.5,13.76
2001,3,67.5,12.2,20.27,2.2,68.2,101,-0.9,5.2,11.3,5.4,13.43
2001,4,65,14.9,3.28,3.6,108,72.2,6.1,13.5,21,9.6,14.07
2001,5,65,13.4,0,3.8,117.8,129.6,10.5,17.2,23.9,13.3,15.85
2001,6,58.8,13.3,0,4.4,132,149.3,15.6,22.2,28.9,20,13.74
2001,7,63.8,13.2,0,4.1,127.1,115.6,15.8,22.4,29,20.1,11.23
2001,8,64,13,0,3.7,114.7,108,17.7,24.2,30.7,24.2,11.5
