"Species","Climate_data","variable","month","ANPP_response","ANPP_response_percent"
"caco","CRU_SCBI_1901_2016","cld","prev.apr",-0.000350336794608157,-1.25904165531898
"caco","CRU_SCBI_1901_2016","cld","prev.may",-0.000922891142998435,-3.31668956913189
"caco","CRU_SCBI_1901_2016","cld","prev.jun",-0.000450783514206566,-1.62002744402551
"caco","CRU_SCBI_1901_2016","cld","prev.jul",-0.000545015073339098,-1.95867716629122
"caco","CRU_SCBI_1901_2016","cld","prev.aug",0.00102966475245165,3.70041295776631
"caco","CRU_SCBI_1901_2016","cld","prev.sep",0.000666821222877072,2.39642455252809
"caco","CRU_SCBI_1901_2016","cld","prev.oct",0.000278811731140048,1.00199462031826
"caco","CRU_SCBI_1901_2016","cld","prev.nov",0.000597129969622141,2.1459678713865
"caco","CRU_SCBI_1901_2016","cld","prev.dec",0.000513619546215954,1.84584780595256
"caco","CRU_SCBI_1901_2016","cld","curr.jan",-4.2511140273517e-05,-0.152776691581399
"caco","CRU_SCBI_1901_2016","cld","curr.feb",-2.02137904377758e-05,-0.0726443940937277
"caco","CRU_SCBI_1901_2016","cld","curr.mar",0.000593322426434097,2.13228430873492
"caco","CRU_SCBI_1901_2016","cld","curr.apr",-0.000242787751963267,-0.872531512040869
"caco","CRU_SCBI_1901_2016","cld","curr.may",0.000872127290161721,3.13425424892126
"caco","CRU_SCBI_1901_2016","cld","curr.jun",0.00085450133679606,3.07091003317339
"caco","CRU_SCBI_1901_2016","cld","curr.jul",0.000649087047279472,2.33269140732679
"caco","CRU_SCBI_1901_2016","cld","curr.aug",-0.000236850088645001,-0.85119271586527
"caco","CRU_SCBI_1901_2016","dtr","prev.apr",0.000461553457004479,1.65873250388981
"caco","CRU_SCBI_1901_2016","dtr","prev.may",0.000493843069073147,1.77477502997964
"caco","CRU_SCBI_1901_2016","dtr","prev.jun",0.00014971582557146,0.538049282165095
"caco","CRU_SCBI_1901_2016","dtr","prev.jul",0.000188937668563458,0.679004885131489
"caco","CRU_SCBI_1901_2016","dtr","prev.aug",-0.00102220149293012,-3.67359146836902
"caco","CRU_SCBI_1901_2016","dtr","prev.sep",-0.000829369952120084,-2.98059277089927
"caco","CRU_SCBI_1901_2016","dtr","prev.oct",-0.000317621505486473,-1.14146932947729
"caco","CRU_SCBI_1901_2016","dtr","prev.nov",-0.000609958432539956,-2.19207084839554
"caco","CRU_SCBI_1901_2016","dtr","prev.dec",-0.00101652878375859,-3.65320486537615
"caco","CRU_SCBI_1901_2016","dtr","curr.jan",0.000199273755988581,0.71615075396837
"caco","CRU_SCBI_1901_2016","dtr","curr.feb",-0.000320014477907287,-1.15006920252575
"caco","CRU_SCBI_1901_2016","dtr","curr.mar",-0.00102948194430284,-3.69975598117169
"caco","CRU_SCBI_1901_2016","dtr","curr.apr",0.000563061227462837,2.02353150106216
"caco","CRU_SCBI_1901_2016","dtr","curr.may",-0.000477606300210306,-1.71642327058489
"caco","CRU_SCBI_1901_2016","dtr","curr.jun",-0.000545325823032055,-1.95979393967567
"caco","CRU_SCBI_1901_2016","dtr","curr.jul",-0.000626113711287134,-2.25012974831423
"caco","CRU_SCBI_1901_2016","dtr","curr.aug",-0.0003432596629282,-1.23360783357266
"caco","CRU_SCBI_1901_2016","frs","prev.oct",0.000197066327531172,0.708217689495016
"caco","CRU_SCBI_1901_2016","frs","prev.nov",-0.000116274271649109,-0.417866903223344
"caco","CRU_SCBI_1901_2016","frs","prev.dec",-0.000608564696775834,-2.18706203570289
"caco","CRU_SCBI_1901_2016","frs","curr.jan",-8.61617957987164e-05,-0.309648577246948
"caco","CRU_SCBI_1901_2016","frs","curr.feb",0.000158501856450229,0.569624552109723
"caco","CRU_SCBI_1901_2016","frs","curr.mar",7.15532551092864e-05,0.257148350224016
"caco","CRU_SCBI_1901_2016","frs","curr.apr",0.00027909606766631,1.00301646996752
"caco","CRU_SCBI_1901_2016","frs","curr.may",0.000120095206527015,0.431598592978984
"caco","CRU_SCBI_1901_2016","pet","prev.apr",0.000195567223965843,0.702830205612552
"caco","CRU_SCBI_1901_2016","pet","prev.may",6.6698407624393e-05,0.239700981555424
"caco","CRU_SCBI_1901_2016","pet","prev.jun",-0.000247209845793857,-0.888423649041976
"caco","CRU_SCBI_1901_2016","pet","prev.jul",0.00023359631886332,0.839499306109276
