"variable","prev.apr","prev.may","prev.jun","prev.jul","prev.aug","prev.sep","prev.oct","prev.nov","prev.dec","curr.jan","curr.feb","curr.mar","curr.apr","curr.may","curr.jun","curr.jul","curr.aug"
"cld",-0.243856978756482,-0.546273967836955,-0.382102212487733,-0.341750962533313,-0.190276670800854,-0.388695511938588,-0.394192541591899,-0.233340769780127,-0.539558139173174,-0.244464123890811,-0.0739395105439399,-0.169673787593074,-0.122707846920665,-0.181815003039241,-0.126973606048493,-0.112787050444964,-0.243578851473132
"dtr",-0.16555120222093,-0.0199150797889081,-0.227713274239465,-0.329586984993831,-0.195600122700882,-0.227309755311645,-0.180851951870886,-0.309682947735538,-0.253475195307434,-0.135328546266062,-0.16292080725181,-0.190014756971906,-0.150217940387585,-0.411764823385054,-0.274424011007561,-0.244366403929165,-0.417506248795954
"pet",-0.0479631938682758,0.103178586263803,-0.11328613647569,-0.307549418459991,-0.240395305659723,-0.29115988833096,-0.187715288007269,-0.31646609051586,-0.242128642193656,-0.0375763369399603,-0.258194508006665,-0.176510486456126,-0.225715182558826,-0.358054388413189,-0.184786158030284,-0.323161219557763,-0.262163843208998
"PETminusPRE",-0.146988539709225,0.077930175244849,-0.071992364218917,-0.355897959386858,-0.0971474891567135,-0.136295462057851,0.0993624262738629,-0.242897411901972,-0.068895222727079,-0.0384008163884005,-0.281123083163674,-0.172126147383361,-0.17892636907036,-0.298758931348,-0.238457299987756,-0.0859735512937529,-0.406581579469743
"pre",-0.298742220107582,-0.281573662883788,-0.0510709953996198,-0.167437991971925,-0.341908749255745,-0.222352095208651,-0.393819360212293,-0.128669760952199,-0.451568529300823,-0.355434518777185,-0.0435182596185815,-0.0743595969734913,-0.0867692746956432,-0.0766190335312375,-0.0461522114489193,-0.232125281649344,-0.278376445742843
"tmn",-0.0373227426932074,-0.124494438940319,-0.119381880392966,-0.166750231744336,-0.23713597656803,-0.330113850553094,-0.332464239317829,-0.00577958677957972,-0.486664104983127,-0.0185180083465262,-0.205939059818963,-0.0723874137728513,-0.326682942621081,-0.279907306443809,-0.264303630008038,-0.22143581123554,-0.106682072563494
"tmp",-0.0996702284714794,-0.118595919459147,-0.127487826570423,-0.1560818667912,-0.262257208233604,-0.307138715780765,-0.408496491479387,-0.121999436260171,-0.50855365598325,-0.039934595627533,-0.198629958831081,-0.112080114247917,-0.299113115442564,-0.261218025002924,-0.256342138447882,-0.226432325038587,-0.110307254669239
"tmx",-0.129189202662527,-0.107472551651564,-0.176883234969901,-0.231879998988451,-0.275959229811318,-0.353737936547831,-0.413160986119877,-0.200360929347002,-0.499195268463756,-0.0720537955527146,-0.21535160829209,-0.129365289866934,-0.226772916885565,-0.258012706800668,-0.185331083443326,-0.229546243126923,-0.212408823058538
"vap",-0.104701416600154,-0.162171185954604,-0.215527337181818,-0.316310325275087,-0.313945002044699,-0.332383473011498,-0.336851184229427,-0.153708203979798,-0.502690811728609,-0.0571008731287555,-0.126165597444391,-0.0922175320288544,-0.132411138916257,-0.390127163703004,-0.28759611903696,-0.194560719116117,-0.105198034431311
"wet",-0.315028135492049,-0.238451860351174,-0.0601691374918899,-0.183703419556785,-0.165223258965413,-0.178210576497837,-0.370219468110525,-0.110142329504531,-0.487810230399052,-0.378648513237581,-0.0315400420373023,-0.0523580509642251,-0.138302490310091,-0.0354058403754846,-0.0642432246289851,-0.214612654278879,-0.247440820171586
"PDSI_prewhiten",-0.371377869881942,-0.282096842864126,0.0242182896636466,-0.145860779205676,-0.279568627887767,-0.226124126686639,-0.342436905664433,-0.187327600091495,-0.357339676833801,-0.39243652492709,-0.00259486996129549,-0.031566205087074,-0.324346865877424,-0.03291639253979,-0.0564622645369296,-0.141228673640023,-0.103679543783245
