 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000       0.00275         0.00047         0.00192
  0.01087       0.00761         0.00106         0.00454
  0.02174       0.02463         0.00349         0.01435
  0.03261       0.02875         0.00399         0.01615
  0.04348       0.02744         0.00449         0.01675
  0.05435       0.02502         0.00428         0.01538
  0.06522       0.00976         0.00184         0.00620
  0.07609       0.00612         0.00129         0.00366
  0.08696       0.01638         0.00417         0.01060
  0.09783       0.01853         0.00527         0.01288
  0.10870       0.01267         0.00524         0.01133
  0.11957       0.01105         0.00562         0.01104
  0.13043       0.00592         0.00343         0.00606
  0.14130       0.00418         0.00229         0.00370
  0.15217       0.00517         0.00259         0.00378
  0.16304       0.00623         0.00338         0.00462
  0.17391       0.00445         0.00286         0.00360
  0.18478       0.00187         0.00156         0.00188
  0.19565       0.00288         0.00189         0.00200
  0.20652       0.00419         0.00250         0.00253
  0.21739       0.00322         0.00250         0.00236
  0.22826       0.00292         0.00233         0.00210
  0.23913       0.00475         0.00409         0.00339
  0.25000       0.00328         0.00309         0.00250
  0.26087       0.00148         0.00164         0.00114
  0.27174       0.00217         0.00238         0.00170
  0.28261       0.00169         0.00207         0.00138
  0.29348       0.00190         0.00227         0.00145
  0.30435       0.00172         0.00233         0.00140
  0.31522       0.00076         0.00124         0.00072
  0.32609       0.00054         0.00117         0.00060
  0.33696       0.00196         0.00369         0.00203
  0.34783       0.00354         0.00607         0.00323
  0.35870       0.00258         0.00458         0.00235
  0.36957       0.00078         0.00169         0.00080
  0.38043       0.00057         0.00108         0.00052
  0.39130       0.00175         0.00367         0.00174
  0.40217       0.00199         0.00420         0.00201
  0.41304       0.00114         0.00334         0.00152
  0.42391       0.00115         0.00293         0.00132
  0.43478       0.00217         0.00474         0.00207
  0.44565       0.00260         0.00547         0.00244
  0.45652       0.00085         0.00185         0.00082
  0.46739       0.00054         0.00115         0.00052
  0.47826       0.00069         0.00171         0.00069
  0.48913       0.00185         0.00441         0.00189
  0.50000       0.00300         0.00687         0.00296
