"variable","prev.apr","prev.may","prev.jun","prev.jul","prev.aug","prev.sep","prev.oct","prev.nov","prev.dec","curr.jan","curr.feb","curr.mar","curr.apr","curr.may","curr.jun","curr.jul","curr.aug"
"cld",1,7,1,2,0,1,4,5,1,1,0,4,0,1,1,1,0
"dtr",0,3,0,0,0,4,1,5,0,1,0,1,0,2,0,0,2
"pet",0,4,0,0,0,2,0,3,1,1,0,1,0,1,0,3,0
"PETminusPRE",0,1,0,0,1,3,4,2,0,0,0,0,0,3,0,0,2
"pre",0,0,0,0,0,3,5,1,0,0,1,1,0,3,0,0,2
"tmn",0,1,1,0,0,2,0,0,0,0,0,1,1,0,1,2,1
"tmp",0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,1,2
"tmx",0,2,1,0,0,2,0,0,2,0,1,1,1,0,0,0,2
"vap",0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0
"wet",1,3,0,0,0,2,3,2,1,0,0,1,0,6,0,1,1
"PDSI_prewhiten",1,2,0,1,0,2,0,1,1,0,1,1,0,3,0,2,1
