"variable","prev.apr","prev.may","prev.jun","prev.jul","prev.aug","prev.sep","prev.oct","prev.nov","prev.dec","curr.jan","curr.feb","curr.mar","curr.apr","curr.may","curr.jun","curr.jul","curr.aug"
"cld",12,1,5,6,13,13,0,12,9,3,7,13,5,11,10,6,6
"dtr",2,14,2,3,6,3,13,2,0,5,1,1,12,3,3,4,1
"pet",2,12,5,9,6,1,10,2,2,11,2,1,10,2,3,0,1
"PETminusPRE",3,12,6,5,10,3,12,1,10,7,3,3,6,1,1,1,3
"pre",10,3,7,9,1,10,2,13,2,7,11,8,8,13,13,10,11
"tmn",12,10,5,13,7,7,2,14,3,12,7,1,5,2,10,0,8
"tmp",8,12,3,12,8,5,3,11,3,12,3,1,6,2,10,0,5
"tmx",3,12,3,10,7,3,5,2,2,11,2,1,6,1,8,0,2
"vap",14,9,1,9,5,12,2,14,4,11,8,3,1,2,11,5,12
"wet",10,1,6,12,10,9,2,13,3,6,11,9,10,13,13,8,11
"PDSI_prewhiten",7,1,9,11,6,9,1,11,5,6,11,13,10,10,12,10,12
