 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000      -0.00007        -0.00004        -0.00002
  0.01389       0.01255         0.00489         0.01196
  0.02778       0.05923         0.02214         0.05308
  0.04167       0.07286         0.02974         0.07307
  0.05556       0.03117         0.01378         0.03468
  0.06944       0.01574         0.00551         0.01479
  0.08333       0.04742         0.01545         0.03945
  0.09722       0.04575         0.01618         0.04051
  0.11111       0.01787         0.00850         0.01994
  0.12500       0.00535         0.00215         0.00524
  0.13889       0.01369         0.00699         0.01143
  0.15278       0.03408         0.01745         0.02709
  0.16667       0.03298         0.02049         0.02689
  0.18056       0.02360         0.01857         0.02091
  0.19444       0.01400         0.01100         0.01049
  0.20833       0.01056         0.00758         0.00568
  0.22222       0.01531         0.01350         0.00897
  0.23611       0.01732         0.01912         0.01234
  0.25000       0.01033         0.01733         0.01032
  0.26389       0.00667         0.01104         0.00617
  0.27778       0.00816         0.01038         0.00493
  0.29167       0.00703         0.01068         0.00502
  0.30556       0.00405         0.00762         0.00341
  0.31944       0.00894         0.00993         0.00466
  0.33333       0.00743         0.01130         0.00526
  0.34722       0.01109         0.02321         0.01143
  0.36111       0.01299         0.02419         0.01225
  0.37500       0.00564         0.01033         0.00533
  0.38889       0.00598         0.00592         0.00317
  0.40278       0.00624         0.00745         0.00477
  0.41667       0.00427         0.01057         0.00742
  0.43056       0.00733         0.01056         0.00838
  0.44444       0.01916         0.01790         0.01564
  0.45833       0.01956         0.01619         0.01459
  0.47222       0.01541         0.01087         0.01112
  0.48611       0.02143         0.01549         0.01666
  0.50000       0.01676         0.01239         0.01383
