 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000      -0.00251        -0.00007        -0.00141
  0.01190       0.00904         0.00109         0.00817
  0.02381       0.09797         0.01107         0.08719
  0.03571       0.14530         0.01693         0.13403
  0.04762       0.09396         0.01398         0.09043
  0.05952       0.05281         0.01038         0.05512
  0.07143       0.02581         0.00561         0.02528
  0.08333       0.01594         0.00440         0.01445
  0.09524       0.01361         0.00373         0.01059
  0.10714       0.00660         0.00190         0.00535
  0.11905       0.00173         0.00185         0.00385
  0.13095       0.00110         0.00150         0.00212
  0.14286       0.00539         0.00412         0.00492
  0.15476       0.00987         0.00585         0.00758
  0.16667       0.01146         0.00693         0.00834
  0.17857       0.01365         0.00819         0.00957
  0.19048       0.00646         0.00403         0.00453
  0.20238       0.00363         0.00289         0.00326
  0.21429       0.00316         0.00377         0.00322
  0.22619       0.00365         0.00452         0.00355
  0.23810       0.00343         0.00302         0.00227
  0.25000       0.00372         0.00264         0.00184
  0.26190       0.00464         0.00435         0.00296
  0.27381       0.00476         0.00469         0.00357
  0.28571       0.00292         0.00455         0.00265
  0.29762       0.00222         0.00466         0.00231
  0.30952       0.00264         0.00494         0.00225
  0.32143       0.00239         0.00415         0.00198
  0.33333       0.00157         0.00344         0.00155
  0.34524       0.00101         0.00293         0.00123
  0.35714       0.00076         0.00227         0.00077
  0.36905       0.00146         0.00311         0.00103
  0.38095       0.00192         0.00423         0.00159
  0.39286       0.00498         0.01165         0.00512
  0.40476       0.00731         0.01688         0.00735
  0.41667       0.00473         0.00910         0.00432
  0.42857       0.00234         0.00445         0.00191
  0.44048       0.00402         0.00864         0.00337
  0.45238       0.00268         0.00674         0.00222
  0.46429       0.00169         0.00481         0.00164
  0.47619       0.00116         0.00287         0.00118
  0.48810       0.00295         0.00843         0.00338
  0.50000       0.00411         0.01335         0.00506
