"season","Summary_type","Species","PCP","PDSI","PDSI_prewhiten","PHDI","PHDI_prewhiten","PMDI","PMDI_prewhiten","SP01","TAVG","TMAX","TMIN","ZNDX"
"all_seasons","Sum of all absolute correlations","All",25.2595158859205,32.1033966857439,25.4608096796968,33.9947815304915,26.9662126562459,33.4522252821958,25.3710204525141,25.9659542186682,22.3301148863127,27.5398220080138,17.3443745358174,27.9662567900986
"all_seasons","Count of Significant correlations","All",37,51,39,56,36,55,34,34,24,40,9,42
"all_seasons","Sum of absolute significant correlations","All",9.7431282802284,14.3166184282746,10.1170939006781,15.427347734318,9.28180768035893,15.4689941912226,9.14614656462393,9.52483439459533,5.90473581550132,10.0060985097027,2.08679325685196,11.8632886847557
"curr_growing_season_only","Sum of all absolute correlations","All",8.74688113657418,11.7026907038393,9.42212631509223,10.9794779311988,9.1775001356483,11.8340043988282,9.11925286151156,9.67159906019775,8.43880806716678,10.3217959500262,5.48300821966013,10.9189367685525
"curr_growing_season_only","Count of Significant correlations","All",20,25,24,24,18,27,19,19,19,23,6,23
"curr_growing_season_only","Sum of absolute significant correlations","All",5.24413782911887,7.80000551665298,6.14550346114707,7.34649728847833,4.82215937229919,8.45963565179731,5.18107905146397,5.56348251848579,4.77243466757097,6.16559126244514,1.40842906053791,6.96712507441426
