"variable","prev.apr","prev.may","prev.jun","prev.jul","prev.aug","prev.sep","prev.oct","prev.nov","prev.dec","curr.jan","curr.feb","curr.mar","curr.apr","curr.may","curr.jun","curr.jul","curr.aug"
"cld",-0.0562339973201079,-0.473325763899374,-0.228562567255841,-0.273567017053248,-0.0894622533055786,-0.121012431568293,-0.231875283197217,-0.304247833713934,-0.0719889878095743,-0.170849307726428,-0.0916836024370502,-0.111350329019335,-0.159880030008279,-0.00880222224403114,0.0249123793747256,-0.0709548789538306,-0.0982970801708349
"deficit",-0.169416274741231,-0.00664684569406666,-0.226763413539955,-0.0853667526735104,-0.324980106523279,-0.337392180248053,-0.0730459708726413,-0.301269408922672,-0.149287936869607,-0.0937980154440813,-0.203197332684893,-0.253901747129885,-0.278744446596823,-0.327632397322413,-0.272886654564339,-0.43059975528792,-0.333317376348428
"dtr",-0.120083232966608,0.0752193871371587,-0.0643425298771074,-0.123685371693527,-0.274378454112743,-0.280074582375884,-0.268011412242106,-0.287066600829887,-0.242793741223723,-0.209436149755482,-0.28111310627787,-0.311774069865811,-0.255491812173766,-0.273154228432556,-0.197455669467588,-0.311634444712534,-0.251277298717156
"pet",-0.141460992146002,-0.0209752025393701,-0.116646866541728,-0.0378283088488559,-0.320076475381722,-0.25351672917076,-0.248885164346987,-0.390453898748943,-0.244849035589938,-0.133104088741781,-0.259758805301356,-0.232126687691629,-0.172233302779113,-0.30817553658959,-0.314803266094369,-0.347513183175068,-0.3057750987551
"pre",-0.086296908398486,-0.368689629769144,-0.199773087911941,-0.173254661436562,-0.0312160203708805,-0.0382325439807553,-0.209810574205057,-0.238368114454984,-0.0679269377244574,-0.272773630416051,-0.119217790216637,-0.0653032460560877,-0.157970463576683,0.0470533064390434,0.0172068656498429,-0.0295602900962063,0.0618856698389213
"tmn",-0.151101667771504,-0.192044304915489,-0.139307106740362,-0.0943006654655153,-0.0239881420112026,-0.106787616115041,-0.147553862649064,-0.0931101293067447,-0.162570098681475,-0.162853670432785,-0.15710071086201,-0.119815106760796,-0.0995019133297507,-0.26863767938771,-0.254114006845057,-0.272949636165361,-0.255924023756334
"tmp",-0.12893099866694,-0.142161909672669,-0.118728324578771,-0.078220527281923,-0.124898294131933,-0.136382947296624,-0.153829237550907,-0.188196762115968,-0.216184603183065,-0.186453446327037,-0.174921992061799,-0.190345518886609,-0.10652210126028,-0.280290236070475,-0.305819500395029,-0.283762528915599,-0.286422626985018
"tmx",-0.101310932856749,-0.0779995530771958,-0.106916203710169,-0.0653688135969218,-0.231909256760901,-0.20973800635141,-0.204030896711099,-0.230855295473472,-0.241988217748663,-0.208180971380153,-0.20043123647479,-0.23804242952428,-0.170879450718354,-0.304068835980388,-0.295301964327995,-0.341914050963121,-0.285913673310437
"vap",-0.0763647119786723,-0.175927473331296,-0.0473590712946647,-0.0986242674771775,-0.0359416459185375,-0.0819257841707181,-0.099129061755633,-0.0133689487529705,-0.162688566597857,-0.236495599905914,-0.0969271876514838,-0.117619068298291,-0.0533935980300191,-0.236729447145999,-0.172110882721861,-0.190761014641549,-0.198592903412125
"wet",-0.0915505830486703,-0.412173480178408,-0.191401254967603,-0.106085868103712,-0.0428384363755017,-0.0458015189162221,-0.157801081176976,-0.204159844359788,-0.0833497447882441,-0.298451189496753,-0.153598875210933,-0.0682354342947777,-0.134168444939092,0.0517985299153885,0.0069135860293196,-0.0187389221604839,0.0748352265401477
"PDSI_prewhiten",-0.0952120906861955,-0.405218012584681,-0.201285655361721,-0.0581429408822313,-0.0653709188434622,0.0116555800833761,-0.120667297359822,-0.197445466724809,-0.154437722879868,-0.206109584415235,-0.116888158927202,-0.123055831306831,-0.0990439891712667,-0.0741765635164039,-0.0480471741257869,-0.0298149672739122,0.0836752332507487
