year	num	seg	age	raw	std	res	ars
   1877	   1.	 133.000	   1.000	   1.071	   1.036	   1.014	   1.018
   1878	   1.	 133.000	   2.000	   0.912	   0.980	   0.949	   0.960
   1879	   1.	 133.000	   3.000	   0.813	   0.942	   0.951	   0.938
   1880	   1.	 133.000	   4.000	   0.864	   0.946	   0.988	   0.965
   1881	   1.	 133.000	   5.000	   1.114	   1.008	   1.051	   1.039
   1882	   1.	 133.000	   6.000	   1.348	   1.066	   1.063	   1.083
   1883	   1.	 133.000	   7.000	   1.794	   1.190	   1.139	   1.179
   1884	   1.	 133.000	   8.000	   1.707	   1.152	   1.009	   1.091
   1885	   2.	 129.000	   5.000	   1.240	   0.979	   0.894	   0.937
   1886	   4.	 128.250	   3.500	   1.608	   1.112	   1.075	   1.051
   1887	   4.	 128.250	   4.500	   1.368	   0.975	   0.930	   0.955
   1888	   4.	 128.250	   5.500	   0.928	   0.822	   0.863	   0.847
   1889	   4.	 128.250	   6.500	   0.847	   0.799	   0.962	   0.898
   1890	   4.	 128.250	   7.500	   1.127	   0.869	   1.016	   0.976
   1891	   4.	 128.250	   8.500	   1.817	   1.155	   1.078	   1.071
   1892	   4.	 128.250	   9.500	   2.245	   1.245	   1.138	   1.173
   1893	   4.	 128.250	  10.500	   1.799	   1.039	   0.929	   1.008
   1894	   5.	 125.800	   9.400	   2.285	   1.081	   1.060	   1.067
   1895	   5.	 125.800	  10.400	   2.422	   1.239	   1.180	   1.213
   1896	   5.	 125.800	  11.400	   2.037	   1.089	   0.916	   1.012
   1897	   5.	 125.800	  12.400	   2.125	   1.027	   1.011	   1.019
   1898	   5.	 125.800	  13.400	   1.932	   1.100	   0.873	   0.885
   1899	   5.	 125.800	  14.400	   1.616	   0.956	   0.856	   0.809
   1900	   5.	 125.800	  15.400	   1.908	   1.071	   1.118	   1.038
   1901	   5.	 125.800	  16.400	   1.765	   1.021	   0.984	   1.004
   1902	   6.	 122.833	  14.667	   2.160	   1.150	   1.054	   1.059
   1903	   7.	 120.571	  13.571	   2.061	   1.153	   0.956	   0.985
   1904	   9.	 117.333	  11.556	   2.337	   1.180	   1.093	   1.090
   1905	   9.	 117.333	  12.556	   2.463	   1.140	   0.980	   1.022
   1906	   9.	 117.333	  13.556	   2.328	   0.998	   0.953	   0.966
   1907	   9.	 117.333	  14.556	   2.067	   0.858	   0.873	   0.862
   1908	   9.	 117.333	  15.556	   1.739	   0.764	   0.849	   0.792
   1909	   9.	 117.333	  16.556	   1.711	   0.734	   0.887	   0.800
   1910	  10.	 115.600	  15.900	   1.926	   0.773	   0.928	   0.845
   1911	  10.	 115.600	  16.900	   1.613	   0.657	   0.787	   0.723
   1912	  10.	 115.600	  17.900	   2.145	   0.879	   1.111	   0.993
   1913	  10.	 115.600	  18.900	   1.893	   0.767	   0.874	   0.875
   1914	  11.	 113.818	  18.182	   1.951	   0.827	   0.952	   0.901
   1915	  11.	 113.818	  19.182	   2.528	   1.090	   1.156	   1.116
   1916	  11.	 113.818	  20.182	   2.761	   1.172	   1.100	   1.154
   1917	  14.	 109.357	  16.857	   3.162	   1.103	   1.031	   1.102
   1918	  14.	 109.357	  17.857	   2.678	   0.952	   0.874	   0.922
   1919	  14.	 109.357	  18.857	   2.794	   0.994	   1.074	   1.044
   1920	  14.	 109.357	  19.857	   3.206	   1.106	   1.048	   1.071
   1921	  14.	 109.357	  20.857	   3.146	   1.073	   1.007	   1.041
   1922	  17.	 105.588	  18.176	   3.035	   1.049	   0.997	   1.019
   1923	  18.	 104.556	  18.167	   2.522	   0.857	   0.795	   0.807
   1924	  18.	 104.556	  19.167	   3.180	   1.041	   1.114	   1.033
   1925	  19.	 103.526	  19.158	   2.592	   0.847	   0.849	   0.867
