year	num	seg	age	raw	std	res	ars
   1870	   1.	 140.000	   1.000	   2.416	   0.985	   0.994	   0.986
   1871	   1.	 140.000	   2.000	   1.947	   0.824	   0.827	   0.817
   1872	   1.	 140.000	   3.000	   2.144	   0.879	   1.007	   0.889
   1873	   1.	 140.000	   4.000	   2.309	   0.925	   1.004	   0.931
   1874	   1.	 140.000	   5.000	   1.908	   0.785	   0.821	   0.779
   1875	   1.	 140.000	   6.000	   1.694	   0.708	   0.845	   0.711
   1876	   1.	 140.000	   7.000	   2.546	   0.981	   1.223	   1.035
   1877	   1.	 140.000	   8.000	   3.280	   1.238	   1.279	   1.307
   1878	   1.	 140.000	   9.000	   3.754	   1.415	   1.280	   1.482
   1879	   1.	 140.000	  10.000	   3.520	   1.325	   1.042	   1.332
   1880	   2.	 135.000	   6.000	   2.234	   1.044	   0.962	   1.158
   1881	   2.	 135.000	   7.000	   2.333	   1.034	   1.010	   1.102
   1882	   2.	 135.000	   8.000	   2.497	   1.012	   0.988	   1.047
   1883	   2.	 135.000	   9.000	   2.394	   0.962	   0.952	   0.976
   1884	   2.	 135.000	  10.000	   2.251	   0.929	   0.952	   0.933
   1885	   2.	 135.000	  11.000	   1.967	   0.806	   0.839	   0.798
   1886	   2.	 135.000	  12.000	   2.196	   0.836	   0.967	   0.838
   1887	   2.	 135.000	  13.000	   2.012	   0.733	   0.822	   0.725
   1888	   2.	 135.000	  14.000	   2.224	   0.762	   0.940	   0.767
   1889	   2.	 135.000	  15.000	   3.027	   0.909	   1.082	   0.931
   1890	   2.	 135.000	  16.000	   3.604	   1.082	   1.164	   1.119
   1891	   2.	 135.000	  17.000	   3.854	   1.169	   1.124	   1.197
   1892	   2.	 135.000	  18.000	   3.339	   0.980	   0.857	   0.971
   1893	   2.	 135.000	  19.000	   3.485	   0.996	   1.023	   1.001
   1894	   2.	 135.000	  20.000	   4.204	   1.208	   1.246	   1.250
   1895	   2.	 135.000	  21.000	   4.327	   1.236	   1.098	   1.251
   1896	   2.	 135.000	  22.000	   4.198	   1.217	   1.068	   1.219
   1897	   2.	 135.000	  23.000	   4.209	   1.181	   1.043	   1.174
   1898	   2.	 135.000	  24.000	   3.900	   1.020	   0.902	   1.002
   1899	   2.	 135.000	  25.000	   3.547	   0.963	   0.960	   0.957
   1900	   2.	 135.000	  26.000	   3.513	   0.890	   0.914	   0.884
   1901	   2.	 135.000	  27.000	   4.207	   1.154	   1.260	   1.189
   1902	   2.	 135.000	  28.000	   3.901	   1.111	   0.996	   1.107
   1903	   2.	 135.000	  29.000	   4.419	   1.291	   1.231	   1.303
   1904	   2.	 135.000	  30.000	   4.117	   1.162	   0.962	   1.141
   1905	   2.	 135.000	  31.000	   3.813	   1.035	   0.939	   1.020
   1906	   3.	 124.667	  21.667	   2.278	   0.834	   0.852	   0.861
   1907	   3.	 124.667	  22.667	   2.836	   0.742	   1.106	   1.015
   1908	   4.	 119.000	  18.000	   3.139	   1.008	   1.060	   1.066
   1909	   4.	 119.000	  19.000	   2.891	   0.864	   0.927	   0.963
   1910	   4.	 119.000	  20.000	   2.927	   0.922	   1.054	   1.027
   1911	   4.	 119.000	  21.000	   2.362	   0.613	   0.677	   0.699
   1912	   4.	 119.000	  22.000	   2.878	   0.763	   1.026	   0.833
   1913	   5.	 113.800	  18.600	   3.036	   0.979	   1.039	   0.930
   1914	   6.	 110.833	  16.500	   3.197	   0.883	   0.929	   0.883
   1915	   8.	 105.250	  13.375	   3.318	   0.992	   1.061	   0.984
   1916	   8.	 105.250	  14.375	   3.857	   1.229	   1.196	   1.187
   1917	   9.	 103.889	  13.778	   3.288	   1.043	   0.964	   1.073
   1918	  11.	 101.818	  12.273	   2.686	   0.771	   0.830	   0.872
   1919	  14.	  99.429	  10.643	   2.808	   0.937	   1.161	   1.078
   1920	  16.	  98.125	  10.313	   2.522	   1.000	   0.954	   0.997
   1921	  17.	  97.588	  10.706	   3.378	   1.230	   1.228	   1.229
   1922	  22.	  95.864	   9.273	   3.728	   1.278	   1.084	   1.223
   1923	  26.	  94.769	   8.846	   3.112	   0.830	   0.789	   0.919
   1924	  30.	  94.067	   8.667	   3.435	   1.008	   1.093	   1.039
   1925	  33.	  93.242	   8.879	   2.989	   0.852	   0.835	   0.857
   1926	  35.	  92.771	   9.371	   3.078	   0.787	   0.932	   0.840
   1927	  36.	  92.500	  10.111	   3.760	   1.098	   1.175	   1.072
   1928	  38.	  91.947	  10.579	   3.592	   1.169	   1.050	   1.090
   1929	  40.	  91.400	  11.050	   3.732	   1.289	   1.141	   1.197
   1930	  43.	  90.628	  11.279	   2.819	   0.805	   0.747	   0.862
   1931	  45.	  90.200	  11.778	   2.989	   0.944	   1.055	   0.965
   1932	  46.	  90.065	  12.522	   2.873	   0.782	   0.873	   0.849
   1933	  50.	  89.320	  12.520	   2.878	   0.731	   0.893	   0.799
   1934	  50.	  89.320	  13.520	   2.953	   0.777	   0.944	   0.816
   1935	  52.	  88.750	  14.000	   3.182	   0.959	   1.066	   0.947
   1936	  54.	  88.204	  14.481	   3.166	   0.971	   0.973	   0.936
   1937	  56.	  87.875	  14.964	   3.260	   1.068	   1.053	   1.010
   1938	  58.	  87.328	  15.448	   3.289	   1.109	   1.067	   1.069
   1939	  60.	  86.783	  15.933	   2.824	   0.750	   0.803	   0.843
   1940	  63.	  86.000	  16.175	   3.082	   1.012	   1.142	   1.040
   1941	  63.	  86.000	  17.175	   3.178	   1.034	   1.024	   1.045
   1942	  64.	  85.781	  17.906	   3.144	   1.091	   1.055	   1.079
   1943	  66.	  85.227	  18.364	   2.791	   0.819	   0.830	   0.875
   1944	  67.	  84.940	  19.090	   2.742	   0.855	   0.971	   0.890
   1945	  68.	  84.662	  19.809	   3.201	   1.180	   1.256	   1.188
   1946	  69.	  84.420	  20.522	   2.885	   1.033	   0.940	   1.049
   1947	  70.	  84.114	  21.229	   2.979	   1.165	   1.143	   1.172
   1948	  71.	  83.803	  21.930	   3.163	   1.262	   1.156	   1.263
   1949	  73.	  83.068	  22.329	   3.374	   1.385	   1.224	   1.394
   1950	  81.	  80.877	  21.123	   3.008	   1.167	   0.970	   1.203
   1951	  81.	  80.877	  22.123	   2.973	   1.138	   1.039	   1.161
   1952	  83.	  80.325	  22.590	   2.798	   1.051	   0.947	   1.040
   1953	  88.	  78.920	  22.307	   2.635	   0.948	   0.935	   0.956
   1954	  93.	  77.688	  22.108	   2.454	   0.933	   0.962	   0.930
   1955	  96.	  76.979	  22.417	   2.519	   1.029	   1.084	   1.037
   1956	  97.	  76.825	  23.186	   2.654	   1.084	   1.062	   1.081
   1957	  98.	  76.643	  23.949	   2.547	   1.014	   0.969	   1.014
   1958	  98.	  76.643	  24.949	   2.735	   1.165	   1.186	   1.195
   1959	  99.	  76.455	  25.697	   2.255	   0.900	   0.795	   0.909
   1960	 101.	  75.931	  26.188	   2.427	   1.111	   1.210	   1.152
   1961	 101.	  75.931	  27.188	   2.373	   1.059	   0.984	   1.073
   1962	 102.	  75.657	  27.922	   2.239	   1.024	   1.010	   1.050
   1963	 102.	  75.657	  28.922	   2.037	   0.920	   0.899	   0.925
   1964	 103.	  75.369	  29.641	   1.689	   0.758	   0.788	   0.745
   1965	 104.	  75.077	  30.356	   1.447	   0.665	   0.794	   0.643
   1966	 104.	  75.077	  31.356	   1.150	   0.516	   0.677	   0.482
   1967	 104.	  75.077	  32.356	   1.394	   0.668	   0.973	   0.642
   1968	 104.	  75.077	  33.356	   1.740	   0.828	   1.048	   0.817
   1969	 104.	  75.077	  34.356	   1.718	   0.849	   0.957	   0.840
   1970	 105.	  74.743	  35.029	   2.227	   1.018	   1.140	   1.036
   1971	 106.	  74.406	  35.698	   2.226	   1.004	   0.968	   0.986
   1972	 106.	  74.406	  36.698	   2.541	   1.145	   1.174	   1.165
   1973	 106.	  74.406	  37.698	   2.553	   1.188	   1.109	   1.210
   1974	 106.	  74.406	  38.698	   2.510	   1.200	   1.084	   1.211
   1975	 106.	  74.406	  39.698	   2.387	   1.125	   1.000	   1.124
   1976	 106.	  74.406	  40.698	   2.291	   1.087	   1.021	   1.094
