 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000      -0.00049         0.00036         0.00324
  0.01020       0.00258         0.00057         0.00464
  0.02041       0.01096         0.00192         0.01019
  0.03061       0.02787         0.00450         0.02478
  0.04082       0.03990         0.00763         0.03892
  0.05102       0.03039         0.00669         0.03235
  0.06122       0.02061         0.00602         0.02567
  0.07143       0.01995         0.00839         0.02938
  0.08163       0.04116         0.01391         0.04175
  0.09184       0.04111         0.01295         0.03771
  0.10204       0.01051         0.00439         0.01214
  0.11224       0.00737         0.00227         0.00454
  0.12245       0.01029         0.00349         0.00588
  0.13265       0.01025         0.00341         0.00515
  0.14286       0.01994         0.00782         0.01211
  0.15306       0.03068         0.01460         0.02195
  0.16327       0.01880         0.01090         0.01525
  0.17347       0.00536         0.00462         0.00545
  0.18367       0.00398         0.00315         0.00253
  0.19388       0.00834         0.00498         0.00436
  0.20408       0.00940         0.00554         0.00531
  0.21429       0.00625         0.00380         0.00382
  0.22449       0.00449         0.00412         0.00362
  0.23469       0.00628         0.00575         0.00461
  0.24490       0.01153         0.00869         0.00656
  0.25510       0.01393         0.00877         0.00699
  0.26531       0.00979         0.00675         0.00496
  0.27551       0.00490         0.00529         0.00309
  0.28571       0.00312         0.00432         0.00248
  0.29592       0.00377         0.00403         0.00258
  0.30612       0.00308         0.00320         0.00179
  0.31633       0.00471         0.00576         0.00320
  0.32653       0.00612         0.00724         0.00417
  0.33673       0.00571         0.00669         0.00408
  0.34694       0.00281         0.00428         0.00228
  0.35714       0.00222         0.00394         0.00189
  0.36735       0.00461         0.00550         0.00278
  0.37755       0.00485         0.00483         0.00250
  0.38776       0.00449         0.00876         0.00371
  0.39796       0.00440         0.01085         0.00430
  0.40816       0.00308         0.00586         0.00260
  0.41837       0.00346         0.00597         0.00277
  0.42857       0.00480         0.00947         0.00388
  0.43878       0.00633         0.01097         0.00438
  0.44898       0.00428         0.00738         0.00293
  0.45918       0.00259         0.00516         0.00226
  0.46939       0.00165         0.00249         0.00115
  0.47959       0.00119         0.00244         0.00111
  0.48980       0.00133         0.00412         0.00167
  0.50000       0.00139         0.00503         0.00182
