 num = number of series             ident = series identification
 ify = first year of time series      ily = last year of time series
 yfp = years from pith for rcs        itn = transform (>3 = power*1000)
 idt = series detrending options      ips = series ar model order options
 isb = stabilize variance options     icu = use (1) or do not use (0)
 ics = save (1) or do not save (0)    cpa = common period analysis series
                   -- do not delete these lines --
 num  ident      ify   ily   yfp   itn   idt   ips   isb   icu   ics   cpa
   1  12490     1940  2009     0     4    50     0     0     1     1     1
   2  22545     1922  2009     0     4    50     0     0     1     1     2
   3  22604     1964  2009     0     4    50     0     0     1     1     0
   4  32189     1936  2009     0     4    50     0     0     1     1     4
   5  42544     1944  2009     0     4    50     0     0     1     1     5
   6  50406     1939  2009     0     4    50     0     0     1     1     6
   7  50474     1923  2009     0     4    50     0     0     1     1     7
   8  50555     1919  2009     0     4    50     0     0     1     1     8
   9  60083     1960  2009     0     4    50     0     0     1     1     0
  10  60287     1947  2009     0     4    50     0     0     1     1    10
  11  62248     1952  2009     0     4    50     0     0     1     1     0
  12  70433     1914  2009     0     4    50     0     0     1     1    12
  13  80282     1955  2009     0     4    50     0     0     1     1     0
  14  80711     1906  2009     0     4    50     0     0     1     1    14
  15  80719     1915  2009     0     4    50     0     0     1     1    15
  16  82218     1919  2009     0     4    50     0     0     1     1    16
  17  90287     1920  2009     0     4    50     0     0     1     1    17
  18  90645     1954  2009     0     4    50     0     0     1     1     0
  19  91377     1927  2009     0     4    50     0     0     1     1    19
  20  92493     1917  2009     0     4    50     0     0     1     1    20
  21  102412    1929  2009     0     4    50     0     0     1     1    21
  22  110128    1953  2009     0     4    50     0     0     1     1     0
  23  110379    1970  2009     0     4    50     0     0     1     1     0
  24  110791    1925  2009     0     4    50     0     0     1     1    24
  25  110798    1933  2009     0     4    50     0     0     1     1    24
  26  110914    1925  2009     0     4    50     0     0     1     1    25
  27  110950    1938  2009     0     4    50     0     0     1     1    26
  28  111014    1926  2008     0     4    50     0     0     1     1    27
  29  111030    1923  2009     0     4    50     0     0     1     1    28
  30  111051    1923  2009     0     4    50     0     0     1     1    29
  31  111134    1918  2005     0     4    50     0     0     1     1    30
  32  121212    1908  2009     0     4    50     0     0     1     1    31
  33  121284    1922  2009     0     4    50     0     0     1     1    32
  34  121442    1952  2009     0     4    50     0     0     1     1     0
  35  131017    1950  2009     0     4    50     0     0     1     1    34
  36  131080    1930  2009     0     4    50     0     0     1     1    35
  37  131304    1930  2009     0     4    50     0     0     1     1    36
  38  140735    1939  2009     0     4    50     0     0     1     1    37
  39  160665    1954  2009     0     4    50     0     0     1     1     0
  40  160777    1949  2009     0     4    50     0     0     1     1    39
  41  160930    1925  2009     0     4    50     0     0     1     1    40
  42  170994    1960  2009     0     4    50     0     0     1     1     0
  43  172229    1880  2009     0     4    50     0     0     1     1    42
  44  180751    1943  2009     0     4    50     0     0     1     1    43
  45  180794    1948  2009     0     4    50     0     0     1     1    44
  46  190018    1953  2009     0     4    50     0     0     1     1     0
  47  190438    1936  2009     0     4    50     0     0     1     1    46
  48  200038    1955  2009     0     4    50     0     0     1     1     0
  49  200168    1950  2009     0     4    50     0     0     1     1    48
  50  200389    1950  2009     0     4    50     0     0     1     1    49
  51  200988    1954  2009     0     4    50     0     0     1     1     0
  52  202162    1980  2009     0     4    50     0     0     1     1     0
  53  12369A    1953  2013     0     4    50     0     0     1     1     0
  54  20804A    1913  2005     0     4    50     0     0     1     1    53
  55  42250A    1924  2014     0     4    50     0     0     1     1    54
  56  72212A    1946  2013     0     4    50     0     0     1     1    55
  57  72345A    1933  2012     0     4    50     0     0     1     1    56
  58  82403A    1922  2013     0     4    50     0     0     1     1    57
  59  92360A    1922  2015     0     4    50     0     0     1     1    58
  60  92442A    1940  2010     0     4    50     0     0     1     1    59
  61  102470A   1931  2013     0     4    50     0     0     1     1    60
  62  122554A   1935  2009     0     4    50     0     0     1     1    61
  63  190075A   1957  2015     0     4    50     0     0     1     1     0
  64  42232A    1943  2010     0     4    50     0     0     1     1    63
  65  042565A   1933  2013     0     4    50     0     0     1     1    64
  66  90285A    1926  2012     0     4    50     0     0     1     1    65
  67  092501A   1932  2015     0     4    50     0     0     1     1    66
  68  111166A   1918  2014     0     4    50     0     0     1     1    67
  69  121017A   1956  2017     0     4    50     0     0     1     1     0
  70  131192A   1949  2001     0     4    50     0     0     1     1    69
  71  151051A   1923  2016     0     4    50     0     0     1     1    70
  72  160962A   1920  2007     0     4    50     0     0     1     1    71
  73  172220A   1959  2016     0     4    50     0     0     1     1     0
  74  200188A   1990  2017     0     4    50     0     0     1     1     0
  75  80248     1940  2009     0     4    50     0     0     1     1    73
  76  192129    1971  2009     0     4    50     0     0     1     1     0
  77  92389     1928  2009     0     4    50     0     0     1     1    75
  78  90369     1954  2009     0     4    50     0     0     1     1     0
  79  110952    1931  2009     0     4    50     0     0     1     1    26
  80  192128    1965  2009     0     4    50     0     0     1     1     0
  81  120924    1938  2009     0     4    50     0     0     1     1    77
  82  12366     1981  2009     0     4    50     0     0     1     1     0
  83  82317     1922  2009     0     4    50     0     0     1     1    79
  84  50281     1955  2009     0     4    50     0     0     1     1     0
  85  22603     1962  2009     0     4    50     0     0     1     1     0
  86  100997    1954  2009     0     4    50     0     0     1     1     0
  87  190497    1950  2010     0     4    50     0     0     1     1    83
  88  131047    1950  2009     0     4    50     0     0     1     1    84
  89  91491     1928  2009     0     4    50     0     0     1     1    85
  90  60125     1929  2009     0     4    50     0     0     1     1    86
  91  111033    1915  1996     0     4    50     0     0     1     1     0
  92  52388     1950  2009     0     4    50     0     0     1     1    87
  93  80746     1953  2000     0     4    50     0     0     1     1     0
  94  82368     1870  2009     0     4    50     0     0     1     1    89
  95  130579    1924  2009     0     4    50     0     0     1     1    90
  96  92486A    1921  2009     0     4    50     0     0     1     1    91
  97  121423A   1935  2008     0     4    50     0     0     1     1    92
  98  52237A    1937  2014     0     4    50     0     0     1     1    93
  99  70469A    1953  2007     0     4    50     0     0     1     1     0
 100  80641A    1937  2016     0     4    50     0     0     1     1    95
 101  90607A    1919  2008     0     4    50     0     0     1     1    96
 102  110899A   1933  2017     0     4    50     0     0     1     1    97
 103  112421A   1950  2010     0     4    50     0     0     1     1    98
 104  140820A   1924  2016     0     4     6     0     0     1     1    99
 105  171403A   1950  2014     0     4    50     0     0     1     1   100
 106  052246A   1945  2010     0     4    50     0     0     1     1   101
 107  82239A    1930  2010     0     4    50     0     0     1     1   102
 108  82381A    1942  2013     0     4    50     0     0     1     1   103
 109  110902r   1924  2011     0     4    50     0     0     1     1   104
