 num = number of series             ident = series identification
 ify = first year of time series      ily = last year of time series
 yfp = years from pith for rcs        itn = transform (>3 = power*1000)
 idt = series detrending options      ips = series ar model order options
 isb = stabilize variance options     icu = use (1) or do not use (0)
 ics = save (1) or do not save (0)    cpa = common period analysis series
                   -- do not delete these lines --
 num  ident      ify   ily   yfp   itn   idt   ips   isb   icu   ics   cpa
   1  161024    1870  2009     0     4   -67     0     0     1     1     1
   2  172575    1934  1999     0     4   -67     0     0     1     1     0
   3  192707    1935  2009     0     4   -67     0     0     1     1     3
   4  171421    1922  2007     0     4   -67     0     0     1     1     4
   5  12303     1946  2009     0     4   -67     0     0     1     1     5
   6  141124    1949  2007     0     4   -67     0     0     1     1     6
   7  142703    1948  2004     0     4   -67     0     0     1     1     7
   8  40934A    1943  2009     0     4   -67     0     0     1     1     8
   9  80481A    1956  2013     0     4   -67     0     0     1     1     0
  10  141255A   1960  2015     0     4   -67     0     0     1     1     0
  11  172565A   1936  2013     0     4   -67     0     0     1     1    11
  12  192666A   1934  2013     0     4   -67     0     0     1     1    12
  13  12234A    1910  2016     0     4   -67     0     0     1     1    13
  14  20040A    1956  2012     0     4   -67     0     0     1     1     0
  15  41025A    1918  2011     0     4   -67     0     0     1     1    15
  16  050025A   1957  2012     0     4   -67     0     0     1     1     0
  17  70599A    1954  2013     0     4   -67     0     0     1     1     0
  18  101259A   1896  2000     0     4   -67     0     0     1     1    18
  19  150776A   1951  2011     0     4   -67     0     0     1     1     0
  20  160001A   1983  2015     0     4   -67     0     0     1     1     0
  21  162470    1934  2013     0     4   -67     0     0     1     1    21
  22  162591A   1937  2016     0     4   -67     0     0     1     1    22
  23  172091    1954  2012     0     4   -67     0     0     1     1     0
  24  172493A   1942  2004     0     4   -67     0     0     1     1    24
  25  182455A   1937  2016     0     4   -67     0     0     1     1    25
  26  192552A   1928  2017     0     4   -67     0     0     1     1    26
  27  192568A   1949  2016     0     4   -67     0     0     1     1    27
  28  192583A   1929  2012     0     4   -67     0     0     1     1    28
  29  192594A   1953  2016     0     4   -67     0     0     1     1     0
  30  200578    1958  2017     0     4   -67     0     0     1     1     0
  31  201248A   1885  2013     0     4   -67     0     0     1     1    31
  32  202528A   1935  2011     0     4   -67     0     0     1     1    32
  33  30062     1942  2009     0     4   -67     0     0     1     1    33
  34  172542    1929  2009     0     4   -67     0     0     1     1    34
  35  202379    1870  2007     0     4   -67     0     0     1     1    35
  36  202933    1961  2010     0     4   -67     0     0     1     1     0
  37  140939A   1945  2007     0     4   -67     0     0     1     1    37
  38  182374A   1974  2017     0     4   -67     0     0     1     1     0
  39  190735A   1937  2017     0     4   -67     0     0     1     1    39
  40  192683A   1942  2012     0     4   -67     0     0     1     1    40
  41  30174A    1954  2015     0     4   -67     0     0     1     1     0
