 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000       0.00004         0.00011         0.00082
  0.01020       0.00246         0.00045         0.00274
  0.02041       0.00563         0.00125         0.00636
  0.03061       0.00420         0.00089         0.00438
  0.04082       0.00485         0.00104         0.00452
  0.05102       0.00857         0.00317         0.01135
  0.06122       0.01692         0.00733         0.02445
  0.07143       0.01956         0.00709         0.02347
  0.08163       0.01116         0.00500         0.01487
  0.09184       0.00564         0.00426         0.01181
  0.10204       0.00294         0.00156         0.00431
  0.11224       0.00608         0.00211         0.00424
  0.12245       0.00892         0.00340         0.00668
  0.13265       0.00362         0.00164         0.00327
  0.14286       0.00119         0.00085         0.00173
  0.15306       0.00095         0.00092         0.00171
  0.16327       0.00147         0.00156         0.00215
  0.17347       0.00222         0.00215         0.00259
  0.18367       0.00250         0.00182         0.00191
  0.19388       0.00127         0.00115         0.00106
  0.20408       0.00101         0.00149         0.00137
  0.21429       0.00155         0.00220         0.00225
  0.22449       0.00242         0.00317         0.00304
  0.23469       0.00265         0.00319         0.00270
  0.24490       0.00205         0.00208         0.00161
  0.25510       0.00180         0.00251         0.00173
  0.26531       0.00244         0.00313         0.00204
  0.27551       0.00297         0.00334         0.00225
  0.28571       0.00451         0.00519         0.00341
  0.29592       0.00341         0.00457         0.00287
  0.30612       0.00183         0.00308         0.00177
  0.31633       0.00303         0.00463         0.00270
  0.32653       0.00188         0.00288         0.00165
  0.33673       0.00095         0.00105         0.00061
  0.34694       0.00166         0.00183         0.00094
  0.35714       0.00197         0.00219         0.00115
  0.36735       0.00136         0.00156         0.00081
  0.37755       0.00130         0.00207         0.00097
  0.38776       0.00232         0.00520         0.00241
  0.39796       0.00269         0.00566         0.00262
  0.40816       0.00155         0.00358         0.00169
  0.41837       0.00120         0.00300         0.00144
  0.42857       0.00144         0.00188         0.00085
  0.43878       0.00211         0.00163         0.00076
  0.44898       0.00135         0.00172         0.00071
  0.45918       0.00083         0.00200         0.00079
  0.46939       0.00110         0.00206         0.00086
  0.47959       0.00162         0.00209         0.00097
  0.48980       0.00100         0.00127         0.00066
  0.50000       0.00060         0.00084         0.00046
