 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000       0.00512         0.00129         0.00738
  0.01250       0.01280         0.00424         0.01617
  0.02500       0.03159         0.01351         0.04496
  0.03750       0.02700         0.01495         0.04373
  0.05000       0.02371         0.01666         0.03870
  0.06250       0.02389         0.01440         0.02994
  0.07500       0.01357         0.00850         0.01599
  0.08750       0.00412         0.00437         0.00689
  0.10000       0.00152         0.00247         0.00259
  0.11250       0.00713         0.00626         0.00694
  0.12500       0.00861         0.00731         0.00731
  0.13750       0.00670         0.00634         0.00592
  0.15000       0.00858         0.00882         0.00789
  0.16250       0.00800         0.00832         0.00714
  0.17500       0.00328         0.00321         0.00248
  0.18750       0.00450         0.00408         0.00299
  0.20000       0.00661         0.00671         0.00541
  0.21250       0.01127         0.01182         0.00953
  0.22500       0.01617         0.01395         0.01130
  0.23750       0.01603         0.01526         0.01336
  0.25000       0.01259         0.01371         0.01179
  0.26250       0.01045         0.00817         0.00708
  0.27500       0.01287         0.00956         0.00793
  0.28750       0.00856         0.00737         0.00652
  0.30000       0.00540         0.00466         0.00439
  0.31250       0.00896         0.00760         0.00778
  0.32500       0.01205         0.01062         0.01060
  0.33750       0.00972         0.00763         0.00797
  0.35000       0.01042         0.00983         0.00922
  0.36250       0.00954         0.00978         0.00863
  0.37500       0.00511         0.00462         0.00377
  0.38750       0.00828         0.00777         0.00607
  0.40000       0.00764         0.00798         0.00617
  0.41250       0.00545         0.00699         0.00465
  0.42500       0.00938         0.01272         0.00782
  0.43750       0.01365         0.01814         0.01097
  0.45000       0.00869         0.01181         0.00686
  0.46250       0.00348         0.00570         0.00344
  0.47500       0.00485         0.00705         0.00456
  0.48750       0.00632         0.00714         0.00488
  0.50000       0.00440         0.00473         0.00328
