year	num	seg	age	raw	std	res	ars
   1891	   1.	 119.000	   1.000	   7.240	   0.901	   0.952	   0.916
   1892	   1.	 119.000	   2.000	   5.924	   0.686	   0.721	   0.699
   1893	   1.	 119.000	   3.000	   5.700	   0.682	   0.773	   0.688
   1894	   1.	 119.000	   4.000	   6.046	   0.778	   0.877	   0.755
   1895	   1.	 119.000	   5.000	   6.627	   0.934	   1.064	   0.918
   1896	   1.	 119.000	   6.000	   6.337	   0.908	   0.976	   0.883
   1897	   1.	 119.000	   7.000	   5.919	   0.853	   0.922	   0.849
   1898	   2.	 115.500	   4.500	   5.211	   0.975	   1.008	   0.943
   1899	   2.	 115.500	   5.500	   4.473	   0.786	   0.796	   0.759
   1900	   2.	 115.500	   6.500	   5.055	   0.982	   1.074	   0.979
   1901	   2.	 115.500	   7.500	   5.343	   1.119	   1.111	   1.075
   1902	   2.	 115.500	   8.500	   4.219	   0.788	   0.809	   0.797
   1903	   2.	 115.500	   9.500	   5.497	   1.266	   1.348	   1.325
   1904	   3.	 112.333	   7.333	   5.508	   0.888	   0.911	   0.978
   1905	   3.	 112.333	   8.333	   5.241	   0.905	   0.988	   0.981
   1906	   3.	 112.333	   9.333	   4.997	   1.006	   0.990	   1.024
   1907	   4.	 109.750	   8.000	   4.722	   1.030	   1.057	   1.060
   1908	   4.	 109.750	   9.000	   4.847	   1.086	   1.067	   1.085
   1909	   4.	 109.750	  10.000	   4.419	   0.960	   0.962	   0.991
   1910	   4.	 109.750	  11.000	   4.604	   1.034	   1.030	   1.044
   1911	   4.	 109.750	  12.000	   4.249	   0.813	   0.825	   0.848
   1912	   4.	 109.750	  13.000	   4.689	   1.122	   1.182	   1.152
   1913	   5.	 107.200	  11.400	   4.283	   1.253	   1.257	   1.312
   1914	   7.	 103.143	   9.143	   4.030	   0.874	   0.951	   1.020
   1915	   9.	 101.333	   8.111	   4.627	   1.123	   1.147	   1.214
   1916	  10.	 100.600	   8.300	   4.817	   1.477	   1.411	   1.578
   1917	  10.	 100.600	   9.300	   4.125	   1.048	   0.998	   1.163
   1918	  11.	  99.818	   9.455	   3.235	   0.754	   0.743	   0.862
