 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000      -0.00099        -0.00009         0.00023
  0.01020       0.00529         0.00030         0.00386
  0.02041       0.04180         0.00285         0.02468
  0.03061       0.08041         0.00592         0.04669
  0.04082       0.05839         0.00532         0.03612
  0.05102       0.03181         0.00499         0.02660
  0.06122       0.02710         0.00524         0.02247
  0.07143       0.02001         0.00429         0.01466
  0.08163       0.01519         0.00500         0.01294
  0.09184       0.01438         0.00598         0.01487
  0.10204       0.00725         0.00316         0.00718
  0.11224       0.00280         0.00106         0.00187
  0.12245       0.00164         0.00070         0.00123
  0.13265       0.00214         0.00115         0.00169
  0.14286       0.00582         0.00371         0.00477
  0.15306       0.00940         0.00619         0.00753
  0.16327       0.00692         0.00577         0.00624
  0.17347       0.00399         0.00402         0.00406
  0.18367       0.00125         0.00124         0.00126
  0.19388       0.00111         0.00177         0.00152
  0.20408       0.00301         0.00463         0.00357
  0.21429       0.00348         0.00447         0.00318
  0.22449       0.00311         0.00408         0.00281
  0.23469       0.00225         0.00351         0.00235
  0.24490       0.00320         0.00588         0.00358
  0.25510       0.00343         0.00562         0.00334
  0.26531       0.00238         0.00333         0.00188
  0.27551       0.00302         0.00445         0.00250
  0.28571       0.00290         0.00378         0.00205
  0.29592       0.00153         0.00205         0.00114
  0.30612       0.00141         0.00256         0.00145
  0.31633       0.00147         0.00249         0.00135
  0.32653       0.00155         0.00256         0.00129
  0.33673       0.00120         0.00222         0.00112
  0.34694       0.00100         0.00192         0.00101
  0.35714       0.00136         0.00294         0.00147
  0.36735       0.00135         0.00300         0.00144
  0.37755       0.00143         0.00255         0.00125
  0.38776       0.00224         0.00529         0.00266
  0.39796       0.00376         0.00848         0.00420
  0.40816       0.00313         0.00728         0.00347
  0.41837       0.00126         0.00318         0.00152
  0.42857       0.00103         0.00273         0.00126
  0.43878       0.00195         0.00551         0.00263
  0.44898       0.00124         0.00336         0.00168
  0.45918       0.00078         0.00140         0.00078
  0.46939       0.00144         0.00282         0.00141
  0.47959       0.00176         0.00335         0.00153
  0.48980       0.00160         0.00297         0.00135
  0.50000       0.00197         0.00424         0.00207
