 FREQUENCY   POWER_STD_CRN   POWER_RES_CRN   POWER_ARS_CRN
  0.00000       0.00035         0.00084         0.01101
  0.01136       0.00902         0.00133         0.01389
  0.02273       0.08115         0.00503         0.03984
  0.03409       0.13054         0.00813         0.05890
  0.04545       0.07598         0.00734         0.04194
  0.05682       0.04149         0.00710         0.03126
  0.06818       0.02367         0.00382         0.01620
  0.07955       0.00892         0.00153         0.00437
  0.09091       0.01199         0.00264         0.00553
  0.10227       0.01041         0.00259         0.00482
  0.11364       0.00401         0.00169         0.00313
  0.12500       0.00201         0.00111         0.00192
  0.13636       0.00199         0.00091         0.00096
  0.14773       0.00605         0.00452         0.00458
  0.15909       0.00660         0.00594         0.00575
  0.17045       0.00706         0.00517         0.00479
  0.18182       0.00640         0.00372         0.00342
  0.19318       0.00316         0.00310         0.00266
  0.20455       0.00196         0.00436         0.00343
  0.21591       0.00142         0.00320         0.00245
  0.22727       0.00164         0.00285         0.00201
  0.23864       0.00223         0.00323         0.00209
  0.25000       0.00202         0.00277         0.00173
  0.26136       0.00401         0.00519         0.00331
  0.27273       0.00477         0.00675         0.00402
  0.28409       0.00401         0.00538         0.00295
  0.29545       0.00322         0.00468         0.00261
  0.30682       0.00210         0.00379         0.00203
  0.31818       0.00139         0.00377         0.00183
  0.32955       0.00153         0.00489         0.00244
  0.34091       0.00195         0.00426         0.00228
  0.35227       0.00136         0.00233         0.00124
  0.36364       0.00144         0.00390         0.00184
  0.37500       0.00095         0.00282         0.00134
  0.38636       0.00225         0.00308         0.00175
  0.39773       0.00463         0.00679         0.00382
  0.40909       0.00458         0.00724         0.00421
  0.42045       0.00302         0.00423         0.00246
  0.43182       0.00364         0.00530         0.00291
  0.44318       0.00315         0.00546         0.00301
  0.45455       0.00135         0.00297         0.00148
  0.46591       0.00103         0.00167         0.00077
  0.47727       0.00106         0.00132         0.00063
  0.48864       0.00192         0.00280         0.00150
  0.50000       0.00298         0.00451         0.00258
