year	num	seg	age	raw	std	res	ars
   1884	   1.	 126.000	   1.000	   0.382	   0.688	   0.811	   0.754
   1885	   1.	 126.000	   2.000	   0.696	   0.790	   0.993	   0.849
   1886	   1.	 126.000	   3.000	   0.777	   0.811	   0.950	   0.839
   1887	   1.	 126.000	   4.000	   1.058	   0.907	   1.019	   0.916
   1888	   1.	 126.000	   5.000	   1.022	   0.885	   0.941	   0.880
   1889	   1.	 126.000	   6.000	   0.989	   0.865	   0.935	   0.867
   1890	   2.	 116.000	   4.000	   1.197	   0.701	   0.825	   0.753
   1891	   2.	 116.000	   5.000	   1.462	   0.897	   1.101	   0.949
   1892	   4.	 116.750	   3.500	   1.773	   0.861	   0.979	   0.920
   1893	   5.	 116.800	   3.800	   1.955	   1.076	   0.906	   0.866
   1894	   5.	 116.800	   4.800	   1.893	   1.194	   0.953	   0.877
   1895	   6.	 115.667	   5.000	   2.102	   1.171	   1.095	   1.017
   1896	   7.	 115.429	   5.286	   2.020	   1.324	   1.066	   1.067
   1897	   7.	 115.429	   6.286	   2.496	   1.251	   1.078	   1.131
   1898	   7.	 115.429	   7.286	   2.395	   1.159	   0.998	   1.087
   1899	   8.	 114.875	   7.375	   2.214	   1.153	   0.947	   1.021
   1900	   9.	 114.222	   7.556	   2.049	   1.112	   1.009	   1.043
   1901	   9.	 114.222	   8.556	   1.952	   1.048	   0.990	   1.025
   1902	   9.	 114.222	   9.556	   1.893	   0.939	   0.964	   0.992
   1903	   9.	 114.222	  10.556	   1.888	   1.080	   1.055	   1.065
   1904	   9.	 114.222	  11.556	   1.728	   1.044	   0.979	   1.021
   1905	   9.	 114.222	  12.556	   1.850	   1.027	   0.978	   1.008
   1906	   9.	 114.222	  13.556	   1.737	   0.979	   0.975	   0.991
   1907	  10.	 113.000	  13.200	   1.580	   0.812	   0.910	   0.915
   1908	  10.	 113.000	  14.200	   1.282	   0.740	   0.911	   0.873
   1909	  10.	 113.000	  15.200	   1.069	   0.655	   0.812	   0.750
   1910	  10.	 113.000	  16.200	   1.199	   0.601	   0.886	   0.746
   1911	  10.	 113.000	  17.200	   1.088	   0.546	   0.831	   0.678
   1912	  10.	 113.000	  18.200	   0.690	   0.401	   0.679	   0.525
   1913	  10.	 113.000	  19.200	   0.935	   0.469	   0.959	   0.651
   1914	  10.	 113.000	  20.200	   0.821	   0.394	   0.829	   0.593
   1915	  11.	 111.091	  19.364	   1.481	   0.743	   1.152	   0.863
   1916	  11.	 111.091	  20.364	   2.038	   0.973	   1.224	   1.092
   1917	  13.	 108.077	  18.231	   2.175	   0.994	   0.922	   0.956
   1918	  14.	 106.929	  17.929	   1.903	   0.754	   0.748	   0.757
   1919	  14.	 106.929	  18.929	   2.098	   0.905	   1.118	   0.984
   1920	  15.	 105.800	  18.667	   2.238	   0.956	   1.059	   1.020
   1921	  16.	 104.750	  18.500	   2.466	   1.145	   1.144	   1.170
   1922	  16.	 104.750	  19.500	   2.853	   1.346	   1.221	   1.349
