"Species","coef","significant","significant2","ci.lower","ci.upper","chg_rad_inc_1SD_clim","variable","month"
"CACO",-0.124778299885956,FALSE,FALSE,-0.368394075009984,0.181276591651225,-0.0178509831474031,"cld","prev.apr"
"CACO",0.075897917550206,FALSE,FALSE,-0.243029451195957,0.349861386919489,0.0108580774730063,"cld","prev.may"
"CACO",-0.109123415054671,FALSE,FALSE,-0.432115575032623,0.21651263841281,-0.0156113702856057,"cld","prev.jun"
"CACO",-0.133678473560738,FALSE,FALSE,-0.434245570301346,0.172210355992099,-0.0191242562279204,"cld","prev.jul"
"CACO",0.305740464212396,FALSE,FALSE,-0.0272953737129476,0.606658995905554,0.0437397198000209,"cld","prev.aug"
"CACO",0.221759030927742,FALSE,FALSE,-0.100116716713916,0.540793152461677,0.0317252016375735,"cld","prev.sep"
"CACO",0.2643847339957,FALSE,FALSE,-0.0121817142083672,0.510627219031934,0.0378233028924214,"cld","prev.oct"
"CACO",0.150054288643337,FALSE,FALSE,-0.0842032020885096,0.380803629254165,0.0214670065244996,"cld","prev.nov"
"CACO",0.288038111706136,TRUE,FALSE,0.0568890980919058,0.52817412777041,0.0412071929379988,"cld","prev.dec"
"CACO",0.208940875751197,FALSE,FALSE,-0.0391798698054394,0.460006158284615,0.0298914158571418,"cld","curr.jan"
"CACO",-0.0922497348157156,FALSE,FALSE,-0.425693349277965,0.248080129874325,-0.0131973946034914,"cld","curr.feb"
"CACO",0.0919777434625401,FALSE,FALSE,-0.196977705779995,0.364186061445274,0.0131584830854934,"cld","curr.mar"
"CACO",-0.192689723413776,FALSE,FALSE,-0.512023435346823,0.118501822444802,-0.0275665000122688,"cld","curr.apr"
"CACO",0.183078331716399,FALSE,FALSE,-0.120364680110429,0.471526013746056,0.0261914789439438,"cld","curr.may"
"CACO",0.458987965538846,TRUE,FALSE,0.0948156480334663,0.704346017347444,0.0656635524380708,"cld","curr.jun"
"CACO",0.348412061655122,TRUE,FALSE,0.0179031603387049,0.598876950455391,0.0498443867775247,"cld","curr.jul"
"CACO",0.0237541991108191,FALSE,FALSE,-0.287483400939259,0.361449914953366,0.00339831371636614,"cld","curr.aug"
"CACO",0.211546997616384,FALSE,FALSE,-0.079599851658591,0.472776436755598,0.0302642518193088,"dtr","prev.apr"
"CACO",0.0471289788646694,FALSE,FALSE,-0.265713181038784,0.359194356094949,0.00674234709269526,"dtr","prev.may"
"CACO",0.154910737836849,FALSE,FALSE,-0.148922275517423,0.431737985935828,0.0221617779133454,"dtr","prev.jun"
"CACO",0.0172770601687595,FALSE,FALSE,-0.334098854349341,0.319059230268492,0.00247168386002275,"dtr","prev.jul"
"CACO",-0.294384972650695,FALSE,FALSE,-0.562253811074586,0.0898668820643764,-0.042115185015658,"dtr","prev.aug"
"CACO",-0.274879788881597,FALSE,FALSE,-0.553503403083663,0.0320376243528287,-0.0393247422297938,"dtr","prev.sep"
"CACO",-0.226341582838054,FALSE,FALSE,-0.452035504880689,0.0479993658773552,-0.0323807888430239,"dtr","prev.oct"
"CACO",-0.0271568728478565,FALSE,FALSE,-0.288943280135958,0.246459192418583,-0.00388510566329505,"dtr","prev.nov"
"CACO",-0.324229582835879,FALSE,FALSE,-0.611798401275104,0.0179593935632523,-0.0463848026810971,"dtr","prev.dec"
"CACO",-0.106918867328619,FALSE,FALSE,-0.442000678644071,0.231395847916762,-0.0152959841620459,"dtr","curr.jan"
"CACO",0.018076179079481,FALSE,FALSE,-0.318348207348454,0.327200860039765,0.00258600708947128,"dtr","curr.feb"
"CACO",-0.287274064789602,FALSE,FALSE,-0.611532084805,0.0879508627637712,-0.0410978871641316,"dtr","curr.mar"
"CACO",0.218971194156171,FALSE,FALSE,-0.18721111545931,0.535371289733825,0.0313263692502713,"dtr","curr.apr"
"CACO",0.00759612337843988,FALSE,FALSE,-0.32543732411239,0.343309888965921,0.00108671355947355,"dtr","curr.may"
"CACO",-0.324416594040237,FALSE,FALSE,-0.649978663617895,0.12728962796493,-0.0464115568030912,"dtr","curr.jun"
"CACO",-0.372231547526311,TRUE,FALSE,-0.632735597901155,-0.0294092497724477,-0.0532520405222466,"dtr","curr.jul"
"CACO",-0.30222248110792,TRUE,FALSE,-0.543098827858374,-0.0252154869736602,-0.0432364315105647,"dtr","curr.aug"
"CACO",0.0884168776040251,FALSE,FALSE,-0.242018247587457,0.404821872959452,0.0126490599206593,"frs","prev.oct"
"CACO",0.0927109955929787,FALSE,FALSE,-0.36235140875428,0.538621610376348,0.0132633833080098,"frs","prev.nov"
"CACO",-0.233331665763289,FALSE,FALSE,-0.471357309355843,0.0137927346997119,-0.0333808012859837,"frs","prev.dec"
"CACO",0.0519134434511801,FALSE,FALSE,-0.205637594038414,0.303152971237664,0.00742682024853413,"frs","curr.jan"
"CACO",0.0803223079523233,FALSE,FALSE,-0.183878174122388,0.326450670576048,0.0114910378401367,"frs","curr.feb"
"CACO",-0.0629946498707955,FALSE,FALSE,-0.334074278782016,0.199996536982218,-0.00901211536178895,"frs","curr.mar"
"CACO",-0.172792205513935,FALSE,FALSE,-0.460696468728387,0.161839625402274,-0.0247199292781761,"frs","curr.apr"
"CACO",0.291338928094274,TRUE,FALSE,0.00775091846551096,0.462912642473942,0.0416794130096874,"frs","curr.may"
"CACO",0.302505452658977,FALSE,FALSE,-0.00790654791099082,0.583071635122451,0.043276913873233,"pet","prev.apr"
"CACO",-0.177029868739047,FALSE,FALSE,-0.522805452535019,0.188466063185588,-0.0253261761567198,"pet","prev.may"
