"variable","prev.apr","prev.may","prev.jun","prev.jul","prev.aug","prev.sep","prev.oct","prev.nov","prev.dec","curr.jan","curr.feb","curr.mar","curr.apr","curr.may","curr.jun","curr.jul","curr.aug"
"cld",0,1,0,1,0,1,3,3,1,1,0,0,3,1,1,4,1
"dtr",0,2,0,0,0,4,3,1,0,1,1,0,3,0,1,4,2
"pet",0,0,0,0,0,3,3,6,1,1,0,0,1,3,4,4,0
"PETminusPRE",0,1,0,1,0,3,4,0,0,2,0,2,1,2,2,6,4
"pre",0,1,0,1,0,1,3,1,0,3,0,2,1,2,2,6,4
"tmn",3,1,0,0,0,1,0,1,0,2,1,0,1,6,1,0,0
"tmp",2,1,0,0,0,1,0,4,0,2,1,0,2,5,2,0,1
"tmx",2,0,0,3,0,2,0,3,0,2,1,0,2,5,3,1,1
"vap",5,0,3,0,0,0,0,0,2,0,1,1,2,0,0,0,0
"wet",0,1,0,0,0,2,3,0,0,6,0,3,1,1,1,5,3
"PDSI_prewhiten",2,1,0,0,0,3,6,1,0,1,0,3,2,2,1,7,6
