year	num	seg	age	raw	std	res	ars
   1777	   1.	 233.000	   1.000	   1.215	   1.328	   1.258	   1.290
   1778	   1.	 233.000	   2.000	   0.958	   1.197	   1.014	   1.134
   1779	   1.	 233.000	   3.000	   0.845	   1.138	   1.018	   1.074
   1780	   1.	 233.000	   4.000	   1.075	   1.261	   1.218	   1.241
   1781	   1.	 233.000	   5.000	   0.845	   1.137	   0.989	   1.090
   1782	   1.	 233.000	   6.000	   0.680	   1.045	   0.948	   0.987
   1783	   1.	 233.000	   7.000	   0.555	   0.974	   0.932	   0.929
   1784	   1.	 233.000	   8.000	   0.709	   1.057	   1.084	   1.058
   1785	   1.	 233.000	   9.000	   0.317	   0.832	   0.769	   0.788
   1786	   1.	 233.000	  10.000	   0.539	   0.953	   1.051	   0.972
   1787	   1.	 233.000	  11.000	   0.694	   1.041	   1.091	   1.081
   1788	   1.	 233.000	  12.000	   0.845	   1.130	   1.127	   1.158
   1789	   1.	 233.000	  13.000	   0.694	   1.035	   0.961	   1.028
   1790	   1.	 233.000	  14.000	   0.737	   1.058	   1.037	   1.051
   1791	   1.	 233.000	  15.000	   0.539	   0.931	   0.891	   0.913
   1792	   1.	 233.000	  16.000	   0.588	   0.957	   0.993	   0.961
   1793	   1.	 233.000	  17.000	   0.723	   1.039	   1.074	   1.060
   1794	   1.	 233.000	  18.000	   0.982	   1.209	   1.199	   1.219
   1795	   1.	 233.000	  19.000	   0.871	   1.131	   1.021	   1.112
   1796	   1.	 233.000	  20.000	   0.317	   0.762	   0.664	   0.697
   1797	   1.	 233.000	  21.000	   0.180	   0.668	   0.776	   0.642
   1798	   1.	 233.000	  22.000	   0.650	   0.969	   1.176	   1.043
   1799	   1.	 233.000	  23.000	   0.680	   0.985	   1.026	   1.045
   1800	   1.	 233.000	  24.000	   0.619	   0.938	   0.950	   0.970
   1801	   1.	 233.000	  25.000	   0.358	   0.756	   0.783	   0.765
   1802	   1.	 233.000	  26.000	   0.100	   0.580	   0.697	   0.580
   1803	   1.	 233.000	  27.000	   0.522	   0.854	   1.108	   0.953
   1804	   1.	 233.000	  28.000	   0.377	   0.749	   0.849	   0.828
   1805	   1.	 233.000	  29.000	   0.522	   0.842	   0.989	   0.924
   1806	   1.	 233.000	  30.000	   0.588	   0.881	   0.985	   0.957
   1807	   1.	 233.000	  31.000	   0.522	   0.828	   0.901	   0.884
   1808	   1.	 233.000	  32.000	   0.694	   0.945	   1.049	   1.006
   1809	   1.	 233.000	  33.000	   0.488	   0.790	   0.826	   0.826
   1810	   1.	 233.000	  34.000	   0.694	   0.932	   1.054	   0.989
   1811	   1.	 233.000	  35.000	   0.737	   0.958	   1.010	   1.008
   1812	   1.	 233.000	  36.000	   0.709	   0.930	   0.958	   0.964
   1813	   1.	 233.000	  37.000	   0.832	   1.015	   1.060	   1.048
   1814	   1.	 233.000	  38.000	   1.108	   1.219	   1.221	   1.234
   1815	   1.	 233.000	  39.000	   1.119	   1.221	   1.108	   1.201
   1816	   1.	 233.000	  40.000	   1.063	   1.171	   1.044	   1.127
